cart_item_id,cart_id,product_id,quantity,unit_price,item_status,added_at,updated_at,total_price
49,17,2686,5,393.45,Converted,2022-03-22T06:59:16Z,2022-03-22T07:26:56Z,1967.25
50,17,868,3,58.01,Converted,2022-03-22T05:48:01Z,2022-03-22T06:24:06Z,174.03
51,18,2279,3,145.68,Abandoned,2022-01-05T03:27:01Z,2022-01-05T03:28:30Z,437.04
52,18,3744,3,240.84,Abandoned,2022-01-05T03:20:24Z,2022-01-05T03:21:08Z,722.52
53,19,542,3,549.9,Converted,2021-05-19T14:15:55Z,2021-05-19T14:15:55Z,1649.6999999999998
54,19,4418,1,1189.35,Converted,2021-05-19T14:15:55Z,2021-05-19T14:15:55Z,1189.35
55,19,479,2,237.51,Converted,2021-05-19T14:15:55Z,2021-05-19T14:15:55Z,475.02
56,19,706,1,279.75,Converted,2021-05-19T14:15:55Z,2021-05-19T14:15:55Z,279.75
57,20,730,3,24.87,Abandoned,2024-12-15T22:37:05Z,2024-12-28T18:17:30Z,74.61
58,21,4779,5,125.17,Abandoned,2024-09-19T10:48:13Z,2024-09-19T10:52:43Z,625.85
59,22,3739,1,1848.84,Converted,2025-08-05T13:37:49Z,2025-08-05T13:37:49Z,1848.84
60,22,1409,2,384.81,Converted,2025-08-05T13:37:49Z,2025-08-05T13:37:49Z,769.62
61,22,1646,3,377.92,Converted,2025-08-05T13:37:49Z,2025-08-05T13:37:49Z,1133.76
62,22,4259,1,32.79,Converted,2025-08-05T13:37:49Z,2025-08-05T13:37:49Z,32.79
63,23,4907,2,186.84,Abandoned,2025-08-05T15:04:35Z,2025-08-05T15:33:03Z,373.68
64,23,1226,1,577.45,Abandoned,2025-08-05T16:01:14Z,2025-08-05T16:10:08Z,577.45
65,24,3702,1,531.24,Abandoned,2025-08-05T14:39:04Z,2025-08-05T15:24:13Z,531.24
66,24,3911,2,84.87,Abandoned,2025-08-05T14:23:03Z,2025-08-05T14:53:44Z,169.74
67,25,1082,1,731.72,Abandoned,2025-08-05T13:54:36Z,2025-08-05T16:58:28Z,731.72
68,26,258,6,120.82,Abandoned,2024-06-28T03:18:57Z,2024-06-28T04:14:24Z,724.92
69,27,1016,3,920.66,Converted,2025-06-30T07:12:23Z,2025-07-01T16:15:52Z,2761.98
70,27,425,2,207.12,Converted,2025-06-26T22:59:54Z,2025-07-13T02:12:14Z,414.24
71,28,2093,1,97.52,Converted,2023-04-05T11:04:58Z,2023-04-05T11:04:58Z,97.52
72,28,2358,3,718.18,Converted,2023-04-05T11:04:58Z,2023-04-05T11:04:58Z,2154.54
73,29,891,4,594.82,Converted,2025-06-18T18:43:00Z,2025-06-18T19:07:38Z,2379.28
74,29,1936,2,126.78,Converted,2025-06-18T18:40:47Z,2025-06-18T19:08:06Z,253.56
75,29,4644,2,160.49,Converted,2025-06-18T18:41:34Z,2025-06-18T19:00:18Z,320.98
76,30,387,3,244.45,Abandoned,2025-06-18T18:27:34Z,2025-06-18T18:27:34Z,733.3499999999999
77,31,154,2,84.41,Converted,2025-06-18T19:34:03Z,2025-06-18T19:52:37Z,168.82
78,31,2846,7,1043.08,Converted,2025-06-18T18:42:56Z,2025-06-18T18:53:37Z,7301.5599999999995
79,31,4290,3,26.56,Converted,2025-06-18T20:01:13Z,2025-06-18T20:21:32Z,79.67999999999999
80,32,2130,8,196.12,Abandoned,2017-06-26T17:28:25Z,2017-06-26T17:29:47Z,1568.96
81,33,3555,3,139.48,Converted,2023-09-18T19:51:08Z,2023-09-18T21:29:05Z,418.43999999999994
82,33,2146,2,626.2,Converted,2023-09-18T19:47:36Z,2023-09-18T19:53:46Z,1252.4
83,33,3343,3,1273.84,Converted,2023-09-18T19:45:53Z,2023-09-18T19:53:06Z,3821.5199999999995
84,33,71,1,184.75,Converted,2023-09-18T20:26:42Z,2023-09-18T21:03:09Z,184.75
85,33,2316,2,56.98,Converted,2023-09-18T20:53:31Z,2023-09-18T22:06:11Z,113.96
86,33,590,2,643.24,Converted,2023-09-18T20:36:41Z,2023-09-18T21:19:46Z,1286.48
87,33,1979,4,65.48,Converted,2023-09-18T19:50:16Z,2023-09-18T20:10:12Z,261.92
88,34,4547,1,1781.72,Converted,2025-11-15T06:58:20Z,2025-11-15T07:00:43Z,1781.72
89,35,4680,3,58.6,Abandoned,2017-11-28T21:50:55Z,2017-11-28T21:51:18Z,175.8
90,36,1940,1,230.79,Abandoned,2020-02-23T11:55:44Z,2020-02-23T11:58:00Z,230.79
91,36,1750,1,357.83,Active,2020-02-23T11:42:59Z,2020-02-23T12:26:38Z,357.83
92,36,107,3,137.83,Abandoned,2020-02-23T11:31:02Z,2020-02-23T12:08:21Z,413.49
93,37,4442,1,170.33,Converted,2020-02-23T11:29:24Z,2020-02-23T11:29:24Z,170.33
94,37,4684,1,318.85,Converted,2020-02-23T11:29:24Z,2020-02-23T11:29:24Z,318.85
95,37,646,6,154.16,Converted,2020-02-23T11:29:24Z,2020-02-23T11:29:24Z,924.96
96,37,432,4,55.83,Converted,2020-02-23T11:29:24Z,2020-02-23T11:29:24Z,223.32
97,38,708,1,693.02,Abandoned,2020-12-16T21:49:38Z,2020-12-16T21:49:38Z,693.02
98,38,2333,2,517.76,Abandoned,2020-12-16T21:49:38Z,2020-12-16T21:49:38Z,1035.52
99,39,2560,3,72.38,Abandoned,2020-12-17T01:36:47Z,2020-12-17T01:46:41Z,217.14
100,40,2303,3,185.88,Abandoned,2025-04-30T09:45:50Z,2025-04-30T10:09:56Z,557.64
101,40,3563,2,159.65,Abandoned,2025-04-30T09:56:25Z,2025-04-30T10:42:14Z,319.3
102,40,917,7,110.94,Abandoned,2025-04-30T10:07:28Z,2025-04-30T10:13:55Z,776.5799999999999
103,41,4246,4,45.93,Converted,2025-04-30T10:00:17Z,2025-04-30T10:38:43Z,183.72
104,42,3439,1,14.43,Abandoned,2025-04-30T10:29:07Z,2025-04-30T11:15:55Z,14.43
105,42,4983,3,100.71,Active,2025-04-30T10:05:47Z,2025-04-30T10:14:34Z,302.13
106,42,1980,5,13.58,Abandoned,2025-04-30T10:39:10Z,2025-04-30T11:13:15Z,67.9
107,43,4935,3,232.96,Converted,2025-04-30T12:43:04Z,2025-04-30T13:05:11Z,698.88
108,43,3681,7,566.17,Converted,2025-04-30T12:10:08Z,2025-04-30T12:57:05Z,3963.1899999999996
109,44,1457,9,167.41,Converted,2025-04-30T09:51:30Z,2025-04-30T09:53:36Z,1506.69
110,44,304,4,152.02,Converted,2025-04-30T10:27:11Z,2025-04-30T10:30:42Z,608.08
111,44,165,2,174.99,Converted,2025-04-30T10:13:14Z,2025-04-30T10:26:50Z,349.98
112,44,4465,4,580.08,Converted,2025-04-30T10:24:44Z,2025-04-30T10:31:36Z,2320.32
113,44,4000,2,234.49,Converted,2025-04-30T09:54:01Z,2025-04-30T10:30:04Z,468.98
114,45,3431,3,74.15,Abandoned,2024-03-06T12:49:03Z,2024-03-06T14:58:23Z,222.45000000000002
115,46,707,4,34.1,Converted,2024-07-01T21:49:13Z,2024-07-01T21:57:59Z,136.4
116,46,3899,1,279.73,Converted,2024-07-01T21:06:08Z,2024-07-01T21:30:35Z,279.73
117,46,3497,7,31.2,Converted,2024-07-01T22:03:19Z,2024-07-01T22:04:14Z,218.4
118,47,1590,1,171.22,Converted,2022-09-13T15:34:06Z,2022-09-15T18:25:01Z,171.22
119,47,2987,1,170.78,Converted,2022-09-15T18:37:23Z,2022-09-16T13:11:58Z,170.78
120,47,2484,1,83.59,Converted,2022-09-14T03:52:42Z,2022-09-15T19:58:49Z,83.59
121,48,3497,3,31.2,Abandoned,2020-07-23T17:34:14Z,2020-07-23T17:53:33Z,93.6
122,49,780,2,174.0,Converted,2017-11-16T08:05:08Z,2017-11-16T08:06:36Z,348.0
123,49,3149,3,232.01,Converted,2017-11-16T07:14:06Z,2017-11-16T07:47:26Z,696.03
124,49,2471,3,119.18,Converted,2017-11-16T07:39:25Z,2017-11-16T07:41:19Z,357.54
125,50,2995,4,292.98,Abandoned,2023-11-04T02:09:46Z,2023-11-04T02:09:46Z,1171.92
126,50,1308,2,69.64,Abandoned,2023-11-04T02:09:46Z,2023-11-04T02:09:46Z,139.28
127,51,1056,2,99.88,Converted,2020-08-15T09:31:25Z,2020-08-15T10:16:02Z,199.76
128,51,3492,1,687.54,Converted,2020-08-15T09:32:02Z,2020-08-15T10:07:45Z,687.54
129,52,2619,3,586.62,Abandoned,2017-11-16T07:14:51Z,2017-11-16T07:14:51Z,1759.8600000000001
130,53,4739,2,1228.55,Converted,2016-10-12T22:29:16Z,2016-10-12T22:30:42Z,2457.1
131,53,1874,5,36.74,Converted,2016-10-12T23:05:19Z,2016-10-13T00:54:43Z,183.70000000000002
132,54,2688,2,84.18,Abandoned,2019-12-11T15:25:46Z,2019-12-11T16:12:13Z,168.36
133,54,2019,1,405.13,Abandoned,2019-12-11T14:29:00Z,2019-12-11T15:51:22Z,405.13
134,54,1960,4,284.34,Abandoned,2019-12-11T15:41:01Z,2019-12-11T16:12:58Z,1137.36
135,54,3508,1,78.61,Abandoned,2019-12-11T15:20:58Z,2019-12-11T15:37:00Z,78.61
136,54,1120,1,370.44,Abandoned,2019-12-11T15:57:37Z,2019-12-11T16:03:49Z,370.44
137,54,3918,1,1212.38,Abandoned,2019-12-11T15:22:29Z,2019-12-11T15:40:24Z,1212.38
138,55,2345,2,267.21,Abandoned,2016-10-12T21:43:29Z,2016-10-12T21:43:46Z,534.42
139,55,1258,1,620.37,Abandoned,2016-10-12T22:13:09Z,2016-10-12T22:14:37Z,620.37
140,55,1391,3,142.44,Abandoned,2016-10-12T21:40:29Z,2016-10-12T21:42:09Z,427.32
141,56,3897,2,437.8,Converted,2017-08-06T10:17:54Z,2017-08-06T10:17:54Z,875.6
142,56,1126,1,950.04,Converted,2017-08-06T10:17:54Z,2017-08-06T10:17:54Z,950.04
143,56,3788,4,573.38,Converted,2017-08-06T10:17:54Z,2017-08-06T10:17:54Z,2293.52
144,57,419,3,157.47,Active,2019-12-11T14:52:10Z,2019-12-11T16:07:59Z,472.40999999999997
145,58,4681,1,84.67,Abandoned,2025-07-31T12:01:26Z,2025-07-31T12:25:23Z,84.67
146,58,1256,4,524.07,Active,2025-07-31T11:21:59Z,2025-07-31T12:06:55Z,2096.28
147,58,2166,1,18.7,Abandoned,2025-07-31T11:54:15Z,2025-07-31T12:02:45Z,18.7
148,59,3274,2,1065.54,Converted,2025-08-07T09:40:03Z,2025-08-07T10:16:14Z,2131.08
149,59,1128,2,403.7,Converted,2025-08-07T09:24:05Z,2025-08-07T10:58:36Z,807.4
150,60,3932,3,167.41,Abandoned,2025-11-07T22:12:14Z,2025-11-07T22:12:14Z,502.23
151,61,4724,3,562.45,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,1687.3500000000001
152,61,916,3,114.49,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,343.46999999999997
153,61,168,2,12.51,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,25.02
154,61,4765,2,95.29,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,190.58
155,61,1750,1,357.83,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,357.83
156,61,2039,2,591.42,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,1182.84
157,61,2131,2,452.62,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,905.24
158,61,192,6,1293.15,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,7758.900000000001
159,62,2250,3,129.67,Abandoned,2025-11-10T04:21:46Z,2025-11-10T04:21:46Z,389.01
160,63,4540,5,83.14,Converted,2025-11-10T05:45:06Z,2025-11-10T06:14:36Z,415.7
161,63,4631,4,69.67,Converted,2025-11-10T05:32:06Z,2025-11-10T06:12:35Z,278.68
162,63,3141,3,667.25,Converted,2025-11-10T05:33:22Z,2025-11-10T06:22:20Z,2001.75
163,64,2380,1,87.19,Converted,2024-10-15T08:28:38Z,2024-10-15T10:05:48Z,87.19
164,64,2725,1,298.4,Converted,2024-10-15T08:34:42Z,2024-10-15T09:14:54Z,298.4
165,64,2197,2,104.98,Converted,2024-10-15T08:37:35Z,2024-10-15T10:04:09Z,209.96
166,64,4057,3,324.05,Converted,2024-10-15T09:53:38Z,2024-10-15T09:58:48Z,972.1500000000001
167,65,2089,1,233.96,Abandoned,2023-12-12T02:56:43Z,2023-12-12T02:59:07Z,233.96
168,66,1562,2,94.97,Converted,2025-12-14T06:41:51Z,2025-12-14T06:48:00Z,189.94
169,66,68,7,303.84,Converted,2025-12-14T06:02:21Z,2025-12-14T06:31:19Z,2126.8799999999997
170,66,645,5,810.28,Converted,2025-12-14T06:17:27Z,2025-12-14T06:51:47Z,4051.3999999999996
171,66,2472,2,52.54,Converted,2025-12-14T05:31:58Z,2025-12-14T06:28:35Z,105.08
172,67,4469,1,629.08,Abandoned,2025-08-11T03:37:31Z,2025-08-11T03:49:19Z,629.08
173,67,4203,2,124.84,Abandoned,2025-08-11T03:42:50Z,2025-08-11T03:44:48Z,249.68
174,67,132,5,194.71,Abandoned,2025-08-11T03:46:18Z,2025-08-11T03:46:57Z,973.5500000000001
175,67,1675,3,31.41,Abandoned,2025-08-11T03:37:05Z,2025-08-11T03:45:03Z,94.23
176,68,1905,3,90.99,Converted,2025-11-08T19:33:35Z,2025-11-08T19:47:38Z,272.96999999999997
177,68,4294,5,1131.39,Converted,2025-11-08T18:07:10Z,2025-11-08T19:38:02Z,5656.950000000001
178,68,407,1,135.42,Converted,2025-11-08T19:34:32Z,2025-11-08T19:52:17Z,135.42
179,69,4939,3,73.8,Abandoned,2025-11-08T18:22:05Z,2025-11-08T18:50:03Z,221.39999999999998
180,69,4427,2,526.24,Abandoned,2025-11-08T18:30:12Z,2025-11-08T18:30:24Z,1052.48
181,70,432,2,55.83,Abandoned,2025-12-02T02:03:10Z,2025-12-02T02:10:19Z,111.66
182,70,4442,2,170.33,Abandoned,2025-12-02T02:17:24Z,2025-12-02T02:36:40Z,340.66
183,71,3812,1,368.69,Converted,2024-11-01T15:04:40Z,2024-11-01T15:46:45Z,368.69
184,71,2764,1,32.02,Converted,2024-11-01T15:06:06Z,2024-11-01T15:40:20Z,32.02
185,71,1766,1,137.95,Converted,2024-11-01T14:39:54Z,2024-11-01T15:23:11Z,137.95
186,71,4114,3,1026.37,Converted,2024-11-01T14:58:12Z,2024-11-01T15:19:10Z,3079.1099999999997
187,71,2615,10,1069.77,Converted,2024-11-01T15:20:55Z,2024-11-01T15:40:33Z,10697.7
188,71,4811,5,10.67,Converted,2024-11-01T15:01:15Z,2024-11-01T15:40:09Z,53.35
189,71,4504,1,183.42,Converted,2024-11-01T14:19:51Z,2024-11-01T15:15:53Z,183.42
190,71,1168,7,188.92,Converted,2024-11-01T15:23:36Z,2024-11-01T15:34:47Z,1322.4399999999998
191,72,4468,3,110.41,Converted,2024-04-30T03:18:55Z,2024-04-30T03:29:49Z,331.23
192,72,476,3,76.38,Converted,2024-04-30T03:02:10Z,2024-04-30T03:07:36Z,229.14
193,72,4919,6,57.24,Converted,2024-04-30T04:07:19Z,2024-04-30T04:11:43Z,343.44
194,73,3812,2,368.69,Converted,2024-04-30T03:41:50Z,2024-04-30T03:54:08Z,737.38
195,73,4978,3,596.75,Converted,2024-04-30T04:27:21Z,2024-04-30T04:27:57Z,1790.25
196,73,4024,2,563.23,Converted,2024-04-30T03:47:46Z,2024-04-30T04:28:55Z,1126.46
197,73,2156,3,809.55,Converted,2024-04-30T04:19:17Z,2024-04-30T04:28:11Z,2428.6499999999996
198,73,4700,2,1088.21,Converted,2024-04-30T02:40:12Z,2024-04-30T03:02:07Z,2176.42
199,73,1507,5,62.5,Converted,2024-04-30T03:23:28Z,2024-04-30T03:42:45Z,312.5
200,73,4853,2,120.16,Converted,2024-04-30T04:16:59Z,2024-04-30T04:29:11Z,240.32
201,73,2765,8,260.79,Converted,2024-04-30T03:21:10Z,2024-04-30T04:05:32Z,2086.32
202,74,540,3,102.14,Abandoned,2025-05-21T22:22:40Z,2025-05-21T22:23:03Z,306.42
203,75,1378,6,245.02,Converted,2024-04-30T03:17:21Z,2024-04-30T03:20:27Z,1470.1200000000001
204,75,308,1,107.13,Converted,2024-04-30T03:06:12Z,2024-04-30T03:07:06Z,107.13
205,76,1633,3,859.7,Converted,2024-09-23T23:30:53Z,2024-09-24T07:25:06Z,2579.1000000000004
206,76,3053,1,67.16,Converted,2024-09-24T15:07:34Z,2024-09-25T01:26:31Z,67.16
207,76,4385,1,81.34,Converted,2024-09-24T07:11:53Z,2024-09-26T04:03:24Z,81.34
208,76,3581,6,278.26,Converted,2024-09-24T08:00:25Z,2024-09-25T03:55:22Z,1669.56
209,77,1385,9,106.28,Abandoned,2024-09-23T21:00:35Z,2024-09-23T21:00:41Z,956.52
210,77,3486,6,12.86,Abandoned,2024-09-23T19:34:21Z,2024-09-23T21:04:36Z,77.16
211,77,345,3,11.44,Abandoned,2024-09-23T19:49:25Z,2024-09-23T20:55:39Z,34.32
212,78,2251,3,49.18,Abandoned,2025-09-02T10:41:38Z,2025-09-02T10:41:38Z,147.54
213,78,3196,7,1057.22,Abandoned,2025-09-02T10:41:38Z,2025-09-02T10:41:38Z,7400.54
214,78,569,1,1118.95,Abandoned,2025-09-02T10:41:38Z,2025-09-02T10:41:38Z,1118.95
215,78,2675,3,1138.84,Abandoned,2025-09-02T10:41:38Z,2025-09-02T10:41:38Z,3416.5199999999995
216,78,3132,1,298.11,Abandoned,2025-09-02T10:41:38Z,2025-09-02T10:41:38Z,298.11
217,79,782,7,100.86,Abandoned,2025-02-03T11:37:08Z,2025-02-03T11:37:08Z,706.02
218,79,4102,2,766.39,Abandoned,2025-02-03T11:37:08Z,2025-02-03T11:37:08Z,1532.78
219,79,1887,2,20.52,Abandoned,2025-02-03T11:37:08Z,2025-02-03T11:37:08Z,41.04
220,79,3943,2,397.31,Abandoned,2025-02-03T11:37:08Z,2025-02-03T11:37:08Z,794.62
221,80,990,3,179.41,Converted,2025-02-03T12:37:26Z,2025-02-03T13:34:08Z,538.23
222,80,2742,1,147.72,Converted,2025-02-03T12:53:21Z,2025-02-03T13:23:36Z,147.72
223,81,1224,1,470.27,Abandoned,2025-09-06T06:21:24Z,2025-09-06T06:23:18Z,470.27
224,81,171,1,1219.2,Abandoned,2025-09-06T07:42:13Z,2025-09-06T07:44:02Z,1219.2
225,82,1114,5,225.87,Converted,2025-10-21T19:08:05Z,2025-10-21T19:23:30Z,1129.35
226,82,154,2,84.41,Converted,2025-10-21T18:07:03Z,2025-10-21T19:24:58Z,168.82
227,82,3641,1,182.17,Converted,2025-10-21T17:33:15Z,2025-10-21T18:04:04Z,182.17
228,83,4299,5,213.51,Abandoned,2021-05-26T01:09:19Z,2021-05-26T01:21:36Z,1067.55
229,83,627,1,40.82,Active,2021-05-26T00:00:03Z,2021-05-26T00:26:36Z,40.82
230,84,3595,3,79.86,Converted,2025-04-02T18:10:14Z,2025-04-02T18:27:59Z,239.57999999999998
231,84,1981,6,674.6,Converted,2025-04-02T16:59:43Z,2025-04-02T17:24:45Z,4047.6000000000004
232,84,3964,8,237.85,Converted,2025-04-02T17:27:18Z,2025-04-02T17:40:42Z,1902.8
233,85,4851,2,771.86,Converted,2021-05-25T23:51:23Z,2021-05-25T23:51:23Z,1543.72
234,85,629,7,374.7,Converted,2021-05-25T23:51:23Z,2021-05-25T23:51:23Z,2622.9
235,85,2549,5,218.48,Converted,2021-05-25T23:51:23Z,2021-05-25T23:51:23Z,1092.3999999999999
236,85,1335,1,303.93,Converted,2021-05-25T23:51:23Z,2021-05-25T23:51:23Z,303.93
237,85,2269,2,105.13,Converted,2021-05-25T23:51:23Z,2021-05-25T23:51:23Z,210.26
238,85,3678,2,207.33,Converted,2021-05-25T23:51:23Z,2021-05-25T23:51:23Z,414.66
239,86,4418,6,1189.35,Converted,2022-12-27T09:39:20Z,2022-12-27T09:47:56Z,7136.099999999999
240,87,4289,5,185.18,Abandoned,2021-05-26T00:14:15Z,2021-05-26T01:16:31Z,925.9000000000001
241,87,3182,3,172.41,Abandoned,2021-05-26T01:00:33Z,2021-05-26T01:33:51Z,517.23
242,87,4891,2,83.47,Abandoned,2021-05-26T00:10:46Z,2021-05-26T00:16:04Z,166.94
243,88,439,2,107.28,Abandoned,2025-08-22T21:46:45Z,2025-08-22T21:46:45Z,214.56
244,88,3687,3,1346.73,Abandoned,2025-08-22T21:46:45Z,2025-08-22T21:46:45Z,4040.19
245,89,3413,2,386.94,Abandoned,2022-09-27T06:29:17Z,2022-09-27T06:41:12Z,773.88
246,90,3356,1,355.4,Converted,2025-06-24T21:45:29Z,2025-07-04T09:50:00Z,355.4
247,90,2152,4,2167.99,Converted,2025-06-14T03:57:44Z,2025-06-22T05:05:39Z,8671.96
248,90,2060,1,2045.82,Converted,2025-07-05T13:13:07Z,2025-07-05T15:22:44Z,2045.82
249,90,375,3,180.08,Converted,2025-06-23T15:34:38Z,2025-06-29T02:43:37Z,540.24
250,90,2248,2,90.09,Converted,2025-06-15T02:02:40Z,2025-07-03T06:53:57Z,180.18
251,90,1296,2,213.69,Converted,2025-06-30T18:09:31Z,2025-07-04T22:54:12Z,427.38
252,91,1898,3,24.77,Converted,2025-08-22T21:46:25Z,2025-08-22T21:46:25Z,74.31
253,91,3193,8,247.01,Converted,2025-08-22T21:46:25Z,2025-08-22T21:46:25Z,1976.08
254,91,1784,1,18.43,Converted,2025-08-22T21:46:25Z,2025-08-22T21:46:25Z,18.43
255,91,3970,4,289.06,Converted,2025-08-22T21:46:25Z,2025-08-22T21:46:25Z,1156.24
256,91,4912,1,336.1,Converted,2025-08-22T21:46:25Z,2025-08-22T21:46:25Z,336.1
257,92,4037,1,132.75,Converted,2023-03-01T08:21:31Z,2023-03-01T09:26:50Z,132.75
258,92,3505,1,119.04,Converted,2023-03-01T07:55:36Z,2023-03-01T08:33:09Z,119.04
259,92,2630,1,211.6,Converted,2023-03-01T08:32:15Z,2023-03-01T08:56:01Z,211.6
260,92,3602,1,154.38,Converted,2023-03-01T08:46:40Z,2023-03-01T09:10:29Z,154.38
261,92,119,1,52.15,Converted,2023-03-01T08:13:48Z,2023-03-01T08:45:09Z,52.15
262,92,3122,2,621.4,Converted,2023-03-01T08:13:59Z,2023-03-01T09:02:17Z,1242.8
263,93,2666,3,210.01,Active,2023-07-24T23:52:56Z,2023-07-25T00:41:54Z,630.03
264,94,3077,1,372.32,Converted,2023-03-01T08:03:46Z,2023-03-01T08:13:27Z,372.32
265,94,4691,1,175.84,Converted,2023-03-01T08:27:03Z,2023-03-01T08:27:46Z,175.84
