product_id,product_name,sku,category_id,category,sub_category,brand,cost_price,sell_price,launch_date,weight,dimensions,color,size,material,supplier_id
20,REI Dumbbell Set,REI-STRE-00020,74,Strength Training,Seasonal,REI,105.36,134.58,2022-12-19,0.72,86.0x69.9x35.4,Green,NaN,NaN,
21,Fitbit iPhone 4 Pro Max 256GB,FIT-IPHO-00021,57,iPhone,NaN,Fitbit,175.1,224.38,2017-05-09,0.48,53.5x37.4x46.0,Blue,128GB,Carbon Fiber,
22,Funko Fashion Doll,FUN-DOLL-00022,43,Dolls,Bestseller,Funko,21.76,47.76,2021-08-08,7.58,69.2x7.2x42.0,NaN,NaN,NaN,
23,Bose OnePlus 6 64GB,BOS-ANDR-00023,58,Android Phones,NaN,Bose,479.88,917.7,2017-02-12,4.68,14.6x66.4x48.3,Silver,32GB,Stainless Steel,
24,"Sony ROG Gaming Laptop 17"" 64GB",SON-GAMI-00024,59,Gaming Laptops,NaN,Sony,410.15,861.39,2023-11-14,1.75,64.2x48.6x49.8,Space Gray,NaN,Carbon Fiber,
25,Columbia Yoga Block Set,COL-YOGA-00025,75,Yoga & Pilates,Bestseller,Columbia,25.18,38.31,2020-03-05,3.9,30.7x73.9x19.1,NaN,NaN,NaN,
26,Pantene Cologne,PAN-FRAG-00026,35,Fragrances,New Arrivals,Pantene,71.09,168.66,2020-10-22,9.39,61.9x35.7x44.3,Red,NaN,NaN,
27,Mystery of Time DVD Collection,HAR-MOVI-00027,39,Movies,NaN,HarperCollins,75.15,172.77,2023-11-27,0.0,NaN,Navy,NaN,NaN,
28,Kelloggs Granola Bars,KEL-SNAC-00028,45,Snacks,NaN,Kelloggs,26.97,70.02,2026-05-07,5.09,64.2x27.0x29.9,NaN,NaN,NaN,
29,Nature Made Vitamin C,NAT-VITA-00029,53,Vitamins,Bestseller,Nature Made,93.39,214.58,2024-05-09,8.72,51.9x59.4x41.9,Navy,NaN,NaN,
30,JBL Smart Band,JBL-WEAR-00030,15,Wearable Technology,NaN,JBL,78.18,105.05,2020-02-23,2.54,93.5x66.7x52.1,Gold,1TB,Aluminum,
31,Weber Wall Art Print,WEB-HOME-00031,26,Home Decor,NaN,Weber,209.89,374.54,2016-08-27,40.09,65.4x62.2x55.8,NaN,NaN,Plastic,
32,Canon iPhone 8 256GB Orange,CAN-IPHO-00032,57,iPhone,NaN,Canon,509.55,1091.24,2025-05-11,3.93,56.5x57.3x50.3,Space Gray,512GB,Plastic,
33,Columbia Mountain Bike Silver,COL-CYCL-00033,31,Cycling,NaN,Columbia,55.74,164.27,2022-07-10,5.37,61.4x26.9x9.5,NaN,NaN,NaN,
34,"Canon XPS 15.6"" Ultrabook",CAN-ULTR-00034,61,Ultrabooks,NaN,Canon,347.31,927.22,2019-03-20,2.0,95.0x72.3x19.6,Black,512GB,Glass,
35,Journey Home by Robert Brown Paperback,RAN-FICT-00035,36,Fiction,Featured,Random House,37.84,81.18,2026-04-11,0.0,NaN,Rose Gold,NaN,NaN,
36,Nikon Portable Speaker Red,NIK-SPEA-00036,63,Speakers,NaN,Nikon,568.62,729.93,2021-06-20,1.38,33.7x29.5x8.9,Black,NaN,Carbon Fiber,
37,Coleman Hiking Backpack Red,COL-OUTD-00037,28,Outdoor Recreation,NaN,Coleman,186.46,425.93,2026-04-22,3.88,35.9x33.6x48.8,NaN,NaN,NaN,
38,Coca-Cola Organic Table,COC-ORGA-00038,48,Organic Foods,Seasonal,Coca-Cola,18.55,35.24,2016-05-20,8.83,35.1x47.7x46.6,Silver,NaN,NaN,
39,New Balance Mens Dress Shirt Pink S,NEW-MENS-00039,64,Mens Shirts,Seasonal,New Balance,98.1,202.31,2022-12-20,0.1,68.3x6.1x43.6,Yellow,XS,Cotton,
40,Omron First Aid Kit,OMR-MEDI-00040,55,Medical Supplies,Seasonal,Omron,38.05,108.2,2022-01-09,6.75,18.8x48.4x57.0,Navy,NaN,NaN,
41,Under Armour Bike Home Gym,UND-EXER-00041,27,Exercise Equipment,Featured,Under Armour,139.38,399.92,2020-10-19,9.54,46.7x79.8x50.9,Orange,NaN,NaN,
42,Schwinn Sleeping Bag,SCH-OUTD-00042,28,Outdoor Recreation,NaN,Schwinn,169.27,305.51,2016-01-11,5.74,63.6x36.8x4.5,Blue,NaN,NaN,
43,"Garmin XPS 17"" Ultrabook",GAR-ULTR-00043,61,Ultrabooks,NaN,Garmin,215.22,467.7,2021-10-30,0.41,35.9x41.3x45.5,White,512GB,Stainless Steel,
44,Sony Portable Speaker Space Gray,SON-SPEA-00044,63,Speakers,NaN,Sony,377.19,555.92,2018-05-25,4.6,54.9x45.2x29.2,Silver,NaN,Plastic,
45,Nerf Doll House Set,NER-DOLL-00045,43,Dolls,Bestseller,Nerf,64.17,86.15,2025-05-27,8.82,56.6x50.4x16.2,Orange,NaN,NaN,
46,The Band Album Vinyl Record,WAR-MUSI-00046,38,Music,Featured,Warner Bros,33.16,41.19,2020-09-17,0.0,NaN,Blue,NaN,NaN,
47,Apple Standard Ultra 128GB Gold,APP-SMAR-00047,11,Smartphones,NaN,Apple,654.11,1395.69,2021-05-14,0.35,29.7x77.1x6.1,Black,NaN,Plastic,
48,Nintendo Building Block Set,NIN-BUIL-00048,42,Building Sets,NaN,Nintendo,59.02,170.33,2016-04-23,2.43,99.5x58.1x18.3,Purple,NaN,NaN,
49,The North Face Bike Helmet Blue,THE-CYCL-00049,31,Cycling,NaN,The North Face,127.26,373.5,2023-07-08,3.91,10.6x32.6x57.8,NaN,NaN,NaN,
50,iRobot TV Stand Metal,IRO-LIVI-00050,70,Living Room Furniture,Bestseller,iRobot,105.2,168.61,2018-01-25,31.86,61.0x21.0x41.9,NaN,NaN,NaN,
51,Fitbit Bluetooth Speaker Gold,FIT-SPEA-00051,63,Speakers,NaN,Fitbit,729.45,907.49,2017-07-18,2.44,22.9x22.7x7.9,Blue,512GB,Carbon Fiber,
52,Kraft Green Tea,KRA-BEVE-00052,46,Beverages,Bestseller,Kraft,26.23,65.61,2019-05-03,4.12,56.7x20.9x13.3,NaN,NaN,NaN,
53,3M Tool Box,3M-TOOL-00053,51,Tools,NaN,3M,259.96,613.67,2026-02-19,0.8,42.9x55.5x14.1,Purple,NaN,NaN,
54,The North Face Soccer Ball,THE-TEAM-00054,29,Team Sports,Featured,The North Face,97.81,193.63,2024-08-08,1.39,32.6x15.4x48.8,Rose Gold,NaN,NaN,
55,Williams-Sonoma Outdoor Planter Beige,WIL-GARD-00055,25,Garden Supplies,NaN,Williams-Sonoma,376.05,518.12,2023-11-20,35.42,11.0x66.2x53.9,Space Gray,NaN,Plastic,
56,Philips Vitamin C,PHI-VITA-00056,53,Vitamins,Bestseller,Philips,138.75,245.83,2024-08-01,6.38,99.9x11.5x26.5,NaN,NaN,NaN,
57,Jazz Ensemble CD Collection Edition,WAR-MUSI-00057,38,Music,Featured,Warner Bros,54.32,72.46,2019-04-14,0.0,NaN,Red,NaN,NaN,
58,"Bose Legion Gaming Laptop 27""",BOS-GAMI-00058,59,Gaming Laptops,NaN,Bose,145.88,415.58,2025-07-18,1.49,38.6x66.9x14.7,Gold,512GB,Stainless Steel,
59,Estee Lauder Eyeshadow Palette,EST-MAKE-00059,33,Makeup,Featured,Estee Lauder,140.81,374.28,2022-07-10,3.44,95.9x78.2x16.3,Gray,NaN,NaN,
60,Pottery Barn Ergonomic Office Chair,POT-OFFI-00060,72,Office Furniture,NaN,Pottery Barn,323.25,856.18,2022-07-11,9.32,97.9x33.4x26.6,NaN,NaN,NaN,
61,PepsiCo Olive Oil,PEP-PANT-00061,47,Pantry Staples,Seasonal,PepsiCo,27.4,71.35,2018-02-12,4.7,78.0x78.3x24.3,NaN,NaN,NaN,
62,Calvin Klein Kids Jacket Pink,CAL-KIDS-00062,19,Kids Clothing,Bestseller,Calvin Klein,12.74,36.15,2021-01-23,0.37,8.0x70.9x41.8,Orange,XS,Linen,
63,Patagonia Fitness Chair,PAT-EXER-00063,27,Exercise Equipment,Featured,Patagonia,113.75,249.1,2023-09-13,2.62,62.4x39.5x42.7,Beige,NaN,NaN,
64,Trek Sleeping Bag,TRE-OUTD-00064,28,Outdoor Recreation,NaN,Trek,90.64,190.47,2019-06-29,5.59,78.1x77.0x25.8,Blue,NaN,NaN,
65,Goodyear Floor Mats,GOO-CARA-00065,50,Car Accessories,New Arrivals,Goodyear,104.9,269.54,2026-01-01,2.92,10.4x71.1x27.7,NaN,NaN,NaN,
66,REI Weight Bench,REI-STRE-00066,74,Strength Training,Seasonal,REI,113.03,257.05,2022-10-23,9.55,98.1x72.8x19.8,Blue,NaN,NaN,
67,Journey Home Blu-ray,SIM-MOVI-00067,39,Movies,NaN,Simon & Schuster,35.4,55.37,2024-06-25,0.0,NaN,Blue,NaN,NaN,
68,Scotts Bedroom Shirt Metal,SCO-FURN-00068,22,Furniture,NaN,Scotts,192.04,506.4,2016-11-29,10.51,76.4x78.4x24.0,Space Gray,NaN,Leather,
69,Barbie Doll House Set,BAR-DOLL-00069,43,Dolls,Bestseller,Barbie,45.19,78.7,2024-02-01,6.01,13.3x14.8x28.4,Black,NaN,NaN,
70,Coleman Soccer Ball,COL-TEAM-00070,29,Team Sports,Featured,Coleman,69.39,143.38,2016-12-29,9.44,12.4x16.5x9.5,Beige,NaN,NaN,
71,Adidas Yoga Mat Orange,ADI-YOGA-00071,75,Yoga & Pilates,Bestseller,Adidas,71.54,194.47,2024-09-16,1.34,25.0x42.5x41.2,NaN,NaN,NaN,
72,Pottery Barn Queen Bed Frame Fabric,POT-BEDR-00072,71,Bedroom Furniture,New Arrivals,Pottery Barn,207.65,380.08,2018-07-27,25.84,64.8x6.2x41.3,Gray,NaN,NaN,
73,Michelin Tool Box,MIC-TOOL-00073,51,Tools,NaN,Michelin,89.17,262.76,2024-07-17,4.33,40.8x75.4x16.3,NaN,NaN,NaN,
74,MAC Cologne,MAC-FRAG-00074,35,Fragrances,New Arrivals,MAC,16.82,49.52,2016-07-26,9.85,33.3x62.5x40.8,Beige,NaN,NaN,
75,The North Face Basketball,THE-TEAM-00075,29,Team Sports,Featured,The North Face,90.96,177.8,2023-08-09,4.74,49.0x79.3x12.9,NaN,NaN,NaN,
76,Fisher-Price Science Experiment Set,FIS-EDUC-00076,44,Educational Toys,Seasonal,Fisher-Price,22.12,38.86,2019-12-13,5.23,46.4x10.3x34.0,Purple,NaN,NaN,
77,Optimum Nutrition First Aid Kit,OPT-MEDI-00077,55,Medical Supplies,Seasonal,Optimum Nutrition,133.11,371.46,2026-06-03,9.04,66.2x50.7x35.9,Silver,NaN,NaN,
78,Microsoft iPhone 6 Pro Max 256GB,MIC-IPHO-00078,57,iPhone,NaN,Microsoft,314.99,409.2,2022-04-15,0.55,81.7x56.7x37.7,Space Gray,128GB,Carbon Fiber,
79,Under Armour Fitness Shirt,UND-EXER-00079,27,Exercise Equipment,Featured,Under Armour,188.57,399.29,2023-02-12,6.94,60.0x27.8x9.6,Orange,NaN,NaN,
80,Trek Snorkel Set,TRE-WATE-00080,30,Water Sports,NaN,Trek,23.98,35.03,2025-03-18,3.89,22.6x14.9x37.0,Orange,NaN,NaN,
81,Patagonia Swim Goggles,PAT-WATE-00081,30,Water Sports,NaN,Patagonia,182.37,546.33,2023-11-20,1.32,43.9x60.5x42.1,NaN,NaN,NaN,
82,Mattel Construction Kit,MAT-BUIL-00082,42,Building Sets,NaN,Mattel,72.96,185.91,2023-05-14,6.52,98.7x53.3x18.8,NaN,NaN,NaN,
83,Bose DSLR Camera Body,BOS-CAME-00083,14,Cameras,NaN,Bose,660.73,1594.77,2023-07-23,0.51,77.2x21.1x20.0,Space Gray,256GB,Plastic,
84,Tommy Hilfiger Kids Jacket White,TOM-KIDS-00084,19,Kids Clothing,Bestseller,Tommy Hilfiger,37.4,110.59,2023-12-24,1.47,50.4x19.5x50.9,Rose Gold,S,Wool,
85,Pottery Barn Dresser Leather,POT-BEDR-00085,71,Bedroom Furniture,New Arrivals,Pottery Barn,93.59,260.34,2017-08-30,40.19,49.7x60.9x11.7,Black,NaN,NaN,
86,Solo Artist CD Collection,SIM-MUSI-00086,38,Music,Featured,Simon & Schuster,61.17,83.94,2026-03-16,0.0,NaN,NaN,NaN,NaN,
87,LEGO Building Block Set,LEG-BUIL-00087,42,Building Sets,NaN,LEGO,46.3,135.55,2024-02-13,3.36,24.7x42.7x55.8,Gray,NaN,NaN,
88,Nestle Organic Cabinet,NES-ORGA-00088,48,Organic Foods,Seasonal,Nestle,6.5,10.03,2018-12-04,7.66,50.0x11.2x40.8,Gray,NaN,NaN,
89,Williams-Sonoma Lawn Mower V2,WIL-GARD-00089,25,Garden Supplies,NaN,Williams-Sonoma,75.32,119.8,2025-05-01,35.17,90.2x59.5x23.8,Red,NaN,Leather,
90,Cuisinart Garden Tool Set,CUI-GARD-00090,25,Garden Supplies,NaN,Cuisinart,330.46,924.36,2026-04-03,3.55,28.8x63.3x9.5,NaN,NaN,NaN,
91,"Canon Legion Gaming Laptop 27""",CAN-GAMI-00091,59,Gaming Laptops,NaN,Canon,235.28,371.94,2026-06-19,3.97,85.2x72.4x55.6,Space Gray,1TB,Glass,
92,Lenovo Latitude T480,LEN-BUSI-00092,60,Business Laptops,NaN,Lenovo,547.06,1326.17,2017-10-09,0.17,40.9x17.7x54.6,White,NaN,Carbon Fiber,
93,Crate & Barrel Bedroom Shelf Metal,CRA-FURN-00093,22,Furniture,NaN,Crate & Barrel,129.37,233.5,2016-12-19,2.97,68.6x80.0x35.1,Gray,NaN,Glass,
94,Maybelline Cologne,MAY-FRAG-00094,35,Fragrances,New Arrivals,Maybelline,114.68,212.19,2019-11-16,3.73,74.4x76.8x56.5,NaN,NaN,NaN,
95,The Great Adventure Hardcover Edition,HAR-FICT-00095,36,Fiction,Featured,HarperCollins,18.66,27.41,2017-05-17,0.0,NaN,Space Gray,NaN,NaN,
96,Zara Mens Polo Shirt Gray,ZAR-MENS-00096,64,Mens Shirts,Seasonal,Zara,10.64,27.88,2026-06-20,1.56,94.8x69.3x55.8,Black,M,Cotton,
97,Tommy Hilfiger Baseball Cap Black,TOM-ACCE-00097,21,Accessories,NaN,Tommy Hilfiger,102.21,153.84,2018-01-01,1.39,62.8x63.8x46.8,Beige,S,Wool,
98,General Mills Green Tea,GEN-BEVE-00098,46,Beverages,Bestseller,General Mills,17.88,48.86,2018-07-15,7.21,78.5x11.2x34.8,Green,NaN,NaN,
99,Yeti Bike Home Gym,YET-EXER-00099,27,Exercise Equipment,Featured,Yeti,94.46,154.43,2020-09-13,3.3,44.0x61.7x56.3,NaN,NaN,NaN,
100,Under Armour Classic Table Space Gray,UND-MENS-00100,17,Mens Clothing,New Arrivals,Under Armour,117.27,192.27,2022-05-15,1.81,24.7x30.6x39.8,Brown,XS,Linen,
101,Michelin Interior Cleaner,MIC-CARC-00101,52,Car Care,Featured,Michelin,94.93,229.31,2026-03-28,5.99,75.6x30.0x16.5,NaN,NaN,NaN,
102,Nikon Latitude 7000,NIK-BUSI-00102,60,Business Laptops,NaN,Nikon,96.81,126.15,2022-02-24,2.57,83.1x37.0x38.0,Gold,NaN,Plastic,
103,LOreal Face Moisturizer,LOR-SKIN-00103,32,Skincare,NaN,LOreal,116.25,199.22,2024-05-19,2.86,5.7x50.4x31.6,Silver,NaN,NaN,
104,KitchenAid Dresser Metal,KIT-BEDR-00104,71,Bedroom Furniture,New Arrivals,KitchenAid,225.38,662.21,2023-03-10,6.99,58.6x41.9x49.0,Navy,NaN,Bamboo,
105,Optimum Nutrition Pulse Oximeter,OPT-WELL-00105,56,Wellness Devices,NaN,Optimum Nutrition,24.74,59.27,2019-12-22,9.75,86.6x47.6x27.3,NaN,NaN,NaN,
106,Journey Home Hardcover Edition,UNI-FICT-00106,36,Fiction,Featured,Universal,38.94,64.69,2021-11-12,0.0,NaN,NaN,NaN,NaN,
107,LOreal Cologne,LOR-FRAG-00107,35,Fragrances,New Arrivals,LOreal,64.86,137.83,2026-01-23,9.25,92.3x9.3x42.2,Beige,NaN,NaN,
108,Asus iPhone 13 64GB Silver,ASU-IPHO-00108,57,iPhone,NaN,Asus,374.01,703.07,2024-03-05,0.64,12.1x39.9x9.4,White,NaN,Stainless Steel,
109,"Logitech Spectre x360 17""",LOG-ULTR-00109,61,Ultrabooks,NaN,Logitech,763.39,1805.93,2020-07-23,1.12,88.5x18.6x3.7,Silver,NaN,Carbon Fiber,
110,Fitbit Whey Protein,FIT-FITN-00110,54,Fitness Supplements,Bestseller,Fitbit,48.57,86.95,2021-06-21,6.49,52.1x20.9x34.2,Gold,NaN,NaN,
111,Dove Eyeshadow Palette,DOV-MAKE-00111,33,Makeup,Featured,Dove,44.86,109.37,2026-05-17,8.09,89.6x56.0x35.5,NaN,NaN,NaN,
112,"Apple ThinkPad E14 17""",APP-BUSI-00112,60,Business Laptops,NaN,Apple,108.33,269.95,2023-05-28,2.95,24.8x50.2x6.8,Gold,32GB,Carbon Fiber,
113,The North Face Yoga Mat Rose Gold,THE-YOGA-00113,75,Yoga & Pilates,Bestseller,The North Face,39.22,77.01,2017-12-26,3.63,8.1x75.5x21.6,Purple,NaN,NaN,
114,Fitbit Smart Band,FIT-WEAR-00114,15,Wearable Technology,NaN,Fitbit,749.97,1372.81,2022-11-26,1.95,54.1x44.3x55.2,Silver,1TB,Stainless Steel,
115,Zara Womens Blouse White S,ZAR-TOPS-00115,68,Tops,NaN,Zara,85.19,214.62,2016-11-21,0.77,61.2x27.2x14.4,Purple,XXL,Leather,
116,Cuisinart Wall Art Print,CUI-HOME-00116,26,Home Decor,NaN,Cuisinart,459.25,1364.06,2022-05-06,40.03,90.4x19.0x54.9,Space Gray,NaN,NaN,
117,Nature Made Thermometer,NAT-MEDI-00117,55,Medical Supplies,Seasonal,Nature Made,107.83,267.53,2024-12-22,2.78,28.1x39.1x54.2,Blue,NaN,NaN,
118,Neutrogena Hair Dryer,NEU-HAIR-00118,34,Hair Care,Bestseller,Neutrogena,100.53,228.49,2023-05-02,5.47,59.9x74.2x16.7,Black,NaN,NaN,
119,Kelloggs Granola Bars 96,KEL-SNAC-00119,45,Snacks,NaN,Kelloggs,39.34,52.15,2016-12-24,7.27,67.1x32.2x48.9,NaN,NaN,NaN,
120,Ralph Lauren Mens Winter Coat Orange,RAL-MENS-00120,66,Mens Outerwear,Seasonal,Ralph Lauren,69.16,153.88,2026-02-14,1.12,52.4x34.1x28.4,Black,M,Silk,
121,Asus Digital Camera Space Gray,ASU-CAME-00121,14,Cameras,NaN,Asus,482.14,1065.16,2020-07-04,4.84,82.6x13.4x24.0,White,NaN,Glass,
122,Asus Noise Cancelling Headphones,ASU-HEAD-00122,62,Headphones,Seasonal,Asus,744.66,1011.53,2024-10-29,0.24,45.9x8.5x52.4,White,NaN,Stainless Steel,
123,Under Armour Classic Pants Purple,UND-MENS-00123,17,Mens Clothing,New Arrivals,Under Armour,19.22,25.53,2024-03-17,0.89,93.3x52.1x14.3,Green,XXL,Nylon,
124,Schwinn Bike Helmet Green,SCH-CYCL-00124,31,Cycling,NaN,Schwinn,185.43,508.49,2018-08-17,3.12,56.7x15.4x59.5,NaN,NaN,NaN,
125,Columbia Mountain Bike Red,COL-CYCL-00125,31,Cycling,NaN,Columbia,81.58,178.22,2026-04-03,9.37,54.6x63.8x54.5,Brown,NaN,NaN,
126,Dell Galaxy S5 64GB Red,DEL-ANDR-00126,58,Android Phones,NaN,Dell,132.93,294.12,2017-05-29,2.5,12.6x14.0x3.1,White,NaN,Stainless Steel,
127,Cuisinart TV Stand Fabric,CUI-LIVI-00127,70,Living Room Furniture,Bestseller,Cuisinart,465.99,1314.77,2018-11-17,35.52,26.6x77.6x43.4,Rose Gold,NaN,Bamboo,
128,PepsiCo Olive Oil 68,PEP-PANT-00128,47,Pantry Staples,Seasonal,PepsiCo,27.34,58.64,2016-10-07,3.98,27.9x37.7x47.3,Pink,NaN,NaN,
129,Bose iPhone 3 512GB Orange,BOS-IPHO-00129,57,iPhone,NaN,Bose,344.05,844.76,2017-05-28,0.19,69.7x65.1x28.9,Gold,512GB,Glass,
130,Zara Womens Jeans Pink M,ZAR-WOME-00130,69,Womens Pants,Featured,Zara,84.94,172.92,2017-10-07,1.18,76.2x30.2x42.7,Beige,L,Nylon,
131,"Samsung ThinkPad 5000 13""",SAM-BUSI-00131,60,Business Laptops,NaN,Samsung,472.56,1310.4,2020-04-20,3.05,75.8x75.2x34.5,White,NaN,Carbon Fiber,
132,Solo Artist CD Collection V2,RAN-MUSI-00132,38,Music,Featured,Random House,67.42,194.71,2017-02-17,0.0,NaN,NaN,NaN,NaN,
133,Apple Gaming Controller Silver,APP-GAMI-00133,16,Gaming,Bestseller,Apple,768.18,1272.84,2016-10-22,3.57,19.1x17.8x16.1,Gold,256GB,Aluminum,
134,Scotts Queen Bed Frame Leather,SCO-BEDR-00134,71,Bedroom Furniture,New Arrivals,Scotts,330.39,455.38,2022-04-27,31.68,94.4x58.7x51.7,Brown,NaN,Metal,
135,Coca-Cola Green Tea,COC-BEVE-00135,46,Beverages,Bestseller,Coca-Cola,14.95,22.17,2023-11-07,0.78,6.2x62.3x15.5,NaN,NaN,NaN,
136,Coleman Dumbbell Set,COL-STRE-00136,74,Strength Training,Seasonal,Coleman,110.79,275.99,2025-07-10,7.44,23.9x71.9x49.0,NaN,NaN,NaN,
137,"Garmin ROG Gaming Laptop 13"" 64GB",GAR-GAMI-00137,59,Gaming Laptops,NaN,Garmin,524.1,1202.11,2019-03-13,1.52,98.4x52.9x43.7,Space Gray,NaN,Stainless Steel,
138,"Sony ZenBook 15.6""",SON-ULTR-00138,61,Ultrabooks,NaN,Sony,361.77,910.25,2016-09-14,4.97,89.2x9.6x54.9,Space Gray,128GB,Plastic,
139,Zara Scarf Pink,ZAR-ACCE-00139,21,Accessories,NaN,Zara,144.07,386.78,2022-12-28,0.3,47.3x19.1x17.4,Gray,XL,Leather,
140,Hot Wheels Building Block Set,HOT-BUIL-00140,42,Building Sets,NaN,Hot Wheels,47.94,59.11,2026-05-27,0.9,70.8x69.3x47.8,Orange,NaN,NaN,
141,Trek Yoga Mat Orange,TRE-YOGA-00141,75,Yoga & Pilates,Bestseller,Trek,179.65,349.86,2019-07-26,1.8,33.4x46.2x17.9,Gray,NaN,NaN,
142,LG Galaxy S1 512GB Red,LG-ANDR-00142,58,Android Phones,NaN,LG,146.96,361.1,2018-05-03,1.32,26.4x34.9x6.2,Space Gray,NaN,Stainless Steel,
143,Canon Home Theater System,CAN-AUDI-00143,13,Audio Equipment,NaN,Canon,161.8,457.6,2023-04-26,1.87,65.9x45.0x49.1,Blue,NaN,Plastic,
144,Kelloggs Green Tea,KEL-BEVE-00144,46,Beverages,Bestseller,Kelloggs,23.85,35.65,2023-08-16,2.68,11.2x5.3x41.0,Orange,NaN,NaN,
145,Pottery Barn Decorative Vase Gold,POT-HOME-00145,26,Home Decor,NaN,Pottery Barn,304.22,673.74,2022-09-05,44.94,70.9x11.7x4.0,Black,NaN,Wood,
146,Mattel STEM Learning Kit,MAT-EDUC-00146,44,Educational Toys,Seasonal,Mattel,26.04,71.75,2023-03-05,5.56,14.7x16.3x30.6,Green,NaN,NaN,
147,Scotts Nightstand Wood,SCO-BEDR-00147,71,Bedroom Furniture,New Arrivals,Scotts,39.43,76.54,2024-05-29,16.38,30.8x27.1x53.5,White,NaN,NaN,
148,NYX Cologne,NYX-FRAG-00148,35,Fragrances,New Arrivals,NYX,123.32,249.18,2023-12-09,2.61,20.1x27.8x26.8,Orange,NaN,NaN,
149,The Great Adventure DVD Collection,HAC-MOVI-00149,39,Movies,NaN,Hachette,25.97,45.16,2026-05-22,0.0,NaN,Silver,NaN,NaN,
150,Thule Car Wax,THU-CARC-00150,52,Car Care,Featured,Thule,198.64,487.01,2016-03-17,9.17,35.8x26.5x26.9,Gold,NaN,NaN,
151,iRobot Queen Bed Frame Wood,IRO-BEDR-00151,71,Bedroom Furniture,New Arrivals,iRobot,355.43,723.3,2022-04-25,32.45,44.5x10.6x33.4,Purple,NaN,NaN,
152,Nike Mountain Bike Silver,NIK-CYCL-00152,31,Cycling,NaN,Nike,42.64,55.65,2026-04-01,6.91,71.8x51.0x9.0,NaN,NaN,NaN,
