inventory_id,product_id,supplier_id,stock_quantity,reserved_quantity,minimum_stock_level,storage_cost,last_restocked_date
144,87,SUPP_25,285,33,26,0.57,2025-11-12
145,87,SUPP_26,472,40,23,0.58,2025-08-30
146,87,SUPP_38,180,3,19,0.54,2025-10-04
147,88,SUPP_15,145,9,28,1.63,2025-09-27
148,88,SUPP_9,0,0,28,7.36,2025-10-10
149,89,SUPP_13,10,2,28,5.23,2025-07-10
150,89,SUPP_37,350,26,28,16.2,2025-11-28
151,90,SUPP_1,4,0,15,2.93,2025-11-12
152,90,SUPP_42,311,26,7,1.13,2025-07-21
153,90,SUPP_47,172,47,12,1.77,2025-07-25
154,91,SUPP_27,0,0,15,1.19,2025-08-21
155,91,SUPP_24,0,0,18,0.65,2025-07-20
156,92,SUPP_28,405,20,13,11.23,2025-07-24
157,93,SUPP_46,344,36,18,12.66,2025-07-29
158,94,SUPP_35,233,4,26,9.56,2025-08-31
159,94,SUPP_29,363,40,26,13.9,2025-07-10
160,95,SUPP_47,0,0,27,2.41,2024-12-29
161,96,SUPP_23,32,14,7,4.66,2025-12-11
162,96,SUPP_31,378,9,5,14.68,2025-09-18
163,97,SUPP_13,421,33,21,5.4,2025-07-17
164,97,SUPP_19,182,41,21,1.84,2025-07-26
165,98,SUPP_22,94,10,7,8.23,2025-11-28
166,99,SUPP_5,122,0,27,23.8,2025-11-03
167,100,SUPP_16,243,5,22,6.27,2025-10-25
168,100,SUPP_47,254,10,19,1.81,2025-08-05
169,100,SUPP_44,5,3,17,2.06,2025-07-05
170,101,SUPP_4,0,0,30,3.89,2025-05-01
171,102,SUPP_49,0,0,13,3.58,2025-09-19
172,102,SUPP_17,0,0,26,13.57,2025-10-12
173,103,SUPP_50,9,0,28,11.51,2025-09-01
174,104,SUPP_49,97,47,6,1.91,2025-08-21
175,104,SUPP_47,218,30,16,0.37,2025-09-20
176,105,SUPP_20,324,5,14,0.42,2025-10-25
177,105,SUPP_1,132,0,22,1.2,2025-10-31
178,105,SUPP_19,447,31,8,0.55,2025-07-15
179,106,SUPP_4,7,1,0,24.65,2025-10-10
180,106,SUPP_16,12,0,0,12.51,2025-09-01
181,107,SUPP_37,29,8,7,1.76,2025-08-19
182,107,SUPP_11,208,37,14,2.58,2025-07-23
183,108,SUPP_17,257,22,24,4.07,2025-07-20
184,109,SUPP_39,2,1,5,3.71,2025-11-26
185,110,SUPP_4,11,3,17,2.79,2025-11-13
186,110,SUPP_18,431,44,27,9.07,2025-09-28
187,111,SUPP_23,0,0,29,12.96,2025-01-08
188,112,SUPP_6,9,4,0,5.39,2025-07-21
189,112,SUPP_24,18,9,0,9.7,2025-07-07
190,113,SUPP_26,289,25,16,1.92,2025-12-17
191,114,SUPP_26,202,27,26,9.58,2025-08-24
192,114,SUPP_2,0,0,30,3.5,2025-08-08
193,114,SUPP_47,478,14,20,5.65,2025-10-23
194,115,SUPP_29,15,1,23,0.08,2025-11-04
195,115,SUPP_28,234,34,6,0.06,2025-08-23
196,116,SUPP_22,468,5,20,15.27,2025-11-07
197,116,SUPP_21,206,0,25,14.98,2025-08-07
198,117,SUPP_42,10,1,0,28.28,2025-10-18
199,118,SUPP_13,151,38,10,12.55,2025-11-10
200,119,SUPP_10,356,40,11,3.16,2025-12-11
201,119,SUPP_32,395,37,5,8.39,2025-07-11
202,120,SUPP_39,282,6,8,6.35,2025-09-02
203,120,SUPP_1,447,35,20,3.64,2025-08-23
204,121,SUPP_47,11,3,21,8.42,2025-12-14
205,121,SUPP_33,369,2,11,6.52,2025-12-03
206,121,SUPP_46,32,13,5,8.72,2025-10-23
207,122,SUPP_26,0,0,12,2.78,2025-03-25
208,123,SUPP_27,106,22,12,1.93,2025-07-08
209,123,SUPP_1,14,3,10,13.24,2025-07-20
210,124,SUPP_9,5,5,5,1.52,2025-08-21
211,124,SUPP_39,379,16,5,6.88,2025-07-30
212,125,SUPP_18,201,38,26,7.81,2025-12-01
213,126,SUPP_15,10,1,30,18.21,2025-11-10
214,127,SUPP_9,0,0,12,4.36,2025-11-06
215,127,SUPP_19,104,39,15,2.22,2025-12-17
216,128,SUPP_32,33,5,5,3.91,2025-11-15
217,128,SUPP_21,324,13,7,2.8,2025-12-23
218,129,SUPP_16,0,0,21,21.68,2025-07-30
219,129,SUPP_23,0,0,12,38.92,2025-04-25
220,130,SUPP_48,0,0,23,22.49,2025-05-14
221,131,SUPP_43,8,3,20,0.55,2025-08-06
222,132,SUPP_1,8,2,29,7.52,2025-10-06
223,133,SUPP_2,10,4,22,1.36,2025-10-06
224,134,SUPP_47,0,0,19,0.7,2025-01-29
225,135,SUPP_27,276,0,10,2.16,2025-09-30
226,135,SUPP_4,348,5,17,1.11,2025-06-28
227,135,SUPP_24,458,25,13,1.84,2025-12-16
228,136,SUPP_40,40,17,30,7.2,2025-08-14
229,136,SUPP_9,55,13,23,4.87,2025-08-31
230,137,SUPP_10,11,2,18,0.55,2025-09-06
231,138,SUPP_22,455,5,20,11.18,2025-07-01
232,138,SUPP_44,1,1,23,30.15,2025-10-14
233,139,SUPP_4,276,18,14,3.09,2025-12-24
234,140,SUPP_44,1,0,25,20.65,2025-07-14
235,141,SUPP_19,476,48,9,31.4,2025-09-24
236,142,SUPP_4,294,6,14,3.63,2025-07-15
237,142,SUPP_22,378,4,10,2.28,2025-11-10
238,143,SUPP_28,62,15,30,18.94,2025-11-24
239,144,SUPP_28,455,9,11,30.59,2025-07-29
240,144,SUPP_47,382,23,23,14.09,2025-08-04
241,145,SUPP_23,10,4,0,4.53,2025-11-26
242,146,SUPP_19,479,7,21,19.41,2025-10-30
243,146,SUPP_35,153,28,9,18.9,2025-09-02
244,147,SUPP_27,0,0,26,1.69,2025-05-05
245,147,SUPP_9,0,0,25,1.87,2025-02-23
246,148,SUPP_46,112,47,13,1.89,2025-11-18
247,149,SUPP_16,57,9,26,2.04,2025-11-11
248,150,SUPP_15,297,9,16,1.74,2025-09-18
249,150,SUPP_50,38,11,7,1.73,2025-06-30
250,150,SUPP_20,337,49,30,6.83,2025-08-07
251,151,SUPP_23,472,8,19,0.04,2025-11-26
252,152,SUPP_10,10,0,20,2.66,2025-12-13
253,153,SUPP_19,0,0,19,11.61,2025-01-29
254,154,SUPP_3,167,20,24,4.94,2025-12-18
255,155,SUPP_37,167,1,10,32.17,2025-10-03
256,156,SUPP_6,0,0,29,0.74,2025-01-13
257,156,SUPP_34,0,0,18,0.68,2024-12-26
258,156,SUPP_24,0,0,18,0.3,2025-02-21
259,157,SUPP_19,212,36,17,1.35,2025-09-09
260,157,SUPP_34,217,48,25,7.32,2025-10-06
261,157,SUPP_5,260,4,30,8.28,2025-06-30
262,158,SUPP_13,139,15,8,1.33,2025-07-02
263,159,SUPP_21,472,33,30,1.61,2025-07-31
264,160,SUPP_39,0,0,27,2.21,2025-11-05
265,161,SUPP_33,20,2,24,27.82,2025-12-11
266,162,SUPP_45,0,0,29,22.19,2025-04-22
267,162,SUPP_19,0,0,5,25.21,2025-09-08
268,163,SUPP_27,8,2,6,3.13,2025-07-08
269,164,SUPP_5,13,4,22,11.51,2025-08-08
270,165,SUPP_26,0,0,12,2.43,2025-02-24
271,165,SUPP_40,0,0,24,2.64,2025-10-20
272,166,SUPP_7,0,0,0,4.91,2025-01-06
273,167,SUPP_8,8,0,0,25.86,2025-09-06
274,168,SUPP_16,0,0,12,8.81,2025-10-02
275,168,SUPP_8,0,0,13,9.4,2025-01-21
276,169,SUPP_39,338,12,24,12.86,2025-10-29
277,170,SUPP_1,38,7,12,5.51,2025-11-17
278,170,SUPP_41,113,15,16,2.95,2025-10-02
279,171,SUPP_49,34,2,22,14.12,2025-08-09
280,171,SUPP_40,463,49,30,8.28,2025-08-22
281,172,SUPP_8,6,0,0,1.3,2025-08-18
282,172,SUPP_26,13,1,0,0.54,2025-09-06
283,173,SUPP_30,20,0,0,4.11,2025-08-01
284,173,SUPP_1,0,0,0,2.58,2025-09-10
285,174,SUPP_23,0,0,11,0.55,2025-11-22
286,174,SUPP_35,0,0,11,1.33,2025-06-24
287,174,SUPP_19,0,0,30,0.85,2025-05-06
288,175,SUPP_25,0,0,29,27.28,2025-08-22
289,175,SUPP_37,80,24,24,20.44,2025-10-26
290,175,SUPP_17,228,48,23,13.67,2025-09-06
291,176,SUPP_48,365,45,5,2.36,2025-10-24
292,176,SUPP_6,280,46,14,4.22,2025-10-14
293,177,SUPP_20,181,37,16,1.88,2025-11-15
294,178,SUPP_48,465,40,21,13.41,2025-09-04
295,179,SUPP_44,0,0,27,7.32,2025-01-24
296,179,SUPP_47,200,29,5,9.62,2025-10-12
297,180,SUPP_49,0,0,11,0.69,2025-11-14
298,180,SUPP_34,0,0,22,0.37,2025-06-12
299,181,SUPP_18,7,0,22,0.64,2025-12-07
300,181,SUPP_11,211,50,23,0.96,2025-07-04
301,182,SUPP_14,439,23,24,17.28,2025-07-23
302,183,SUPP_28,336,35,30,3.95,2025-11-02
303,183,SUPP_4,0,0,25,1.99,2025-03-23
304,183,SUPP_19,425,5,8,4.12,2025-08-07
305,184,SUPP_35,168,3,23,3.34,2025-11-12
306,185,SUPP_21,121,7,11,6.84,2025-12-17
307,186,SUPP_20,1,1,0,8.51,2025-07-02
308,186,SUPP_27,8,3,0,7.46,2025-07-07
309,187,SUPP_5,214,22,21,1.98,2025-12-19
310,187,SUPP_26,295,6,23,1.77,2025-11-02
311,187,SUPP_26,54,11,10,1.54,2025-12-17
312,188,SUPP_46,180,1,14,21.41,2025-12-16
313,189,SUPP_5,436,31,15,8.95,2025-07-02
314,190,SUPP_13,422,14,18,3.21,2025-10-07
315,191,SUPP_27,392,22,20,24.8,2025-10-03
316,192,SUPP_5,101,46,15,1.22,2025-11-14
317,192,SUPP_1,3,2,26,0.66,2025-12-06
318,193,SUPP_35,330,30,21,0.89,2025-10-04
319,194,SUPP_39,79,79,8,11.32,2025-09-25
320,194,SUPP_4,181,181,28,12.28,2025-09-30
321,195,SUPP_13,0,0,25,56.53,2025-08-05
322,196,SUPP_50,428,9,5,5.65,2025-08-16
323,197,SUPP_37,182,28,15,1.84,2025-10-28
324,198,SUPP_34,0,0,18,3.01,2025-06-15
325,199,SUPP_5,7,0,0,3.56,2025-07-16
326,200,SUPP_19,275,48,20,5.05,2025-11-27
327,201,SUPP_22,15,4,9,27.91,2025-09-13
328,202,SUPP_8,393,0,13,4.57,2025-07-30
329,202,SUPP_10,173,3,25,7.43,2025-09-16
330,202,SUPP_34,247,247,5,5.7,2025-08-05
331,203,SUPP_13,6,3,19,1.59,2025-10-04
332,204,SUPP_50,34,14,18,19.85,2025-08-30
333,204,SUPP_7,426,23,24,6.77,2025-07-28
334,204,SUPP_43,5,1,15,18.87,2025-12-19
335,205,SUPP_1,419,30,28,0.51,2025-12-21
336,206,SUPP_49,0,0,24,1.49,2025-09-18
337,207,SUPP_46,132,32,14,0.89,2025-08-23
338,207,SUPP_39,0,0,27,1.26,2025-07-11
339,208,SUPP_48,0,0,30,0.08,2025-09-11
340,208,SUPP_44,231,31,18,0.14,2025-10-25
341,208,SUPP_15,423,6,27,0.09,2025-08-18
342,209,SUPP_11,365,18,5,5.45,2025-08-20
343,210,SUPP_15,100,11,24,10.49,2025-08-06
344,210,SUPP_41,0,0,7,10.34,2025-10-13
345,211,SUPP_12,0,0,20,1.24,2025-09-27
346,212,SUPP_41,0,0,22,1.29,2025-04-16
347,213,SUPP_47,75,22,17,0.87,2025-10-31
348,214,SUPP_39,0,0,21,5.44,2025-02-26
349,214,SUPP_8,0,0,21,18.43,2025-10-08
350,215,SUPP_18,182,28,11,0.53,2025-10-18
351,215,SUPP_37,0,0,8,0.21,2025-05-19
352,216,SUPP_14,0,0,10,5.89,2025-02-28
353,217,SUPP_37,227,49,12,10.85,2025-10-02
354,217,SUPP_39,55,6,26,24.07,2025-12-03
355,218,SUPP_7,0,0,16,8.39,2025-09-09
356,219,SUPP_12,0,0,10,2.31,2025-06-10
357,219,SUPP_31,0,0,16,3.84,2025-06-29
358,219,SUPP_8,0,0,28,6.65,2025-10-09
359,220,SUPP_42,452,46,8,4.8,2025-11-25
360,221,SUPP_28,9,1,0,3.19,2025-10-21
361,221,SUPP_10,12,0,0,2.09,2025-07-07
362,222,SUPP_11,45,20,6,7.1,2025-11-24
363,223,SUPP_7,173,1,14,7.94,2025-08-07
364,223,SUPP_31,45,11,9,2.42,2025-08-28
365,224,SUPP_37,413,3,25,4.89,2025-10-27
366,225,SUPP_33,490,3,19,0.37,2025-09-14
367,226,SUPP_4,300,21,22,26.89,2025-08-12
368,226,SUPP_18,166,21,6,25.01,2025-07-20
369,226,SUPP_19,133,32,18,16.81,2025-10-11
370,227,SUPP_32,235,28,12,5.22,2025-09-21
371,228,SUPP_12,2,0,0,1.1,2025-08-09
372,228,SUPP_27,16,5,0,0.62,2025-10-31
373,229,SUPP_32,0,0,7,6.9,2024-12-26
374,230,SUPP_45,3,2,10,6.47,2025-11-07
375,230,SUPP_31,0,0,5,8.81,2025-10-14
376,230,SUPP_31,456,11,15,12.56,2025-09-12
377,231,SUPP_1,159,46,21,28.62,2025-09-10
378,232,SUPP_11,0,0,28,16.14,2025-03-29
379,233,SUPP_27,0,0,25,1.9,2025-08-03
380,233,SUPP_43,418,18,30,2.14,2025-12-14
381,233,SUPP_11,14,4,26,1.2,2025-10-25
382,234,SUPP_26,332,33,8,2.09,2025-09-04
383,235,SUPP_31,20,5,0,44.73,2025-07-15
384,235,SUPP_9,10,4,0,17.09,2025-08-14
385,236,SUPP_22,249,27,22,30.74,2025-11-05
386,237,SUPP_34,158,47,19,5.33,2025-08-26
387,237,SUPP_33,0,0,9,5.62,2025-10-19
388,238,SUPP_34,0,0,20,34.12,2025-07-27
389,238,SUPP_34,0,0,15,27.18,2025-09-10
390,239,SUPP_42,0,0,7,3.05,2025-10-31
391,239,SUPP_42,149,40,22,13.02,2025-11-20
392,239,SUPP_9,13,5,16,8.65,2025-09-07
393,240,SUPP_37,149,9,19,15.46,2025-07-26
394,241,SUPP_25,46,22,30,4.36,2025-11-04
395,242,SUPP_15,0,0,24,6.52,2025-03-03
396,242,SUPP_48,0,0,15,7.61,2025-07-16
397,243,SUPP_37,377,36,6,6.38,2025-09-28
398,244,SUPP_31,6,2,5,9.62,2025-09-09
399,244,SUPP_48,0,0,12,10.38,2025-04-24
400,245,SUPP_4,490,30,30,4.01,2025-09-26
401,246,SUPP_22,138,15,13,13.31,2025-09-18
402,246,SUPP_35,0,0,9,6.31,2025-11-04
403,247,SUPP_5,15,5,0,3.08,2025-09-29
404,248,SUPP_43,14,2,22,5.47,2025-10-25
405,249,SUPP_12,333,26,21,3.41,2025-10-27
406,250,SUPP_13,214,35,30,21.05,2025-11-22
407,251,SUPP_40,288,6,30,2.53,2025-11-16
408,252,SUPP_8,421,13,10,4.28,2025-12-11
409,253,SUPP_23,37,12,5,3.24,2025-10-22
410,253,SUPP_26,0,0,27,2.7,2025-07-16
411,254,SUPP_7,252,11,11,10.54,2025-12-16
412,254,SUPP_16,416,27,15,11.39,2025-09-08
413,255,SUPP_4,5,0,8,7.7,2025-11-13
414,256,SUPP_41,148,0,27,1.66,2025-10-12
415,257,SUPP_19,0,0,7,1.85,2025-02-28
416,258,SUPP_17,0,0,30,14.21,2025-10-05
417,259,SUPP_14,10,0,21,1.74,2025-11-23
418,260,SUPP_50,10,2,0,8.32,2025-10-12
419,260,SUPP_46,7,1,0,5.8,2025-11-15
420,260,SUPP_4,4,1,0,9.7,2025-10-08
421,261,SUPP_32,0,0,16,3.71,2025-09-28
422,261,SUPP_23,397,37,19,7.69,2025-08-29
423,261,SUPP_2,279,40,14,1.81,2025-09-08
424,262,SUPP_28,312,19,28,15.28,2025-07-27
425,262,SUPP_2,4,2,10,4.53,2025-08-08
426,263,SUPP_27,65,15,22,37.62,2025-07-27
427,264,SUPP_28,11,2,23,7.38,2025-10-03
428,265,SUPP_39,12,6,8,0.41,2025-11-29
429,266,SUPP_16,20,0,0,2.94,2025-12-06
430,266,SUPP_45,14,6,0,0.74,2025-08-11
431,266,SUPP_18,7,0,0,0.68,2025-08-15
432,267,SUPP_19,0,0,15,1.39,2025-08-11
433,268,SUPP_25,64,4,25,3.04,2025-12-05
434,268,SUPP_15,152,37,12,6.13,2025-08-14
435,268,SUPP_24,455,25,12,3.44,2025-08-24
436,269,SUPP_29,10,5,12,4.79,2025-10-04
437,269,SUPP_44,246,47,11,0.99,2025-06-28
438,270,SUPP_34,1,0,0,19.01,2025-07-07
439,271,SUPP_46,0,0,13,3.2,2025-01-08
440,271,SUPP_43,0,0,19,1.73,2025-10-23
441,271,SUPP_46,0,0,15,2.75,2025-02-03
442,272,SUPP_28,75,16,23,1.88,2025-12-15
443,272,SUPP_1,9,1,13,6.05,2025-12-12
444,273,SUPP_25,173,23,17,1.85,2025-10-10
445,273,SUPP_28,301,3,28,1.4,2025-10-16
446,274,SUPP_27,11,0,0,2.34,2025-08-22
447,274,SUPP_15,1,0,0,5.56,2025-08-18
448,275,SUPP_22,468,2,20,1.19,2025-11-11
449,275,SUPP_10,30,6,27,1.65,2025-07-02
450,275,SUPP_1,0,0,15,1.51,2025-02-03
451,276,SUPP_17,0,0,24,3.71,2025-09-18
452,276,SUPP_8,0,0,17,5.18,2025-03-03
453,277,SUPP_38,5,4,15,0.76,2025-11-06
454,277,SUPP_43,2,1,9,0.91,2025-09-12
455,278,SUPP_21,32,1,7,2.32,2025-10-07
456,279,SUPP_32,11,4,27,0.6,2025-12-15
457,280,SUPP_32,409,3,19,52.05,2025-07-30
458,281,SUPP_10,440,8,16,2.57,2025-11-28
459,282,SUPP_26,66,29,16,0.22,2025-07-18
460,282,SUPP_14,15,1,9,0.21,2025-10-06
461,282,SUPP_18,227,44,27,0.32,2025-08-16
462,283,SUPP_31,0,0,27,17.86,2025-05-08
463,283,SUPP_38,0,0,28,26.48,2025-09-08
464,284,SUPP_11,25,12,11,9.63,2025-07-26
465,285,SUPP_35,409,48,16,6.84,2025-07-11
466,286,SUPP_7,16,6,0,2.73,2025-09-28
467,286,SUPP_37,9,0,0,1.28,2025-09-11
468,286,SUPP_27,2,2,0,2.0,2025-10-15
469,287,SUPP_15,188,37,24,12.84,2025-07-25
470,287,SUPP_27,0,0,25,8.3,2025-06-28
471,287,SUPP_12,454,23,23,9.4,2025-07-19
472,288,SUPP_3,0,0,17,0.92,2025-11-19
473,289,SUPP_14,101,15,16,3.87,2025-11-04
474,290,SUPP_45,224,2,30,0.79,2025-10-06
475,291,SUPP_11,0,0,13,0.8,2025-05-14
476,291,SUPP_15,0,0,24,1.36,2025-07-06
477,292,SUPP_47,388,3,24,3.84,2025-06-29
478,293,SUPP_1,68,22,25,0.62,2025-12-07
479,294,SUPP_13,0,0,27,19.72,2025-02-26
480,294,SUPP_50,0,0,16,15.47,2025-01-09
481,295,SUPP_42,0,0,16,3.39,2025-07-08
482,295,SUPP_11,0,0,27,7.76,2025-11-18
483,296,SUPP_29,426,37,23,16.65,2025-07-04
484,297,SUPP_39,287,287,18,1.85,2025-07-19
485,297,SUPP_46,311,46,24,1.8,2025-12-16
486,298,SUPP_20,9,1,22,12.42,2025-11-05
487,298,SUPP_11,424,46,24,11.1,2025-08-09
488,299,SUPP_16,373,1,22,4.67,2025-12-03
489,299,SUPP_26,7,2,6,2.26,2025-10-15
490,300,SUPP_7,233,0,26,11.0,2025-11-25
491,300,SUPP_31,130,33,17,5.94,2025-08-27
492,301,SUPP_47,400,33,18,0.41,2025-07-26
493,301,SUPP_9,174,7,15,0.48,2025-10-21
494,301,SUPP_1,351,22,29,0.23,2025-11-13
495,302,SUPP_12,381,49,21,3.28,2025-07-15
496,302,SUPP_19,291,15,13,3.44,2025-11-19
