customer_id,gender,date_of_birth,account_status,address_id,city,state_province,postal_code,country,account_created_at,last_login_date,is_active
21,Male,1971-05-31,Inactive,35.0,Bristol,VA,80912,US,2021-12-27T22:25:41Z,2022-06-10T09:20:24Z,False
22,Other,1998-05-12,Closed,38.0,Madison,OR,48696,US,2025-10-15T13:44:16Z,2025-11-13T22:56:40Z,False
23,Male,1952-11-23,Active,40.0,San Francisco,CA,39571,US,2023-10-27T17:56:23Z,2025-03-29T10:54:40Z,True
24,Other,1998-01-16,Active,41.0,Georgetown,NJ,97881,US,2024-03-28T14:58:44Z,2025-07-24T11:24:51Z,True
25,Female,2000-05-06,Inactive,44.0,Winston-Salem,NC,24293,US,2024-09-18T00:08:00Z,2025-03-20T07:45:20Z,False
26,Male,1993-07-22,Active,45.0,Salem,IN,69186,US,2021-02-24T22:20:24Z,2025-02-23T14:38:53Z,True
27,Female,1991-06-07,Active,46.0,Madison,PE,P2X 4G7,CA,2018-09-12T21:07:26Z,2025-06-27T18:55:53Z,True
28,Male,1971-07-12,Inactive,47.0,Tacoma,WA,84395,US,2018-12-08T00:11:55Z,2020-07-16T18:54:20Z,False
29,Female,1976-07-01,Active,48.0,Winston-Salem,NC,97562,US,2021-09-20T01:00:13Z,2025-07-23T07:49:21Z,True
30,Female,1980-03-21,Closed,49.0,Naperville,IL,56019,US,2024-06-21T03:15:27Z,2025-04-18T15:48:32Z,False
31,Female,1946-01-29,Inactive,50.0,Springfield,OK,68947,US,2018-12-12T16:04:19Z,2024-02-16T06:06:22Z,False
32,Female,1995-02-10,Inactive,52.0,Grand Rapids,MI,97833,US,2024-10-16T04:21:05Z,2025-08-11T01:31:03Z,False
33,Female,1952-10-18,Pending,NaN,NaN,NaN,NaN,NaN,2021-09-12T12:09:10Z,NaN,False
34,Female,1988-12-12,Inactive,53.0,Salem,ME,75916,US,2017-09-06T09:51:50Z,2022-12-10T16:15:33Z,False
35,Male,1960-12-16,Active,54.0,Georgetown,TN,29142,US,2024-02-28T14:56:22Z,2025-12-12T03:59:47Z,True
36,Male,2000-12-27,Active,56.0,Springfield,NM,93318,US,2015-12-17T16:23:04Z,2025-03-31T09:55:54Z,True
37,Male,1989-10-04,Active,58.0,Georgetown,DE,67272,US,2020-04-23T08:02:48Z,2025-01-27T14:21:10Z,True
38,Male,1955-12-28,Active,59.0,Franklin,WV,14081,US,2022-09-26T14:22:28Z,2025-12-04T14:18:26Z,True
39,Female,1966-01-16,Active,60.0,Clinton,NH,90199,US,2017-10-19T03:01:47Z,2025-09-20T18:35:11Z,True
40,Female,1993-10-09,Inactive,63.0,Aurora,CO,35729,US,2017-01-15T04:27:32Z,2017-08-29T08:00:41Z,False
41,Female,1980-06-23,Inactive,65.0,Salem,NS,G6X 9E5,CA,2019-08-30T15:29:13Z,2023-06-24T10:38:33Z,False
42,Female,1949-02-12,Active,66.0,Georgetown,KY,62855,US,2025-08-07T12:32:29Z,2025-10-24T19:09:51Z,True
43,Female,1977-01-18,Active,67.0,Madison,SC,87820,US,2020-08-10T01:02:02Z,2025-10-15T23:23:53Z,True
44,Female,1988-01-27,Active,68.0,Fairview,WY,71814,US,2022-01-20T23:39:49Z,2025-06-14T04:32:32Z,True
45,Prefer not to say,1961-03-19,Active,69.0,Georgetown,MT,29198,US,2025-07-23T09:49:18Z,2025-11-02T08:34:49Z,True
46,Male,1944-04-19,Blocked,72.0,Chester,TN,78723,US,2024-05-18T12:50:31Z,2024-11-25T12:46:30Z,False
47,Female,1979-05-30,Active,73.0,Bellevue,WA,11498,US,2020-10-11T10:05:25Z,2025-01-16T13:16:33Z,True
48,Female,1948-01-18,Active,75.0,New York,NY,76895,US,2025-04-15T18:07:03Z,2025-05-27T12:04:35Z,True
49,Female,1947-03-26,Active,76.0,Chester,UT,27431,US,2025-06-21T15:02:18Z,2025-09-11T20:51:26Z,True
50,Male,2009-09-18,Closed,77.0,Springfield,RI,68515,US,2023-05-04T01:51:42Z,2024-07-06T21:41:41Z,False
51,Prefer not to say,1975-03-27,Closed,79.0,Hamilton,ON,S9X 3R3,CA,2023-10-24T16:20:44Z,2024-12-24T05:30:03Z,False
52,Female,1999-03-29,Active,81.0,Franklin,IA,12125,US,2019-01-11T09:16:23Z,2025-04-07T00:45:29Z,True
53,Female,1956-03-23,Inactive,82.0,Franklin,VA,11198,US,2016-07-27T23:34:31Z,2018-08-20T17:15:34Z,False
54,Female,1961-04-20,Active,84.0,Reno,NV,84167,US,2018-05-13T21:52:54Z,2025-11-14T18:47:35Z,True
55,Male,1979-10-13,Active,87.0,Georgetown,MO,57277,US,2017-01-30T21:37:42Z,2025-06-14T00:27:21Z,True
56,Male,1946-09-19,Active,89.0,Georgetown,MT,91289,US,2016-11-15T13:17:26Z,2025-07-25T05:07:30Z,True
57,Male,1947-03-31,Active,91.0,Akron,OH,64827,US,2024-03-08T13:43:31Z,2025-10-15T10:02:46Z,True
58,Male,1967-07-18,Active,93.0,Springfield,MD,25084,US,2019-08-31T02:07:53Z,2025-10-13T13:27:14Z,True
59,Male,1956-07-08,Blocked,96.0,Franklin,DE,58929,US,2024-02-16T21:45:51Z,2024-12-17T17:22:56Z,False
60,Female,1948-06-15,Active,98.0,Riverside,OR,45112,US,2021-05-04T00:50:48Z,2025-09-03T09:53:05Z,True
61,Female,1989-05-17,Active,100.0,Franklin,MB,K3N 4R7,CA,2016-11-20T10:45:18Z,2025-07-30T05:03:12Z,True
62,Female,1946-09-21,Inactive,101.0,Springfield,YT,B2T 1E2,CA,2023-12-04T17:25:13Z,2025-02-15T23:56:30Z,False
63,Female,1955-10-06,Active,104.0,Reno,NV,28327,US,2019-12-08T11:46:13Z,2025-02-07T10:56:11Z,True
64,Prefer not to say,1993-09-25,Inactive,106.0,Savannah,GA,20957,US,2015-10-04T00:16:13Z,2016-03-15T02:06:38Z,False
65,Male,1951-08-19,Inactive,108.0,Franklin,MS,43438,US,2023-08-26T00:21:51Z,2024-11-07T08:54:55Z,False
66,Male,2005-08-29,Active,109.0,Madison,YT,N2Y 8A5,CA,2022-03-28T08:52:04Z,2025-03-07T19:59:36Z,True
67,Prefer not to say,1974-10-18,Active,110.0,Hamilton,ON,P8C 2X2,CA,2024-07-09T23:46:19Z,2025-11-02T06:19:34Z,True
68,Male,2004-04-05,Inactive,112.0,Bristol,MT,82869,US,2025-01-24T19:02:13Z,2025-07-10T23:07:58Z,False
69,Prefer not to say,1980-10-27,Active,113.0,Madison,ID,46681,US,2024-01-28T04:05:57Z,2025-07-08T07:08:26Z,True
70,Female,2010-11-20,Active,115.0,Dallas,TX,44934,US,2024-08-30T01:51:30Z,2025-03-28T13:41:07Z,True
71,Female,1941-02-06,Active,117.0,Franklin,AK,86888,US,2018-09-20T19:12:51Z,2025-10-20T05:58:02Z,True
72,Prefer not to say,1948-12-31,Active,120.0,Salem,HI,74629,US,2024-03-19T22:42:40Z,2025-07-07T12:42:56Z,True
73,Male,2006-07-12,Active,122.0,Bristol,RI,36171,US,2025-07-29T08:42:18Z,2025-10-09T15:48:21Z,True
74,Male,1956-01-14,Inactive,125.0,Quebec City,QC,L6C 2R8,CA,2025-11-25T06:51:12Z,2025-11-29T08:18:17Z,False
75,Female,1984-08-08,Active,126.0,Springfield,NS,N5M 5V1,CA,2021-06-01T19:30:02Z,2025-09-28T03:55:11Z,True
76,Male,1992-01-22,Pending,127.0,Springfield,KS,69827,US,2015-04-29T05:12:56Z,NaN,False
77,Male,1992-05-18,Active,128.0,Fairview,ID,11109,US,2023-09-30T06:54:14Z,2025-01-27T14:37:27Z,True
78,Male,1971-03-18,Active,129.0,Clinton,ND,17441,US,2018-02-06T20:20:55Z,2025-08-06T05:02:40Z,True
79,Female,1957-06-18,Active,131.0,Springfield,NU,C8J 9E6,CA,2025-08-14T21:57:21Z,2025-12-03T05:19:35Z,True
80,Female,1955-04-03,Active,132.0,Chester,YT,J1A 4K5,CA,2020-06-28T02:08:39Z,2025-05-16T22:36:04Z,True
81,Other,1942-10-03,Closed,133.0,Springfield,SC,87846,US,2017-07-24T07:46:08Z,2019-12-07T06:47:45Z,False
82,Female,1950-06-14,Inactive,134.0,Springfield,HI,81845,US,2020-09-26T23:39:07Z,2022-04-28T03:29:13Z,False
83,Female,1982-09-10,Closed,135.0,Springfield,WI,11267,US,2015-07-25T03:52:11Z,2016-01-02T13:16:02Z,False
84,Male,2001-11-10,Active,138.0,Salem,UT,29484,US,2020-11-19T23:36:46Z,2025-03-11T07:19:41Z,True
85,Female,1995-03-31,Active,140.0,Bristol,RI,96136,US,2025-10-20T19:40:19Z,2025-10-21T12:54:00Z,True
86,Male,1971-05-11,Blocked,141.0,Raleigh,NC,75382,US,2016-03-17T13:02:59Z,2023-04-24T10:40:06Z,False
87,Male,1969-03-15,Inactive,143.0,Franklin,MB,X9N 2P8,CA,2022-12-25T23:59:35Z,2024-03-15T06:13:14Z,False
88,Male,2003-06-29,Inactive,145.0,Madison,AL,36619,US,2019-09-16T22:42:03Z,2023-12-27T11:08:53Z,False
89,Female,1969-07-22,Active,147.0,Fairview,WI,79533,US,2020-11-22T07:11:33Z,2025-11-20T23:21:59Z,True
90,Female,1959-06-26,Active,149.0,San Jose,CA,39837,US,2021-01-11T22:56:47Z,2025-05-17T19:48:51Z,True
91,Male,1948-10-19,Inactive,150.0,Tacoma,WA,11461,US,2018-02-27T14:24:25Z,2025-07-26T14:54:35Z,False
92,Male,1945-12-02,Inactive,151.0,Fairview,ME,19149,US,2024-07-19T17:29:41Z,2024-10-02T03:11:45Z,False
93,Female,1997-04-04,Active,153.0,Franklin,NU,P7K 5G7,CA,2015-11-10T23:04:57Z,2025-12-16T15:44:58Z,True
94,Male,1964-10-03,Active,154.0,Madison,ND,44513,US,2019-02-22T07:02:42Z,2025-09-11T00:01:32Z,True
95,Male,1966-03-26,Active,155.0,Salem,HI,12942,US,2017-05-16T04:11:10Z,2025-06-22T23:57:02Z,True
96,Male,1984-04-02,Active,156.0,Philadelphia,PA,40122,US,2016-11-29T07:53:26Z,2025-02-20T12:44:03Z,True
97,Male,2009-05-12,Blocked,158.0,Madison,NT,J1A 9E8,CA,2025-07-31T03:27:08Z,2025-10-04T19:16:22Z,False
98,Male,1963-10-22,Active,159.0,Franklin,NH,23143,US,2018-06-10T18:22:49Z,2024-12-29T07:09:57Z,True
99,Male,1987-04-26,Inactive,161.0,Springfield,ND,18993,US,2022-10-31T07:39:10Z,2023-01-12T18:54:51Z,False
100,Female,1978-01-15,Active,164.0,Clinton,MN,85197,US,2025-09-18T11:33:34Z,2025-12-24T10:26:50Z,True
101,Male,1945-11-24,Inactive,166.0,Chester,DE,70302,US,2020-11-23T13:30:34Z,2021-01-29T05:52:59Z,False
102,Male,1957-03-06,Active,167.0,Franklin,AL,65249,US,2021-05-29T04:36:43Z,2025-08-29T08:23:00Z,True
103,Female,1975-03-24,Active,169.0,Riverside,MT,20369,US,2021-11-18T09:29:40Z,2025-10-11T15:10:31Z,True
104,Female,1964-08-02,Closed,171.0,Franklin,ND,13744,US,2021-12-06T04:05:41Z,2024-02-12T13:19:56Z,False
105,Other,1949-01-27,Active,172.0,Bristol,WI,49270,US,2019-12-15T09:23:26Z,2025-08-13T13:42:26Z,True
106,Female,2003-04-18,Inactive,173.0,Fairview,NJ,69345,US,2023-12-18T08:18:41Z,2025-06-14T16:44:53Z,False
107,Male,1985-10-02,Active,174.0,Springfield,MO,25985,US,2019-03-02T14:44:50Z,2025-12-09T00:50:43Z,True
108,Male,1973-05-17,Active,175.0,Bristol,PE,G6C 4H7,CA,2024-12-14T01:55:42Z,2025-09-04T05:11:22Z,True
109,Female,1984-07-30,Active,176.0,Riverside,MB,X3T 5L8,CA,2022-12-04T14:35:18Z,2025-03-23T13:06:30Z,True
110,Female,1969-12-06,Active,177.0,Syracuse,NY,91785,US,2016-03-28T03:33:42Z,2025-11-20T05:26:50Z,True
111,Male,1992-03-06,Active,179.0,Greensboro,NC,96184,US,2022-01-05T05:35:47Z,2025-03-14T19:22:53Z,True
112,Female,1965-10-18,Closed,181.0,Salem,OR,84588,US,2025-04-22T17:32:35Z,2025-09-16T11:41:41Z,False
113,Other,1961-05-19,Active,182.0,Salem,AR,68407,US,2023-05-21T20:54:38Z,2025-12-20T17:44:18Z,True
114,Female,1999-07-22,Active,183.0,Naperville,IL,55157,US,2021-05-29T06:35:39Z,2025-03-31T13:50:43Z,True
115,Male,2003-07-12,Active,186.0,Clinton,NT,R9E 6V9,CA,2023-06-13T08:03:29Z,2025-01-23T08:07:53Z,True
116,Male,2001-11-12,Active,188.0,Clinton,UT,28102,US,2021-11-13T20:43:14Z,2025-05-26T04:19:23Z,True
117,Male,1965-04-01,Inactive,191.0,Springfield,WY,89682,US,2025-08-28T13:14:47Z,2025-11-21T20:03:00Z,False
118,Female,1985-12-15,Active,193.0,Worcester,MA,26193,US,2016-04-08T05:49:37Z,2025-01-02T22:58:02Z,True
119,Male,1981-01-27,Inactive,194.0,Toronto,ON,V4J 8T6,CA,2018-03-28T20:11:07Z,2019-09-18T02:11:46Z,False
120,Female,2011-10-02,Inactive,197.0,Bristol,OR,78118,US,2025-09-24T09:27:38Z,2025-11-03T18:01:14Z,False
121,Female,2007-08-30,Blocked,200.0,Georgetown,AK,59183,US,2020-12-18T16:19:36Z,2025-01-11T13:40:11Z,False
122,Male,1959-03-04,Active,201.0,Chester,CT,98698,US,2025-03-30T02:28:32Z,2025-12-12T18:26:04Z,True
123,Prefer not to say,1959-07-29,Active,203.0,Springfield,UT,23884,US,2021-01-31T11:35:20Z,2025-08-08T16:21:11Z,True
124,Female,1951-03-03,Active,205.0,Toledo,OH,62535,US,2018-12-10T15:29:54Z,2025-09-29T01:19:16Z,True
125,Female,2004-11-27,Active,206.0,Georgetown,MO,74788,US,2024-05-02T15:07:37Z,2025-02-23T05:28:12Z,True
126,Female,1975-04-10,Inactive,209.0,Riverside,AL,94985,US,2019-11-18T17:13:42Z,2021-10-29T08:21:54Z,False
127,Male,2001-01-12,Active,212.0,Chester,NJ,71503,US,2015-11-16T21:40:34Z,2025-03-04T07:19:37Z,True
128,Male,1947-12-08,Active,213.0,Clinton,VT,73559,US,2024-07-19T08:16:08Z,2025-02-12T16:34:02Z,True
129,Male,1963-12-13,Active,216.0,Salem,AL,22805,US,2022-05-04T18:25:29Z,2025-01-14T17:41:15Z,True
130,Male,1946-08-21,Active,218.0,Riverside,SC,67878,US,2019-04-17T12:21:03Z,2025-08-14T20:32:31Z,True
131,Female,1970-12-15,Closed,220.0,Clinton,MO,49173,US,2022-08-24T09:25:03Z,2024-06-02T05:30:26Z,False
132,Female,1942-07-06,Blocked,221.0,Riverside,IA,14833,US,2015-06-01T10:03:21Z,2024-04-01T09:05:46Z,False
133,Female,1946-09-13,Inactive,222.0,Springfield,IN,87736,US,2024-01-09T06:27:21Z,2025-12-03T18:47:28Z,False
134,Male,2003-02-03,Closed,224.0,Clinton,OK,35153,US,2016-07-03T19:11:45Z,2022-02-10T14:17:25Z,False
135,Female,2001-10-06,Active,226.0,Henderson,NV,38333,US,2025-01-27T10:14:49Z,2025-10-29T20:28:55Z,True
136,Female,1998-04-11,Active,227.0,Henderson,NV,42483,US,2025-09-07T19:57:10Z,2025-10-13T13:51:24Z,True
137,Male,1995-12-28,Inactive,230.0,Georgetown,UT,16758,US,2021-01-30T18:50:13Z,2025-07-02T15:55:52Z,False
138,Female,1972-09-06,Inactive,231.0,Bristol,ME,91389,US,2025-01-25T08:32:43Z,2025-08-29T16:35:47Z,False
139,Female,1943-01-28,Active,232.0,Allentown,PA,95951,US,2018-04-15T13:43:34Z,2025-10-19T05:06:00Z,True
140,Male,1991-07-03,Active,234.0,Georgetown,NJ,30454,US,2022-12-06T01:42:20Z,2025-07-01T06:05:48Z,True
141,Female,1977-01-26,Active,235.0,Houston,TX,77081,US,2021-12-04T07:28:22Z,2025-11-07T17:32:00Z,True
142,Female,1959-09-06,Active,237.0,Franklin,WI,36117,US,2018-05-27T15:55:33Z,2025-07-06T18:55:10Z,True
143,Male,1998-11-20,Active,238.0,Georgetown,DE,77177,US,2017-09-29T00:07:48Z,2025-08-05T15:12:26Z,True
144,Male,1949-07-08,Active,239.0,Albany,NY,54605,US,2021-09-18T05:34:20Z,2025-07-17T03:25:39Z,True
145,Male,1961-05-14,Inactive,241.0,Las Vegas,NV,35736,US,2018-06-13T04:13:08Z,2019-04-30T17:57:56Z,False
146,Male,1965-12-04,Blocked,242.0,Philadelphia,PA,79315,US,2025-08-22T18:22:22Z,2025-09-12T11:12:08Z,False
147,Male,1952-02-17,Active,243.0,Clinton,NH,82602,US,2020-03-23T03:33:08Z,2025-04-15T15:18:26Z,True
148,Female,1950-09-25,Active,246.0,Savannah,GA,91522,US,2016-05-15T08:31:31Z,2025-08-29T04:39:32Z,True
149,Female,2000-04-04,Active,248.0,Springfield,NS,A1G 6P9,CA,2021-03-18T21:34:36Z,2025-04-29T13:10:30Z,True
150,Female,1978-12-10,Active,249.0,Georgetown,IN,75107,US,2021-05-15T16:57:26Z,2025-08-10T17:41:56Z,True
151,Female,1989-06-25,Active,251.0,Bristol,WV,45118,US,2018-07-07T06:26:25Z,2025-08-19T01:58:54Z,True
152,Female,1973-08-24,Closed,254.0,Madison,ND,75070,US,2022-07-14T21:56:05Z,2023-08-25T21:49:13Z,False
153,Female,1951-03-05,Active,255.0,Springfield,WV,98027,US,2018-07-20T17:27:30Z,2025-01-10T00:45:26Z,True
154,Female,1941-04-25,Inactive,258.0,Cambridge,MA,72700,US,2019-06-30T06:40:19Z,2023-01-06T00:45:26Z,False
155,Male,1964-12-02,Inactive,260.0,Clinton,UT,64831,US,2018-03-25T23:31:24Z,2019-09-10T13:25:37Z,False
156,Male,1970-11-26,Active,261.0,Springfield,OK,86085,US,2025-06-10T07:30:58Z,2025-09-26T03:13:49Z,True
157,Male,1952-02-18,Inactive,264.0,Fort Worth,TX,37839,US,2018-12-02T02:13:55Z,2022-02-07T08:07:05Z,False
158,Male,2000-03-17,Active,265.0,Fairview,NS,G4B 5N0,CA,2020-05-19T14:40:17Z,2025-02-24T11:40:38Z,True
159,Female,1968-11-10,Active,266.0,Reno,NV,90460,US,2025-02-18T21:38:08Z,2025-06-25T18:45:01Z,True
160,Male,1992-01-15,Active,268.0,Lowell,MA,69637,US,2024-02-12T08:22:16Z,2025-02-28T11:11:48Z,True
161,Male,1973-05-27,Blocked,269.0,Clinton,TN,67119,US,2022-09-29T21:44:43Z,2024-12-16T06:49:51Z,False
162,Male,2005-01-05,Active,270.0,Reading,PA,98954,US,2022-11-05T13:54:31Z,2025-03-04T09:41:06Z,True
163,Female,1960-10-01,Active,271.0,Franklin,NM,91506,US,2021-08-04T21:21:58Z,2025-02-20T20:04:27Z,True
164,Female,1986-03-17,Active,272.0,Macon,GA,89205,US,2015-05-11T02:21:27Z,2025-10-27T21:35:34Z,True
165,Female,1978-02-16,Active,275.0,Cambridge,MA,31538,US,2025-04-18T13:57:29Z,2025-04-26T06:48:12Z,True
166,Female,1943-02-21,Inactive,278.0,Chester,KY,56461,US,2015-04-25T17:37:16Z,2018-01-08T03:23:43Z,False
167,Female,1950-06-25,Active,279.0,Salem,ND,87101,US,2018-09-04T16:37:12Z,2025-06-24T06:43:21Z,True
168,Female,1955-02-10,Active,280.0,Bristol,ME,13667,US,2025-08-02T17:23:58Z,2025-11-25T13:18:24Z,True
169,Female,1948-09-05,Active,283.0,Fairview,VA,68226,US,2017-02-27T19:34:36Z,2025-11-28T14:07:48Z,True
170,Male,1974-09-23,Pending,NaN,NaN,NaN,NaN,NaN,2025-07-23T03:03:12Z,NaN,False
171,Male,1962-01-04,Active,285.0,Savannah,GA,80836,US,2025-03-31T00:17:35Z,2025-11-03T08:06:10Z,True
172,Female,1955-07-10,Active,286.0,Georgetown,NS,L8L 4N5,CA,2023-04-16T17:36:04Z,2025-07-24T20:01:48Z,True
173,Male,1980-12-03,Active,288.0,Springfield,MS,46799,US,2015-02-08T07:47:01Z,2025-08-04T05:45:46Z,True
174,Female,1964-05-01,Inactive,289.0,Lethbridge,AB,B6S 7L1,CA,2025-06-20T18:54:14Z,2025-11-01T18:44:31Z,False
175,Male,1974-11-24,Active,292.0,Salem,MO,22560,US,2018-07-07T22:04:50Z,2025-10-21T00:03:41Z,True
176,Male,1952-06-29,Inactive,294.0,Fairview,MD,54944,US,2018-06-30T18:27:32Z,2025-10-21T05:47:09Z,False
177,Female,1996-04-24,Active,295.0,Quebec City,QC,K8J 4V5,CA,2018-05-12T13:21:10Z,2025-11-02T04:18:00Z,True
178,Female,1963-02-08,Active,296.0,Franklin,MS,79065,US,2017-01-01T06:01:11Z,2025-08-12T09:03:04Z,True
179,Male,1952-05-20,Active,297.0,Bristol,MS,78012,US,2024-07-19T16:37:56Z,2025-04-18T23:24:01Z,True
180,Female,1982-10-12,Active,299.0,Aurora,CO,75767,US,2020-09-29T19:21:27Z,2025-05-09T09:48:53Z,True
181,Female,1948-09-28,Active,302.0,Austin,TX,54541,US,2018-07-06T06:27:49Z,2025-01-01T19:41:17Z,True
182,Male,1966-07-03,Closed,304.0,Bristol,NE,19012,US,2017-04-23T07:18:42Z,2023-03-10T09:47:45Z,False
183,Male,1963-03-09,Active,305.0,Fairview,MT,32954,US,2020-11-23T10:58:36Z,2025-04-18T01:28:12Z,True
184,Other,1990-08-20,Active,306.0,Salem,NJ,55043,US,2016-05-11T11:04:48Z,2025-11-02T03:54:37Z,True
185,Male,1976-02-08,Active,307.0,Chester,SD,94018,US,2016-11-20T02:42:48Z,2025-12-19T23:59:57Z,True
186,Female,1979-06-05,Closed,309.0,Springfield,MS,18825,US,2016-05-09T07:13:06Z,2020-05-08T17:24:06Z,False
187,Other,1980-11-06,Active,312.0,Chester,IN,17087,US,2023-04-16T10:08:17Z,2025-07-16T06:59:05Z,True
188,Prefer not to say,2011-02-18,Active,314.0,Madison,YT,Y3Y 3L6,CA,2025-06-21T02:23:25Z,2025-09-19T07:53:53Z,True
189,Female,1995-05-10,Active,316.0,Ottawa,ON,S3S 5M8,CA,2020-02-09T21:09:16Z,2025-08-21T16:46:58Z,True
190,Other,1960-02-10,Active,318.0,Victoria,BC,C5C 7E4,CA,2017-01-30T06:03:47Z,2025-09-22T12:20:44Z,True
191,Other,1995-04-06,Active,319.0,Georgetown,AR,53287,US,2019-10-26T10:23:43Z,2025-07-02T21:15:58Z,True
192,Male,1983-10-03,Closed,321.0,Chester,YT,B3V 2M8,CA,2022-05-20T22:57:06Z,2024-07-17T08:35:18Z,False
193,Prefer not to say,1953-03-21,Inactive,322.0,Salem,SK,Y7K 4L1,CA,2025-05-07T17:40:46Z,2025-09-09T20:31:30Z,False
194,Female,2004-06-04,Inactive,325.0,Clinton,VA,39500,US,2023-11-07T15:40:53Z,2024-06-15T06:59:38Z,False
195,Male,1993-02-09,Active,326.0,Springfield,WV,57477,US,2024-09-16T01:54:59Z,2024-12-26T11:24:40Z,True
196,Male,1968-03-12,Active,327.0,Riverside,DE,20831,US,2022-09-18T19:11:41Z,2025-06-16T18:02:23Z,True
197,Male,1989-04-06,Closed,328.0,Clinton,WI,96321,US,2017-01-27T12:52:44Z,2017-04-18T01:28:36Z,False
198,Female,1995-06-04,Active,330.0,Madison,MN,26841,US,2021-01-13T16:13:44Z,2025-11-05T14:05:46Z,True
199,Female,1986-12-03,Active,331.0,Aurora,CO,53714,US,2021-10-13T05:26:52Z,2025-10-07T16:17:19Z,True
200,Female,2008-06-29,Active,332.0,Springfield,KY,77314,US,2023-09-01T05:22:51Z,2025-01-11T22:58:29Z,True
201,Female,1990-10-03,Active,334.0,Chester,UT,26343,US,2025-06-04T15:51:55Z,2025-12-23T05:35:27Z,True
202,Male,1992-01-27,Active,336.0,Riverside,MN,10675,US,2019-06-01T06:59:19Z,2025-01-29T23:52:16Z,True
203,Male,1957-05-20,Active,337.0,Georgetown,NE,14142,US,2021-01-06T08:06:28Z,2025-01-22T22:16:36Z,True
204,Male,2002-06-11,Active,338.0,Riverside,LA,44541,US,2018-01-31T01:43:53Z,2025-07-02T15:22:40Z,True
205,Female,1973-08-28,Active,340.0,Henderson,NV,43064,US,2018-02-23T11:45:26Z,2025-08-20T22:42:29Z,True
206,Female,1958-03-28,Active,342.0,Franklin,AK,88532,US,2019-09-09T17:45:16Z,2025-03-14T05:42:39Z,True
207,Male,1941-05-12,Active,343.0,Riverside,OK,32427,US,2016-10-17T18:13:37Z,2025-01-02T19:10:36Z,True
208,Male,1964-01-03,Closed,345.0,Fairview,IN,92549,US,2025-11-23T00:34:42Z,2025-11-24T00:22:26Z,False
209,Female,1947-04-09,Inactive,346.0,Riverside,RI,59528,US,2016-08-10T02:27:15Z,2021-09-16T22:52:21Z,False
210,Female,1955-09-04,Pending,NaN,NaN,NaN,NaN,NaN,2018-06-13T10:30:09Z,NaN,False
211,Female,1961-03-01,Active,347.0,Riverside,NB,M6C 6E5,CA,2015-04-09T07:27:24Z,2025-10-10T19:08:42Z,True
