cart_item_id,cart_id,product_id,quantity,unit_price,item_status,added_at,updated_at,total_price
55,19,147,5,64.35,Active,2021-04-20T14:43:02Z,2021-04-21T18:51:49Z,321.75
56,19,276,1,179.81,Active,2021-04-19T05:40:02Z,2021-04-20T22:08:09Z,179.81
57,20,419,4,45.56,Abandoned,2022-02-18T05:33:07Z,2022-02-18T06:02:40Z,182.24
58,20,461,1,711.37,Abandoned,2022-02-18T03:54:15Z,2022-02-18T06:15:19Z,711.37
59,20,362,2,182.97,Abandoned,2022-02-18T06:48:37Z,2022-02-18T11:01:09Z,365.94
60,21,397,2,214.11,Abandoned,2025-12-21T04:06:44Z,2025-12-21T05:21:42Z,428.22
61,21,232,1,1268.87,Abandoned,2025-12-20T18:49:54Z,2025-12-20T22:45:25Z,1268.87
62,21,157,3,278.27,Abandoned,2025-12-21T03:20:28Z,2025-12-21T04:04:08Z,834.81
63,21,9,1,564.82,Abandoned,2025-12-21T01:20:49Z,2025-12-21T04:16:40Z,564.82
64,22,77,4,27.86,Abandoned,2021-10-19T18:44:50Z,2021-10-19T21:38:50Z,111.44
65,23,425,1,177.51,Abandoned,2021-01-16T09:07:09Z,2021-01-17T05:42:45Z,177.51
66,23,71,1,110.38,Active,2021-01-16T11:22:20Z,2021-01-18T06:37:30Z,110.38
67,24,246,5,709.94,Converted,2024-12-15T13:17:02Z,2024-12-15T13:36:21Z,3549.7000000000003
68,25,132,4,369.68,Deleted,2025-07-22T15:55:19Z,2025-08-01T00:48:29Z,1478.72
69,26,47,2,85.17,Converted,2018-10-02T00:36:55Z,2018-10-02T12:41:24Z,170.34
70,26,241,6,280.56,Converted,2018-10-02T01:41:16Z,2018-10-02T11:44:02Z,1683.3600000000001
71,26,394,2,238.97,Converted,2018-10-02T04:44:41Z,2018-10-02T09:56:05Z,477.94
72,26,25,2,1421.95,Converted,2018-10-02T07:38:54Z,2018-10-02T07:53:43Z,2843.9
73,26,118,3,285.82,Converted,2018-10-01T07:20:43Z,2018-10-02T08:17:41Z,857.46
74,27,418,7,67.05,Converted,2023-09-09T20:51:44Z,2023-09-10T09:10:37Z,469.34999999999997
75,27,236,2,1142.25,Converted,2023-09-09T20:57:05Z,2023-09-10T09:48:04Z,2284.5
76,28,104,1,32.71,Abandoned,2024-10-22T22:56:13Z,2024-10-23T00:25:10Z,32.71
77,28,5,5,893.87,Abandoned,2024-10-23T00:27:40Z,2024-10-23T02:11:40Z,4469.35
78,28,238,3,1813.44,Active,2024-10-23T00:18:29Z,2024-10-23T03:06:39Z,5440.32
79,28,460,1,265.23,Abandoned,2024-10-23T00:05:32Z,2024-10-23T01:24:45Z,265.23
80,29,11,1,496.19,Active,2023-01-23T03:36:24Z,2023-01-23T13:36:23Z,496.19
81,29,448,1,125.72,Active,2023-01-23T03:07:18Z,2023-01-23T21:28:11Z,125.72
82,29,471,3,403.72,Abandoned,2023-01-22T21:58:13Z,2023-01-23T09:32:40Z,1211.16
83,29,95,1,133.22,Active,2023-01-23T01:24:08Z,2023-01-23T09:04:40Z,133.22
84,29,269,1,224.43,Active,2023-01-23T21:19:31Z,2023-01-23T22:55:27Z,224.43
85,30,5,1,893.87,Active,2024-05-08T13:30:30Z,2024-05-08T13:56:21Z,893.87
86,30,282,1,13.98,Active,2024-05-08T15:36:23Z,2024-05-08T16:20:54Z,13.98
87,30,224,1,376.73,Abandoned,2024-05-08T03:31:03Z,2024-05-08T14:32:16Z,376.73
88,30,65,1,61.02,Abandoned,2024-05-08T10:45:31Z,2024-05-08T16:39:50Z,61.02
89,31,354,2,156.7,Abandoned,2025-03-14T04:30:00Z,2025-03-14T10:01:29Z,313.4
90,31,486,2,415.81,Deleted,2025-03-13T02:39:57Z,2025-03-13T04:27:38Z,831.62
91,31,204,1,553.08,Active,2025-03-12T15:22:18Z,2025-03-13T07:38:03Z,553.08
92,32,243,3,555.05,Converted,2024-12-08T20:22:52Z,2024-12-08T22:18:40Z,1665.1499999999999
93,32,380,1,729.31,Converted,2024-12-08T23:49:54Z,2024-12-09T15:43:12Z,729.31
94,32,268,1,254.98,Converted,2024-12-08T17:48:25Z,2024-12-09T08:51:10Z,254.98
95,33,492,2,136.92,Deleted,2022-12-26T13:42:45Z,2022-12-26T23:05:14Z,273.84
96,33,155,1,2193.18,Active,2022-12-26T23:02:54Z,2022-12-26T23:34:28Z,2193.18
97,33,317,4,175.41,Active,2022-12-26T20:32:06Z,2022-12-26T22:48:03Z,701.64
98,34,283,2,1198.51,Deleted,2025-12-23T05:24:22Z,2025-12-24T01:06:05Z,2397.02
99,34,165,1,133.28,Deleted,2025-12-20T19:21:09Z,2025-12-23T20:23:13Z,133.28
100,34,132,1,369.68,Deleted,2025-12-23T20:39:14Z,2025-12-24T02:20:18Z,369.68
101,34,243,5,555.05,Deleted,2025-12-21T10:35:06Z,2025-12-23T10:37:30Z,2775.25
102,34,375,1,23.29,Deleted,2025-12-24T21:01:07Z,2025-12-24T21:13:45Z,23.29
103,35,285,3,126.67,Abandoned,2021-07-20T04:40:47Z,2021-07-20T05:39:18Z,380.01
104,35,75,1,254.98,Abandoned,2021-07-20T05:46:23Z,2021-07-20T05:52:46Z,254.98
105,35,329,1,755.73,Abandoned,2021-07-20T04:58:35Z,2021-07-20T05:30:32Z,755.73
106,35,491,2,802.9,Abandoned,2021-07-20T02:58:34Z,2021-07-20T03:45:01Z,1605.8
107,35,56,1,409.39,Active,2021-07-20T04:23:55Z,2021-07-20T04:33:31Z,409.39
108,35,180,2,26.12,Active,2021-07-20T03:31:18Z,2021-07-20T05:13:19Z,52.24
109,36,28,1,298.62,Converted,2025-12-22T01:55:08Z,2025-12-22T02:03:23Z,298.62
110,36,229,1,1479.14,Converted,2025-12-22T03:06:59Z,2025-12-22T03:07:55Z,1479.14
111,36,261,3,246.89,Converted,2025-12-22T01:12:18Z,2025-12-22T02:42:23Z,740.67
112,36,265,1,73.41,Converted,2025-12-22T02:52:38Z,2025-12-22T03:07:49Z,73.41
113,36,26,4,1113.63,Converted,2025-12-22T01:40:57Z,2025-12-22T02:04:46Z,4454.52
114,37,135,1,80.26,Abandoned,2024-08-21T00:20:05Z,2024-08-21T04:14:34Z,80.26
115,37,424,7,26.23,Abandoned,2024-08-21T04:11:03Z,2024-08-21T05:05:11Z,183.61
116,38,255,2,426.79,Abandoned,2025-05-08T03:03:49Z,2025-05-08T04:24:17Z,853.58
117,38,484,2,62.52,Abandoned,2025-05-08T03:47:02Z,2025-05-08T04:10:59Z,125.04
118,38,330,1,117.61,Abandoned,2025-05-08T02:16:52Z,2025-05-08T03:41:44Z,117.61
119,38,492,5,136.92,Active,2025-05-08T04:03:06Z,2025-05-08T04:53:30Z,684.5999999999999
120,39,276,6,179.81,Converted,2025-11-14T12:47:40Z,2025-11-14T16:20:56Z,1078.8600000000001
121,40,253,1,131.16,Active,2024-07-15T12:15:16Z,2024-07-17T00:10:16Z,131.16
122,41,252,3,323.84,Active,2022-04-21T21:31:45Z,2022-04-22T06:38:32Z,971.52
123,42,390,2,98.86,Active,2025-01-05T04:36:38Z,2025-01-05T09:33:11Z,197.72
124,42,220,2,269.37,Active,2025-01-05T15:44:46Z,2025-01-05T16:55:26Z,538.74
125,42,170,2,219.84,Active,2025-01-04T23:58:47Z,2025-01-05T10:25:52Z,439.68
126,42,447,1,154.54,Active,2025-01-05T10:45:40Z,2025-01-05T11:25:26Z,154.54
127,43,281,2,59.36,Converted,2024-12-09T00:18:04Z,2024-12-09T00:39:30Z,118.72
128,44,278,2,71.92,Active,2017-08-17T18:40:26Z,2017-08-21T01:41:50Z,143.84
129,45,44,2,326.93,Converted,2025-06-14T03:23:40Z,2025-06-14T12:46:47Z,653.86
130,45,143,2,618.02,Converted,2025-06-13T09:47:49Z,2025-06-13T19:37:36Z,1236.04
131,46,312,1,101.5,Abandoned,2019-09-17T01:50:53Z,2019-09-17T06:41:39Z,101.5
132,46,95,2,133.22,Abandoned,2019-09-16T19:52:29Z,2019-09-19T08:37:38Z,266.44
133,47,51,1,188.65,Active,2023-07-15T18:37:51Z,2023-07-16T09:25:01Z,188.65
134,47,83,2,35.12,Active,2023-07-15T13:15:54Z,2023-07-16T13:57:17Z,70.24
135,47,404,1,92.6,Active,2023-07-16T05:20:14Z,2023-07-16T14:45:43Z,92.6
136,47,437,1,335.9,Active,2023-07-15T12:01:06Z,2023-07-16T16:35:52Z,335.9
137,48,383,2,546.58,Abandoned,2023-07-15T07:13:35Z,2023-07-15T07:42:20Z,1093.16
138,48,31,4,51.19,Abandoned,2023-07-15T06:10:36Z,2023-07-15T06:28:27Z,204.76
139,49,341,2,40.65,Abandoned,2025-08-29T23:40:18Z,2025-08-30T00:11:28Z,81.3
140,50,222,2,668.94,Abandoned,2018-09-27T08:26:10Z,2018-09-27T09:19:34Z,1337.88
141,50,479,2,196.45,Abandoned,2018-09-27T03:16:27Z,2018-09-27T07:13:34Z,392.9
142,51,420,3,348.82,Active,2025-07-14T19:25:37Z,2025-07-14T20:20:31Z,1046.46
143,52,392,2,598.09,Converted,2025-04-25T14:01:47Z,2025-04-25T17:08:34Z,1196.18
144,52,424,1,26.23,Converted,2025-04-25T00:24:09Z,2025-04-25T00:44:05Z,26.23
145,52,303,1,67.5,Converted,2025-04-24T20:03:35Z,2025-04-25T09:40:56Z,67.5
146,52,489,1,150.92,Converted,2025-04-25T08:24:08Z,2025-04-25T22:23:01Z,150.92
147,52,259,1,146.12,Converted,2025-04-23T10:48:31Z,2025-04-25T00:13:10Z,146.12
148,53,215,2,12.25,Abandoned,2018-12-06T16:07:19Z,2018-12-06T20:33:10Z,24.5
149,53,151,2,3.52,Active,2018-12-04T01:21:33Z,2018-12-05T03:50:36Z,7.04
150,54,392,5,598.09,Active,2025-02-10T09:56:31Z,2025-02-14T18:44:57Z,2990.4500000000003
151,55,130,1,745.47,Converted,2017-09-26T09:20:38Z,2017-09-26T11:53:37Z,745.47
152,55,280,10,941.58,Converted,2017-09-26T08:59:05Z,2017-09-26T09:25:04Z,9415.800000000001
153,55,129,2,1432.08,Converted,2017-09-26T08:52:56Z,2017-09-26T10:18:37Z,2864.16
154,55,338,7,21.79,Converted,2017-09-26T10:28:02Z,2017-09-26T12:00:45Z,152.53
155,56,476,7,1161.94,Converted,2025-05-11T03:14:53Z,2025-05-11T17:09:36Z,8133.58
156,57,378,6,100.56,Converted,2023-11-13T03:13:45Z,2023-11-14T14:47:21Z,603.36
157,57,249,1,144.56,Converted,2023-11-14T18:15:55Z,2023-11-14T19:23:57Z,144.56
158,57,52,1,105.12,Converted,2023-11-12T19:58:14Z,2023-11-13T06:18:02Z,105.12
159,58,399,2,537.25,Abandoned,2022-01-04T21:57:06Z,2022-01-04T23:59:31Z,1074.5
160,58,413,1,60.37,Abandoned,2022-01-04T23:52:32Z,2022-01-05T02:42:34Z,60.37
161,58,253,1,131.16,Abandoned,2022-01-05T05:14:13Z,2022-01-05T05:15:54Z,131.16
162,59,272,4,133.08,Active,2023-03-12T09:47:28Z,2023-03-12T15:42:57Z,532.32
163,59,370,1,256.71,Active,2023-03-10T00:42:04Z,2023-03-10T09:28:18Z,256.71
164,59,65,4,61.02,Active,2023-03-08T18:31:31Z,2023-03-13T00:00:16Z,244.08
165,60,394,2,238.97,Active,2025-01-26T13:50:03Z,2025-01-26T14:07:48Z,477.94
166,60,379,1,47.01,Abandoned,2025-01-26T13:45:01Z,2025-01-26T14:00:40Z,47.01
167,60,464,4,118.76,Abandoned,2025-01-26T09:37:06Z,2025-01-26T15:02:52Z,475.04
168,61,65,2,61.02,Active,2017-06-10T15:36:14Z,2017-06-13T03:55:02Z,122.04
169,61,2,2,934.87,Active,2017-06-10T03:46:10Z,2017-06-13T04:56:22Z,1869.74
170,62,165,1,133.28,Converted,2025-02-05T12:23:03Z,2025-02-05T13:06:47Z,133.28
171,62,413,3,60.37,Converted,2025-02-05T17:00:13Z,2025-02-05T20:47:10Z,181.10999999999999
172,63,466,2,937.33,Converted,2025-09-30T00:52:40Z,2025-09-30T01:38:46Z,1874.66
173,63,400,3,94.03,Converted,2025-09-28T23:08:27Z,2025-09-29T08:51:07Z,282.09000000000003
174,64,345,1,151.88,Abandoned,2019-12-17T01:28:19Z,2019-12-17T03:34:42Z,151.88
175,65,379,1,47.01,Abandoned,2024-10-26T11:44:59Z,2024-10-26T11:44:59Z,47.01
176,66,16,1,692.72,Abandoned,2024-10-23T19:56:26Z,2024-10-23T23:22:08Z,692.72
177,66,80,1,85.74,Abandoned,2024-10-23T23:11:45Z,2024-10-24T00:37:55Z,85.74
178,66,463,1,43.99,Abandoned,2024-10-23T18:56:11Z,2024-10-24T00:02:11Z,43.99
179,66,15,5,185.9,Abandoned,2024-10-23T22:16:24Z,2024-10-23T22:36:35Z,929.5
180,67,142,1,174.48,Converted,2022-03-23T10:10:48Z,2022-03-23T13:04:52Z,174.48
181,67,389,3,327.83,Converted,2022-03-23T10:56:13Z,2022-03-23T13:06:40Z,983.49
182,67,354,1,156.7,Converted,2022-03-23T08:33:47Z,2022-03-23T10:39:38Z,156.7
183,68,203,2,94.19,Abandoned,2024-03-26T10:58:48Z,2024-03-26T10:59:09Z,188.38
184,68,295,1,238.26,Abandoned,2024-03-26T11:48:50Z,2024-03-26T11:49:38Z,238.26
185,68,239,1,491.36,Abandoned,2024-03-26T11:16:40Z,2024-03-26T11:49:38Z,491.36
186,68,61,1,57.63,Active,2024-03-26T11:35:56Z,2024-03-26T11:53:42Z,57.63
187,69,200,6,899.94,Abandoned,2019-04-17T09:58:42Z,2019-04-17T10:03:06Z,5399.64
188,69,277,1,39.31,Abandoned,2019-04-17T10:38:42Z,2019-04-17T11:36:41Z,39.31
189,69,238,1,1813.44,Abandoned,2019-04-17T11:17:54Z,2019-04-17T11:39:31Z,1813.44
190,69,282,1,13.98,Abandoned,2019-04-17T08:33:50Z,2019-04-17T09:55:34Z,13.98
191,70,72,3,462.01,Active,2025-09-11T18:59:34Z,2025-09-13T09:00:45Z,1386.03
192,71,392,1,598.09,Abandoned,2024-01-03T16:44:12Z,2024-01-03T16:44:12Z,598.09
193,71,447,8,154.54,Active,2024-01-03T16:44:12Z,2024-01-03T16:44:12Z,1236.32
194,72,48,1,746.22,Converted,2024-03-27T19:12:23Z,2024-03-28T00:45:43Z,746.22
195,72,288,4,31.48,Converted,2024-03-27T23:36:34Z,2024-03-28T00:28:32Z,125.92
196,72,91,1,59.47,Converted,2024-03-27T10:01:38Z,2024-03-28T13:13:50Z,59.47
197,72,293,2,116.69,Converted,2024-03-27T05:03:54Z,2024-03-27T09:32:22Z,233.38
198,73,488,1,121.53,Abandoned,2020-12-19T14:15:37Z,2020-12-19T15:57:41Z,121.53
199,73,424,4,26.23,Abandoned,2020-12-19T15:54:02Z,2020-12-19T19:17:50Z,104.92
200,73,47,1,85.17,Abandoned,2020-12-19T09:42:17Z,2020-12-19T12:33:42Z,85.17
201,74,207,1,46.8,Active,2025-02-09T07:06:56Z,2025-02-10T15:08:08Z,46.8
202,74,132,3,369.68,Active,2025-02-08T16:33:07Z,2025-02-09T03:27:41Z,1109.04
203,74,18,1,397.05,Abandoned,2025-02-09T03:11:40Z,2025-02-13T02:53:59Z,397.05
204,75,470,2,695.16,Active,2021-10-23T01:11:49Z,2021-10-25T00:39:58Z,1390.32
205,75,64,2,25.71,Active,2021-10-22T02:25:39Z,2021-10-23T00:40:13Z,51.42
206,76,243,2,555.05,Abandoned,2022-10-24T01:00:49Z,2022-10-24T01:42:18Z,1110.1
207,76,458,8,108.2,Abandoned,2022-10-24T01:32:26Z,2022-10-24T04:58:28Z,865.6
208,77,135,1,80.26,Active,2024-10-22T09:09:30Z,2024-10-25T22:41:03Z,80.26
209,77,297,2,173.45,Active,2024-10-24T02:52:13Z,2024-10-26T05:31:27Z,346.9
210,78,75,1,254.98,Active,2024-08-27T06:23:21Z,2024-08-27T21:23:07Z,254.98
211,78,486,4,415.81,Active,2024-08-26T20:25:23Z,2024-08-27T13:54:06Z,1663.24
212,79,169,3,571.68,Active,2024-11-02T23:16:00Z,2024-11-05T08:45:02Z,1715.04
213,79,415,1,158.1,Active,2024-11-03T16:38:24Z,2024-11-06T17:14:43Z,158.1
214,80,378,1,100.56,Abandoned,2023-08-19T01:22:06Z,2023-08-19T07:17:53Z,100.56
215,80,485,1,493.06,Active,2023-08-19T01:54:34Z,2023-08-19T03:49:09Z,493.06
216,81,305,2,378.28,Converted,2022-04-21T15:19:18Z,2022-04-22T15:27:43Z,756.56
217,81,41,10,199.76,Converted,2022-04-21T13:51:29Z,2022-04-22T15:08:55Z,1997.6
218,82,211,1,85.31,Abandoned,2019-12-17T01:20:45Z,2019-12-17T01:20:45Z,85.31
219,82,111,2,1148.98,Abandoned,2019-12-17T01:20:45Z,2019-12-17T01:20:45Z,2297.96
220,83,51,2,188.65,Converted,2021-01-22T11:44:58Z,2021-01-22T17:13:26Z,377.3
221,83,384,2,39.95,Converted,2021-01-23T03:32:17Z,2021-01-23T11:50:59Z,79.9
222,83,178,2,864.62,Converted,2021-01-22T12:31:43Z,2021-01-23T05:30:28Z,1729.24
223,83,208,6,4.24,Converted,2021-01-22T05:31:13Z,2021-01-23T04:05:42Z,25.44
224,83,24,10,19.59,Converted,2021-01-23T03:10:50Z,2021-01-23T05:28:46Z,195.9
225,84,436,1,80.51,Abandoned,2022-05-11T07:40:19Z,2022-05-11T07:44:34Z,80.51
226,84,302,3,142.59,Abandoned,2022-05-11T06:44:57Z,2022-05-11T07:00:40Z,427.77
227,84,151,4,3.52,Abandoned,2022-05-11T02:46:12Z,2022-05-11T07:26:27Z,14.08
228,85,64,2,25.71,Active,2023-08-18T19:58:19Z,2023-08-18T20:02:39Z,51.42
229,86,332,2,33.87,Converted,2021-06-24T17:48:05Z,2021-06-24T19:04:45Z,67.74
230,86,13,1,119.0,Converted,2021-06-24T13:05:19Z,2021-06-24T21:04:14Z,119.0
231,86,299,2,253.54,Converted,2021-06-23T20:17:54Z,2021-06-24T01:06:27Z,507.08
232,87,96,2,623.82,Converted,2024-10-28T20:54:55Z,2024-10-28T21:17:29Z,1247.64
233,87,361,3,203.75,Converted,2024-10-29T03:34:58Z,2024-10-29T04:22:47Z,611.25
234,87,392,1,598.09,Converted,2024-10-29T06:52:34Z,2024-10-29T06:54:41Z,598.09
235,88,293,1,116.69,Converted,2019-04-17T12:20:11Z,2019-04-18T05:47:07Z,116.69
236,88,284,2,304.44,Converted,2019-04-18T03:38:50Z,2019-04-18T04:33:44Z,608.88
237,88,500,5,48.8,Converted,2019-04-17T06:01:26Z,2019-04-18T10:13:50Z,244.0
238,89,342,1,64.55,Abandoned,2017-04-27T23:23:31Z,2017-04-28T00:21:53Z,64.55
239,89,340,1,1050.39,Abandoned,2017-04-27T23:56:58Z,2017-04-28T01:02:35Z,1050.39
240,89,164,1,336.48,Abandoned,2017-04-28T00:18:41Z,2017-04-28T00:43:01Z,336.48
241,90,143,1,618.02,Active,2025-07-28T16:33:39Z,2025-07-28T17:49:33Z,618.02
242,90,399,7,537.25,Active,2025-07-28T22:49:48Z,2025-07-29T01:46:30Z,3760.75
243,91,268,1,254.98,Active,2025-09-03T03:24:12Z,2025-09-03T04:46:08Z,254.98
244,91,285,5,126.67,Abandoned,2025-09-03T03:22:43Z,2025-09-03T04:40:51Z,633.35
245,92,248,2,165.29,Converted,2024-12-08T06:14:28Z,2024-12-08T07:26:38Z,330.58
246,92,84,1,1161.5,Converted,2024-12-08T07:00:11Z,2024-12-08T07:13:48Z,1161.5
247,92,423,2,127.71,Converted,2024-12-08T06:04:14Z,2024-12-08T08:35:58Z,255.42
248,93,39,2,59.03,Deleted,2021-03-24T07:20:34Z,2021-03-27T15:27:03Z,118.06
249,93,200,5,899.94,Deleted,2021-03-29T22:19:30Z,2021-03-30T14:04:55Z,4499.700000000001
250,93,142,1,174.48,Deleted,2021-03-22T15:58:39Z,2021-03-25T02:53:12Z,174.48
251,94,233,1,45.4,Abandoned,2024-09-28T09:25:59Z,2024-09-28T10:31:47Z,45.4
252,95,301,2,27.18,Deleted,2025-05-29T10:34:33Z,2025-06-05T20:51:11Z,54.36
253,95,275,5,28.51,Deleted,2025-05-24T15:26:54Z,2025-05-26T04:33:27Z,142.55
254,95,290,10,90.32,Deleted,2025-06-06T04:05:57Z,2025-06-06T04:46:13Z,903.1999999999999
255,95,281,1,59.36,Deleted,2025-06-02T12:45:36Z,2025-06-03T21:34:13Z,59.36
256,96,316,2,91.48,Abandoned,2025-09-27T10:35:28Z,2025-09-27T10:36:43Z,182.96
257,97,497,5,268.54,Active,2022-12-31T08:36:00Z,2022-12-31T22:17:21Z,1342.7
258,97,119,1,200.43,Active,2023-01-01T12:42:40Z,2023-01-01T23:50:16Z,200.43
259,97,241,2,280.56,Active,2023-01-01T02:53:16Z,2023-01-01T06:07:12Z,561.12
260,97,362,3,182.97,Active,2023-01-01T00:49:26Z,2023-01-01T12:33:39Z,548.91
261,97,12,1,168.0,Active,2023-01-01T21:19:19Z,2023-01-01T22:07:04Z,168.0
262,97,400,1,94.03,Active,2023-01-01T00:08:52Z,2023-01-01T18:30:33Z,94.03
263,98,162,2,2036.98,Active,2025-11-29T18:50:22Z,2025-12-02T06:17:43Z,4073.96
264,98,329,1,755.73,Active,2025-11-27T08:47:11Z,2025-11-30T20:13:52Z,755.73
265,99,480,1,53.57,Converted,2025-07-11T09:38:15Z,2025-07-11T13:00:08Z,53.57
266,100,307,1,126.97,Converted,2024-12-17T15:33:47Z,2024-12-18T10:46:27Z,126.97
267,100,217,3,1017.69,Converted,2024-12-18T04:51:50Z,2024-12-19T07:32:25Z,3053.07
268,101,497,3,268.54,Abandoned,2024-07-22T16:20:28Z,2024-07-22T17:08:54Z,805.6200000000001
269,102,65,1,61.02,Abandoned,2023-08-20T02:50:58Z,2023-08-20T17:28:23Z,61.02
270,102,397,1,214.11,Abandoned,2023-08-20T09:47:58Z,2023-08-20T14:20:33Z,214.11
271,103,231,3,1649.89,Active,2023-04-11T06:00:17Z,2023-04-11T22:49:44Z,4949.67
272,103,215,2,12.25,Active,2023-04-08T02:45:32Z,2023-04-11T22:07:25Z,24.5
