cart_id,customer_id,session_id,cart_status,created_at,updated_at
28,91,c8d8aaf5-d035-48e4-bfc7-02a5fa3a527d,Abandoned,2024-10-22T21:32:17Z,2024-10-23T03:32:17Z
29,448,f5b475e7-1f7d-4f71-8d83-b8045dd3fe19,Active,2023-01-22T19:35:12Z,2023-01-24T00:35:12Z
30,202,498c0862-99e8-4e75-8915-1e13c5ca117b,Active,2024-05-07T16:46:47Z,2024-05-08T18:46:47Z
31,68,8869a795-9799-4a4d-a3dc-5a29ddd2c72b,Active,2025-03-11T13:07:17Z,2025-03-14T12:07:17Z
32,93,7a705245-fd0e-497f-9d41-5064e4ed02ab,Converted,2024-12-08T11:09:42Z,2024-12-09T18:09:42Z
33,109,2a525cfc-12ca-4ec5-bda6-9e87d547b863,Active,2022-12-26T11:13:13Z,2022-12-27T00:13:13Z
34,357,fc568503-9f5d-44ce-9b56-b54635bff8f5,Deleted,2025-12-18T16:36:19Z,2025-12-25T00:00:00Z
35,437,d6a7c02c-c33c-49b1-8284-fe4f1aabcb0f,Abandoned,2021-07-20T02:53:19Z,2021-07-20T05:53:19Z
36,18,a5c3e500-ccfd-4086-91d7-470c97f95b77,Converted,2025-12-21T23:08:03Z,2025-12-22T03:08:03Z
37,443,6995bb85-d58c-41dd-a2c7-8288019406bc,Abandoned,2024-08-20T23:24:42Z,2024-08-21T05:24:42Z
38,497,8f0ef265-ec89-4f81-bcd4-7a7e6208ca68,Abandoned,2025-05-08T02:10:00Z,2025-05-08T05:10:00Z
39,117,e93a00b4-167c-4cfe-b5be-118a749c5355,Converted,2025-11-14T03:56:17Z,2025-11-15T19:56:17Z
40,106,5e5521cd-3496-448c-a1dc-775474875639,Active,2024-07-14T23:53:27Z,2024-07-17T23:53:27Z
41,492,76342937-5bec-4573-9b99-bf72f9e8da35,Active,2022-04-21T13:33:57Z,2022-04-22T09:33:57Z
42,92,84f020ea-8f30-4452-a34c-9d54aba47ad4,Active,2025-01-01T12:02:51Z,2025-01-05T17:02:51Z
43,106,5c904e9a-c1c2-4d4a-b8ae-7060621bacd3,Converted,2024-12-08T00:49:17Z,2024-12-09T01:49:17Z
44,280,635bd699-4b3f-4d38-a549-55d5d3779065,Active,2017-08-16T06:29:26Z,2017-08-22T15:29:26Z
45,7,f35bb7d1-a659-4a37-8f7a-ba9cc0163b87,Converted,2025-06-12T22:03:35Z,2025-06-14T14:03:35Z
46,246,9f2832c7-42ee-4780-8140-cbdf782e0eb6,Active,2019-09-12T19:45:43Z,2019-09-19T16:45:43Z
47,243,0c3fc922-5d13-4959-9e61-2b022de02de7,Active,2023-07-15T04:41:04Z,2023-07-16T17:41:04Z
48,243,0c3fc922-5d13-4959-9e61-2b022de02de7,Abandoned,2023-07-15T04:49:35Z,2023-07-15T08:49:35Z
49,88,1eec039e-fe24-4b67-8fd1-f0ac7e6697d9,Abandoned,2025-08-29T17:14:03Z,2025-08-30T00:14:03Z
50,64,746dac62-6568-4661-90c0-2b4ae459b2a9,Abandoned,2018-09-26T23:25:14Z,2018-09-27T09:25:14Z
51,475,24ee2d06-8fd2-4207-9459-1d9f8e493b2d,Active,2025-07-11T23:26:29Z,2025-07-15T02:26:29Z
52,296,50cad730-8de6-44e2-b0a2-5863b0bdf586,Converted,2025-04-23T02:07:26Z,2025-04-25T23:07:26Z
53,110,8a6a5444-8f02-4889-b2a4-5423de35a7e3,Active,2018-12-02T17:58:46Z,2018-12-06T21:58:46Z
54,348,96994b4b-b54a-41ed-8dfc-18ff5069df41,Active,2025-02-08T09:03:18Z,2025-02-15T04:03:18Z
55,12,614c3a8d-b4d3-4a84-898f-01dc06ba477f,Converted,2017-09-26T08:08:46Z,2017-09-26T14:08:46Z
56,159,267f0f45-6a1e-402d-a96b-fde7d5cfb888,Converted,2025-05-09T21:12:00Z,2025-05-12T00:12:00Z
57,150,53a8b030-0399-46c7-b8e2-e8f5403311d6,Converted,2023-11-12T12:29:49Z,2023-11-14T21:29:49Z
58,173,0e5f2456-a66c-493d-b4e4-e273e53bf7bd,Abandoned,2022-01-04T17:23:29Z,2022-01-05T05:23:29Z
59,15,c5c4c8fb-137f-4561-b2cf-fd30d5f59b48,Active,2023-03-07T22:01:31Z,2023-03-13T09:01:31Z
60,147,ee1d045f-5302-47a3-96f1-803c928ff615,Abandoned,2025-01-26T09:11:21Z,2025-01-26T15:11:21Z
61,225,f93956b6-39dd-4a40-a5b3-90713daa2ad8,Active,2017-06-08T14:45:18Z,2017-06-13T22:45:18Z
62,426,f1918be7-929f-46ab-8ab6-1d27927dbf51,Converted,2025-02-05T12:21:53Z,2025-02-05T21:21:53Z
63,367,d1f8e065-67ad-4970-ad01-411baa58777d,Converted,2025-09-27T15:44:54Z,2025-09-30T02:44:54Z
64,463,44fc5272-23e7-4381-a3ef-af4af52f1840,Abandoned,2019-12-17T01:23:31Z,2019-12-17T12:23:31Z
65,237,b820fe11-3213-4602-b6f8-4bebc670417b,Abandoned,2024-10-26T11:44:59Z,2024-10-26T11:44:59Z
66,55,83f48a9c-9a45-4c07-9d26-e082416f3992,Abandoned,2024-10-23T17:43:18Z,2024-10-24T00:43:18Z
67,44,217bc600-cb1d-4957-b464-86dd02a803be,Converted,2022-03-23T07:06:43Z,2022-03-23T15:06:43Z
68,454,2156441e-ee6e-4ad1-9488-61b66841736d,Abandoned,2024-03-26T10:55:04Z,2024-03-26T11:55:04Z
69,157,c627cc61-8df3-4ab8-9a5c-765c44f2d71b,Abandoned,2019-04-17T07:56:19Z,2019-04-17T11:56:19Z
70,314,0ba04512-e5a1-4f01-a0dc-37b4ccc66fd7,Active,2025-09-09T16:33:38Z,2025-09-13T10:33:38Z
71,452,7817adac-3ede-4998-b91c-127dafb7516a,Abandoned,2024-01-03T16:44:12Z,2024-01-03T16:44:12Z
72,187,b5f22ad9-b6e4-4c48-85e6-ad88b4f9edc8,Converted,2024-03-26T09:33:36Z,2024-03-28T14:33:36Z
73,211,f0e30182-c57a-40a6-96a0-a9e88c6f8ed4,Abandoned,2020-12-19T09:32:45Z,2020-12-19T19:32:45Z
74,446,6e379e33-f439-47ac-a31a-d87654eefd1f,Active,2025-02-08T05:38:31Z,2025-02-14T03:38:31Z
75,383,c0ff8bd9-db43-4e26-a50a-8fdd3e2b9c3f,Active,2021-10-19T11:08:20Z,2021-10-25T05:08:20Z
76,203,4be1158a-26ac-4d42-837d-0b65b883316a,Abandoned,2022-10-24T00:35:42Z,2022-10-24T05:35:42Z
77,403,d2748ff6-b768-41d2-a27c-774a1305a175,Active,2024-10-20T23:07:24Z,2024-10-26T16:07:24Z
78,52,e1e7a723-0461-4e16-ae15-9ee74289d709,Active,2024-08-26T18:05:46Z,2024-08-28T02:05:46Z
79,32,b301d078-08b3-4a3b-a1f4-0d61964f759e,Active,2024-10-30T19:34:04Z,2024-11-06T17:34:04Z
80,38,1e5c829a-d9f7-46dc-8584-3c2efe948d92,Active,2023-08-18T18:16:42Z,2023-08-19T08:16:42Z
81,492,76342937-5bec-4573-9b99-bf72f9e8da35,Converted,2022-04-21T13:40:16Z,2022-04-22T19:40:16Z
82,463,44fc5272-23e7-4381-a3ef-af4af52f1840,Abandoned,2019-12-17T01:20:45Z,2019-12-17T01:20:45Z
83,491,c8fb0f75-335e-4363-b1d6-a705dce305b8,Converted,2021-01-21T21:41:13Z,2021-01-23T12:41:13Z
84,353,32175bbf-8531-4d44-b6e3-be206272bdb8,Abandoned,2022-05-11T01:44:57Z,2022-05-11T07:44:57Z
85,38,1e5c829a-d9f7-46dc-8584-3c2efe948d92,Abandoned,2023-08-18T18:16:31Z,2023-08-18T21:16:31Z
86,251,cdeaac4b-c272-44c8-a494-a91bab5eba2b,Converted,2021-06-22T01:17:34Z,2021-06-24T21:17:34Z
87,185,01adb77a-50ad-43fd-9462-0380ab057d7b,Converted,2024-10-28T17:10:52Z,2024-10-29T07:10:52Z
88,209,5b2aa318-32df-4e96-a594-030e0fad3e20,Converted,2019-04-17T00:31:56Z,2019-04-18T15:31:56Z
89,438,e94d20de-71e8-4e18-bf52-c421afa97581,Abandoned,2017-04-27T21:14:24Z,2017-04-28T01:14:24Z
90,122,b21508f7-4f60-4643-b1b6-bbd856e1131c,Active,2025-07-28T13:22:25Z,2025-07-29T03:22:25Z
91,42,45b50eed-35ef-4a1f-8857-e9066932af4b,Abandoned,2025-09-03T03:04:28Z,2025-09-03T05:04:28Z
92,105,1710e83c-88e4-4286-a241-3686a7b484d0,Converted,2024-12-08T05:50:29Z,2024-12-08T08:50:29Z
93,278,74c7c895-70c0-46d9-a421-c6850bb5cf54,Deleted,2021-03-20T21:07:38Z,2021-03-31T22:07:38Z
94,125,a5b4c21b-b139-448b-922f-f9d9dcb175ab,Abandoned,2024-09-28T08:31:53Z,2024-09-28T11:31:53Z
95,317,4a423e85-7f81-4d7d-b59a-903de9c2cf8a,Deleted,2025-05-21T19:11:59Z,2025-06-06T05:11:59Z
96,111,60bcd20f-5918-4234-9d9c-1b0e140c4742,Abandoned,2025-09-27T09:37:19Z,2025-09-27T10:37:19Z
97,428,b97e9e78-bc36-4e27-a132-f972fbbcb185,Active,2022-12-30T06:25:46Z,2023-01-02T02:25:46Z
98,136,e6ad592f-2cd9-4404-b218-3272041a4965,Active,2025-11-26T16:48:52Z,2025-12-02T07:48:52Z
99,307,1519027e-158d-4094-a0f2-1e2f4868f8a5,Converted,2025-07-09T13:59:48Z,2025-07-12T01:59:48Z
100,194,75f8b5f4-c830-4bb9-9626-3514c82156d4,Converted,2024-12-16T17:22:54Z,2024-12-19T17:22:54Z
101,57,1e02e630-b9f7-489e-b04a-bce258bdf215,Abandoned,2024-07-22T16:15:36Z,2024-07-22T17:15:36Z
102,180,9c1985c4-5c9a-442f-806c-d8d093b6fc42,Active,2023-08-19T19:23:35Z,2023-08-20T18:23:35Z
103,204,45b26b1e-4848-42c9-884b-93a117b2b8b3,Active,2023-04-05T17:35:51Z,2023-04-12T05:35:51Z
104,255,6666e78d-d1dd-4aab-a911-d71a6813421e,Active,2023-07-13T22:20:11Z,2023-07-20T12:20:11Z
105,257,4b078022-1255-41cd-9eda-6b4c07138668,Converted,2022-02-18T00:48:29Z,2022-02-18T08:48:29Z
106,68,514dbfed-ee1f-482b-b906-15c04cdfc1f8,Abandoned,2025-03-09T05:15:04Z,2025-03-09T09:15:04Z
107,448,4386a0fe-f07b-406c-b192-892b7e869ab5,Active,2022-03-04T02:14:51Z,2022-03-10T11:14:51Z
108,223,4e15c1c6-4e6d-4adc-abec-724f9a7cc81a,Abandoned,2025-03-29T23:26:48Z,2025-03-30T08:26:48Z
109,89,9109ed70-4994-4f4e-9500-3c2a3077fce4,Converted,2024-07-31T21:13:27Z,2024-08-03T21:13:27Z
110,320,978bc95e-789e-4d3e-8e1d-94e6af7bb0af,Active,2021-10-05T20:26:18Z,2021-10-10T13:26:18Z
111,230,cec59e94-1963-4514-870f-cf09a49aa847,Active,2025-09-19T20:06:28Z,2025-09-25T18:06:28Z
112,169,47af4126-5c55-4af1-adcc-dcba46e33cea,Converted,2023-02-27T08:31:29Z,2023-03-01T20:31:29Z
113,150,2e5cc9d5-f447-4a4a-bd66-a40ba2b62398,Abandoned,2023-05-04T16:04:57Z,2023-05-05T03:04:57Z
114,19,904f3d8b-6e1a-4188-a77a-3c9799074f11,Deleted,2025-11-06T12:33:46Z,2025-11-18T03:33:46Z
115,19,522ac0d2-7457-4298-8c54-995767300cf4,Active,2025-09-13T12:15:10Z,2025-09-16T13:15:10Z
116,299,d538561a-38e5-4821-a994-9f055129c4d7,Active,2025-11-07T15:07:17Z,2025-11-11T03:07:17Z
117,389,9c1985c4-5c9a-442f-806c-d8d093b6fc42,Converted,2023-08-19T19:22:03Z,2023-08-21T12:22:03Z
118,318,2540bd83-a6d7-4789-ab24-e655a144bbb3,Abandoned,2023-06-21T20:44:44Z,2023-06-21T23:44:44Z
119,212,658f58d4-90d3-42cc-bfb6-e640c701cc30,Abandoned,2022-08-09T15:31:55Z,2022-08-09T23:31:55Z
120,94,c1149a81-79ad-4fc6-a971-4ce96cdf72f3,Abandoned,2020-12-29T17:53:59Z,2020-12-30T03:53:59Z
121,128,867aef95-3fcc-4396-9858-fd13d6dae310,Active,2024-09-13T04:29:35Z,2024-09-13T04:29:35Z
122,89,2e2038a8-dcc8-47d8-92bf-15154df69faa,Abandoned,2023-08-12T08:23:08Z,2023-08-12T20:23:08Z
123,464,2df2203f-8ebb-4c7a-ade6-9233c8cfddd2,Abandoned,2020-06-02T08:53:54Z,2020-06-02T13:53:54Z
124,286,20bf334b-57d1-4a42-8f2c-669a56c1406d,Converted,2019-11-29T14:43:44Z,2019-12-01T06:43:44Z
125,58,625c8726-f9b7-4f44-8915-9385cdb669b2,Abandoned,2023-11-18T13:55:10Z,2023-11-18T15:55:10Z
126,263,62b501e2-df3f-474f-8bf5-e3a883499727,Abandoned,2023-01-14T14:01:46Z,2023-01-15T02:01:46Z
127,386,a50e3515-719e-498a-b97a-057eb05059f0,Deleted,2020-07-11T03:54:34Z,2020-07-30T08:54:34Z
128,23,2458d913-f369-43c4-bc86-a12f1cd5cff9,Abandoned,2025-11-01T12:04:54Z,2025-11-02T00:04:54Z
129,85,4669dbff-b259-4c1b-bc06-11a3fbaec7d2,Abandoned,2025-12-23T10:47:38Z,2025-12-23T22:47:38Z
130,188,dc400cb0-b7ae-4ec1-9bbe-9c1e07758089,Abandoned,2025-08-06T11:10:14Z,2025-08-06T13:10:14Z
131,203,16257a43-81a9-486c-95e3-d1b834ed0fc9,Abandoned,2022-05-22T20:36:13Z,2022-05-23T08:36:13Z
132,57,cbc160eb-a523-4d01-b32f-8772dc819eba,Abandoned,2025-05-18T12:33:07Z,2025-05-18T17:33:07Z
133,461,7e5ff3fa-a4f6-4823-8fdd-e4f14e885ad7,Active,2024-11-01T01:31:43Z,2024-11-05T08:31:43Z
134,493,c08baf64-eec4-4b5e-8bee-e406683f7f4f,Abandoned,2024-05-09T13:45:07Z,2024-05-09T13:45:07Z
135,408,c5d76669-6af7-4868-8cd4-b8b0fef48bde,Converted,2025-12-03T17:28:11Z,2025-12-05T06:28:11Z
136,342,19c2bca9-16d6-472b-a0d6-3f392ff6cd28,Active,2015-11-11T16:06:31Z,2015-11-17T00:06:31Z
137,63,bd260936-f37c-4999-886b-62ebc3505cbd,Converted,2021-08-29T22:09:52Z,2021-08-31T07:09:52Z
138,427,91f9fe89-19a5-4307-915b-e3b9590c39a0,Active,2021-04-06T19:21:56Z,2021-04-10T16:21:56Z
139,2,06be573d-c083-431b-9b59-525915dc94a1,Converted,2025-07-03T03:24:53Z,2025-07-05T18:24:53Z
140,386,1b59516c-3396-48f0-b135-fe0721265e86,Abandoned,2024-11-19T17:06:28Z,2024-11-20T03:06:28Z
141,118,f0c72a09-00ed-4538-9821-049d28c7dda4,Abandoned,2023-05-10T13:21:12Z,2023-05-10T21:21:12Z
142,137,a4283b08-ffae-4d6f-b2ec-d621aceb0b00,Active,2023-04-29T20:34:13Z,2023-05-02T01:34:13Z
143,180,f83eabd2-d1d4-49e9-aa40-91a452202192,Converted,2023-09-06T10:41:57Z,2023-09-06T14:41:57Z
144,363,4edea98e-f2ac-4e07-82ca-df2987e31b73,Deleted,2024-05-18T19:20:35Z,2024-05-26T12:20:35Z
145,323,2dbd5719-b8fa-4570-bacd-900043c2f2cf,Abandoned,2019-08-05T14:03:58Z,2019-08-05T20:03:58Z
146,78,184af158-bb05-4932-a8cf-f635f0054d77,Abandoned,2025-02-22T15:43:08Z,2025-02-22T17:43:08Z
147,142,03f9d88d-0206-4341-9bd8-1be50b53e61b,Active,2019-01-24T19:13:28Z,2019-01-27T09:13:28Z
148,87,be53aa2b-6e72-409a-85d9-b4e2d4034ab5,Deleted,2024-01-20T19:38:58Z,2024-02-08T23:38:58Z
149,250,5ec53c58-3155-405d-9731-53c79dd3753f,Abandoned,2024-02-19T21:14:58Z,2024-02-20T07:14:58Z
150,145,7741e337-84d4-4689-9f7d-f3345d32621c,Active,2023-05-20T23:19:52Z,2023-05-21T07:19:52Z
151,191,c9a311e6-30b7-42fa-a2b3-60f67d6e5e31,Abandoned,2021-09-01T16:41:18Z,2021-09-01T20:41:18Z
152,443,6995bb85-d58c-41dd-a2c7-8288019406bc,Converted,2024-08-20T23:22:26Z,2024-08-21T09:22:26Z
153,10,4fcb4222-7076-4ebe-a6cf-927144d560cd,Abandoned,2021-12-15T13:30:57Z,2021-12-15T13:30:57Z
154,140,c5baf7ad-d22d-4639-b529-654ad0ba54aa,Abandoned,2024-09-11T21:15:59Z,2024-09-11T22:15:59Z
155,21,e18a5f7e-e754-45a1-b11c-705f5ee7702a,Active,2023-01-20T00:17:24Z,2023-01-24T06:17:24Z
156,140,c5baf7ad-d22d-4639-b529-654ad0ba54aa,Active,2024-09-11T21:16:05Z,2024-09-17T23:16:05Z
157,29,fc813695-8966-4c99-9565-681f4d68f397,Abandoned,2023-05-29T12:27:16Z,2023-05-29T13:27:16Z
158,258,da3c34c3-035a-4a16-97ca-29894caca9a0,Active,2022-05-19T00:16:23Z,2022-05-23T09:16:23Z
159,398,7dff3cc1-1ccc-4eb1-a69f-aef5feb5a5e6,Abandoned,2023-02-12T17:05:13Z,2023-02-12T17:05:13Z
160,413,fc71878b-636b-4ffe-8c4f-4621591a7abb,Deleted,2019-08-04T16:40:19Z,2019-08-27T03:40:19Z
161,378,2bda6bc9-1f90-4a26-a7f4-294343da288e,Converted,2025-09-05T14:03:52Z,2025-09-05T19:03:52Z
162,147,ee1d045f-5302-47a3-96f1-803c928ff615,Active,2025-01-26T09:11:18Z,2025-01-27T10:11:18Z
163,84,519baf28-ae9c-41cf-b0f4-fba2ce2620b8,Abandoned,2025-12-09T14:10:19Z,2025-12-09T21:10:19Z
164,43,a81e5729-11d5-4ad1-abcf-fb8f32b88b22,Active,2024-03-03T17:16:14Z,2024-03-07T20:16:14Z
165,339,3d82b5aa-07b5-469a-b30e-6d0d6aa1a3d5,Converted,2023-03-23T10:35:55Z,2023-03-25T16:35:55Z
166,298,cadb816c-8ecd-4dae-8d81-4e51d36646ab,Abandoned,2022-11-08T22:58:34Z,2022-11-09T00:58:34Z
167,196,eea3e5c3-1796-4e19-820b-351caa4d14f0,Abandoned,2025-12-05T06:40:59Z,2025-12-05T18:40:59Z
168,96,d5bc95ff-761f-4f4b-9bb2-44583dbf6f2b,Abandoned,2019-10-02T23:57:31Z,2019-10-03T10:57:31Z
169,78,b0cdc3d2-a0d2-402c-9df0-d99c4ba4669f,Active,2018-03-07T11:04:24Z,2018-03-11T06:04:24Z
170,223,112ce441-3234-4b30-b56d-e1e46cb3b080,Converted,2021-08-21T02:10:34Z,2021-08-21T03:10:34Z
171,194,10a2a7ba-6861-4ad4-bb6a-488616e28f14,Abandoned,2025-03-27T09:38:27Z,2025-03-27T10:38:27Z
172,216,4e00f5ce-a4c1-4245-b132-42bf1dff76a8,Active,2024-05-28T20:25:34Z,2024-06-04T06:25:34Z
173,472,1fc26c73-2617-4497-9382-ea6c48ad78f2,Converted,2024-12-26T01:21:45Z,2024-12-28T08:21:45Z
174,369,2f509821-498f-4ea3-b030-c44586dfbeaa,Converted,2023-06-28T03:56:29Z,2023-06-29T13:56:29Z
175,70,86a5b4a2-cc0f-4dd5-971b-471f5a2c808b,Abandoned,2025-09-12T23:48:53Z,2025-09-13T03:48:53Z
176,338,532424fc-6c6c-4f80-a110-4a706098ba1b,Active,2020-12-31T12:17:59Z,2021-01-01T13:17:59Z
177,45,911ab687-f6fc-41f1-84cf-7a4f5e37b6ad,Abandoned,2025-09-06T01:28:55Z,2025-09-06T04:28:55Z
178,9,ad7c8447-04b9-47c9-b57b-f7b80b1d20a6,Abandoned,2025-09-30T21:17:53Z,2025-09-30T21:17:53Z
179,415,629f61e6-a4a4-413e-ad41-b14e8d986233,Abandoned,2024-06-08T16:55:23Z,2024-06-08T16:55:23Z
180,93,ade6fa9e-51fe-4cae-9b25-84bc367804b0,Active,2025-03-19T14:42:51Z,2025-03-23T13:42:51Z
181,270,47ca8293-ac8e-47cb-bfda-a8e8ae20b237,Active,2022-01-09T15:04:49Z,2022-01-16T07:04:49Z
182,280,ecda999a-2934-4af4-a637-5142f91e4a06,Active,2024-04-18T02:27:34Z,2024-04-23T04:27:34Z
183,141,004ebff0-5f88-470c-b915-b1522acf8242,Abandoned,2023-08-14T18:21:51Z,2023-08-15T00:21:51Z
184,260,a84b4350-2205-4ca6-9ce7-10ba864caff0,Abandoned,2025-04-29T04:51:52Z,2025-04-29T08:51:52Z
185,127,a606ea4e-6a47-4c12-b219-442880fd2145,Converted,2025-01-28T22:37:44Z,2025-01-30T12:37:44Z
186,354,f8eacbb6-30db-4fcd-a4d2-d208bf804a46,Abandoned,2023-03-04T19:16:36Z,2023-03-04T19:16:36Z
187,15,f40262c4-661f-4416-8014-2822d8b52ee9,Converted,2025-05-25T15:37:51Z,2025-05-27T19:37:51Z
188,34,719cf709-62af-4657-b43a-586e859cd033,Deleted,2020-09-26T17:31:53Z,2020-10-23T14:31:53Z
189,311,167ccd12-a38a-4bb1-808f-f1d35c9e3a36,Converted,2024-12-05T18:58:29Z,2024-12-08T10:58:29Z
190,329,6a21e086-e9ee-44ed-86a0-8023858fa9ed,Converted,2024-03-27T05:12:11Z,2024-03-29T06:12:11Z
191,333,e33634eb-51ca-4e04-b658-5e298865801a,Converted,2025-11-04T15:48:09Z,2025-11-05T01:48:09Z
192,424,5ff1dd08-10aa-4e1b-8923-0fda178f815b,Deleted,2025-07-18T19:01:59Z,2025-07-27T02:01:59Z
193,101,2780c1c5-4677-4f58-972c-2cca27ccb141,Active,2025-05-08T16:33:33Z,2025-05-14T02:33:33Z
194,326,fc2115d2-d35b-4999-a642-f7600d195230,Converted,2022-07-31T23:39:20Z,2022-08-01T04:39:20Z
195,440,3a52e1de-1f5c-40e8-ada7-3d0d2753f22e,Abandoned,2018-11-12T15:48:39Z,2018-11-12T22:48:39Z
196,412,a04ca49a-ba12-49e5-a7d2-4450c2a0f8f6,Converted,2025-01-28T15:10:38Z,2025-01-30T19:10:38Z
197,345,375b1cad-5f6e-474e-8f4e-84831ef2ece3,Converted,2023-10-26T12:28:49Z,2023-10-29T08:28:49Z
198,317,4a423e85-7f81-4d7d-b59a-903de9c2cf8a,Abandoned,2025-05-21T19:12:12Z,2025-05-22T01:12:12Z
199,62,acf4efa7-52e4-4171-92d8-f7613a0d1296,Active,2025-01-18T17:42:30Z,2025-01-23T09:42:30Z
200,34,4df0ce1d-ac22-4a07-a7bb-27cd985c88c1,Deleted,2022-03-03T16:02:15Z,2022-03-12T13:02:15Z
201,5,ab15b59d-b182-4b3b-99cf-c2961ba54695,Abandoned,2025-10-16T07:01:09Z,2025-10-16T11:01:09Z
202,388,7a73a606-17f7-43b8-8ac8-2919c3632b41,Active,2023-12-16T03:47:42Z,2023-12-18T00:47:42Z
203,63,bd260936-f37c-4999-886b-62ebc3505cbd,Active,2021-08-29T22:09:52Z,2021-09-01T14:09:52Z
204,64,53690983-c824-42b4-8ab6-a1c4b86f44c5,Active,2018-03-04T21:09:53Z,2018-03-07T08:09:53Z
205,240,0a0c1d81-a68d-4f40-bbce-d89cda4f03a0,Converted,2022-12-03T18:04:49Z,2022-12-04T00:04:49Z
206,432,a1b94fb0-1278-491b-96cf-97c75298678f,Abandoned,2025-04-08T05:40:29Z,2025-04-08T06:40:29Z
207,23,37d9c041-43c4-4a90-b466-e690b1bb6ccf,Active,2023-12-17T13:43:32Z,2023-12-20T16:43:32Z
208,426,081d5f33-268b-494f-a27c-fa6e8b98f1b9,Abandoned,2025-03-05T19:59:15Z,2025-03-06T00:59:15Z
209,338,1b63fc6b-3393-4bdb-97a5-5d096bafc309,Active,2022-05-06T22:47:19Z,2022-05-12T08:47:19Z
210,181,51b48188-7f1b-40c7-9ad0-9518518fafa7,Converted,2020-09-22T14:41:13Z,2020-09-24T05:41:13Z
211,54,b7b80a67-3b44-4e63-912e-b14443005d73,Abandoned,2019-04-08T18:30:03Z,2019-04-09T00:30:03Z
212,219,f7a9e698-ae73-4799-bb69-70a804c6d10d,Deleted,2022-10-28T10:29:59Z,2022-11-13T14:29:59Z
