order_item_id,order_id,product_id,quantity,discount_amount,product_price
186,72,464,6,0.0,118.76
187,72,188,1,0.0,960.8
188,72,12,1,168.0,168.0
189,72,340,4,0.0,1050.39
190,72,227,7,0.0,152.3
191,73,420,2,0.0,348.82
192,73,338,4,0.0,21.79
193,74,142,2,69.79,174.48
194,74,161,7,0.0,828.82
195,74,188,1,0.0,960.8
196,74,141,2,0.0,632.42
197,75,175,2,0.0,1318.08
198,75,212,4,0.0,57.67
199,76,229,1,0.0,1479.14
200,76,52,1,0.0,105.12
201,76,91,5,44.6,59.47
202,77,182,1,0.0,488.84
203,78,327,1,0.0,160.21
204,78,306,3,0.0,83.51
205,78,34,3,0.0,946.98
206,79,227,1,0.0,152.3
207,79,385,1,0.0,485.58
208,80,414,1,85.05,340.19
209,80,191,1,109.19,727.94
210,80,493,4,0.0,369.54
211,81,130,2,0.0,745.47
212,81,243,2,0.0,555.05
213,81,261,2,0.0,246.89
214,82,189,1,68.46,342.29
215,83,146,1,0.0,367.33
216,83,161,1,0.0,828.82
217,83,129,2,0.0,1432.08
218,83,413,1,15.09,60.37
219,84,104,1,4.91,32.71
220,85,342,1,9.68,64.55
221,85,5,3,0.0,893.87
222,86,338,2,0.0,21.79
223,86,200,2,0.0,899.94
224,86,445,1,0.0,1310.25
225,87,225,2,0.0,11.07
226,87,479,3,147.34,196.45
227,87,492,3,41.08,136.92
228,87,40,1,0.0,28.74
229,88,257,1,0.0,298.33
230,88,75,2,0.0,254.98
231,89,29,4,0.0,129.61
232,89,59,1,93.66,234.15
233,90,411,5,0.0,84.88
234,91,100,1,85.04,212.59
235,92,300,3,169.14,281.9
236,92,330,1,17.64,117.61
237,92,449,2,0.0,274.42
238,92,483,7,1780.38,1017.36
239,92,349,2,190.6,635.35
240,93,93,1,0.0,719.26
241,93,233,2,9.08,45.4
242,93,39,3,0.0,59.03
243,94,41,1,29.96,199.76
244,94,2,1,373.95,934.87
245,95,44,2,163.47,326.93
246,95,361,2,61.12,203.75
247,95,23,1,0.0,152.89
248,95,416,2,0.0,287.28
249,95,39,1,0.0,59.03
250,96,180,2,0.0,26.12
251,96,207,2,0.0,46.8
252,97,90,4,256.72,64.18
253,97,277,1,0.0,39.31
254,98,153,3,0.0,432.84
255,98,45,1,217.29,217.29
256,98,28,1,0.0,298.62
257,98,306,2,0.0,83.51
258,99,281,1,0.0,59.36
259,99,422,1,0.0,771.74
260,99,76,1,160.65,803.23
261,100,476,2,0.0,1161.94
262,100,64,5,0.0,25.71
263,100,89,1,0.0,513.91
264,101,209,2,0.0,119.56
265,101,416,2,0.0,287.28
266,101,434,1,0.0,521.01
267,101,204,2,0.0,553.08
268,102,126,1,285.06,712.64
269,102,422,1,115.76,771.74
270,103,219,3,0.0,183.66
271,103,209,3,35.87,119.56
272,103,33,5,0.0,62.37
273,104,416,2,0.0,287.28
274,104,293,1,0.0,116.69
275,104,441,5,0.0,54.28
276,104,495,6,46.12,76.86
277,104,130,1,298.19,745.47
278,105,225,1,2.21,11.07
279,106,321,3,0.0,74.05
280,106,277,1,0.0,39.31
281,107,72,4,0.0,462.01
282,107,476,1,0.0,1161.94
283,107,496,2,0.0,62.5
284,108,148,3,0.0,317.46
285,108,102,1,0.0,580.65
286,108,129,1,0.0,1432.08
287,108,105,2,4.89,24.47
288,109,489,1,22.64,150.92
289,110,321,1,0.0,74.05
290,110,33,1,0.0,62.37
291,110,421,2,0.0,1704.26
292,110,114,1,62.49,249.98
293,111,113,1,20.69,206.93
294,112,208,1,0.0,4.24
295,112,79,2,0.0,41.54
296,112,56,2,0.0,409.39
297,112,272,1,0.0,133.08
298,113,346,5,333.26,166.63
299,113,489,2,60.37,150.92
300,114,440,3,0.0,216.11
301,114,54,1,0.0,1494.0
302,114,74,1,0.0,746.97
303,115,259,2,0.0,146.12
304,115,219,1,0.0,183.66
305,115,432,3,20.8,46.22
306,115,13,1,0.0,119.0
307,115,471,1,80.74,403.72
308,116,496,5,0.0,62.5
309,116,175,1,0.0,1318.08
310,117,448,1,0.0,125.72
311,117,293,2,23.34,116.69
312,117,131,5,15.41,15.41
313,118,140,1,0.0,1099.8
314,118,35,4,192.4,480.99
315,119,119,1,50.11,200.43
316,119,113,1,31.04,206.93
317,119,122,2,0.0,101.65
318,120,497,1,67.14,268.54
319,120,452,2,0.0,192.56
320,120,463,1,0.0,43.99
321,121,219,1,0.0,183.66
322,121,299,1,50.71,253.54
323,122,301,1,0.0,27.18
324,122,306,1,0.0,83.51
325,122,356,8,1250.24,390.7
326,122,213,1,0.0,49.47
327,122,191,9,0.0,727.94
328,123,466,1,234.33,937.33
329,123,194,6,172.94,288.23
330,123,486,2,0.0,415.81
331,123,334,1,0.0,256.03
332,124,305,1,0.0,378.28
333,124,416,1,287.28,287.28
334,124,240,1,0.0,258.9
335,125,417,6,0.0,33.26
336,125,177,2,0.0,41.77
337,125,389,1,131.13,327.83
338,126,158,1,0.0,207.38
339,126,267,1,4.62,46.21
340,126,35,2,0.0,480.99
341,126,500,1,0.0,48.8
342,127,4,1,0.0,147.53
343,127,130,3,0.0,745.47
344,128,180,6,0.0,26.12
345,129,394,2,0.0,238.97
346,129,461,1,0.0,711.37
347,130,486,3,0.0,415.81
348,131,90,1,9.63,64.18
349,131,407,1,39.15,261.02
350,131,31,1,0.0,51.19
351,132,427,2,0.0,137.59
352,132,45,1,0.0,217.29
353,133,252,1,0.0,323.84
354,133,311,1,0.0,104.55
355,133,394,1,59.74,238.97
356,134,92,8,0.0,476.17
357,134,120,1,14.74,98.3
358,134,257,5,0.0,298.33
359,134,248,3,0.0,165.29
360,134,436,7,0.0,80.51
361,134,189,2,0.0,342.29
362,135,295,2,0.0,238.26
363,135,348,1,0.0,502.14
364,136,276,1,17.98,179.81
365,136,475,2,0.0,1839.85
366,137,48,1,0.0,746.22
367,137,473,2,0.0,309.25
368,137,21,2,0.0,389.41
369,137,64,1,0.0,25.71
370,138,346,1,0.0,166.63
371,139,495,2,0.0,76.86
372,139,12,2,0.0,168.0
373,139,124,1,0.0,228.97
374,139,15,1,0.0,185.9
375,139,302,3,171.11,142.59
376,140,42,1,118.23,1182.29
377,140,104,1,0.0,32.71
378,141,76,1,120.48,803.23
379,141,196,1,92.81,232.03
380,142,423,10,255.42,127.71
381,142,33,3,0.0,62.37
382,142,104,1,8.18,32.71
383,142,494,10,367.64,91.91
384,142,265,6,0.0,73.41
385,143,97,4,0.0,122.94
386,143,338,10,0.0,21.79
387,144,118,1,0.0,285.82
388,144,144,2,0.0,1082.93
389,145,236,3,685.35,1142.25
390,145,488,2,0.0,121.53
391,145,17,8,0.0,50.12
