order_id,customer_id,order_status,subtotal,tax_amount,shipping_cost,total_discount,total_amount,currency,order_placed_at,order_shipped_at,order_delivered_at
33,180,Delivered,378.88,23.29,29.49,37.73,431.66,USD,2023-09-06T14:41:57Z,2023-09-08T14:41:57Z,2023-09-10T14:41:57Z
34,443,Cancelled,210.24,13.11,6.47,0.0,229.82,USD,2024-08-21T09:22:26Z,NaN,NaN
35,378,Pending,220.29,14.69,0.0,0.0,234.98,USD,2025-09-05T19:03:52Z,NaN,NaN
36,339,Shipped,462.01,24.97,19.79,0.0,506.77,USD,2023-03-25T16:35:55Z,2023-03-28T16:35:55Z,NaN
37,223,Delivered,1090.01,87.12,7.17,0.0,1184.3,USD,2021-08-21T03:10:34Z,2021-08-24T03:10:34Z,2021-08-29T03:10:34Z
38,472,Processing,148.1,16.95,0.0,0.0,165.05,USD,2024-12-28T08:21:45Z,NaN,NaN
39,369,Cancelled,3128.6,285.18,15.51,0.0,3429.29,USD,2023-06-29T13:56:29Z,NaN,NaN
40,127,Shipped,672.95,92.43,7.74,598.09,773.12,USD,2025-01-30T12:37:44Z,2025-01-30T12:37:44Z,NaN
41,15,Delivered,9060.61,672.2,7.22,375.45,9740.03,USD,2025-05-27T19:37:51Z,2025-05-30T19:37:51Z,2025-06-06T19:37:51Z
42,311,Delivered,378.25,34.86,25.51,84.02,438.62,USD,2024-12-08T10:58:29Z,2024-12-09T10:58:29Z,2024-12-13T10:58:29Z
43,329,Shipped,2323.06,142.69,0.0,0.0,2465.75,USD,2024-03-29T06:12:11Z,2024-03-31T06:12:11Z,NaN
44,333,Delivered,4293.11,407.55,9.86,0.0,4710.52,USD,2025-11-05T01:48:09Z,2025-11-05T01:48:09Z,2025-11-10T01:48:09Z
45,326,Processing,1295.64,139.54,0.0,0.0,1435.18,USD,2022-08-01T04:39:20Z,NaN,NaN
46,412,Processing,2766.76,180.39,25.2,711.45,2972.35,USD,2025-01-30T19:10:38Z,NaN,NaN
47,345,Delivered,681.53,47.21,9.28,0.0,738.02,USD,2023-10-29T08:28:49Z,2023-10-31T08:28:49Z,2023-11-05T08:28:49Z
48,240,Shipped,1478.45,149.45,8.04,0.0,1635.94,USD,2022-12-04T00:04:49Z,2022-12-07T00:04:49Z,NaN
49,181,Processing,169.9,20.21,23.78,5.59,213.89,USD,2020-09-24T05:41:13Z,NaN,NaN
50,206,Delivered,1258.34,76.52,18.51,0.0,1353.37,USD,2022-07-06T09:10:46Z,2022-07-08T09:10:46Z,2022-07-11T09:10:46Z
51,167,Returned,1761.86,96.08,14.67,203.98,1872.61,USD,2022-07-14T00:39:04Z,2022-07-15T00:39:04Z,2022-07-20T00:39:04Z
52,469,Delivered,84.88,8.36,14.48,0.0,107.72,USD,2023-04-18T07:00:23Z,2023-04-21T07:00:23Z,2023-04-26T07:00:23Z
53,206,Delivered,3071.36,318.81,0.0,0.0,3390.17,USD,2024-10-05T08:48:26Z,2024-10-06T08:48:26Z,2024-10-10T08:48:26Z
54,74,Delivered,2043.15,155.97,0.0,198.92,2199.12,USD,2025-12-05T23:57:59Z,2025-12-06T23:57:59Z,2025-12-09T23:57:59Z
55,16,Cancelled,1281.48,89.67,0.0,0.0,1371.15,USD,2019-06-30T05:34:07Z,NaN,NaN
56,269,Cancelled,780.13,70.45,15.17,80.96,865.75,USD,2024-10-04T22:44:56Z,NaN,NaN
57,332,Processing,2019.41,228.45,22.8,131.46,2270.66,USD,2024-08-13T03:08:47Z,NaN,NaN
58,295,Processing,4662.1,324.31,0.0,0.0,4986.41,USD,2018-11-21T07:42:43Z,NaN,NaN
59,2,Delivered,2504.51,151.94,24.73,8.59,2681.18,USD,2025-08-07T00:49:29Z,2025-08-10T00:49:29Z,2025-08-16T00:49:29Z
60,135,Cancelled,2554.27,234.2,6.9,587.36,2795.37,USD,2025-07-20T10:34:18Z,NaN,NaN
61,113,Delivered,3124.12,319.17,16.47,535.96,3459.76,USD,2024-10-06T23:00:36Z,2024-10-06T23:00:36Z,2024-10-08T23:00:36Z
62,374,Delivered,464.06,27.88,15.33,0.0,507.27,USD,2023-01-15T14:55:27Z,2023-01-18T14:55:27Z,2023-01-22T14:55:27Z
63,347,Cancelled,1314.73,119.96,8.45,0.0,1443.14,USD,2023-06-27T11:42:42Z,NaN,NaN
64,223,Processing,281.41,25.79,22.42,49.66,329.62,USD,2025-03-30T04:26:52Z,NaN,NaN
65,303,Delivered,2704.15,174.85,25.73,218.98,2904.73,USD,2025-07-10T21:21:18Z,2025-07-11T21:21:18Z,2025-07-17T21:21:18Z
66,32,Processing,8852.58,797.8,16.12,685.76,9666.5,USD,2025-08-07T04:09:24Z,NaN,NaN
67,5,Shipped,3058.56,248.16,52.67,0.0,3359.39,USD,2021-06-25T05:54:05Z,2021-06-27T05:54:05Z,NaN
68,229,Shipped,2305.74,197.48,96.24,588.01,2599.46,USD,2025-04-28T22:43:48Z,2025-04-30T22:43:48Z,NaN
69,338,Delivered,312.39,32.53,8.67,0.0,353.59,USD,2023-12-29T10:26:14Z,2024-01-01T10:26:14Z,2024-01-08T10:26:14Z
70,260,Delivered,6579.54,533.06,24.11,1136.74,7136.71,USD,2025-04-30T19:52:47Z,2025-04-30T19:52:47Z,2025-05-03T19:52:47Z
71,355,Shipped,30.82,1.58,15.13,0.0,47.53,USD,2023-10-23T21:12:39Z,2023-10-24T21:12:39Z,NaN
72,162,Delivered,7177.14,636.67,0.0,325.41,7813.81,USD,2025-02-03T01:46:13Z,2025-02-05T01:46:13Z,2025-02-12T01:46:13Z
73,448,Pending,784.8,61.08,21.6,0.0,867.48,USD,2020-10-15T00:16:44Z,NaN,NaN
74,334,Processing,8306.55,616.34,6.41,69.79,8929.3,USD,2021-01-14T20:12:16Z,NaN,NaN
75,405,Shipped,2866.84,192.86,18.3,0.0,3078.0,USD,2021-01-26T02:14:02Z,2021-01-28T02:14:02Z,NaN
76,204,Delivered,1837.01,161.57,0.0,44.6,1998.58,USD,2018-06-13T16:16:51Z,2018-06-14T16:16:51Z,2018-06-20T16:16:51Z
77,49,Delivered,488.84,28.49,0.0,0.0,517.33,USD,2025-11-21T19:58:09Z,2025-11-22T19:58:09Z,2025-11-28T19:58:09Z
78,125,Delivered,3251.68,231.21,20.16,0.0,3503.05,USD,2025-01-27T08:00:23Z,2025-01-29T08:00:23Z,2025-02-03T08:00:23Z
79,452,Delivered,637.88,51.58,131.02,0.0,820.48,USD,2022-08-03T13:11:16Z,2022-08-03T13:11:16Z,2022-08-07T13:11:16Z
80,271,Cancelled,2352.05,169.7,18.97,194.24,2540.72,USD,2025-04-19T08:43:05Z,NaN,NaN
81,247,Cancelled,3094.82,218.96,8.09,0.0,3321.87,USD,2021-05-09T13:27:29Z,NaN,NaN
82,351,Delivered,273.83,32.71,24.09,68.46,330.63,USD,2025-10-07T13:56:14Z,2025-10-08T13:56:14Z,2025-10-14T13:56:14Z
83,447,Pending,4105.59,420.92,14.7,15.09,4541.21,USD,2024-09-27T22:15:45Z,NaN,NaN
84,166,Delivered,27.8,1.75,14.15,4.91,43.7,USD,2016-10-30T00:44:18Z,2016-10-30T00:44:18Z,2016-11-02T00:44:18Z
85,409,Delivered,2736.48,317.21,23.76,9.68,3077.45,USD,2025-10-30T11:51:32Z,2025-11-01T11:51:32Z,2025-11-03T11:51:32Z
86,354,Delivered,3153.71,231.96,29.49,0.0,3415.16,USD,2024-12-12T20:30:35Z,2024-12-13T20:30:35Z,2024-12-16T20:30:35Z
87,223,Pending,862.57,54.53,29.14,188.42,946.24,USD,2021-08-23T11:10:20Z,NaN,NaN
88,300,Cancelled,808.29,83.44,0.0,0.0,891.73,USD,2018-10-16T03:20:57Z,NaN,NaN
89,199,Processing,658.93,62.23,0.0,93.66,721.16,USD,2025-02-26T10:20:03Z,NaN,NaN
90,64,Delivered,424.4,28.26,9.66,0.0,462.32,USD,2018-09-29T02:25:12Z,2018-10-01T02:25:12Z,2018-10-06T02:25:12Z
91,74,Processing,127.55,6.64,21.46,85.04,155.65,USD,2025-12-11T09:48:45Z,NaN,NaN
92,280,Delivered,7746.61,610.59,8.98,2157.76,8366.18,USD,2017-08-18T10:27:55Z,2017-08-18T10:27:55Z,2017-08-22T10:27:55Z
93,349,Delivered,978.07,59.13,8.09,9.08,1045.29,USD,2024-07-18T18:30:28Z,2024-07-19T18:30:28Z,2024-07-21T18:30:28Z
94,428,Delivered,730.72,68.14,24.21,403.91,823.07,USD,2022-12-30T17:25:23Z,2023-01-02T17:25:23Z,2023-01-08T17:25:23Z
95,488,Processing,1623.25,140.89,6.84,224.59,1770.98,USD,2021-12-03T21:36:09Z,NaN,NaN
96,60,Delivered,145.84,10.89,0.0,0.0,156.73,USD,2021-11-25T03:22:42Z,2021-11-27T03:22:42Z,2021-11-30T03:22:42Z
97,383,Shipped,39.31,20.93,8.54,256.72,68.78,USD,2021-05-23T02:26:56Z,2021-05-24T02:26:56Z,NaN
98,257,Delivered,1764.16,173.48,7.7,217.29,1945.34,USD,2022-02-18T23:48:17Z,2022-02-19T23:48:17Z,2022-02-24T23:48:17Z
99,128,Processing,1473.68,129.18,6.72,160.65,1609.58,USD,2025-11-19T16:48:55Z,NaN,NaN
100,82,Delivered,2966.34,311.63,0.0,0.0,3277.97,USD,2025-12-07T02:38:34Z,2025-12-10T02:38:34Z,2025-12-14T02:38:34Z
101,79,Pending,2440.85,203.98,19.49,0.0,2664.32,USD,2025-12-18T20:47:53Z,NaN,NaN
102,204,Delivered,1083.56,76.85,9.19,400.82,1169.6,USD,2019-08-19T20:41:08Z,2019-08-20T20:41:08Z,2019-08-25T20:41:08Z
103,150,Delivered,1185.64,133.21,21.82,35.87,1340.67,USD,2023-11-14T07:29:49Z,2023-11-16T07:29:49Z,2023-11-20T07:29:49Z
104,457,Delivered,1824.97,164.12,0.0,344.31,1989.09,USD,2024-05-02T20:41:30Z,2024-05-03T20:41:30Z,2024-05-08T20:41:30Z
105,13,Delivered,8.86,1.06,21.36,2.21,31.28,USD,2025-11-29T00:40:11Z,2025-12-02T00:40:11Z,2025-12-06T00:40:11Z
106,299,Delivered,261.46,16.28,20.58,0.0,298.32,USD,2025-09-16T02:47:05Z,2025-09-16T02:47:05Z,2025-09-21T02:47:05Z
107,299,Delivered,3134.98,227.51,0.0,0.0,3362.49,USD,2025-12-03T07:09:37Z,2025-12-03T07:09:37Z,2025-12-07T07:09:37Z
108,77,Delivered,3009.16,213.17,13.34,4.89,3235.67,USD,2024-06-19T02:32:24Z,2024-06-20T02:32:24Z,2024-06-24T02:32:24Z
109,54,Delivered,128.28,11.74,13.66,22.64,153.68,USD,2022-01-23T06:37:21Z,2022-01-24T06:37:21Z,2022-01-29T06:37:21Z
110,74,Processing,3732.43,292.38,7.49,62.49,4032.3,USD,2025-12-11T17:48:35Z,NaN,NaN
111,355,Delivered,186.24,20.78,21.31,20.69,228.33,USD,2025-02-03T20:49:39Z,2025-02-06T20:49:39Z,2025-02-09T20:49:39Z
112,175,Pending,1039.18,95.8,0.0,0.0,1134.98,USD,2019-12-25T06:24:21Z,NaN,NaN
113,129,Delivered,741.36,63.13,8.87,393.63,813.36,USD,2022-05-18T17:32:09Z,2022-05-21T17:32:09Z,2022-05-24T17:32:09Z
114,114,Shipped,2889.3,186.99,0.0,0.0,3076.29,USD,2022-02-17T09:53:48Z,2022-02-20T09:53:48Z,NaN
115,91,Delivered,1035.74,82.35,7.96,101.54,1126.05,USD,2024-10-25T18:27:07Z,2024-10-28T18:27:07Z,2024-11-02T18:27:07Z
116,317,Delivered,1630.58,121.82,9.73,0.0,1762.13,USD,2025-05-24T06:12:07Z,2025-05-25T06:12:07Z,2025-05-30T06:12:07Z
117,424,Shipped,397.4,33.59,0.0,38.75,430.99,USD,2025-07-20T16:04:13Z,2025-07-22T16:04:13Z,NaN
118,224,Returned,2831.36,197.97,16.18,192.4,3045.51,USD,2023-03-18T22:25:30Z,2023-03-21T22:25:30Z,2023-03-28T22:25:30Z
119,457,Shipped,529.51,46.9,9.07,81.15,585.48,USD,2024-05-03T09:42:57Z,2024-05-05T09:42:57Z,NaN
120,452,Delivered,630.51,66.79,6.55,67.14,703.85,USD,2024-10-03T17:44:16Z,2024-10-06T17:44:16Z,2024-10-09T17:44:16Z
121,235,Delivered,386.49,31.71,8.41,50.71,426.61,USD,2024-11-13T11:22:46Z,2024-11-15T11:22:46Z,2024-11-18T11:22:46Z
122,54,Shipped,8586.98,459.48,0.0,1250.24,9046.46,USD,2022-01-24T09:37:20Z,2022-01-27T09:37:20Z,NaN
123,60,Delivered,3347.09,222.78,8.53,407.27,3578.4,USD,2021-11-24T08:25:00Z,2021-11-27T08:25:00Z,2021-12-02T08:25:00Z
124,272,Shipped,637.18,78.41,7.0,287.28,722.59,USD,2023-10-19T01:58:16Z,2023-10-20T01:58:16Z,NaN
125,39,Processing,479.8,40.89,9.66,131.13,530.35,USD,2023-03-28T21:09:56Z,NaN,NaN
126,106,Processing,1259.75,120.7,15.4,4.62,1395.85,USD,2024-12-08T22:04:17Z,NaN,NaN
127,42,Delivered,2383.94,162.34,8.57,0.0,2554.85,USD,2025-09-05T04:06:52Z,2025-09-07T04:06:52Z,2025-09-14T04:06:52Z
128,73,Returned,156.72,15.05,0.0,0.0,171.77,USD,2025-10-18T08:40:45Z,2025-10-21T08:40:45Z,2025-10-25T08:40:45Z
129,304,Returned,1189.31,131.54,23.31,0.0,1344.16,USD,2024-01-18T00:17:28Z,2024-01-18T00:17:28Z,2024-01-24T00:17:28Z
130,454,Shipped,1247.43,79.61,0.0,0.0,1327.04,USD,2020-09-19T16:46:47Z,2020-09-19T16:46:47Z,NaN
131,302,Processing,327.61,34.69,8.37,48.78,370.67,USD,2024-09-07T17:55:08Z,NaN,NaN
132,291,Delivered,492.47,39.96,6.06,0.0,538.49,USD,2021-09-28T11:36:02Z,2021-09-28T11:36:02Z,2021-10-01T11:36:02Z
133,115,Delivered,607.62,56.35,17.65,59.74,681.62,USD,2024-11-07T03:33:47Z,2024-11-09T03:33:47Z,2024-11-12T03:33:47Z
134,200,Delivered,7128.59,694.6,23.56,14.74,7846.75,USD,2024-06-28T14:59:22Z,2024-06-28T14:59:22Z,2024-07-01T14:59:22Z
135,342,Delivered,978.66,85.03,7.55,0.0,1071.24,USD,2018-04-09T09:41:23Z,2018-04-09T09:41:23Z,2018-04-11T09:41:23Z
136,110,Delivered,3841.53,302.19,17.11,17.98,4160.83,USD,2020-11-25T01:21:26Z,2020-11-28T01:21:26Z,2020-12-05T01:21:26Z
137,282,Delivered,2169.25,168.38,0.0,0.0,2337.63,USD,2025-10-14T20:49:43Z,2025-10-15T20:49:43Z,2025-10-20T20:49:43Z
138,136,Delivered,166.63,17.34,21.74,0.0,205.71,USD,2025-09-30T04:13:23Z,2025-10-02T04:13:23Z,2025-10-04T04:13:23Z
139,389,Shipped,1161.25,108.66,13.44,171.11,1283.35,USD,2024-06-22T10:32:31Z,2024-06-22T10:32:31Z,NaN
140,344,Returned,1096.77,122.55,0.0,118.23,1219.32,USD,2025-06-07T12:36:57Z,2025-06-10T12:36:57Z,2025-06-13T12:36:57Z
141,26,Delivered,821.97,82.02,23.15,213.29,927.14,USD,2024-12-05T20:56:10Z,2024-12-07T20:56:10Z,2024-12-13T20:56:10Z
142,116,Delivered,2225.24,191.89,0.0,631.24,2417.13,USD,2025-10-10T15:55:17Z,2025-10-11T15:55:17Z,2025-10-18T15:55:17Z
143,204,Delivered,709.66,58.68,20.6,0.0,788.94,USD,2024-11-13T11:36:43Z,2024-11-16T11:36:43Z,2024-11-23T11:36:43Z
144,253,Delivered,2451.68,150.74,22.71,0.0,2625.13,USD,2015-08-10T22:03:48Z,2015-08-11T22:03:48Z,2015-08-15T22:03:48Z
145,283,Returned,3385.42,326.29,24.4,685.35,3736.11,USD,2024-11-15T15:08:08Z,2024-11-15T15:08:08Z,2024-11-19T15:08:08Z
