line_item_id,order_ref,product_ref,qty_ordered,unit_cost,unit_selling_price,item_discount,line_total,created_timestamp,profit_margin,tax_amount,product_sku,total_weight_kg,is_gift,return_status,fulfillment_location
19,5,2994,1,498.3,518.45,51.84,466.61,2025-11-27T00:42:21Z,-31.69,35.65,FIT-SPEA-02994,1.1,False,None,STORE-030
20,5,1768,2,47.54,140.92,0.0,281.84,2025-11-27T00:42:21Z,186.76,23.58,PEP-SNAC-01768,3.52,False,None,WH-EAST-02
21,6,4778,3,307.86,670.15,0.0,2010.45,2023-07-28T15:45:18Z,1086.87,187.24,MIC-LAPT-04778,4.17,False,None,DC-01
22,6,1205,3,42.12,123.75,148.5,222.75,2023-07-28T15:45:18Z,96.39,13.37,ADI-MENS-01205,4.17,False,None,STORE-001
23,6,1231,1,74.75,98.49,0.0,98.49,2023-07-28T15:45:18Z,23.74,4.98,DYS-LIVI-01231,6.45,False,None,STORE-005
24,6,85,1,93.59,260.34,39.05,221.29,2023-07-28T15:45:18Z,127.7,13.52,POT-BEDR-00085,40.19,False,None,DC-01
25,6,2376,2,715.52,1357.17,271.43,2442.91,2023-07-28T15:45:18Z,1011.87,164.98,SON-SPEA-02376,7.92,False,None,WH-WEST-02
26,7,4925,2,483.4,626.87,0.0,1253.74,2025-12-03T04:41:45Z,286.94,140.74,POT-BEDD-04925,69.7,False,None,WH-WEST-02
27,7,3023,1,54.36,66.71,0.0,66.71,2025-12-03T04:41:45Z,12.35,5.43,NEW-KIDS-03023,0.47,False,None,STORE-015
28,7,3728,3,512.08,527.81,0.0,1583.43,2025-12-03T04:41:45Z,47.19,179.03,LOG-HEAD-03728,14.46,False,None,WH-WEST-02
29,7,2925,1,252.04,752.93,0.0,752.93,2025-12-03T04:41:45Z,500.89,78.98,IRO-OFFI-02925,44.04,False,None,STORE-005
30,8,2828,4,577.95,1083.03,1083.03,3249.09,2022-03-22T07:36:14Z,937.29,171.82,NIK-CAME-02828,1.52,False,None,DC-02
31,8,3351,1,55.01,67.02,6.7,60.32,2022-03-22T07:36:14Z,5.31,6.72,GAR-CAME-03351,1.82,False,None,WH-CENTRAL-01
32,8,946,2,64.63,144.18,0.0,288.36,2022-03-22T07:36:14Z,159.1,24.65,NER-BUIL-00946,2.66,False,None,WH-CENTRAL-01
33,8,2686,5,219.3,393.45,786.9,1180.35,2022-03-22T07:36:14Z,83.85,91.11,LG-WEAR-02686,17.4,False,None,STORE-020
34,8,868,3,48.29,58.01,0.0,174.03,2022-03-22T07:36:14Z,29.16,13.08,RAN-MUSI-00868,0.0,False,None,
35,9,542,3,285.41,549.9,0.0,1649.7,2021-05-19T14:15:55Z,793.47,173.17,LEN-ULTR-00542,10.89,False,None,STORE-025
36,9,4418,1,607.63,1189.35,237.87,951.48,2021-05-19T14:15:55Z,343.85,78.52,SON-GAMI-04418,3.03,False,None,STORE-003
37,9,479,2,155.17,237.51,0.0,475.02,2021-05-19T14:15:55Z,164.68,47.76,HP-AUDI-00479,0.92,False,None,STORE-030
38,9,706,1,99.62,279.75,0.0,279.75,2021-05-19T14:15:55Z,180.13,23.17,GAR-SMAR-00706,1.27,False,None,STORE-025
39,9,973,2,435.55,1259.86,0.0,2519.72,2021-05-19T14:15:55Z,1648.62,166.68,SAM-LAPT-00973,4.82,False,None,STORE-015
40,10,3739,1,684.3,1848.84,0.0,1848.84,2025-08-05T13:37:49Z,1164.54,136.86,FIT-AUDI-03739,3.43,False,None,STORE-030
41,10,1409,2,133.59,384.81,115.44,654.18,2025-08-05T13:37:49Z,387.0,38.36,LG-GAMI-01409,0.52,False,None,WH-WEST-01
42,10,1646,3,147.31,377.92,226.75,907.01,2025-08-05T13:37:49Z,465.08,46.91,CAL-ACCE-01646,0.75,False,None,WH-WEST-02
43,10,4259,1,17.79,32.79,3.28,29.51,2025-08-05T13:37:49Z,11.72,2.76,UND-MENS-04259,1.25,False,None,STORE-001
44,10,4732,1,24.11,45.43,0.0,45.43,2025-08-05T13:37:49Z,21.32,4.87,LOR-HAIR-04732,8.48,False,None,STORE-002
45,11,1016,3,395.85,920.66,0.0,2761.98,2025-07-25T13:28:44Z,1574.43,222.88,LEN-WEAR-01016,7.38,False,None,DC-03
46,11,425,2,72.91,207.12,62.14,352.1,2025-07-25T13:28:44Z,206.28,26.92,HAS-ACTI-00425,12.52,False,None,DC-02
47,11,799,1,170.07,341.49,0.0,341.49,2025-07-25T13:28:44Z,171.42,34.98,LG-ANDR-00799,4.11,False,None,STORE-004
48,12,2093,1,39.37,97.52,14.63,82.89,2023-04-05T11:04:58Z,43.52,8.88,UND-CARD-02093,7.96,False,None,STORE-015
49,12,2358,3,263.12,718.18,538.63,1615.91,2023-04-05T11:04:58Z,826.55,83.47,MIC-CAME-02358,2.25,False,None,DC-01
50,12,1927,2,121.38,154.21,0.0,308.42,2023-04-05T11:04:58Z,65.66,35.7,TOM-MENS-01927,0.36,False,None,WH-CENTRAL-01
51,12,91,7,235.28,371.94,0.0,2603.58,2023-04-05T11:04:58Z,956.62,221.44,CAN-GAMI-00091,27.79,False,None,STORE-030
52,12,880,3,31.51,45.37,0.0,136.11,2023-04-05T11:04:58Z,41.58,16.26,ORG-PANT-00880,29.7,False,None,DC-02
53,13,891,4,345.3,594.82,0.0,2379.28,2025-06-18T19:27:08Z,998.08,178.01,LG-LAPT-00891,14.08,False,None,STORE-005
54,13,1936,2,76.26,126.78,25.36,228.2,2025-06-18T19:27:08Z,75.68,18.97,BAR-BOAR-01936,4.02,False,None,DC-01
55,13,4644,2,70.57,160.49,48.15,272.83,2025-06-18T19:27:08Z,131.69,19.22,TRE-WATE-04644,13.4,False,None,STORE-020
56,14,154,2,47.45,84.41,0.0,168.82,2025-06-18T20:27:14Z,73.92,14.17,GEN-PANT-00154,5.06,False,None,STORE-003
57,14,2846,7,467.41,1043.08,0.0,7301.56,2025-06-18T20:27:14Z,4029.69,388.37,HP-IPHO-02846,6.16,False,None,STORE-002
58,14,4290,3,23.96,26.56,0.0,79.68,2025-06-18T20:27:14Z,7.8,6.35,NAT-FITN-04290,9.42,False,None,DC-02
59,15,3555,3,56.6,139.48,0.0,418.44,2023-09-18T22:33:44Z,248.64,39.84,BRA-FITN-03555,24.87,False,None,WH-EAST-02
60,15,2146,2,273.33,626.2,0.0,1252.4,2023-09-18T22:33:44Z,705.74,78.77,MEG-CARA-02146,10.88,False,None,STORE-010
61,15,3343,3,486.5,1273.84,0.0,3821.52,2023-09-18T22:33:44Z,2362.02,353.97,CUI-HOME-03343,105.33,False,None,DC-02
62,15,71,1,71.54,184.75,0.0,184.75,2023-09-18T22:33:44Z,113.21,16.02,ADI-YOGA-00071,1.34,False,None,STORE-005
63,15,2316,2,24.53,56.98,17.09,96.87,2023-09-18T22:33:44Z,47.81,8.7,SON-MOVI-02316,0.0,False,None,
64,15,590,2,228.18,643.24,128.65,1157.83,2023-09-18T22:33:44Z,701.47,58.49,WEB-BEDD-00590,40.32,False,None,WH-CENTRAL-01
65,15,1979,4,27.78,65.48,0.0,261.92,2023-09-18T22:33:44Z,150.8,18.34,UNI-MOVI-01979,0.0,False,None,
66,16,4547,1,699.25,1781.72,356.34,1425.38,2025-11-15T08:25:07Z,726.13,99.69,CAN-LAPT-04547,4.02,False,None,STORE-002
67,16,1579,2,86.77,124.95,0.0,249.9,2025-11-15T08:25:07Z,76.36,13.86,OMR-VITA-01579,14.16,False,None,STORE-002
68,17,4442,1,94.25,170.33,0.0,170.33,2020-02-23T11:29:24Z,76.08,12.78,PAN-SKIN-04442,8.38,False,None,DC-02
69,17,4684,1,133.94,318.85,0.0,318.85,2020-02-23T11:29:24Z,184.91,22.07,SCH-WATE-04684,0.64,False,None,WH-WEST-02
70,17,646,6,61.72,154.16,138.74,786.22,2020-02-23T11:29:24Z,415.9,43.77,NAT-FITN-00646,6.9,False,None,WH-EAST-02
71,17,432,4,42.23,55.83,33.5,189.82,2020-02-23T11:29:24Z,20.9,12.34,NER-EDUC-00432,1.36,False,None,WH-EAST-01
72,17,2555,4,572.3,1211.28,0.0,4845.12,2020-02-23T11:29:24Z,2555.92,259.13,CAN-AUDI-02555,11.8,False,None,DC-03
73,18,4246,4,16.27,45.93,0.0,183.72,2025-04-30T10:43:54Z,118.64,21.03,RAL-MENS-04246,4.96,False,None,DC-02
74,18,4216,1,6.5,15.22,0.0,15.22,2025-04-30T10:43:54Z,8.72,1.3,COC-BEVE-04216,8.81,False,None,STORE-010
75,19,4935,3,154.05,232.96,0.0,698.88,2025-04-30T13:42:17Z,236.73,77.51,OMR-VITA-04935,16.59,False,None,DC-01
76,19,3681,7,232.57,566.17,0.0,3963.19,2025-04-30T13:42:17Z,2335.2,415.6,BOS-TOOL-03681,4.48,False,None,STORE-025
77,19,4137,4,128.55,177.5,0.0,710.0,2025-04-30T13:42:17Z,195.8,55.44,ADI-MENS-04137,3.76,False,None,DC-01
78,20,1457,9,104.95,167.41,1506.69,0.0,2025-04-30T10:41:01Z,-944.55,148.56,MAC-HAIR-01457,41.67,True,None,STORE-010
79,20,304,4,107.69,152.02,91.21,516.87,2025-04-30T10:41:01Z,86.11,56.6,BRA-FITN-00304,24.04,False,None,STORE-030
80,20,165,2,114.28,174.99,0.0,349.98,2025-04-30T10:41:01Z,121.42,26.25,SCH-STRE-00165,12.58,False,None,STORE-020
81,20,4465,4,316.31,580.08,0.0,2320.32,2025-04-30T10:41:01Z,1055.08,161.73,LG-BUSI-04465,12.12,False,None,STORE-005
82,20,4000,2,97.56,234.49,0.0,468.98,2025-04-30T10:41:01Z,273.86,38.46,NAT-WELL-04000,19.68,False,None,STORE-010
83,20,3917,1,23.34,42.35,4.24,38.11,2025-04-30T10:41:01Z,14.77,1.92,MAT-BUIL-03917,9.83,False,None,DC-02
84,20,1563,2,115.01,314.44,0.0,628.88,2025-04-30T10:41:01Z,398.86,56.92,OMR-MEDI-01563,8.46,False,None,STORE-025
85,21,707,4,20.15,34.1,0.0,136.4,2024-07-01T22:05:17Z,55.8,15.44,YET-CYCL-00707,13.52,False,None,STORE-004
86,21,3899,1,101.58,279.73,0.0,279.73,2024-07-01T22:05:17Z,178.15,26.42,LG-HEAD-03899,0.77,False,None,STORE-025
87,21,3497,7,20.41,31.2,0.0,218.4,2024-07-01T22:05:17Z,75.53,11.45,MAY-SKIN-03497,64.75,False,None,STORE-020
88,22,1590,1,62.07,171.22,0.0,171.22,2022-09-16T21:44:12Z,109.15,13.32,COL-WATE-01590,8.95,False,None,WH-EAST-02
89,22,2987,1,76.46,170.78,0.0,170.78,2022-09-16T21:44:12Z,94.32,15.01,MAT-BOAR-02987,5.52,False,None,DC-03
90,22,2484,1,47.66,83.59,8.36,75.23,2022-09-16T21:44:12Z,27.57,8.77,NIN-EDUC-02484,0.61,False,None,STORE-015
91,23,780,2,127.97,174.0,0.0,348.0,2017-11-16T08:12:22Z,92.06,25.07,MAY-MAKE-00780,7.26,False,None,WH-WEST-01
92,23,3149,3,88.96,232.01,0.0,696.03,2017-11-16T08:12:22Z,429.15,70.22,UND-TOPS-03149,3.72,False,None,DC-01
93,23,2471,3,80.94,119.18,0.0,357.54,2017-11-16T08:12:22Z,114.72,41.65,IKE-LIVI-02471,139.59,False,None,STORE-010
94,24,1056,2,77.81,99.88,0.0,199.76,2020-08-15T11:25:32Z,44.14,21.23,NEW-WOME-01056,1.62,False,None,STORE-003
95,24,3492,1,568.77,687.54,0.0,687.54,2020-08-15T11:25:32Z,118.77,59.22,CAN-BUSI-03492,2.62,False,None,WH-WEST-02
96,24,4114,1,416.7,1026.37,0.0,1026.37,2020-08-15T11:25:32Z,609.67,91.6,CRA-OFFI-04114,45.8,False,None,WH-WEST-01
97,25,4739,2,761.31,1228.55,0.0,2457.1,2016-10-13T00:57:52Z,934.48,197.66,MIC-IPHO-04739,3.76,False,None,DC-01
98,25,1874,5,20.53,36.74,27.56,156.14,2016-10-13T00:57:52Z,53.49,10.38,GAP-ACCE-01874,1.1,False,None,STORE-004
99,26,3274,2,632.19,1065.54,0.0,2131.08,2025-08-07T11:04:47Z,866.7,230.01,LEN-WEAR-03274,4.86,False,None,STORE-025
100,26,1128,2,143.6,403.7,0.0,807.4,2025-08-07T11:04:47Z,520.2,58.13,COL-WATE-01128,16.78,False,None,WH-EAST-01
101,27,4724,3,426.91,562.45,674.94,1012.41,2025-10-05T16:59:15Z,-268.32,106.51,APP-AUDI-04724,7.38,False,None,DC-02
102,27,916,3,51.11,114.49,137.39,206.08,2025-10-05T16:59:15Z,52.75,24.65,GAP-MENS-00916,3.0,False,None,STORE-004
103,27,168,2,9.96,12.51,10.01,15.01,2025-10-05T16:59:15Z,-4.91,0.83,RAN-FICT-00168,0.0,False,None,
104,27,4765,2,65.67,95.29,0.0,190.58,2025-10-05T16:59:15Z,59.24,14.94,HOT-BOAR-04765,1.66,False,None,DC-02
105,27,1750,1,120.3,357.83,53.67,304.16,2025-10-05T16:59:15Z,183.86,26.96,REI-CARD-01750,4.16,False,None,STORE-003
106,27,2039,2,488.44,591.42,177.43,1005.41,2025-10-05T16:59:15Z,28.53,61.71,POT-HOME-02039,4.36,False,None,STORE-005
107,27,2131,2,167.87,452.62,0.0,905.24,2025-10-05T16:59:15Z,569.5,59.83,FIT-AUDI-02131,0.58,False,None,STORE-025
108,27,192,6,556.24,1293.15,1939.72,5819.18,2025-10-05T16:59:15Z,2481.74,562.94,FIT-BUSI-00192,6.96,False,None,DC-01
109,28,4540,5,53.93,83.14,415.7,0.0,2025-11-10T06:23:30Z,-269.65,22.04,WIL-GARD-04540,91.1,True,None,DC-03
110,28,4631,4,55.45,69.67,0.0,278.68,2025-11-10T06:23:30Z,56.88,31.43,HAC-MOVI-04631,0.0,False,None,
111,28,3141,3,280.46,667.25,0.0,2001.75,2025-11-10T06:23:30Z,1160.37,204.74,WIL-FURN-03141,101.85,False,None,STORE-015
112,29,2380,1,35.79,87.19,0.0,87.19,2024-10-15T10:28:29Z,51.4,9.25,SIM-FICT-02380,0.0,False,None,
113,29,2725,1,118.0,298.4,0.0,298.4,2024-10-15T10:28:29Z,180.4,17.45,LEV-MENS-02725,0.67,False,None,STORE-025
114,29,2197,2,45.65,104.98,0.0,209.96,2024-10-15T10:28:29Z,118.66,15.45,HAR-NONF-02197,0.0,False,None,
115,29,4057,3,371.8,324.05,0.0,972.15,2024-10-15T10:28:29Z,-143.25,89.58,CUI-BEDR-04057,128.85,False,None,WH-CENTRAL-01
116,30,1562,2,67.99,94.97,0.0,189.94,2025-12-14T07:06:08Z,53.96,16.9,MEG-CARC-01562,1.4,False,None,STORE-004
117,30,68,7,192.04,303.84,319.03,1807.85,2025-12-14T07:06:08Z,463.57,135.02,SCO-FURN-00068,73.57,False,None,WH-WEST-02
118,30,645,5,624.94,810.28,0.0,4051.4,2025-12-14T07:06:08Z,926.7,303.78,CAN-AUDI-00645,11.8,False,None,STORE-002
119,30,2472,2,18.41,52.54,21.02,84.06,2025-12-14T07:06:08Z,47.24,5.06,NES-PANT-02472,9.76,False,None,STORE-005
120,31,1905,3,41.52,90.99,0.0,272.97,2025-11-08T20:04:00Z,148.41,14.21,SIM-FICT-01905,0.0,False,None,
121,31,4294,5,465.2,1131.39,0.0,5656.95,2025-11-08T20:04:00Z,3330.95,571.65,BOS-GAMI-04294,4.15,False,None,STORE-030
122,31,407,1,102.27,135.42,13.54,121.88,2025-11-08T20:04:00Z,19.61,7.41,YET-OUTD-00407,8.57,False,None,WH-WEST-01
123,32,3812,1,194.37,368.69,0.0,368.69,2024-11-01T15:56:07Z,174.32,44.05,WIL-BEDD-03812,13.75,False,None,DC-03
124,32,2764,1,14.92,32.02,0.0,32.02,2024-11-01T15:56:07Z,17.1,3.06,ADI-KIDS-02764,0.88,False,None,WH-WEST-02
125,32,1766,1,66.95,137.95,0.0,137.95,2024-11-01T15:56:07Z,71.0,14.61,NIK-WOME-01766,1.87,False,None,STORE-002
126,32,4114,3,416.7,1026.37,1231.64,1847.47,2024-11-01T15:56:07Z,597.37,150.56,CRA-OFFI-04114,137.4,False,None,STORE-020
127,32,2615,10,734.76,1069.77,0.0,10697.7,2024-11-01T15:56:07Z,3350.1,723.24,NIK-BUSI-02615,40.9,False,None,STORE-005
128,32,4811,5,8.26,10.67,5.33,48.02,2024-11-01T15:56:07Z,6.72,5.1,SON-NONF-04811,0.0,False,None,
129,32,4504,1,103.59,183.42,36.68,146.74,2024-11-01T15:56:07Z,43.15,9.88,DOV-FRAG-04504,9.04,False,None,STORE-015
130,32,1168,7,145.57,188.92,0.0,1322.44,2024-11-01T15:56:07Z,303.45,69.48,SCO-OFFI-01168,143.78,False,None,STORE-003
131,33,4468,3,40.82,110.41,0.0,331.23,2024-04-30T04:37:44Z,208.77,38.17,CRA-OFFI-04468,106.38,False,None,STORE-010
132,33,476,3,56.95,76.38,0.0,229.14,2024-04-30T04:37:44Z,58.29,25.6,LEV-MENS-00476,3.96,False,None,WH-EAST-02
133,33,4919,6,45.79,57.24,0.0,343.44,2024-04-30T04:37:44Z,68.7,18.96,NER-BOAR-04919,7.5,False,None,STORE-020
134,34,3812,2,194.37,368.69,737.38,0.0,2024-04-30T04:34:19Z,-388.74,27.41,WIL-BEDD-03812,27.5,True,None,STORE-004
135,34,4978,3,240.11,596.75,0.0,1790.25,2024-04-30T04:34:19Z,1069.92,162.93,POT-BEDD-04978,53.16,False,None,STORE-030
136,34,4024,2,198.67,563.23,0.0,1126.46,2024-04-30T04:34:19Z,729.12,91.66,PAT-WATE-04024,17.58,False,None,STORE-005
137,34,2156,3,624.67,809.55,0.0,2428.65,2024-04-30T04:34:19Z,554.64,235.7,JBL-GAMI-02156,9.24,False,None,STORE-001
138,34,4700,2,489.12,1088.21,0.0,2176.42,2024-04-30T04:34:19Z,1198.18,211.42,NIK-GAMI-04700,7.48,False,None,STORE-010
139,34,1507,5,40.08,62.5,46.88,265.62,2024-04-30T04:34:19Z,65.22,29.81,KEL-PANT-01507,30.0,False,None,WH-CENTRAL-01
140,34,4853,2,50.93,120.16,240.32,0.0,2024-04-30T04:34:19Z,-101.86,21.06,ADI-WOME-04853,2.7,True,None,STORE-015
141,34,2765,8,115.78,260.79,0.0,2086.32,2024-04-30T04:34:19Z,1160.08,172.47,DOV-HAIR-02765,37.6,False,None,STORE-010
142,35,1378,6,102.27,245.02,0.0,1470.12,2024-04-30T03:26:45Z,856.5,170.29,EST-HAIR-01378,49.2,False,None,WH-WEST-02
143,35,308,1,40.89,107.13,0.0,107.13,2024-04-30T03:26:45Z,66.24,7.92,NEW-WOME-00308,0.23,False,None,STORE-002
144,36,1633,3,431.51,859.7,0.0,2579.1,2024-09-26T12:14:45Z,1284.57,183.08,DYS-BEDD-01633,104.22,False,None,DC-01
145,36,3053,1,26.11,67.16,0.0,67.16,2024-09-26T12:14:45Z,41.05,7.71,YET-OUTD-03053,5.28,False,None,STORE-010
146,36,4385,1,32.06,81.34,8.13,73.21,2024-09-26T12:14:45Z,41.15,4.18,KEL-PANT-04385,2.24,False,None,STORE-003
147,36,3581,6,193.61,278.26,0.0,1669.56,2024-09-26T12:14:45Z,507.9,145.47,OPT-VITA-03581,30.84,False,None,WH-EAST-01
148,37,990,3,87.06,179.41,0.0,538.23,2025-02-03T13:36:35Z,277.05,30.05,LEV-WOME-00990,0.75,False,None,STORE-010
149,37,2742,1,120.37,147.72,0.0,147.72,2025-02-03T13:36:35Z,27.35,8.23,THE-CYCL-02742,9.52,False,None,STORE-020
150,38,1114,5,130.52,225.87,0.0,1129.35,2025-10-21T19:25:55Z,476.75,70.74,CEN-WELL-01114,37.2,False,None,STORE-020
151,38,154,2,47.45,84.41,0.0,168.82,2025-10-21T19:25:55Z,73.92,15.81,GEN-PANT-00154,5.06,False,None,DC-02
152,38,3641,1,75.53,182.17,27.33,154.84,2025-10-21T19:25:55Z,79.31,9.87,TOM-FOOT-03641,1.36,False,None,WH-CENTRAL-01
153,38,3112,3,356.8,725.6,870.72,1306.08,2025-10-21T19:25:55Z,235.68,83.44,MIC-WEAR-03112,10.71,False,None,STORE-002
154,39,3595,3,36.28,79.86,0.0,239.58,2025-04-02T18:34:10Z,130.74,23.08,ORG-ORGA-03595,10.35,False,None,WH-WEST-02
155,39,1981,6,477.1,674.6,4047.6,0.0,2025-04-02T18:34:10Z,-2862.6,310.66,GAR-GAMI-01981,8.28,True,None,DC-01
156,39,3964,8,93.0,237.85,475.7,1427.1,2025-04-02T18:34:10Z,683.1,116.33,POT-KITC-03964,390.72,False,None,STORE-020
157,40,4851,2,602.54,771.86,0.0,1543.72,2021-05-25T23:51:23Z,338.64,157.33,MIC-SMAR-04851,7.7,False,None,STORE-015
158,40,629,7,143.97,374.7,0.0,2622.9,2021-05-25T23:51:23Z,1615.11,225.46,POT-BEDD-00629,219.03,False,None,STORE-002
159,40,2549,5,126.15,218.48,0.0,1092.4,2021-05-25T23:51:23Z,461.65,107.2,SCH-OUTD-02549,44.75,False,None,STORE-015
160,40,1335,1,152.03,303.93,0.0,303.93,2021-05-25T23:51:23Z,151.9,36.06,GOO-CARC-01335,7.94,False,None,WH-CENTRAL-01
161,40,2269,2,55.08,105.13,31.54,178.72,2021-05-25T23:51:23Z,68.56,19.59,RAL-TOPS-02269,1.78,False,None,WH-EAST-02
162,40,3678,2,74.48,207.33,0.0,414.66,2021-05-25T23:51:23Z,265.7,25.17,NIK-YOGA-03678,16.66,False,None,WH-EAST-02
163,41,4418,6,607.63,1189.35,0.0,7136.1,2022-12-27T10:20:54Z,3490.32,781.89,SON-GAMI-04418,18.18,False,None,WH-CENTRAL-01
164,41,4031,4,53.95,114.18,45.67,411.05,2022-12-27T10:20:54Z,195.25,48.89,MAC-MAKE-04031,7.64,False,None,STORE-003
165,42,3356,1,148.44,355.4,355.4,0.0,2025-07-05T19:54:15Z,-148.44,16.83,COL-OUTD-03356,8.4,True,None,STORE-005
166,42,2152,4,736.83,2167.99,867.2,7804.76,2025-07-05T19:54:15Z,4857.44,888.05,LOG-ANDR-02152,6.44,False,None,STORE-001
167,42,2060,1,753.53,2045.82,0.0,2045.82,2025-07-05T19:54:15Z,1292.29,244.51,GAR-LAPT-02060,2.19,False,None,STORE-002
168,42,375,3,75.23,180.08,216.1,324.14,2025-07-05T19:54:15Z,98.45,18.05,COL-STRE-00375,23.64,False,None,STORE-005
169,42,2248,2,45.43,90.09,0.0,180.18,2025-07-05T19:54:15Z,89.32,20.09,DYS-LIVI-02248,58.26,False,None,WH-CENTRAL-01
170,42,1296,2,124.2,213.69,64.11,363.27,2025-07-05T19:54:15Z,114.87,30.0,OMR-FITN-01296,11.94,False,None,STORE-001
171,42,761,3,79.78,75.11,0.0,225.33,2025-07-05T19:54:15Z,-14.01,25.54,NIK-EXER-00761,11.49,False,None,STORE-003
172,43,1898,3,15.95,24.77,0.0,74.31,2025-08-22T21:46:25Z,26.46,5.55,GEN-SNAC-01898,8.85,False,None,STORE-015
173,43,3193,8,95.61,247.01,0.0,1976.08,2025-08-22T21:46:25Z,1211.2,129.66,EST-FRAG-03193,57.84,False,None,STORE-005
174,43,1784,1,11.99,18.43,0.0,18.43,2025-08-22T21:46:25Z,6.44,1.75,TOM-WOME-01784,1.21,False,None,STORE-020
175,43,3970,4,130.52,289.06,0.0,1156.24,2025-08-22T21:46:25Z,634.16,122.88,OMR-MEDI-03970,36.68,False,None,WH-WEST-01
176,43,4912,1,144.32,336.1,336.1,0.0,2025-08-22T21:46:25Z,-144.32,37.61,ADI-MENS-04912,1.76,True,None,STORE-020
177,43,4405,2,183.33,161.6,32.32,290.88,2025-08-22T21:46:25Z,-75.78,25.1,DEL-ANDR-04405,4.26,False,None,DC-02
178,43,1256,3,200.84,524.07,0.0,1572.21,2025-08-22T21:46:25Z,969.69,175.22,SAM-AUDI-01256,0.57,False,None,WH-EAST-02
179,44,4037,1,87.52,132.75,33.19,99.56,2023-03-01T09:30:23Z,12.04,7.43,BOS-CARC-04037,5.74,False,None,WH-CENTRAL-01
180,44,3505,1,58.64,119.04,0.0,119.04,2023-03-01T09:30:23Z,60.4,13.42,BAR-DOLL-03505,1.54,False,None,STORE-003
181,44,2630,1,121.78,211.6,21.16,190.44,2023-03-01T09:30:23Z,68.66,11.74,NIK-CARD-02630,9.24,False,None,STORE-004
182,44,3602,1,73.27,154.38,0.0,154.38,2023-03-01T09:30:23Z,81.11,17.29,MEG-CARC-03602,0.77,False,None,DC-03
183,44,119,1,39.34,52.15,0.0,52.15,2023-03-01T09:30:23Z,12.81,3.02,KEL-SNAC-00119,7.27,False,None,STORE-020
184,44,3122,2,234.7,621.4,248.56,994.24,2023-03-01T09:30:23Z,524.84,65.63,LOG-CAME-03122,8.5,False,None,WH-EAST-02
185,45,3077,1,141.02,372.32,0.0,372.32,2023-03-01T08:30:27Z,231.3,40.32,CUI-OFFI-03077,37.89,False,None,STORE-025
