wish_id,user_id,item_id,date_added,purchase_date,removal_date,current_price,price_at_addition,priority,user_notes,list_name,notification_sent,price_alert_enabled,add_source,desired_quantity
19,25,152,2025-02-04T00:00:00Z,2025-07-07T00:00:00Z,,78.76,82.02,Medium,,Wishlist,False,False,Mobile App,1
20,55,279,2025-01-31T00:00:00Z,,2025-02-28T00:00:00Z,30.93,35.37,Low,,Wishlist,False,True,Social Media,1
21,225,178,2024-10-17T00:00:00Z,,,1729.24,1620.91,Medium,Need to save up,Wishlist,False,False,Email Link,1
22,194,185,2025-07-08T00:00:00Z,2025-12-07T00:00:00Z,,1590.04,1468.17,High,,Future Purchases,False,False,Web,1
23,235,268,2024-06-08T00:00:00Z,,,254.98,292.88,High,,Wishlist,False,False,Mobile App,1
24,135,291,2025-03-27T00:00:00Z,,,44.4,45.96,Medium,Christmas gift,Future Purchases,False,False,QR Code,2
25,49,6,2025-09-21T00:00:00Z,2025-10-08T00:00:00Z,,119.78,106.01,Medium,Compare prices first,Wishlist,False,False,Mobile App,1
26,58,335,2024-12-15T00:00:00Z,,,996.32,997.8,Medium,Home upgrade,Gift Ideas,False,False,Mobile App,1
27,334,297,2024-03-12T00:00:00Z,,,173.45,149.46,High,,Future Purchases,False,False,Web,3
28,80,272,2024-12-20T00:00:00Z,2025-04-02T00:00:00Z,,177.44,200.44,Low,Home upgrade,Gift Ideas,False,True,Web,1
29,227,218,2025-09-29T00:00:00Z,,2025-10-04T00:00:00Z,500.46,541.64,Low,,Future Purchases,False,False,Web,1
30,491,448,2024-04-15T00:00:00Z,,,125.72,120.91,Low,Maybe later,Future Purchases,False,True,Mobile App,1
31,66,359,2025-03-15T00:00:00Z,2025-05-29T00:00:00Z,,1029.18,1078.32,Medium,Wedding registry,Gift Ideas,False,False,QR Code,1
32,273,174,2024-10-03T00:00:00Z,2024-12-22T00:00:00Z,,53.99,48.51,Low,Need to save up,Gift Ideas,False,False,Android,1
33,495,316,2024-08-18T00:00:00Z,,,91.48,88.9,Medium,Home upgrade,Gift Ideas,True,True,Web,2
34,101,103,2025-03-25T00:00:00Z,2025-05-18T00:00:00Z,,408.53,460.13,Low,Treat myself,Gift Ideas,False,True,Android,1
35,366,278,2024-03-15T00:00:00Z,2024-07-10T00:00:00Z,,71.92,62.99,High,,Future Purchases,False,True,Social Media,1
36,435,60,2025-05-07T00:00:00Z,,,125.84,109.25,Low,Office supplies,Wishlist,False,False,Web,1
37,204,8,2024-11-10T00:00:00Z,,2025-10-22T00:00:00Z,870.7,808.91,Low,,Dream Items,False,False,Android,1
38,43,375,2024-03-14T00:00:00Z,2024-04-13T00:00:00Z,,38.81,43.62,Low,Anniversary gift,Wishlist,False,False,iOS,4
39,498,499,2024-12-21T00:00:00Z,,2025-10-30T00:00:00Z,114.7,101.16,Low,Back to school,Future Purchases,False,False,Web,1
40,260,406,2025-05-19T00:00:00Z,,,1678.7,1716.88,Medium,,Wishlist,True,True,Web,1
41,269,116,2025-05-10T00:00:00Z,,,465.99,518.42,High,Compare prices first,Wishlist,False,False,QR Code,1
42,401,92,2025-09-08T00:00:00Z,,,476.17,453.23,High,Home upgrade,Wishlist,False,False,Web,1
43,498,24,2025-10-28T00:00:00Z,,,19.59,17.23,Medium,Birthday present,Wishlist,False,True,Web,3
44,7,335,2025-06-14T00:00:00Z,,,996.32,1105.61,High,Birthday present,Wishlist,False,False,QR Code,1
45,277,156,2024-08-26T00:00:00Z,2025-02-02T00:00:00Z,,19.08,17.1,High,Wedding registry,Future Purchases,False,True,Android,1
46,293,376,2025-10-10T00:00:00Z,,,1032.57,954.12,Medium,,Wishlist,True,True,Web,2
47,167,306,2024-10-11T00:00:00Z,2025-03-27T00:00:00Z,,98.25,102.34,High,Christmas gift,Wishlist,False,True,Web,1
48,21,212,2024-07-22T00:00:00Z,,2025-04-08T00:00:00Z,57.67,50.3,High,,Future Purchases,False,False,QR Code,1
49,492,71,2025-01-07T00:00:00Z,,,110.38,99.68,Medium,,Wishlist,False,True,iOS,1
50,174,393,2025-11-10T00:00:00Z,,,254.29,235.24,Medium,Treat myself,Wishlist,False,False,Web,1
51,424,287,2025-02-19T00:00:00Z,,2025-06-01T00:00:00Z,404.97,364.26,Low,Wait for sale,Wishlist,False,False,Android,1
52,187,265,2025-03-22T00:00:00Z,2025-06-13T00:00:00Z,,81.57,80.73,Low,Compare prices first,Dream Items,False,False,Email Link,1
53,423,43,2025-08-15T00:00:00Z,,,259.85,229.8,Low,Compare prices first,Wishlist,False,False,iOS,1
54,42,32,2025-09-10T00:00:00Z,2025-12-06T00:00:00Z,,160.4,136.96,Low,Gift for dad,Wishlist,False,True,Android,1
55,136,188,2025-09-29T00:00:00Z,,,960.8,1048.9,High,Wait for sale,Gift Ideas,True,True,Android,2
56,432,408,2024-04-09T00:00:00Z,,,582.48,496.66,Medium,Wait for sale,Dream Items,False,False,Android,1
57,412,307,2025-01-18T00:00:00Z,,,126.97,111.19,High,For the kids,Dream Items,False,False,Mobile App,1
58,191,396,2024-08-06T00:00:00Z,,,81.59,89.47,Medium,,Wishlist,False,False,Email Link,1
59,27,359,2024-10-02T00:00:00Z,,,1029.18,901.68,Medium,Office supplies,Wishlist,False,True,Web,1
60,217,145,2024-02-22T00:00:00Z,,,136.37,141.45,Medium,,Wishlist,False,False,Android,2
61,48,7,2025-11-18T00:00:00Z,,,1181.48,1171.59,Medium,,Future Purchases,False,False,Social Media,3
62,64,54,2024-08-29T00:00:00Z,,,1494.0,1483.33,Medium,Gift for mom,Wishlist,True,True,Social Media,1
63,334,329,2025-08-27T00:00:00Z,,2025-12-11T00:00:00Z,755.73,665.09,Low,,Wishlist,False,False,iOS,3
64,321,115,2024-02-29T00:00:00Z,,,12.56,12.33,Medium,Need to save up,Wishlist,False,False,Android,1
65,219,216,2025-08-15T00:00:00Z,,,142.37,162.39,Low,,Gift Ideas,False,False,Web,1
66,135,36,2025-06-08T00:00:00Z,,2025-10-05T00:00:00Z,1213.75,1147.32,High,Maybe later,Wishlist,True,True,iOS,2
67,288,43,2025-05-06T00:00:00Z,,,259.85,232.69,High,Treat myself,Future Purchases,False,False,Email Link,1
68,370,214,2025-04-20T00:00:00Z,,,316.55,276.15,Medium,,Dream Items,False,True,Android,1
69,249,71,2025-11-01T00:00:00Z,,,110.38,110.35,High,Birthday present,Wishlist,False,False,Android,1
70,271,467,2025-01-23T00:00:00Z,,2025-03-27T00:00:00Z,75.23,64.75,High,Office supplies,Gift Ideas,False,True,Web,2
71,184,470,2024-09-21T00:00:00Z,,,731.75,637.01,Low,Compare prices first,Future Purchases,False,False,Android,1
72,439,221,2024-09-05T00:00:00Z,,2025-07-02T00:00:00Z,126.36,139.0,High,,Wishlist,False,False,Mobile App,1
73,213,371,2024-04-27T00:00:00Z,,,345.81,306.46,Medium,For the kids,Wishlist,False,True,Web,3
74,431,288,2024-07-30T00:00:00Z,,,31.48,31.56,Medium,,Gift Ideas,False,False,Web,1
75,18,275,2025-09-18T00:00:00Z,,,47.51,49.06,High,Christmas gift,Wishlist,False,False,Android,1
76,486,159,2025-06-30T00:00:00Z,,,32.23,36.97,High,,Wishlist,False,False,Email Link,1
77,287,268,2024-05-18T00:00:00Z,,,254.98,236.21,Medium,Anniversary gift,Wishlist,False,False,Android,2
78,233,165,2025-04-30T00:00:00Z,,,133.28,135.25,Low,Treat myself,Future Purchases,True,True,Mobile App,1
79,320,242,2025-07-09T00:00:00Z,,,142.79,128.68,High,,Wishlist,True,True,QR Code,1
80,202,35,2025-07-11T00:00:00Z,,,601.24,643.67,Medium,,Wishlist,False,False,Web,1
81,261,346,2025-03-07T00:00:00Z,2025-04-23T00:00:00Z,,166.63,144.12,Medium,Compare prices first,Gift Ideas,True,True,Email Link,5
82,454,41,2025-05-08T00:00:00Z,,,199.76,192.63,Low,,Wishlist,False,False,Web,3
83,114,157,2024-06-15T00:00:00Z,,,278.27,243.44,Medium,Office supplies,Wishlist,True,True,Web,1
84,99,271,2024-05-13T00:00:00Z,,,119.77,127.29,Medium,Gift for mom,Future Purchases,False,True,Email Link,1
85,445,320,2024-08-12T00:00:00Z,,,219.51,212.33,Medium,Gift for mom,Future Purchases,True,True,Android,1
86,52,64,2024-09-13T00:00:00Z,,,25.71,26.91,Medium,,Future Purchases,True,True,Mobile App,1
87,296,219,2024-02-22T00:00:00Z,,,183.66,183.99,Medium,Home upgrade,Future Purchases,False,True,Mobile App,1
88,154,249,2025-12-16T00:00:00Z,,2025-12-21T00:00:00Z,144.56,148.21,Low,Gift for dad,Wishlist,False,False,Web,1
89,32,483,2025-06-14T00:00:00Z,,,1130.4,1002.14,High,,Gift Ideas,False,False,Web,1
90,91,20,2023-12-27T00:00:00Z,,,142.38,131.16,Medium,Wedding registry,Wishlist,False,False,iOS,1
91,446,35,2024-07-21T00:00:00Z,,,601.24,566.48,Low,Maybe later,Wishlist,False,True,Web,1
92,445,478,2025-09-16T00:00:00Z,,,215.05,230.67,Low,Wedding registry,Dream Items,False,False,Web,1
93,371,456,2025-06-22T00:00:00Z,,,184.36,178.43,High,Compare prices first,Wishlist,False,False,Social Media,1
94,185,101,2024-08-05T00:00:00Z,2024-10-24T00:00:00Z,,153.81,171.13,Low,,Gift Ideas,False,False,Web,1
95,272,491,2025-07-18T00:00:00Z,,2025-12-09T00:00:00Z,1003.62,1007.6,Medium,Home upgrade,Future Purchases,False,False,Mobile App,1
96,71,191,2024-07-01T00:00:00Z,,,856.4,844.65,Low,,Wishlist,False,False,iOS,2
97,359,276,2025-07-10T00:00:00Z,,2025-07-30T00:00:00Z,179.81,184.16,Medium,,Dream Items,False,False,Mobile App,1
98,62,185,2024-04-30T00:00:00Z,,,1590.04,1458.22,Low,,Gift Ideas,False,False,Web,1
99,339,221,2025-03-22T00:00:00Z,,,126.36,131.84,Medium,Christmas gift,Future Purchases,False,False,Android,1
100,140,124,2025-06-13T00:00:00Z,2025-07-08T00:00:00Z,,228.97,215.1,Low,,Gift Ideas,False,False,iOS,1
101,386,56,2025-03-13T00:00:00Z,,,409.39,462.59,Medium,Wait for sale,Future Purchases,False,True,iOS,1
102,420,404,2025-07-24T00:00:00Z,,,92.6,104.84,Medium,,Wishlist,False,False,Mobile App,1
103,369,496,2025-03-11T00:00:00Z,,,62.5,56.69,High,Maybe later,Wishlist,False,False,QR Code,1
104,49,479,2025-06-24T00:00:00Z,,,218.28,222.24,Medium,,Wishlist,False,False,Android,1
105,224,308,2024-07-11T00:00:00Z,,,565.9,540.81,High,,Wishlist,False,False,Web,1
106,75,480,2025-06-05T00:00:00Z,,2025-07-06T00:00:00Z,53.57,53.64,Medium,,Wishlist,False,False,Android,1
107,411,332,2025-04-04T00:00:00Z,,,33.87,38.22,Medium,,Gift Ideas,False,False,Social Media,1
108,177,434,2025-05-13T00:00:00Z,,2025-06-25T00:00:00Z,521.01,484.03,Low,Office supplies,Gift Ideas,False,True,iOS,1
109,206,154,2025-10-11T00:00:00Z,,,382.99,404.38,Medium,Back to school,Gift Ideas,False,False,Web,1
110,417,425,2024-02-12T00:00:00Z,2024-06-16T00:00:00Z,,177.51,196.06,Medium,Compare prices first,Wishlist,False,False,Web,1
111,153,326,2025-07-23T00:00:00Z,2025-10-25T00:00:00Z,,698.87,716.4,Medium,,Gift Ideas,False,False,iOS,3
112,82,298,2024-11-04T00:00:00Z,,,1679.84,1431.78,Low,Need to save up,Future Purchases,True,True,Social Media,3
113,241,383,2024-08-05T00:00:00Z,,,546.58,542.32,Medium,Wedding registry,Wishlist,True,True,iOS,1
114,63,226,2025-07-10T00:00:00Z,2025-09-26T00:00:00Z,,621.86,656.86,Low,Wedding registry,Future Purchases,False,False,Web,2
115,260,22,2025-12-22T00:00:00Z,,,62.07,70.78,Medium,,Gift Ideas,False,False,Social Media,2
116,117,231,2025-09-29T00:00:00Z,,,1649.89,1598.02,Medium,Maybe later,Wishlist,False,True,Email Link,1
117,327,269,2024-01-05T00:00:00Z,,2024-03-06T00:00:00Z,249.37,226.85,High,Compare prices first,Wishlist,False,False,Web,1
118,298,264,2024-03-20T00:00:00Z,,2024-08-14T00:00:00Z,642.32,655.59,Low,Treat myself,Wishlist,False,False,QR Code,4
119,85,303,2025-12-10T00:00:00Z,,,67.5,60.2,High,,Wishlist,False,False,Android,1
120,18,428,2025-10-21T00:00:00Z,2025-10-30T00:00:00Z,,379.16,345.71,High,Wait for sale,Future Purchases,False,False,Social Media,1
121,443,303,2024-04-03T00:00:00Z,2024-08-16T00:00:00Z,,67.5,58.63,High,,Future Purchases,False,False,Android,2
122,119,400,2025-03-22T00:00:00Z,,2025-12-04T00:00:00Z,94.03,107.28,Medium,Gift for mom,Future Purchases,False,False,Social Media,1
123,426,92,2025-02-25T00:00:00Z,,2025-06-25T00:00:00Z,476.17,468.53,High,,Wishlist,True,True,Social Media,1
124,353,182,2024-11-12T00:00:00Z,,,488.84,532.99,Medium,Need to save up,Wishlist,False,False,Android,1
125,168,244,2025-09-18T00:00:00Z,,,738.47,644.2,Low,Christmas gift,Dream Items,False,False,Android,1
126,145,162,2025-08-22T00:00:00Z,,,2036.98,2058.07,Medium,,Gift Ideas,False,False,Social Media,2
127,96,159,2025-06-01T00:00:00Z,,,32.23,29.65,Medium,,Future Purchases,False,False,Web,1
128,496,47,2025-09-26T00:00:00Z,2025-10-11T00:00:00Z,,85.17,95.94,Low,Anniversary gift,Wishlist,False,False,iOS,1
129,38,19,2025-05-24T00:00:00Z,,,219.56,190.65,Medium,Housewarming gift,Gift Ideas,True,True,Web,1
130,88,473,2025-03-15T00:00:00Z,,,309.25,270.75,High,Birthday present,Dream Items,False,False,Email Link,2
131,409,401,2024-05-30T00:00:00Z,2024-06-22T00:00:00Z,,116.12,128.25,High,Maybe later,Wishlist,False,False,Web,1
132,437,375,2025-06-05T00:00:00Z,2025-08-03T00:00:00Z,,38.81,33.84,Medium,,Wishlist,False,False,iOS,1
133,19,81,2025-08-28T00:00:00Z,2025-12-05T00:00:00Z,,123.92,125.27,High,,Wishlist,False,True,Social Media,1
134,180,190,2024-01-30T00:00:00Z,,,130.25,133.97,Low,,Future Purchases,False,True,Web,2
135,24,143,2024-08-09T00:00:00Z,,,618.02,601.71,High,Birthday present,Future Purchases,True,True,Web,1
136,430,359,2024-03-10T00:00:00Z,,,1029.18,1090.67,Low,Back to school,Gift Ideas,False,False,Web,1
137,270,408,2025-05-17T00:00:00Z,,,582.48,594.92,Medium,Home upgrade,Future Purchases,False,False,Email Link,1
138,457,11,2024-12-11T00:00:00Z,,,496.19,542.26,Low,,Gift Ideas,False,False,Web,1
139,223,16,2024-02-10T00:00:00Z,2024-02-25T00:00:00Z,,692.72,701.28,High,Need to save up,Future Purchases,False,False,Email Link,1
140,45,87,2025-08-23T00:00:00Z,,,23.29,25.18,High,Need to save up,Wishlist,False,False,Email Link,1
141,423,110,2025-11-18T00:00:00Z,2025-12-24T00:00:00Z,,534.23,547.99,Medium,,Wishlist,False,True,Social Media,2
142,143,107,2025-03-25T00:00:00Z,,,84.07,74.69,Medium,,Wishlist,False,False,iOS,1
143,464,74,2025-06-07T00:00:00Z,,,746.97,837.62,Low,Gift for mom,Wishlist,False,False,iOS,1
144,341,256,2024-03-16T00:00:00Z,,,473.23,426.17,Low,,Wishlist,False,True,iOS,1
145,206,430,2025-07-21T00:00:00Z,,,574.94,517.63,High,,Future Purchases,False,False,Web,1
146,203,134,2024-02-03T00:00:00Z,,,82.81,84.79,Medium,Gift for mom,Wishlist,False,False,Web,1
147,469,155,2024-10-10T00:00:00Z,,,2193.18,2439.54,Medium,Treat myself,Gift Ideas,False,True,iOS,1
148,80,487,2025-10-22T00:00:00Z,2025-11-20T00:00:00Z,,424.39,430.06,Medium,,Wishlist,True,True,Email Link,1
149,341,34,2024-03-17T00:00:00Z,,,946.98,962.91,Medium,Christmas gift,Wishlist,True,True,Mobile App,2
150,137,17,2025-12-23T00:00:00Z,2025-12-25T00:00:00Z,,50.12,56.82,Medium,Need to save up,Wishlist,False,False,Mobile App,1
151,14,246,2025-02-05T00:00:00Z,2025-08-02T00:00:00Z,,709.94,652.64,Medium,,Wishlist,False,False,Social Media,2
152,227,296,2025-08-17T00:00:00Z,,,1627.17,1413.99,Medium,For the kids,Wishlist,False,False,Android,1
153,140,153,2025-08-22T00:00:00Z,,,432.84,393.04,High,Gift for mom,Gift Ideas,False,True,Mobile App,1
154,176,113,2025-05-13T00:00:00Z,,2025-11-29T00:00:00Z,206.93,205.28,Medium,,Gift Ideas,False,False,iOS,2
155,193,194,2025-06-09T00:00:00Z,,,339.09,310.97,Low,Back to school,Wishlist,False,False,Android,2
156,431,200,2024-11-01T00:00:00Z,,,899.94,829.2,High,,Gift Ideas,False,False,QR Code,1
157,299,75,2025-11-12T00:00:00Z,,,339.97,347.02,Medium,Office supplies,Future Purchases,False,False,Email Link,3
158,67,414,2025-02-05T00:00:00Z,,,340.19,345.07,Medium,Wait for sale,Future Purchases,False,False,Web,1
159,476,213,2024-09-01T00:00:00Z,,2024-12-02T00:00:00Z,61.84,67.7,High,,Wishlist,False,False,Web,1
160,117,47,2025-10-14T00:00:00Z,,,85.17,75.82,High,Gift for mom,Wishlist,False,False,QR Code,1
161,28,420,2024-07-24T00:00:00Z,,2024-12-22T00:00:00Z,348.82,397.54,High,,Wishlist,False,False,Email Link,1
162,162,486,2024-08-11T00:00:00Z,2025-01-09T00:00:00Z,,415.81,431.11,Medium,Maybe later,Wishlist,False,False,Web,1
163,310,104,2025-10-12T00:00:00Z,,,32.71,34.52,Low,,Wishlist,True,True,Web,1
164,371,106,2024-04-30T00:00:00Z,,2025-02-26T00:00:00Z,1032.83,989.41,Medium,,Dream Items,False,False,Web,1
165,372,230,2024-08-10T00:00:00Z,,,485.5,480.61,Low,,Future Purchases,False,False,iOS,2
166,107,381,2024-03-02T00:00:00Z,,,453.14,431.82,High,Gift for dad,Dream Items,False,False,iOS,1
167,303,401,2024-11-11T00:00:00Z,,,116.12,104.27,Low,For the kids,Wishlist,False,False,Web,2
168,65,439,2024-02-28T00:00:00Z,,2024-04-05T00:00:00Z,248.98,231.63,Medium,Wait for sale,Wishlist,False,False,Mobile App,4
169,455,257,2025-09-08T00:00:00Z,2025-12-20T00:00:00Z,,298.33,284.84,Medium,Wait for sale,Wishlist,False,True,Web,1
170,179,477,2024-11-26T00:00:00Z,,,75.86,71.05,Medium,Gift for mom,Wishlist,False,True,Social Media,3
171,275,436,2024-12-07T00:00:00Z,,,80.51,71.78,Low,,Gift Ideas,False,True,Web,1
172,78,324,2024-05-18T00:00:00Z,,,69.69,62.59,Low,,Wishlist,False,True,Mobile App,1
173,173,16,2024-02-10T00:00:00Z,,,692.72,634.24,Medium,Gift for dad,Wishlist,False,False,iOS,2
174,266,419,2025-02-26T00:00:00Z,2025-06-26T00:00:00Z,,45.56,47.52,Medium,Home upgrade,Dream Items,False,False,Social Media,1
175,327,467,2024-10-05T00:00:00Z,,,75.23,68.24,High,Christmas gift,Gift Ideas,False,False,Web,1
176,327,276,2025-04-28T00:00:00Z,2025-07-14T00:00:00Z,,179.81,180.3,Low,,Gift Ideas,False,False,Mobile App,1
177,3,269,2024-10-09T00:00:00Z,,,249.37,229.31,Medium,Back to school,Wishlist,True,True,Social Media,1
178,171,133,2025-06-11T00:00:00Z,2025-07-13T00:00:00Z,,81.01,72.59,High,,Wishlist,False,False,Android,1
179,92,292,2025-04-21T00:00:00Z,,,66.9,57.26,Medium,Housewarming gift,Future Purchases,False,True,Mobile App,1
180,329,475,2025-04-15T00:00:00Z,2025-07-07T00:00:00Z,,1839.85,1855.67,Medium,,Wishlist,True,True,iOS,1
181,463,85,2025-10-08T00:00:00Z,2025-12-08T00:00:00Z,,191.07,184.17,High,Housewarming gift,Wishlist,False,True,QR Code,1
182,318,222,2025-08-17T00:00:00Z,,2025-10-03T00:00:00Z,668.94,629.17,Low,Gift for dad,Wishlist,False,True,Social Media,3
183,48,171,2025-05-08T00:00:00Z,,2025-08-05T00:00:00Z,263.42,234.07,Medium,,Wishlist,False,False,Android,2
184,39,97,2025-11-17T00:00:00Z,,2025-11-18T00:00:00Z,122.94,118.07,Medium,Maybe later,Wishlist,False,False,Web,1
185,70,394,2025-03-16T00:00:00Z,2025-04-06T00:00:00Z,,238.97,252.4,Medium,,Wishlist,True,True,Mobile App,1
186,224,493,2025-07-25T00:00:00Z,,,369.54,359.5,High,For the kids,Wishlist,False,True,Android,1
187,178,377,2024-12-07T00:00:00Z,,,776.78,782.95,Medium,,Wishlist,True,True,Mobile App,1
188,194,28,2024-02-22T00:00:00Z,,2024-09-15T00:00:00Z,298.62,271.85,Medium,Treat myself,Future Purchases,False,False,Android,1
189,142,326,2025-12-09T00:00:00Z,,,698.87,595.59,Low,,Wishlist,True,True,Mobile App,1
190,386,394,2024-06-23T00:00:00Z,,,238.97,218.51,Medium,Back to school,Wishlist,True,True,Mobile App,1
191,328,370,2024-10-03T00:00:00Z,2025-01-13T00:00:00Z,,256.71,286.56,High,Anniversary gift,Wishlist,False,False,Web,1
192,193,63,2025-12-22T00:00:00Z,,2025-12-25T00:00:00Z,406.16,393.8,Medium,Maybe later,Dream Items,False,False,Web,1
193,358,121,2025-03-22T00:00:00Z,,,707.62,774.98,Medium,Need to save up,Wishlist,False,False,Web,3
194,322,171,2025-09-26T00:00:00Z,2025-12-14T00:00:00Z,,263.42,245.27,High,For the kids,Wishlist,False,False,Web,1
195,263,44,2025-08-24T00:00:00Z,,2025-11-15T00:00:00Z,326.93,327.6,Medium,Need to save up,Dream Items,False,False,Social Media,1
196,224,380,2025-04-27T00:00:00Z,,,729.31,655.43,Medium,,Wishlist,False,False,Mobile App,2
197,284,404,2025-09-09T00:00:00Z,,,92.6,103.93,Medium,Need to save up,Future Purchases,True,True,Web,1
198,425,31,2025-08-14T00:00:00Z,2025-09-21T00:00:00Z,,51.19,53.44,Medium,,Wishlist,False,False,iOS,1
199,266,443,2024-01-28T00:00:00Z,,2024-10-07T00:00:00Z,2097.24,2402.6,Medium,Gift for dad,Wishlist,False,False,QR Code,1
200,356,380,2025-02-01T00:00:00Z,,,729.31,818.7,Medium,,Wishlist,False,True,Email Link,1
201,454,487,2024-01-13T00:00:00Z,,,424.39,480.56,Medium,Compare prices first,Future Purchases,False,False,Mobile App,1
202,459,497,2025-12-20T00:00:00Z,,2025-12-22T00:00:00Z,298.38,257.46,Medium,,Wishlist,False,False,Android,1
203,457,396,2024-10-10T00:00:00Z,,2025-03-22T00:00:00Z,81.59,93.0,Low,Gift for mom,Dream Items,True,True,Social Media,1
204,463,148,2024-07-06T00:00:00Z,,,317.46,342.83,Medium,,Gift Ideas,False,False,Social Media,3
205,206,218,2024-11-14T00:00:00Z,,,500.46,484.79,Medium,,Wishlist,False,False,Web,1
206,64,462,2024-11-19T00:00:00Z,2025-03-24T00:00:00Z,,251.66,247.78,Medium,Christmas gift,Future Purchases,False,False,Social Media,1
207,159,211,2025-12-13T00:00:00Z,,,85.31,90.39,High,,Gift Ideas,True,True,Email Link,1
208,302,29,2025-10-10T00:00:00Z,2025-11-30T00:00:00Z,,129.61,136.2,Medium,,Wishlist,True,True,Android,1
209,286,107,2024-03-04T00:00:00Z,,,84.07,71.6,High,,Gift Ideas,False,False,Mobile App,2
210,232,87,2024-11-12T00:00:00Z,,,23.29,23.79,High,Compare prices first,Gift Ideas,False,False,Mobile App,1
211,389,75,2025-08-24T00:00:00Z,,,339.97,368.2,Medium,,Gift Ideas,False,False,iOS,1
212,103,188,2025-08-23T00:00:00Z,,,960.8,1001.28,Low,,Gift Ideas,False,False,Web,1
213,32,306,2024-10-24T00:00:00Z,,,98.25,91.34,High,,Wishlist,False,False,iOS,2
214,288,367,2025-06-12T00:00:00Z,,,383.26,419.85,Medium,,Future Purchases,True,True,iOS,1
215,231,9,2025-12-07T00:00:00Z,,,564.82,546.87,Low,,Future Purchases,False,False,Web,1
216,56,471,2025-04-27T00:00:00Z,,,403.72,421.41,High,,Wishlist,False,True,Web,1
217,38,142,2025-11-12T00:00:00Z,,,174.48,171.3,Medium,Wait for sale,Gift Ideas,True,True,Mobile App,1
218,383,461,2024-08-17T00:00:00Z,,,711.37,735.06,High,Wait for sale,Gift Ideas,True,True,Email Link,4
219,376,458,2025-08-14T00:00:00Z,,,113.9,112.58,Low,,Dream Items,True,True,Android,1
220,438,340,2025-01-18T00:00:00Z,2025-04-12T00:00:00Z,,1050.39,1163.0,Medium,Housewarming gift,Wishlist,False,True,iOS,1
221,476,104,2024-05-22T00:00:00Z,,,32.71,32.39,Medium,Birthday present,Wishlist,False,True,Mobile App,1
222,223,429,2024-08-02T00:00:00Z,2024-10-31T00:00:00Z,,25.2,24.7,Low,,Wishlist,False,False,Web,1
223,173,85,2025-06-18T00:00:00Z,,,191.07,175.44,High,,Dream Items,False,False,Mobile App,2
224,73,415,2025-09-01T00:00:00Z,,,158.1,163.78,Low,Birthday present,Gift Ideas,True,True,Android,1
225,482,61,2024-07-15T00:00:00Z,,,57.63,51.38,Medium,,Wishlist,False,False,Web,1
226,333,395,2025-11-30T00:00:00Z,,,355.98,333.21,Low,Wait for sale,Dream Items,False,False,iOS,1
227,196,449,2025-10-07T00:00:00Z,,,392.03,368.28,Medium,,Wishlist,False,False,Social Media,2
