session_ref,user_id,start_timestamp,end_timestamp,session_duration_sec,device_category,browser_name,traffic_source,geo_country,entry_page,exit_page,page_views,products_browsed,visitor_type,bounce_session,purchase_made,cart_abandoned,cart_items_count,session_revenue
210eda6f-7fd8-49aa-ad97-649c6e82c3f3,246,2023-05-22T16:12:53Z,2023-05-22T16:13:31Z,38,Mobile,Opera,Direct,CA,/blog,/help,3,1,New,False,False,False,0,0.0
01393d40-1e9e-4918-afd4-770a00464800,185,2019-10-01T12:48:57Z,2019-10-01T12:49:18Z,21,Tablet,Edge,Organic Search,US,/products/category/sports,/order/success,4,0,Returning,False,False,False,0,0.0
a20cca5f-8acc-4b19-bbe7-d3e956537afb,277,2023-09-19T21:46:22Z,2023-09-19T21:51:20Z,298,Tablet,Firefox,Email,US,/products/category/sports,/help,10,0,New,False,False,False,0,0.0
13835a7b-4fb5-420a-833b-f3c0e8c1fba7,25,2025-12-13T19:27:51Z,2025-12-13T19:53:21Z,1530,Tablet,Opera,Direct,US,/sale,/products,6,5,New,False,False,True,5,0.0
a9347d8f-9561-4f35-abe9-f1473deb16bd,17,2022-10-12T15:54:39Z,2022-10-12T15:55:26Z,47,Desktop,Safari,Paid Search,US,/products/category/clothing,/blog,5,4,Returning,False,False,False,0,0.0
8b46bab4-d60e-46ca-b2d7-6672f7866640,447,2023-01-10T05:11:03Z,2023-01-10T05:11:21Z,18,Mobile,Opera,Organic Search,US,/products/category/sports,/products/category/sports,1,0,Returning,True,False,False,0,0.0
fc1d25b1-616a-4234-a14a-cffc7d73241e,186,2024-10-20T20:01:50Z,2024-10-20T20:11:31Z,581,Wearable,Chrome,Social Media,US,/home,/account,13,3,New,False,False,False,0,0.0
7eaa6017-c071-4c53-8b28-9075b3209167,74,2025-12-16T19:51:22Z,2025-12-16T20:23:29Z,1927,Mobile,Samsung Browser,Email,AU,/about,/checkout,15,5,New,False,False,False,0,0.0
4e1c5abd-672d-492e-91b7-1806cb1d6a7c,273,2021-07-17T00:30:55Z,2021-07-17T00:31:12Z,17,Tablet,Safari,Organic Search,US,/contact,/account/orders,5,3,New,False,False,False,0,0.0
1fbc3c6d-45b5-4b4d-8505-a8bf92889706,61,2024-03-31T19:49:50Z,2024-03-31T20:23:04Z,1994,Wearable,Chrome,Organic Search,CA,/account/register,/contact,58,46,New,False,False,False,0,0.0
c3b101a7-d24d-4347-99be-f67cf6a53adc,427,2021-02-22T16:20:16Z,2021-02-22T16:21:02Z,46,Desktop,Chrome,Email,US,/search,/checkout/confirmation,4,3,New,False,False,False,0,0.0
011dd2cd-685f-4529-88c4-2c6de01f5272,221,2025-07-27T01:26:58Z,2025-07-27T01:29:39Z,161,Tablet,Firefox,Organic Search,US,/products,/checkout,9,2,New,False,False,True,1,0.0
a0a4c46b-ecea-4e99-9731-dd6b3b62203d,430,2025-07-16T14:46:52Z,2025-07-16T14:52:53Z,361,Desktop,Firefox,Direct,US,/blog/post/summer-deals,/,12,4,New,False,False,False,0,0.0
c08baf64-eec4-4b5e-8bee-e406683f7f4f,493,2024-05-09T13:41:21Z,2024-05-09T14:11:22Z,1801,Desktop,Chrome,Social Media,US,/home,/home,19,5,New,False,False,False,0,0.0
213bd20e-b56d-4c2a-bdc0-a32e347aadaf,372,2025-03-18T05:25:47Z,2025-03-18T06:17:47Z,3120,Desktop,Chrome,Direct,US,/search,/products,69,28,New,False,False,False,0,0.0
6a617eee-e1be-43ef-83cf-0b1d7fa6421d,221,2023-08-25T20:28:11Z,2023-08-25T20:30:30Z,139,Wearable,Chrome,Email,US,/account/login,/account,10,8,Returning,False,False,False,0,0.0
cfbf9b19-1bf2-4903-8537-5b76ef97aa72,316,2020-02-10T15:01:20Z,2020-02-10T15:12:43Z,683,Desktop,Safari,Organic Search,CA,/products/category/sports,/help,11,8,New,False,False,False,0,0.0
01913a9b-3a61-4403-b749-a08ca0f2d2db,275,2018-11-01T00:05:55Z,2018-11-01T00:08:16Z,141,Mobile,Opera,Paid Search,CA,/products,/account,4,0,New,False,False,False,0,0.0
100c8304-b13a-44a1-8122-8f8356446a18,287,2025-12-01T13:44:39Z,2025-12-01T14:43:49Z,3550,Desktop,Chrome,Paid Search,US,/account/login,/,22,16,New,False,False,False,0,0.0
6dcb654e-14f4-47f8-bd16-bb4e0731b317,4,2025-12-10T13:03:05Z,2025-12-10T13:58:46Z,3341,Mobile,Chrome,Organic Search,US,/blog,/checkout,38,30,New,False,False,False,0,0.0
2913d0e4-4695-4180-9c54-1c6ad81ecbdb,291,2022-02-16T15:27:42Z,2022-02-16T16:12:30Z,2688,Desktop,Safari,Social Media,US,/account/register,/help,50,2,New,False,False,False,0,0.0
a8898a2b-224a-4163-b82f-af8d3f072994,414,2024-12-13T02:10:52Z,2024-12-13T02:19:28Z,516,Mobile,Firefox,Paid Search,US,/products/category/electronics,/order/success,15,2,New,False,False,False,0,0.0
c6549fad-07bb-45ec-9562-d28fb2eb1dcf,169,2020-11-07T06:14:38Z,2020-11-07T06:28:44Z,846,Mobile,Samsung Browser,Email,US,/account/register,/order/thank-you,25,2,New,False,False,False,0,0.0
aaa02ec6-c6a1-4b5d-b3db-ce6ca76199b0,144,2025-09-12T13:50:22Z,2025-09-12T14:00:03Z,581,Desktop,Chrome,Organic Search,US,/products/category/clothing,/cart,10,0,New,False,False,False,0,0.0
1b5f799a-c87d-448d-ad51-b31186f71ab0,497,2024-03-12T02:27:19Z,2024-03-12T02:55:51Z,1712,Mobile,Firefox,Organic Search,US,/search,/returns,17,2,New,False,False,False,0,0.0
3f5c2e82-76de-42f0-a3fb-6c62b35f9073,324,2022-01-22T13:55:26Z,2022-01-22T14:26:16Z,1850,Desktop,Chrome,Direct,US,/bestsellers,/blog,37,32,New,False,False,False,0,0.0
7d4e8146-5adf-4260-8545-3baeafa1c54e,14,2021-11-07T00:00:23Z,2021-11-07T00:06:28Z,365,Tablet,Chrome,Paid Search,GB,/products/category/electronics,/order/success,10,3,Returning,False,False,False,0,0.0
e05ccb48-f743-4084-8c7e-044121579a6b,186,2022-11-19T22:36:34Z,2022-11-19T23:02:30Z,1556,Desktop,Safari,Organic Search,US,/home,/order/success,8,6,Returning,False,False,False,0,0.0
e93db1a2-c708-478a-823f-d4a7c1880564,72,2025-10-19T01:04:15Z,2025-10-19T01:17:17Z,782,Desktop,Safari,Display Ads,US,/new-arrivals,/order/thank-you,10,4,New,False,True,False,3,180.01
73751dc0-8cc1-41de-add1-3d41cf67b5fc,282,2025-10-13T14:47:05Z,2025-10-13T14:56:02Z,537,Tablet,Edge,Organic Search,US,/contact,/account/orders,10,4,Returning,False,False,False,0,0.0
85d78923-2a00-4beb-8861-1385e396bc56,285,2024-06-15T13:35:40Z,2024-06-15T13:41:14Z,334,Desktop,Firefox,Social Media,US,/products/category/home-garden,/checkout/confirmation,10,0,New,False,False,False,0,0.0
6db97e1f-cae4-4bdf-ac9a-1825530963a5,42,2025-12-17T09:38:54Z,2025-12-17T09:41:07Z,133,Desktop,Opera,Email,US,/blog,/blog,15,12,New,False,False,False,0,0.0
b55664d6-4ab6-4d68-9caf-44d7aec49fc3,366,2018-09-06T02:02:46Z,2018-09-06T02:31:39Z,1733,Desktop,Edge,Organic Search,US,/products/category/sports,/order/thank-you,9,2,New,False,False,False,0,0.0
c75ff561-cc81-450c-97ed-d82a2897de4b,408,2025-11-14T13:53:52Z,2025-11-14T14:07:39Z,827,Mobile,Samsung Browser,Direct,US,/search,/checkout,10,1,New,False,False,True,1,0.0
f171ad6d-d60b-486a-9b4a-9cf53ab6aa4d,66,2025-08-08T08:16:30Z,2025-08-08T08:18:49Z,139,Mobile,Edge,Direct,US,/new-arrivals,/checkout/confirmation,15,14,New,False,True,False,3,352.48
29b3b8c2-2466-457c-8db1-bba6b0171cf7,322,2025-12-10T21:28:11Z,2025-12-11T00:27:42Z,10771,Wearable,Chrome,Email,US,/products/category/clothing,/order/success,89,47,New,False,True,False,8,310.99
bf883ac6-17df-47bc-99c9-e4283718b60a,333,2025-08-06T12:36:59Z,2025-08-06T12:37:22Z,23,Mobile,Safari,Organic Search,US,/blog,/blog,1,0,New,True,False,False,0,0.0
0210ca5d-d5f1-42f9-bfe6-251041fe5a4d,481,2020-06-12T20:53:52Z,2020-06-12T20:54:48Z,56,Mobile,Chrome,Organic Search,CA,/blog,/products,5,1,New,False,False,True,1,0.0
56f23f92-5083-4b84-a01f-c8cd6ad22690,474,2025-11-15T23:23:33Z,2025-11-15T23:27:14Z,221,Desktop,Chrome,Paid Search,US,/products/category/home-garden,/cart,4,2,New,False,False,True,2,0.0
9580e7ff-98fb-489f-9bd2-3918f6fa5873,392,2021-04-20T05:39:34Z,2021-04-20T06:08:47Z,1753,Tablet,Edge,Direct,US,/,/products,22,12,New,False,False,True,4,0.0
3fa032d7-6c97-413f-881c-8ca4266592f8,157,2024-03-05T09:27:59Z,2024-03-05T09:28:27Z,28,Mobile,Samsung Browser,Direct,US,/search,/products,4,1,Returning,False,False,True,1,0.0
f904b442-0041-409b-aa46-b0f7948520b5,276,2025-06-11T23:44:51Z,2025-06-11T23:46:56Z,125,Mobile,Samsung Browser,Organic Search,US,/blog/post/summer-deals,/help,8,4,New,False,False,False,0,0.0
80fa4aed-ce5c-418a-9aaa-ca446f96017e,51,2025-04-02T22:24:28Z,2025-04-02T22:31:50Z,442,Desktop,Chrome,Direct,CA,/about,/products,6,0,Returning,False,False,False,0,0.0
c6637b4f-605a-4d9c-9652-01fe859c3273,50,2025-12-19T04:07:56Z,2025-12-19T04:18:03Z,607,Mobile,Samsung Browser,Organic Search,US,/account/register,/order/success,20,17,New,False,True,False,8,311.42
04fb33fb-23cc-4d44-9a82-55bdcf7f1b31,167,2023-06-04T01:45:33Z,2023-06-04T02:04:09Z,1116,Mobile,Opera,Direct,US,/contact,/products,18,6,Returning,False,False,False,0,0.0
fbf370ee-2572-443d-96d4-3ffa417bdc0d,138,2025-04-27T07:19:55Z,2025-04-27T07:20:02Z,7,Mobile,Safari,Organic Search,US,/about,/about,1,0,New,True,False,False,0,0.0
635a3d00-e3be-41ee-80b5-3e3036595424,482,2024-04-21T03:50:08Z,2024-04-21T04:14:33Z,1465,Mobile,Samsung Browser,Organic Search,US,/home,/blog,9,0,New,False,False,False,0,0.0
07fcaf3a-d164-4e9d-a4ea-b1cdce2c6f90,55,2020-08-12T23:54:02Z,2020-08-13T00:47:41Z,3219,Mobile,Chrome,Display Ads,US,/products/category/clothing,/checkout,41,13,New,False,False,False,0,0.0
2517f2e7-f367-4405-bf1f-9938284e9bd8,453,2021-10-06T13:54:00Z,2021-10-06T15:57:22Z,7402,Tablet,Opera,Organic Search,US,/home,/cart,16,11,New,False,False,False,0,0.0
a37f8544-c73f-48e5-9a45-30f3ed4036b4,452,2022-08-01T10:11:02Z,2022-08-01T10:11:26Z,24,Mobile,Opera,Organic Search,US,/blog,/blog,1,0,New,True,False,False,0,0.0
0cb363d7-ba05-42e2-932e-38de253a04e0,62,2024-07-10T22:40:59Z,2024-07-10T22:47:42Z,403,Tablet,Firefox,Direct,CA,/search,/products/category/clothing,6,2,New,False,False,False,0,0.0
32a6c0bb-1d04-4aaa-a72d-7e6b04c5ba39,225,2025-10-01T06:57:47Z,2025-10-01T07:06:07Z,500,Mobile,Edge,Organic Search,US,/account/login,/products,15,9,Returning,False,False,True,8,0.0
b1f8bedb-1c02-4233-9715-11b067bc2b57,328,2025-10-11T11:52:41Z,2025-10-11T12:04:33Z,712,Desktop,Chrome,Social Media,US,/contact,/checkout,17,2,New,False,False,True,2,0.0
c2b1ce41-b0d3-45fa-b631-32c362d6a697,431,2023-03-17T15:16:12Z,2023-03-17T15:17:05Z,53,Tablet,Safari,Paid Search,US,/sale,/checkout,2,1,New,False,False,True,1,0.0
926da0c0-030a-466a-afff-33609f13c054,131,2024-11-30T04:09:26Z,2024-11-30T04:09:59Z,33,Desktop,Opera,Referral,US,/products/category/clothing,/help,4,1,New,False,False,False,0,0.0
57b38649-ace7-402f-bbf8-4f0d11298245,404,2025-07-08T04:28:41Z,2025-07-08T04:54:12Z,1531,Mobile,Samsung Browser,Direct,US,/products/category/home-garden,/products,23,4,New,False,False,False,0,0.0
ac4f88ce-f7b9-4655-a1cf-a6c0ff5b0804,336,2025-12-02T09:35:44Z,2025-12-02T09:40:05Z,261,Desktop,Chrome,Organic Search,US,/sale,/help,13,4,Returning,False,False,False,0,0.0
85ab9778-262f-45f1-874b-a6cc34691bed,351,2024-10-22T02:32:34Z,2024-10-22T02:33:25Z,51,Desktop,Chrome,Social Media,US,/products/category/electronics,/products,2,1,Returning,False,False,False,0,0.0
85cccf90-21e8-4236-ad93-92dd2a6313c1,206,2025-06-20T13:58:00Z,2025-06-20T13:59:29Z,89,Mobile,Firefox,Direct,US,/,/checkout/confirmation,5,0,New,False,False,False,0,0.0
c35f5d51-6ae4-4d06-958f-45ba3386cdb1,51,2024-07-31T10:00:11Z,2024-07-31T10:52:59Z,3168,Tablet,Chrome,Social Media,CA,/blog,/checkout,45,36,Returning,False,False,True,2,0.0
c0ac79a0-d6a3-46ff-817d-cf478ae54b97,415,2024-11-23T23:49:22Z,2024-11-24T00:34:32Z,2710,Mobile,Edge,Direct,US,/contact,/products/category/clothing,84,40,New,False,False,False,0,0.0
174d9777-346d-40f8-86b7-e77f4107a05b,396,2023-01-07T11:06:34Z,2023-01-07T11:06:45Z,11,Desktop,Safari,Social Media,US,/account/register,/products/category/electronics,4,0,New,False,False,False,0,0.0
c8a10f33-cd97-43a9-aaf9-d1fbae216b36,450,2020-02-19T01:58:00Z,2020-02-19T02:10:59Z,779,Tablet,Samsung Browser,Organic Search,US,/sale,/help,24,13,New,False,False,False,0,0.0
d1ce3c31-671f-42f7-b9a6-5ab812d88548,115,2024-05-14T15:41:36Z,2024-05-14T15:42:05Z,29,Mobile,Edge,Direct,CA,/sale,/sale,1,1,New,True,False,False,0,0.0
cadb816c-8ecd-4dae-8d81-4e51d36646ab,298,2022-11-08T22:58:34Z,2022-11-08T22:59:27Z,53,Mobile,Safari,Organic Search,US,/products/category/electronics,/checkout,5,3,New,False,False,True,3,0.0
0a7f6ecf-fa37-4789-b66f-9c65eb5c6373,148,2016-11-18T03:06:22Z,2016-11-18T03:08:52Z,150,Desktop,Opera,Email,US,/products,/products/category/electronics,6,0,New,False,False,False,0,0.0
