order_item_id,order_id,product_id,discount_amount,product_cost,quantity
659,ORD_1054,PROD_1139,  9.39  ,  68.31  ,47.18
4578,ORD_2534,PROD_1570,  0  ,142.71,105.41
613,ORD_245,  PROD_1008  ,0,104.62,19.15
3125,ORD_461,PROD_9999,-12.62,,0
1325,ORD_2010,PROD_1213,,,0
819,ORD_167,PROD_1008,0,113.46,
2876,  ORD_1436  ,PROD_1254,0,63.87,
681,ORD_1391,prod_1830,0,  73.21  ,
3761,ORD_1746,PROD_1963,18.79,66.69,17.52
,,,,,
2183,ORD_1327,PROD_1017,0,21.22,9.27
1716,ORD_2569,  PROD_1232  ,10.12,19.46,11.88
730,ORD_350,,,Unknown,
2698,ORD_1249,PROD_1413,6.19,45.56,5.27
  3673  ,ORD_1062,PROD_1897,139.45,58.87,
4855,ORD_1190,PROD_1010,0,42.63,9.8
1816,ORD_611,PROD_1302,0,145.7,18.74
1846,ORD_1286,  PROD_1516  ,71.94,191.43,
264,ORD_2153,PROD_1960,0,14.15,
4852,ORD_836,  PROD_1147  ,49.31,135.55,51.05
2372,ORD_1021,PROD_1280,33.22,138.95,116.75
3355,ORD_128,PROD_1524,,,
2974,ORD_2134,PROD_1223,0,236.54,
2577,ORD_840,  PROD_1003  ,0,164.02,27.53
4392,ORD_148,PROD_1453,0,276.53,47.51
4162,ORD_1457,PROD_1009,49.35,269.93,
  4579  ,ORD_1128,PROD_1013,0,94.16,23.44
2785,  ORD_878  ,PROD_1874,0,149.21,
155,  ORD_1194  ,PROD_9999,-1.86,0,0
1415,ORD_294,PROD_1909,  0  ,230.78,
2416,ORD_1439,PROD_1866,0,123.42,24.41
310,ORD_427,PROD_1061,,,
367,ORD_469,PROD_1628,0,126.1,33.09
1516,ORD_634,PROD_1004,0,9.04,1.38
1927,ORD_474,PROD_1964,0,54.35,36.61
3036,ORD_2327,PROD_1009,62.98,265.37,
3089,ORD_1726,PROD_1502,0,16.2,
3705,ORD_1062,PROD_1017,,,0
4655,ORD_2543,PROD_1310,0,72.47,
2919,ORD_2268,PROD_1018,316.18,215.47,
4544,ORD_1435,PROD_1772,25.91,74.71,38.48
4739,ORD_1656,PROD_1158,0,304.88,38.77
3068,ORD_991,PROD_1610,5.05,50.99,
3607,ORD_1538,PROD_1937,0,70.06,12.59
160,ORD_999999,PROD_1008,37.61,  111.76  ,-4.69
2546,ORD_1335,  PROD_1829  ,0,107.03,81.69
3439,ORD_305,PROD_1859,0,309.73,
4464,ORD_2002,PROD_1122,0,170.04,51.67
273,ORD_2062,PROD_1816,40.06,  247.84  ,
3070,ORD_1246,PROD_9999,Free shipping,-23.24,
2057,ORD_750,PROD_1007,0,185.85,
2862,ORD_230,PROD_1743,0,47.12,
2220,INVALID,PROD_1013,0,101.5,
1177,ORD_1303,PROD_1317,0,77.45,
1258,ORD_2340,PROD_1331,0,70.99,
4611,ORD_1594,PROD_1818,61.97,111,
989,ORD_1861,PROD_1635,0,156.41,18.74
3359,ORD_1884,PROD_1004,4.62,9.12,0.97
5020,ORD_999999,PROD_1008,0,109.5,
3599,ORD_1865,PROD_1923,0,85.64,
1328,ORD_1446,PROD_1002,9.87,34.75,3.62
1203,ORD_1346,PROD_1009,0,277.04,
1882,ord_2572,PROD_1019,0,86.39,
237,ORD_399,PROD_1836,45.57,99.01,
637,ORD_1391,PROD_1435,0,147.81,
625,ORD_2561,PROD_1013,,,0
2122,  ORD_1842  ,prod_1903,0,51.85,
2951,ORD_2376,PROD_1010,14.45,42.72,9.73
716,ORD_350,PROD_1001,26.48,54.56,18.56
  3709  ,ORD_1062,PROD_1152,0,86.2,62.33
1038,ORD_648,PROD_1918,1527,  88.09  ,
4079,ORD_744,PROD_1298,84.98,253.29,46.62
3858,ORD_547,PROD_1529,0,35.48,4.81
1661,ORD_1661,PROD_1003,0,157.11,
4907,ORD_405,PROD_1829,0,108,
  2016  ,ORD_2198,PROD_1698#,0,159.71,27.14
4465,ORD_931,,SALE,-33.36,
4941,ORD_1137,PROD_1527,40.84,13.7,
2598,ORD_342,PROD_1756,  0  ,114.48,
438,ORD_1013,PROD_1948,55.29,253.62,
5031,ORD_1667,PROD_1119,0,10.81,3.13
776,ORD_2166,PROD_1010,0,45.24,  24.09  
1060,ORD_999999,,0,75.53,
4567,ORD_171,PROD_1005,15.01,71.56,19.53
2222,ORD_1389,PROD_1348!,0,185.2,46.61
  3828  ,ORD_1607,PROD_1002,0,33.23,
2254,ORD_195,PROD_1014,0,85.97,40.54
2373,ORD_839,PROD_1528,73.61,219.25,
102,ORD_1510,  PROD_1137  ,15.77,86.82,15.88
4758,ORD_705,PROD_1121,0,79,61.78
2206,ORD_752,PROD_1000,0,38.31,11
1970,,PROD_9999#,-30.03,0,0
4266,ORD_979,PROD_1006,0,181.58,
1756,ORD_2217,PROD_1635,0,158.79,17.82
285,ORD_317,PROD_1362,0.86,9.54,1.32
1544,ORD_756,PROD_1000,0,36.9,22.62
4657,ORD_896,PROD_1729,0,158.81,78.89
3196,ORD_2154,PROD_1241,0,81.1,
3520,ORD_999999,DISCONTINUED,,-31.16,
927,  ORD_1681  ,PROD_1009,0,268.19,
  380  ,INVALID,PROD_1788,,TBD,
5035,ORD_1948,PROD_1012,,TBD,0
2714,ORD_293,PROD_1401,2920.6,176.12,
4730,ORD_496,PROD_1002,0,33.21,
689,ORD_1127,PROD_1358,0,263.97,31.9
4224,ORD_2093,PROD_1011,10.06,64.54,17.97
1419,  ORD_2357  ,PROD_1050,19.17,155.27,
3853,ORD_317,PROD_1401,19.39,181.64,
1117,ORD_1440,PROD_1460,17.71,146.19,
999,ORD_1198,PROD_1390,81.22,53.27,47.46
  4803  ,ORD_1524,PROD_1738,0,108.35,63.04
3906,ORD_450,PROD_1362,2.56,9.83,0.7
  3406  ,ORD_500,PROD_1016,5.54,43.98,23.58
2103,ORD_145,PROD_1015,0,14.25,14.9
2962,ORD_2376,PROD_1798,0,134.76,18
1288,ORD_1457,PROD_1787,12.81,44.86,
3423,ORD_266,PROD_1005,20.77,67.1,
1347,ORD_2244,PROD_1006,0,171.25,51.85
,ORD_700,  PROD_1525  ,454830,,Exempt
  2842  ,ORD_2421%,PROD_1511,11.2,79.55,18.88
3719,ORD_204,PROD_1442,  33.08  ,82.92,
491,ORD_670,PROD_1004,0,9.25,
2140,,PROD_1965,0,49.31,
3880,ORD_999999,,,Unknown,
880,ORD_999999,PROD_1010,9999,-999,
4524,ORD_1842,PROD_1585,0,247.87,23.98
836,ORD_703,PROD_1781,0,19.38,
809,ORD_266,PROD_1813,0,114.86,15.3
3173,ORD_687,prod_1015,0,13.76,2.49
3927,ORD_1441%,PROD_1402,0,226.52,44.18
854,ORD_1576,PROD_1399,  0  ,56.03,
2210,ORD_513,PROD_1624,0,28.58,
1045,ORD_1847,,,TBD,0
4190,ORD_1944,PROD_1783,0,105.48,
1834,ORD_1610,PROD_1358,99.69,266.03,
1467,ORD_1353,PROD_1062,33.78,172.06,33.12
1519,  ORD_634  ,PROD_9999,9.44,301.7,5.28
3024,ORD_1260,PROD_1132,0,133.38,
1634,ORD_723,PROD_1007,704.32,182.9,761.93
804,ORD_1775,PROD_1008,0,114.24,25.89
1105,ORD_652,PROD_1012,765.86,159.34,
4752,ORD_2510,PROD_1872,0,159.3,
1279,ORD_519,PROD_1931,0,84.94,125.33
690,ORD_2323,PROD_1325,0,227.68,
 ,  NA  ,,,,
2528,ORD_982,PROD_1988,69.68,298.08,
4228,ORD_2061,PROD_1515,0,176.06,61.24
,,  NA  ,,     ,
1523,ORD_605,PROD_1356,0,76.51,
1658,ORD_2443,PROD_1019,0,83.96,22.57
4613,ORD_2544,PROD_1998,0,243.2,
1685,ORD_147,PROD_1012,0,172.45,
4965,ORD_941,PROD_1797,,,
2663,ORD_2404,PROD_1388,105.34,177.22,
124,ORD_2084,PROD_1012,  765.86  ,165,
1984,ORD_1375,PROD_1701,  0  ,196.9,
707,  ORD_350  ,PROD_1223,0,241.34,33.67
1945,ORD_393,,,-40.79,
2949,ORD_2361,PROD_1734,  478.46  ,242.88,333.87
2335,ORD_2560,PROD_1330,0,208.88,
3278,ORD_311,PROD_1321,103.11,274.32,262.22
3886,ord_190,PROD_1954,0,271.39,51.1
325,ORD_2549,INVALID,,,4.44
  712  ,  ORD_2422  ,PROD_1007,0,181.68,73.38
923,ORD_105,PROD_1002,0,34.82,
1512,ORD_1696,PROD_1288,71.57,199.65,
2245,ORD_888,PROD_9999,-21.19,0,
3941,ORD_282,PROD_1001,0,55.61,6.81
2012,ORD_685,PROD_1731,0,161.92,
4795,ORD_969,  PROD_1000  ,0,36.62,
1822,ORD_1668,PROD_1838,0,138.46,15.44
  703  *,ORD_1426,  PROD_1016  ,66.79,43.32,37.56
818,ORD_868,  PROD_1065  ,22.8,56.25,10.17
1805,ORD_2272,PROD_9999,-38.2,0,0
3671,ORD_1651,PROD_1777,28.72,68.24,
1928,ORD_646,PROD_1054,0,4.15,
4687,ORD_2541,PROD_1010,15.22,45.22,
1681,ORD_1823,PROD_1826,13.27,56.12,
2379,ORD_1593,PROD_1316,0,329.13,
1551,ORD_1199,PROD_1302,0,144.97,25.55
3002,ORD_388,PROD_1001,20.08,55.64,26.75
1465,ORD_320#,PROD_1617,,Unknown,0
583,ORD_577,PROD_1496,16.99,213.94,39.2
3169,ORD_2313,PROD_1766,104.09,44.35,76.95
4412*,ORD_2002,PROD_1009,32.84,267.46,
3148,ORD_1660,PROD_1291,0,215.27,
1625,ORD_1105,PROD_1140,873.65,,
3820,ORD_999999,PROD_1811,15.04,110.95,
4395,ORD_231,PROD_1002,0,34.5,4.73
  277  ,ORD_260,  PROD_1009  ,0,277,
4211,ORD_1243,PROD_1004,0,8.81,
4825,ORD_645,DISCONTINUED,,,0
4623,ORD_1532,PROD_1014,0,81.12,
1530,ORD_1088,PROD_9999,-40.16,0,0
4399,ORD_2546,PROD_1008,26.95,114.26,28.1
4833,ORD_2577#,PROD_1234,12.82,58.36,5.45
4786,ORD_1358,PROD_1019,  0  ,85.63,  25.7  
2506,ORD_218,PROD_1175,34.83,219.28,
