order_id,customer_id,order_status,subtotal,tax_amount,shipping_cost,total_discount,total_amount,currency,order_placed_at,order_shipped_at,order_delivered_at
768,CUST_1393,Cancelled,869.25,125.45,0,147.96,846.74,USD,2023-11-05 16:05:11.442000,,
2128,CUST_1529,Returned,125.34,17.93,15.7,0,158.97,USD,2025-09-14 09:53:01.409921,,
848,CUST_1244,SHIPPED,865.72,126.28,10.47,0,1002.47,USD,2023-12-22 16:31:11.780000,2023-12-22 16:53:19.714000,
2148,CUST_1278,  Returned  ,16.42,2.31,20.03,0,38.76,GBP,2023-11-28 17:07:34.183000,,
1680,CUST_1059,Delivered,,0,32.74,0,56.19,USD,2025-06-04 04:37:29.949000,2025-06-10 19:31:17.916000,2025-06-15 12:48:08.451000
670,CUST_1606,Processing,FREE,0,,0,567.17,,14-07-2025,,
691,CUST_1505,Shipped,556.65,81.93,9.88,0,648.46,GBP,2024-02-04 15:32:16.687000,2024-02-10 10:22:14.669000,
2174,CUST_1803,Delivered,1791.66,211.03,0,0,2002.69,USD,2025-06-02 16:53:51.097000,2025-06-08 10:56:26.970000,2025-06-17 01:10:33.199000
1434&,CUST_1247,Delivered,1447.48,122.08,24.17,285.4,  1308.33  ,USD,  2024-07-28 10:28:27.661658  ,2024-07-30 02:07:44.689000,  2024-08-04 07:23:55.330865  
2319,CUST_1158,Pending#,1107.31,  83.77  ,12.87,137.58,1066.37,GBP,2025-02-16 13:53:05.320000,,
1676,CUST_1172,Processing,657.26,70.06,23.15,0,750.47,USD,2024-05-14 15:38:45.274000,,
2403,CUST_1159,Pending,647.13,87.38,7.8,0,742.31,USD,2025-01-26 09:48:09.776000,,
686,  CUST_1906  ,DELIVERED,1538.01,133.67,21.46,0,1693.14,EUR,2024-04-02 11:16:09.251000,2024-04-08 10:13:21.609000,2024-04-15 10:23:47.924000
366,CUST_1956,Delivered,1416.54,131.32,10.19,0,1558.05,EUR,2024-07-03 09:11:20.829000,2024-07-10 00:59:07.201000,2024-07-19 12:25:32.383000
  1894  ,CUST_1081&,Returned,758.67,63.94,9.25,  0  ,831.86,CAD,2024-04-11 17:49:58.038000,,
931,CUST_1064!,Delivered,437.99,41.3,9.35,0,488.64,USD,2024-02-11 00:31:04.164914,2024-02-14 15:18:48.291000,2024-02-20 15:09:32.900000
836,CUST_1698,Shipped,1191.76,166.44,0,172.83,1185.37,USD,2024-09-28 13:15:38.196000,  2024-09-29 14:14:04.212725  ,
2320,CUST_99999,Delivered,,0,,0,1876.36,,20240724,2025-10-25 07:45:34.318000,2025-10-25 07:45:34.912000
1606,CUST_1785,Processing,893.84,82.57,19.83,0,996.24,EUR,2024-12-30 05:15:28.526000,,
971@,CUST_1390,Delivered,1710.03,117.02,19.01,203.4,  1642.66  ,USD,2023-12-07 01:12:05.836000,2023-12-10 09:15:45.739000,2023-12-12 13:43:06.140000
497!,CUST_1022,Processing,530.96,31.92,7.74,0,570.62,GBP,2025-02-14 22:56:29.168000,,
218,CUST_1398,Shipped,222.04,11.22,12.2,8.83,236.63,USD,2024-04-07 15:35:51.341000,2024-04-11 15:19:56.065000,
1456,CUST_1095,Returned,823.59,58.89,0,0,882.48,EUR,2024-12-24 02:05:52.816000,,
2297,CUST_1517,Processing,156.68,23.08,15.26,0,195.02,USD,2024-09-01 03:23:49.510000,,
182,CUST_1626,Shipped,1833.79,181.77,0,0,2015.56,USD,2025-02-04 18:57:21.047000,2025-02-08 09:33:06.376000,
1941,CUST_1772,Shipped,1377.66,138.06,24.19,0,  1539.91  ,USD,2024-07-19 00:14:19.744000,2024-07-24 19:06:03.848000,
1688,CUST_1194,Cancelled,1254.69,153.58,0,45.48,1362.79,USD,2025-09-25 08:51:42.779000,,
2429,CUST_1992,Delivered,1029.06,96.56,0,0,1125.62,EUR,  2024-04-20 04:22:09.765899  ,2024-04-21 10:31:41.460000,2024-04-28 06:17:22.567000
108,CUST_1951,Delivered,1462.56,102.55,24.9,0,1590.01,USD,2024-12-26 12:32:08.976000,2024-12-31 15:07:49.785000,2025-01-10 08:40:41.020078
1078%,CUST_1562,Pending,446.49,41.61,19.75,0,507.85,EUR,2023-12-13 15:51:53.293000,,
373,CUST_1152,Processing,237.78,34.68,7.05,0,279.51,USD,2024-10-13 21:01:10.392000,,
918,CUST_1945,Delivered,215.17,19.47,0,0,234.64,CAD,2024-07-04 07:25:01.711000,2024-07-08 22:44:48.950000,2024-07-16 12:28:34.046000
289,CUST_1123,Cancelled,791.86,75.78,19.34,98.46,788.52,CAD,2023-12-29 10:05:41.007000,,
2405,CUST_1063,Shipped,1304.55,152.37,0,161.86,1295.06,CAD,2023-12-17 19:25:03.965000,2023-12-19 14:47:50.736000,
2226,CUST_1809,Pending,391.07,45.09,7.61,41.66,402.11,USD,2023-11-22 21:32:30.774000,,
1422,CUST_1290,Shipped,652.2,38.88,13.1,89.59,614.59,GBP,2024-04-25 05:37:31.303000,2024-05-01 18:38:38.813000,
1716,CUST_1115,Returned,  1319.07  ,195.41,12.03,103.44,1423.07,USD,2025-06-16 00:24:27.395000,,
249,CUST_1721,Delivered,90.26,12.06,19.75,6.72,115.35,USD,2025-09-14 04:03:52.415000,2025-09-21 03:59:33.398000,2025-09-26 22:17:30.395000
1958,CUST_1655,Processing,1261.56,  63.39  ,22.14,0,1347.09,USD,2024-09-02 19:33:00.162000,,
333,CUST_1139,Shipped,1277.42,142.78,0,0,1420.2,USD,2023-11-02 15:53:38.782000,2023-11-07 13:56:50.218000,
1259,CUST_1597,Delivered,1279.56,169.37,14.7,0,1463.63,GBP,2024-10-03 21:17:27.876000,2024-10-09 10:28:15.651000,2024-10-14 10:23:42.107000
1211,CUST_1948,Processing,453.43,39.19,0,0,492.62,USD,2024-10-28 19:32:27.395000,,
1598,CUST_1926,Delivered,1005.25,  95.88  ,15.92,157.56,959.49,EUR,2025-01-31 13:24:54.385000,2025-01-31 13:30:22.365000,2025-02-03 07:05:55.740000
2370,CUST_1632,Pending,1570.96,87.47,21.59,302.07,1377.95,USD,2024-04-05 09:24:56.193000,,
802,CUST_1709,Shipped,1648.65,227.63,15.88,0,1892.16,USD,2025-03-02 02:50:37.712000,2025-03-04 07:16:30.399000,
451,CUST_1289,Cancelled,533.8,70.97,15.34,0,620.11,USD,2025-09-27 07:24:09.954000,,
1248,CUST_1948,SHIPPED,328.2,44.07,0,0,372.27,GBP,2025-01-31 10:01:20.893000,2025-02-06 22:44:54.123992,
1856,CUST_1284,Delivered,502.57,47.5,20.68,0,570.75,USD,2025-05-02 21:04:02.183000,2025-05-08 23:02:05.728000,2025-05-11 16:42:35.824000
621,CUST_1805,Processing,1029.29,64.56,16.31,233.24,876.92,USD,2025-03-02 23:30:40.200000,,
  849  ,CUST_1118,Cancelled,  1852.0  ,164.65,8.54,  0  ,2025.19,USD,2025-06-09 17:25:36.379000,,
2129,CUST_1761,Pending,1545.89,136.24,22.83,412.83,1292.13,EUR,2024-08-20 02:26:00.837000,,
888,CUST_1600,Processing,1559.48,  95.44  ,0,0,1654.92,CAD,2023-10-29 20:43:33.899000,,
2289,CUST_1076,Shipped,1797.17,208.32,0,0,2005.49,USD,2024-06-01 05:27:45.683000,2024-06-07 21:39:10.066000,
2327,CUST_1950,  Delivered  ,771.32,  49.96  ,17.14,184.34,654.08,EUR,2024-05-11 11:43:42.648000,2024-05-17 20:43:05.406000,2024-05-21 23:55:58.522000
2123,CUST_1889,SHIPPED,1948.95,151.81,20.52,427.81,1693.47,USD,2025-03-31 15:06:38.345000,2025-04-04 02:17:57.820000,
231,CUST_1033,Shipped,703.67,92.65,24.88,0,821.2,USD,2023-12-26 10:49:05.573000,2023-12-30 11:15:39.040000,
2020,CUST_99999,Delivered,,0,,0,233.49,,2023-12-19 00:56:11,2023-02-14 04:35:54.957000,2023-02-15 20:05:10.755000
851,CUST_1067,Delivered,1590.91,229.79,7.27,0,1827.97,USD,2025-06-03 20:22:54.251000,2025-06-04 14:21:04.319000,2025-06-06 11:21:41.498000
1381,  CUST_1650  ,Delivered,697.27,78.71,9.83,0,  785.81  ,USD,2025-08-28 11:50:08.622000,2025-08-29 17:57:26.996993,2025-09-05 11:15:36.493000
1741,CUST_1365,PROCESSING,1121.27,159.38,0,67.44,  1213.21  ,EUR,2025-08-04 18:56:19.989000,,
1993,CUST_1138,Processing,763.11,42.59,0,0,805.7,USD,2025-09-07 12:39:13.767000,,
1834,CUST_1823,Shipped,1169.79,74.83,0,0,1244.62,USD,2025-05-28 07:06:40.797000,2025-05-31 01:16:08.150000,
892,CUST_1399,Shipped,1218.78,160.66,12.73,0,1392.17,USD,2024-07-21 23:06:07.865000,  2024-07-24 23:51:00.540950  ,
  1306  ,CUST_1072&,Cancelled,992.31,71.1,0,162.07,901.34,USD,2025-04-01 23:18:20.711000,,
2401,CUST_1000,Delivered,672.55,42.38,21.06,0,735.99,EUR,2023-12-19 00:25:28.847000,2023-12-23 01:38:43.440000,2023-12-30 19:00:51.150000
679,CUST_1904,Processing,1958.76,148.74,6.85,213.67,1900.68,EUR,2025-06-23 16:39:58.637517,,
499,CUST_1500,Processing,172,  16.7  ,6.3,0,195,EUR,2024-06-20 04:24:55.973000,,
1287,CUST_1000,Shipped,  1512.51  ,220.33,0,0,1732.84,USD,2024-06-06 17:53:40.032000,2024-06-08 09:43:49.185000,
149,CUST_1773,Delivered&,1321.77,176.9,23.07,0,1521.74,USD,2024-12-08 14:12:42.067000,2024-12-13 19:52:17.619000,2024-12-14 07:54:19.979000
276,CUST_1181,Shipped,125.45,11.94,0,0,137.39,USD,2025-09-08 11:49:05.463000,2025-09-14 14:22:42.249000,
2564,CUST_1284,Delivered,883.96,75.3,7.93,0,967.19,USD,2025-05-31 20:48:08.784000,2025-06-04 00:37:07.338000,2025-06-10 12:43:30.355000
1004,CUST_1812,Cancelled,721.12,  105.43  ,0,0,826.55,eur,  2025-04-27 15:56:25.838837  ,,
382,CUST_1657,Delivered,1721.7,239.93,23.61,0,1985.24,USD,2025-08-22 11:05:37.676000,2025-08-28 00:02:44.010000,2025-08-28 09:14:17.957000
858,CUST_1096,Cancelled,1180.73,71.65,14.38,191.97,1074.79,USD,2024-03-07 06:11:30.472000,,
1537,CUST_1169,Processing,84.34,6.11,  47.93  ,9.67,128.71,USD,  2025-06-23 09:27:45.560269  ,,
1098,CUST_1365,Delivered,602.15,82.73,22.06,150.53,556.41,GBP,2024-04-02 01:19:45.867000,2024-04-07 17:43:37.802000,2024-04-16 12:36:34.165000
1890,CUST_1683,SHIPPED,103.63,11,18.91,3.16,130.38,USD,2025-04-25 01:43:31.646000,2025-04-25 10:28:04.693000,
1034,CUST_1122,Shipped,1212.39,88.11,  20.84  ,0,1321.34,USD,2025-09-19 05:26:59.194000,2025-09-24 01:06:07.275000,
1887,CUST_1185,Shipped,1270.09,84.48,8.69,286.07,  1077.19  ,USD,2024-08-15 02:44:30.861000,2024-08-20 17:06:41.188000,
1124,CUST_1472,Pending,1507.74,80.6,8.2,244.5,  1352.04  ,USD,2024-10-29 03:36:51.880000,,
1204,CUST_1428,Shipped,1987.83,218.43,0,321.2,1885.06,USD,  2024-01-18 14:23:18.963704  ,2024-01-23 03:19:03.813989,
1355,  CUST_1326  ,Processing,1467.65,169.14,8.97,0,1645.76,USD,2024-01-27 06:18:24.077000,,
537,CUST_1712,  Delivered  ,  1795.46  ,127.44,8.91,  0  ,1931.81,USD,2024-01-20 22:44:10.860000,2024-01-21 10:09:17.011000,2024-01-21 12:20:55.223000
2334,CUST_1754,Shipped,1274.72,130.64,0,378.27,1027.09,CAD,2023-10-27 05:38:03.165000,2023-10-27 21:41:15.677000,
303,CUST_1198,Processing,1345.25,143.58,0,0,1488.83,AUD,2024-01-22 14:48:15.565000,,
2011,CUST_1030,Delivered,1742.99,169.29,0,  414.64  ,1497.64,EUR,  2024-06-18 15:30:21.712677  ,2024-06-20 03:13:42.761144,2024-06-21 06:40:00.039000
2179,CUST_1527,Shipped,1920.69,280.86,20.1,0,2221.65,USD,2025-09-12 02:37:52.130000,2025-09-14 16:20:38.874000,
383,CUST_1590,SHIPPED,1956.68,209,7.26,0,2172.94,EUR,2025-03-03 23:30:02.961000,  2025-03-09 06:59:09.130402  ,
2355,CUST_1361,Shiped,820.69,1231.035,6.97,-41.97,-211.23,USD,2024-10-25 21:49:04.468000,2024-10-29 05:07:56.150000,
767,CUST_1802,Delivered,1801.71,188.86,13.16,0,2003.73,USD,2024-01-19 14:26:54.181000,2024-01-20 19:38:10.353000,2024-01-29 04:30:37.849000
389,CUST_1532,Shipped,1383.65,94.08,18.46,0,  1496.19  ,USD,2025-01-18 20:34:33.699000,2025-01-20 15:11:20.678000,
2143,CUST_1766%,shipped,1485.49,193.2,5.37,0,1684.06,EUR,2025-09-02 00:15:33.784723,2025-09-04 04:13:31.730000,
446,CUST_1229,Pending,55.71,5.9,32.54,1.49,92.66,USD,2023-11-09 22:31:18.519000,,
  1461  ,CUST_1243,Cancelled,25.79,3.38,30.46,5.7,53.93,GBP,2025-03-26 08:35:52.241000,,
855,CUST_1319,  Delivered  ,  857.02  ,46.19,0,0,903.21,EUR,2025-08-17 17:55:38.260000,2025-08-22 14:09:09.353000,2025-08-29 21:28:16.388000
2426,CUST_1018,Delivered,798.52,64.87,5.96,141.33,728.02,EUR,2025-04-25 09:46:19.138000,2025-04-27 22:38:06.209000,2025-05-04 01:10:15.476000
2084,CUST_1546,shipped,254.53,30.24,21.85,0,306.62,USD,  2025-03-18 17:31:33.362623  ,2025-03-22 17:56:56.990767,
1079,CUST_1329,Delivered,660.01,44.85,0,0,704.86,USD,2025-04-29 18:37:54.089000,2025-05-05 02:39:11.510000,2025-05-10 16:53:02.897199
1413,CUST_1211,Processing,1247.18,86.32,5.58,0,1339.08,USD,2024-07-03 22:06:12.508000,,
2244,CUST_1473,Shipped,  342.0  ,28.04,  19.35  ,24.08,365.31,EUR,2025-05-06 04:41:26.426000,2025-05-11 20:19:59.522000,
814,CUST_1086,Delivered,1556.33,198.11,  0  ,131.12,1623.32,EUR,2024-06-29 23:12:52.809000,2024-07-02 00:50:00.406000,2024-07-07 12:23:11.892000
121%,CUST_1582,Shipped,  1100.4  ,  55.06  ,0,0,1155.46,USD,2025-01-12 20:23:01.185000,2025-01-17 00:34:49.182000,
512,CUST_1102,Processing,257.06,31.91,0,0,288.97,USD,2024-01-22 21:05:25.696000,,
1276,CUST_1421,Returned,1153.26,91.5,24.79,0,1269.55,USD,2025-01-12 15:55:25.896000,,
882,  CUST_1067  ,Processing%,806.16,94.96,15.43,0,916.55,EUR,2025-07-29 16:32:34.172000,,
264,CUST_1404,Cancelled,1431.47,143.45,21.01,0,1595.93,EUR,2024-07-18 17:08:48.107000,,
797,CUST_1908,Returned,1829.99,113.52,24.05,  0  ,1967.56,GBP,2024-10-04 03:19:53.001000,,
2337,CUST_1438,Delivered,1083.31,94.29,14,73.21,1118.39,EUR,2024-10-20 18:40:25.782000,2024-10-22 21:26:07.725000,2024-10-24 22:04:31.022906
  1089  ,CUST_1532,Processing,450.66,47.6,16.11,0,514.37,GBP,2024-04-16 02:50:19.850000,,
101,CUST_1032,Pending,445.09,44.75,0,86.78,403.06,  USD  ,2025-04-02 11:45:38.354000,,
1305,CUST_1599,Pending,1511.16,104.98,0,0,1616.14,USD,2025-01-07 17:49:25.650000,,
1556,CUST_1398,Returned,24.11,2.81,40.27,0,67.19,USD,2024-03-16 15:23:30.372000,,
1698,CUST_1531,Shipped,1814.21,115.16,18.73,439.02,1509.08,AUD,2024-02-15 00:40:00.569000,2024-02-17 18:22:20.469000,
554,  CUST_1121  ,Shipped,1104.75,143.6,11.5,0,1259.85,GBP,2024-10-12 07:57:38.620000,2024-10-12 16:58:53.602000,
1780,CUST_99999,P,,Exempt,,,,,2024-09-25 14:33:49,2024-10-15 05:23:35.516000,
1037,CUST_1999,Delivered,1027.79,91.38,24.19,0,1143.36,gbp,2025-03-07 19:38:56.928000,2025-03-08 16:47:16.446000,2025-03-11 20:48:18.979000
536,CUST_1356,Delivered,788.22,81.02,0,  0  ,869.24,USD,2024-10-29 05:50:34.191000,2024-11-04 20:38:03.770000,2024-11-12 12:04:31.761000
977,CUST_1698,Cancelled,1469.55,217.98,23.02,90.94,1619.61,EUR,2024-10-05 00:51:52.816000,,
260,,Processing,,0,Free,0,1098.62,US,1702977839,,
2561,CUST_1167,Delivered,103.29,11.65,8.12,  0  ,123.06,EUR,2025-01-17 21:50:18.852000,2025-01-21 20:48:35.556000,2025-01-27 04:25:57.746000
1967,CUST_1459,Shipped,910.12,52.01,0,0,962.13,GBP,2025-09-11 00:45:39.175000,2025-09-11 10:46:11.405000,
966,CUST_1107,Delivered,1681.07,188.71,17.53,0,1887.31,USD,  2025-04-17 19:57:31.966541  ,2025-04-22 14:27:59.458000,2025-04-27 10:08:21.220000
2463,CUST_1711,Returned,1216.15,78.37,0,0,1294.52,USD,  2023-11-05 01:58:54.474487  ,,
1566,CUST_1106,Processing,735.89,77.68,8.21,175.84,645.94,USD,2024-01-15 00:37:11.439000,,
658,CUST_1475,Returned,1324.62,112.27,7.56,0,1444.45,GBP,2024-05-25 10:37:32.786000,,
585,  CUST_1389  ,Pending,  1618.98  ,208.78,9.27,11.14,  1825.89  ,EUR,2024-04-18 12:22:39.896000,,
  2240  ,  CUST_1374  ,Pending,,0,40.39,0,1731.04,USD,2024-03-10 19:03:45.211000,,
1469,  CUST_1786  ,Delivered,1796.21,177.26,18.88,60.65,1931.7,USD,2024-12-09 13:07:07.334000,2024-12-10 17:39:22.258346,2024-12-20 00:56:04.477000
2523,CUST_1881,Processing,1277.47,140.13,24.54,0,1442.14,CAD,2024-03-03 23:56:39.054000,,
2233,CUST_1758,Shipped,1376.25,205.92,10.07,  0  ,1592.24,CAD,  2024-10-31 08:40:48.893412  ,2024-11-02 14:14:53.892000,
776,CUST_1089,Cancelled,29.19,1.5,41.31,0,72,EUR,2025-03-16 03:43:29.839000,,
983,CUST_1999,Processing,1295.68,  136.01  ,0,0,1431.69,USD,2024-07-15 16:15:01.680000,,
137,CUST_1295,Delivered,1408.95,134.42,  23.48  ,0,1566.85,EUR,2024-10-22 02:14:20.871000,2024-10-26 18:37:37.760000,2024-11-01 04:02:35.117000
1337,CUST_1397,Delivered,335.7,31.15,0,0,366.85,GBP,2025-02-26 22:05:41.720000,2025-03-05 05:19:26.519000,2025-03-12 00:02:45.203000
179,CUST_1084,Delivered,167.06,18.42,15.91,4.01,197.38,EUR,2024-10-16 22:55:44.959000,2024-10-19 05:43:39.421000,2024-10-24 18:47:11.381000
723,CUST_1261,Delivered,1890.34,97.57,13.4,0,2001.31,USD,2024-03-23 13:59:18.654000,2024-03-26 05:33:24.709000,2024-03-27 12:07:12.987000
2349,CUST_1549,Delivered,587.56,30.59,15,  112.86  ,520.29,USD,2025-08-15 10:52:11.516364,2025-08-20 08:20:40.765000,2025-08-21 14:53:32.066000
  1041  ,CUST_1497,Delivered,465.94,49.34,7.44,0,522.72,USD,2024-11-23 20:51:18.471000,  2024-11-25 04:44:14.425746  ,2024-11-30 15:12:22.150000
779,CUST_1257,Shipped,330.92,18.59,23.05,75.02,297.54,USD,2024-11-25 15:29:51.049000,2024-11-27 17:38:29.240000,
683,CUST_1029,processing,341.11,27.31,18.95,0,387.37,AUD,2025-01-19 23:39:36.980000,,
,,,,,,,,,,,
1635,CUST_1116,Processing,612.18,89.58,10.24,0,712,USD,2024-09-08 04:57:24.091000,,
2267,CUST_1760,Delivered,331.42,43.57,17.68,0,392.67,USD,2025-06-22 15:55:51.338000,2025-06-26 21:55:26.296000,2025-06-30 01:59:21.604000
1547,CUST_1329,Processing,84.53,12.1,5.96,7.37,95.22,  USD  ,2025-08-01 18:41:34.032000,,
2583,CUST_1240,Cancelled,1136.64,98.95,6.92,0,1242.51,EUR,2023-11-14 15:41:49.165000,,
1172,CUST_1429,Delivered,1295.3,171.51,8.32,0,1475.13,USD,2024-01-23 22:00:25.950000,2024-01-27 22:27:10.364000,2024-01-28 15:33:03.841000
589,CUST_1716,Delivered,1998.11,182.64,21.56,0,2202.31,AUD,2024-08-11 08:58:56.561000,2024-08-12 04:28:54.736000,2024-08-15 16:04:49.956000
  1537  ,CUST_1169,Processing,84.34,6.11,47.93,9.67,128.71,USD,2025-06-23 09:27:45.560000,,
1735,CUST_1935,Processing,828.34,82.88,  0  ,0,911.22,USD,2024-05-25 02:53:12.278000,,
762,CUST_1943,Processing,929.45,130.27,0,264.01,795.71,USD,2025-04-29 22:14:20.547000,,
531,CUST_1493,Delivered,489.39,34.83,18.19,63.85,478.56,EUR,2024-04-20 00:04:02.484000,2024-04-22 01:39:34.295000,2024-04-25 08:49:37.607000
135,CUST_1882,1,237.03,Included,6.48,,,EUR,2023-11-30 17:55:51.721000,,
1883,CUST_1333,Pending@,538.47,45.94,17.68,0,602.09,USD,2025-04-10 05:56:35.460906,,
  1356  ,CUST_1694,Returned,704.11,81.58,18.83,0,804.52,USD,2025-07-15 02:32:15.075000,,
923,CUST_1712,Delivered,951.05,53.27,7.63,0,1011.95,USD,2025-09-27 19:31:48.754000,2025-09-28 12:52:18.488000,  2025-10-06 21:14:27.638012  
1896,CUST_1183,Delivered,343.79,30.27,5.5,0,379.56,GBP,2025-03-07 16:26:15.425000,2025-03-09 00:08:02.009000,2025-03-11 07:11:09.942088
170,CUST_1196,PENDING,1999.95,  Included  ,0,,PAID,USD,2025-05-06 00:43:31.218000,2025-07-31 18:15:41.489000,
1068,CUST_1570,Delivered,335.46,28.87,0,37.81,326.52,USD,2023-12-20 09:17:50.984000,2023-12-22 21:02:50.600000,2023-12-25 12:38:39.787000
1687,  CUST_1197  ,Delivered,33.01,4.92,44.79,8.47,74.25,GBP,2024-06-06 16:58:13.310000,2024-06-10 16:19:23.828000,2024-06-19 21:38:15.581000
2451,CUST_1228,Returned,497.21,59.39,19.49,109.3,466.79,USD,2025-03-22 14:56:23.097000,,
456,CUST_1274,Delivered,851.91,107.04,17.28,0,976.23,USD,2023-11-04 13:46:47.710000,2023-11-05 21:49:53.361000,2023-11-09 01:07:03.306000
