address_id,city,state_province,postal_code,country
"Field summit""",Piso 5,,,  True  
5622,Boulay,Victoria,89177,Bermuda
  5327  ,Port Kevinmouth,Australian Capital Territory,41138,Palestinian Territory
5022,St. Robertshire,Victoria,2993,Palau
5588,Woodsburgh,Bremen,64421,Inde
5737,Davismouth,bayern,E9 1UB,Sudan
5345,lecomte-sur-guillon,North Dakota,38407,Israel
5262,Euskirchen,Delaware,61434,Suriname
5225,,New Mexico,,Arménie
6202,Aue,Santa Cruz de Tenerife,32314,Kuwait
"Lydia oval""",,,,True
6192,Brianaside,Florida,A4X 8L7,Ouzbékistan
"Taylor falls""",Apt. 842,,,False
6483,Peterhaven,Hamburg,64260,Tokelau
5219,Travishaven,Sachsen,G0J 7XB,Géorgie du Sud et Sandwich du Sud (Îles)
5461,Thomasside,Ciudad,B21 6AS,Austria
  5320  ,São Paulo,,75001,
6315,JÜLICH,CÁCERES,99620,Corée du Nord
6161,Reneetown,Bremen,ST1 4FA,Ireland
6209,South Jerryhaven,New South Wales,Y4G8K3,Aruba
5019,Sainte Hortense-sur-Mer,Bayern,08835,  Bangladesh  
5471,South Dustin,Tasmania,05715,Letonia
6370,Burg,Hamburg,5744,Sweden
5727,Ciudad,Álava,2214,Tanzanie
5375,Unknown,Montana,,Brasilien
6062,Rodriguezchester,New Mexico,2626,Cuba
5603,Scottbury,Tasmania,18498,British Virgin Islands
5797,Lake Paul,Victoria,28989,Finnland
5731,West Gregoryborough,Baden-Württemberg,97321,Central African Republic
"Catherine throughway""",,14.496073,52.143818,
6066,West Leigh,Vizcaya,X8R 1L3,Tunisia
5059,Toledo,  Maine  ,39460,Morocco
  5228  ,Navarra,Hessen,9663,Saint Barthelemy
6160,East Jamesburgh,,75001,  Unknown  
5530,Bouvier,Hessen,6026,Sudáfrica
5664,Parsberg#,Mecklenburg-Vorpommern,25642,Reunion
6452,Hatfieldton,Australian Capital Territory,54381,Latvia
5637,West Christopherbury,Hamburg,2685,Lituania
5379,East Tina,Bayern,J7A2J5,MALTE
5563,Alicante,Burgos,72315,Lesotho
5370,West Russellbury,Ávila,35966,Guinée
5212,Bazin,Valladolid,NR87 5XX,El Salvador
5172%,Brendamouth,New Mexico,83652,Niger
5236,Ambermouth,Wyoming,20959,Gibraltar
5768,East Charlenefurt,Thüringen,44916,Turkmenistan
5088,Lake Catherine,Rheinland-Pfalz,62588,Ghana
"Smith court""",Suite 696,-2.1046175,-12.112456,
6227,Toledo,Sevilla,AB0 2AX,Papua New Guinea
5779,Port James,Rheinland-Pfalz,08876,Tajikistan
"Cameron radial""",,-6.5856405,93.284074,TRUE
6126,Jeanport,  Northern Territory  ,T2X9V9,Cambodge
5982,  Bad Langensalza  ,RHEINLAND-PFALZ,18278,Croatia
5162,Lopezfurt,  Hamburg  ,  2147  ,Estonia
"Graham skyway""",,55.344111,136.606974,FALSE
5229,La Rioja,New South Wales,M17 4ZU,Gibraltar
5395,ceuta,Delaware,47717,Mayotte
"Morris trafficway""",,-16.323982,144.288305,False
6251,New Aliciahaven,La Coruña,B6 1ZS,Angola
6167,angelaview,Las Palmas,35389,Samoa
5796,  Zamora  ,  Ceuta  &,13751,Vietnam
5166,Saint Capucine-sur-Mer,Valencia,8508,Congo
6114,  Tarragona  ,Castellón,45735,Cote d'Ivoire
6276,Málaga,Tasmania,39981,Liberia
5473,Philippe-sur-Garnier,Tasmania,02727,Iraq
5961,Hunterside,Missouri,L1M 3N9,Libia
5068,Chaseland,LLEIDA,70910,Usbekistan
5457,BlanchardVille@,Australian Capital Territory,IP25 3RE,Chile
5949,Moulinboeuf,Sachsen,46419,Saint Kitts and Nevis
6154,New Frankbury,Berlin,2936,Jordan
5048,  Aschaffenburg  ,Cuenca,74678,Timor-Leste
5543,las palmas,Córdoba,35669,Saint Lucia
"Quinn wells""",Studio 31,73.9473305,-110.628045,
5762,Ávila,Alicante,26571,Yemen
5117,Kristenmouth,Ceuta,S2H5R4,Bahrain
5113,New Andreatown,North Dakota,84086,Dinamarca
5548,León,Thüringen,14758,  Grenada  
5939,Churchton,Tasmania,90170,Nigeria
5571,Gaudinboeuf,Teruel,E9H7S2,Albania
5482,  East Donaldview  ,New South Wales*,65282,Kenya
5302,Barrymouth,Maine,2898,Syrie
5477,Watsonstad,La Rioja,43261,St. Pierre und Miquelon
5119%,Josephberg,Hawaii,2864,Slovenia
6108%,Lawrencemouth,La Coruña,N21 9UB,Reunion
6076,  Michaelshire  ,León,50358,Cocos (Îles)
5205,Madrid,Pontevedra,66277,  Kazakhstan  
5846,Ueckermünde,Tarragona,70550,Venezuela
6349,Penaland,Cádiz,65904,armenia
5546,Smithside,New South Wales,39456,Seychelles
5920,new ellieshire,,  SW1A 1AA  ,
5423,Batesbury,Queensland,SN1B 0GP,  Seychelles  
6029,Ceuta,Berlin,00912,Andorra
5822,Port Davidburgh*,Ceuta,63384,Chad
  5960  ,,,00000,GB
5480,123,Australian Capital Territory,,
6027,Zamora,South Australia,14885,Sonderverwaltungszone Hongkong
5716,West Sam,Sachsen,06431,Belize
5401,West Michele,La Coruña,G8 7DR,Eritrea
5341,Millerfort,Tasmania,36694,Bhutan
5847,Vangbury,Tarragona,46541,Barbados
  6463  ,Tuckerhaven,Alicante,R1Y4X2,  TOGO  
5357,Smithmouth,Bayern,37505,Ukraine
6324,Jaén,Northern Territory,H9X 1H2,Danemark
5674,Hamburg,Delaware,L2T 1J8,American Samoa
5566,Lauraberg,Schleswig-Holstein,2647,Palestinian Territory
5462,New Theodore,Schleswig-Holstein,  43260  ,Algerien
5299,Lüneburg,  Lugo  ,46655,Brasil
6464,Port Kathleen,Bremen,87469,Holy See (Vatican City State)
5763,Halberstadt,Australian Capital Territory,76464,Guyana
  5522  ,North Michaelchester,Cuenca,27181,Tajikistan
6037@,South James,Valencia,43410,Tunisie
6069,Bridgesstad,Córdoba,2902,Türkei
,,,,
6186,West Adrian,Cáceres,E1F 2JF,Cameroun
5708,León,South Australia,2692,United Arab Emirates
"Hyde ford""",,-54.992229,  -152.43369  ,True
5154,Rehau,Queensland%,33258,Guadeloupe
"Donald rapids""",Flat 8,,,
5805,matthewton,Victoria,94286,Bermuda
5377,Wurzen,Murcia,85579,Bangladesch
5179,Josephton,Idaho,03585,GUYANA
5498,Andrewview,Hawaii,95790,Tunisia
"Kirsty springs""",Apt. 882,-63.1584765,0.215404,
5980,ávila,,880,
6011,Kennethside,Utah,2325,Mongolia
5487,Karenland,Cáceres,67525,Namibia
5145,Guipúzcoa,Wisconsin,41383,Liechtenstein
5931,Clareport,South Australia,  2671  ,Gabon
"Porter plains""",Apt. 852,-14.68244,132.763115,
,,,,United States
5497,Janiceport,Connecticut,W4W 2PD,Colombia
5152,East Joshuaberg,Cantabria,80657,Suède
5866,Lake Christopherbury,Baden-Württemberg,30295,Guinée
5130,Lesliemouth,Navarra,15686,Ethiopia
5528,Donaueschingen,Iowa,  86300  ,Colombia
5458,Saraport,Brandenburg,P1L3C3,Cameroon
5328,Shawmouth,South Australia,J9V4C5,Australia
5689,Port Denise,New South Wales,3192,Niue
5418,Córdoba,león,21416,Falkland Islands (Malvinas)
5663,New Jennifer,Bayern,2693,Afghanistan
6045,Walkerton123,Sachsen-Anhalt,16942,España
6451,Cloppenburg,Schleswig-Holstein,PH0 2FJ,Liberia
6432,  Amyberg  ,Australian Capital Territory,2620,Nicaragua
5208,Guillon,SOUTH AUSTRALIA,  SL5R 3RR  ,Botswana
6129,  Markhaven  ,Guadalajara,V3P5E8,Falkland Islands (Malvinas)
6179,Garcialand,Baleares,E94 2NT,Turks- und Caicosinseln
5688,Briantown,North Dakota,98042,Uruguay
"Jones courts""",Studio 8,78.317029,-141.925899,False
5315,madelinetown,South Australia,S2N4H3,Djibouti
5741,  WEST JENNIFER  ,Mississippi,R8X4L3,Iceland
6378,North Jennifershire,Baden-Württemberg,09529,Jemen
6080,,,,USA
5534,New David,Brandenburg,15767,Thailand
5766,South Carly,Mecklenburg-Vorpommern,53801,Argentina
5448,Wittmund,Mecklenburg-Vorpommern,39611,Norfolk Island
5307,Mikeborough,Texas,G9P3T9,British Virgin Islands
6303,Berlin,West Virginia,PA5 1DZ,St. Barthélemy
5430,South Darlenehaven,  australian capital territory  ,73686,Falkland Islands (Malvinas)
5290,West Brianton,Baleares,SG8R 9JD,Saint Pierre and Miquelon
"Norman squares""",Flat 2,-63.8833135,148.149403,
6478,Luckenwalde,California,Y3R4G1,Myanmar
5394,East Karenport,Melilla,B6T 7X8,Jersey
5013,Saint AnneBourg,Australian Capital Territory,11529,Niue
6081,Lake Melissamouth,Tasmania,23756,Madagaskar
6120,LEEBURY,,100-0001,
5877,Martinberg,  Sachsen  ,DE1R 3QT,Malta
6196,Charrier,Maryland,  97455  ,Colombia
5138,Castellón,Victoria,K2V 4R8,Norwegen
5159,Bushchester,Victoria,E5 3SX,Vietnam
5055,Baleares123,Florida,47456,Fiji
  5605  ,la coruña123,Minnesota,c4s2m7,Andorra
6170,South Gavinfort!,MS,00000,CAN
5155,Lake Samanthaborough,Tasmania,50029,Vereinigte Staaten
6070,Almería,Western Australia,2649,  Burkina Faso  
6388,Salamanca,Baleares,N2P7V7,Federación de Rusia
6480,Stephenstad,,M5H 2N2,
5190,Lake Johnmouth,Tasmania,39560,日本
5995,Berlin,HESSEN,4900,lao people's democratic republic
5908,richardborough,Álava,37025,Oman
5985,Paulaport,Córdoba,49430,Argentina
5017,West Jasonbury,Minnesota,37692,Madagascar
5422,Crosbyfort,Washington,2929,Rwanda
6331,Foleyfurt,Western Australia,N3 4ZY,Botswana
6007,North Danielshire,Mecklenburg-Vorpommern,CM13 1EW,Ghana
6389,Teruel,Ciudad,a7a 2t6,French Guiana
5971,Baleares,Baleares,T5J4L1,  Djibouti  
5930,East Kennethburgh,Victoria,XXXXX,US
6228*,Shawfurt,Australian Capital Territory,35636,Saint Pierre et Miquelon
5665,stevenberg,  Santa Cruz de Tenerife  ,9297,日本
5081,Morrisonchester,western australia,B5P1S2,Philippinen
,,,,
5923,Antoniochester,Tasmania,V7J 5B7,Comores
5182,East Josemouth,  Virginia  ,45428,Soudan
5744,Vidaldan,Georgia,43410,Togo
5134,Moreno,Zamora,B1E 2T3,Korea
6199,Gifhorn,Álava,49502,nicaragua
6261,Millschester,Victoria,01592,Mauritania
5330,Ourense123,NC,,Canada
6285,Da Silva,Queensland,2986,Myanmar
5999,South Benjaminville,Oregon,58912,Marruecos
6153,FournierBourg,Western Australia,9367,Niger
6421,Rogerchester,Pennsylvania,2668,Solomon Islands
5816,Álava,Lugo,28080,Norfolkinsel
6485,Murcia!,Barcelona,4527,Marshall Islands
6347,Lake Jennaborough,Toledo,3418,Guinea
5790,Joyceberg,Mississippi,01147,Mauritius
6204,Ourense,queensland,  32465  ,Porto Rico
5686,Richardsonchester,Virginia,88477,Namibia
5125,UNKNOWN,Badajoz,,Saint Helena
  5862  ,East Nathanside,Albacete,2649,China
5876,Mirandachester,South Carolina,48248,Zimbabwe
5942,Stevenburgh,Mississippi,87486,Pakistán
5727,,Bavaria,,ER
5508,Webbburgh,South Australia,41157,Lettland
5695,Málaga,Cantabria,S8V 7E7,British Indian Ocean Territory (Chagos Archipelago)
5831,Brendaside,Virginia,97199,Turquía
5892,Asturias,Pontevedra,W2U 5NB,Benin
5507,Guilbert,Barcelona,RH2M 0UZ,El Salvador
5629,Joanneborough,Tasmania,57184,Turkmenistan
6109,Shieldsberg,La Coruña&,17682,  Guinea  
6240@,Albacete,,100-0001,1
6470,kamenz,VIC,99999,
5043,Gérarddan,Huelva,T4N7J4,Malasia
5531,Pontevedra,Sevilla,66551,Ethiopia
"Wilson island""",Apt. 765,4.4851495,91.465258,False
5223,Roger-la-Forêt,Rheinland-Pfalz,71694,Norfolk Island
5006,Port Gail,Pontevedra,50933,Nepal
6061,East Joel,Ávila,78080,Hong Kong
6337,Maréchal,Brandenburg,FK7 1RX,Turkey
5334,Wolfach,Victoria,E23 7SL,República Unida de Tanzanía
5139,Hunterhaven,Las Palmas!,18892,Belize
5891,Vaughnfort,New South Wales,9800,Israel
5899,East Kennethberg,Hessen,27931,Bulgarien
6024,Henryville,Western Australia,B9T 2S1,South Georgia and the South Sandwich Islands
6342,Chartier,León,2695,Somalia
5696,Angermünde,Michigan,92383,Jersey
5536,Perrin,Nordrhein-Westfalen,M4 7JG,Wallis and Futuna
  5203  ,Barnesview,Mecklenburg-Vorpommern,88133,Maldives
6091,Lake Kristi,SOUTH AUSTRALIA,43690,Sahara Occidental
5539,St. Lisa,Girona,E83 6DU,Ouganda
6059,Jacksonmouth,Florida,2990,Uruguay
5760,South Roy,,SW1A 1AA,
5077,Delitzsch,  Minnesota  ,43933,Demokratische Volksrepublik Korea
5972,Germersheim,Victoria,67738,Madagascar
5310,Wernigerode,Barcelona,39481,Belize
5809,  Greenwoodborough  ,Australian Capital Territory,H7G 3J2,Kuwait
5420,,,,
5671,South Lindaborough,South Australia,46203,Falklandinseln
5767,Angermünde,  Queensland  ,02741,Argelia
5947,Bruchsal,Queensland,38004,MEXIQUE
6352,Roussel-sur-Roche,Murcia,S7A 4GE,Uzbekistan
 ,null%,,, 
5374,Huesca,  Queensland  ,54668,ARMENIA
5644,Pageside,Victoria,HU3P 6TT,Zambia
5643,North Deborahfort#,Girona,73794,North Macedonia
5746,Burglengenfeld,Queensland,2137,Martinique
  6217  ,Prenzlau,Mecklenburg-Vorpommern,K5X 3H7,Palestinian Territory
5905,Brianview,Queensland,11316,Svalbard & Jan Mayen Islands
6284,Bellside,Illinois,2154,Sierra Leona
"Emma wall""",Apt. 035,-41.3491345,130.261564,True
5807,Claireton,Valencia,12277,ÉRYTHRÉE
5660#,,,XXXXX,United Kingdom
5278,East Johnland,Bayern,V8T 6X7,South Georgia and the South Sandwich Islands
6293,Kronach,Sevilla,H4J6M7,Martinique
5124,Lagarde-sur-Bruneau,Western Australia,  T6X1G8  ,French Polynesia
6269,Lake Carlyburgh,Almería,2959,Fiji
5953,Almería,La Coruña,89542,Swaziland
5889,Tarragona,Western Australia,x5h8c8,Puerto Rico
5990,North Sandra?,Tennessee,,Canada
5086,West Jamesside,Bremen,98182,Niger
  5232  ,Maldonadoport,Hamburg,88147,Haiti
"Damian roads""",,,,True
5344,Vincent-sur-Mer,Australian Capital Territory,B74 7SE,Armenia
6211,Las Palmas,Soria,48123,Palau
"Margaret branch""",Suite 946,,,
5509,  Elizabethfurt  ,Tarragona,08034,Israel
5157,Sainte Guyboeuf,Kansas,  H8C1N5  ,Egypt
6036,SeguinVille,Sevilla,48869,Französisch-Polynesien
6023,  St. Carol  ,Virginia,CH61 0XW,Slovakia (Slovak Republic)
6140,,,XXXXX,can
6394,Cathyborough,Lleida,34607,Liberia
6332,East Tinastad,hessen,31981,Peru
6038,Ludwigslust,Almería,89775,Equatorial Guinea
"Cameron village""",,-41.4325965,-67.226032,
5570,Valdezfurt,Vizcaya,,UK
5992,Beeskow!,Teruel,39201,Vietnam
5814,EMMENDINGEN,Victoria,98884,Australia
  5410  ,West Victor!,Northern Territory,2670,  Uzbekistan  
5085,Keyfort,Vizcaya,5125,Bahrain
5409,Lake Kathleen,Thüringen,44423,New Caledonia
5886,Ellisburgh,Rheinland-Pfalz,29070,North Macedonia
5353,Renaud,Sachsen,44259,Bosnia and Herzegovina
5149,MenardBourg,Badajoz,  10161  ,American Samoa
5052,jourdan,South Dakota,31426,Heard- und McDonald-Inseln
6259,Leroux,Australian Capital Territory,31305,Porto Rico
5783&,  Jeffreyview  ,Baden-Württemberg,2617,Gabon
5662,Heinsberg,Zamora,N6J4G4,Francia
5431,La Coruña,Asturias,74651,  Südgeorgien und die Südlichen Sandwichinseln  
5143,NEW ABBIECHESTER,Tasmania,SR54 9QE,Roumanie
6181,Turnerville,Baleares,38853,Chile
5261,Magdeburg,Niedersachsen,73738,Vanuatu
"Kathryn fort""",,,,
5532,Denisebury,Zamora,2689,Camerún
6472,West Karen,Tasmania,ST91 1DB,Mikronesien
5551,Port Reginald,Brandenburg,2924,Guinée
6380,,,XXXXX,US
5346,Rivasfort,Santa Cruz de Tenerife,N6B 3T4,Azerbaiyán
5266,Port Jamesland,Málaga,63764,Cap Vert
"RUSSELL DIVIDE""",Apt. 307,-58.9055135,-13.043177,
  5470  ,Stevenside,Badajoz,24129,Bolivien
6406,Saint Sylvie-les-Bains,Sachsen,47688,St. Lucia
"Marcus common""",,,,True
5752,Grimmen,Schleswig-Holstein,L7G 9TL,  Eritrea  
5040,Brownhaven,,100-0001,Unknown
5618,  Pontevedra  ,Alicante,14704,Somalia
5517,North Matthewview,Tasmania,04892,Costa Rica
6466,Hildesheim,Colorado,75297,Austria
5469,Mayen,Rheinland-Pfalz,S5X 1T1,Sudan
5168,  Ceuta  ,Queensland,X8A3A3,Sénégal
6343,Port Leigh,Wisconsin,B1E 0ZT,Indonesia
"Gibbons spring""",,,,
  5011  ,South Georginaville,Tennessee,02195,Fiji
"Joanne circle""",,-18.8100965,64.280759,False
5791,North Victoria,Baden-Württemberg,22957,  Lettonie  
5648,Iqbalchester,Western Australia,31271,  Australia  
"Thompson brooks""",Puerta 5,30.080149,84.015415,False
5268,Saint Élodieboeuf,Niedersachsen,TR4W 2DN,Vierges (Îles)
5963,North Jasonstad,Valladolid,19953,United States Minor Outlying Islands
6395,Ryanstad!,Sachsen,EH1 7HY,Andorra
5833,Fallingbostel,Palencia,2619,Malawi
6025,,New South Wales,,Myanmar
6104,Bersenbrück,Baden-Württemberg,LU8 0HR,Italie
6495,Hubbardview,  Cantabria  ,67726,  St. Lucia  
6311,North Mary,Idaho,68004,Cape Verde
5011,,Bavaria,,KE
5684,Sainte Daniel,Western Australia,Y2B9L8,United Arab Emirates
5589,Saint Agathedan,Ourense,83350,Niue
5545,Richard,Alaska&,35508,Macao
5439!,Lake Justinfort,Nevada,  77881  ,American Samoa
6006,Wismar,Missouri,71512,  Vanuatu  
5924,Eisenberg,Saarland,21670,Chili
6274,Lake Madeline,Asturias,2920,Comoros
5288,Mathewport,Almería,58517,Guyana
6112!,Crailsheim,Wisconsin,64693,Greenland
5946,Sondershausen,Cádiz,41791,Guyana
5559,Rachaelburgh,Baden-Württemberg,60138,Saint Lucia
  6425  ,123,Western Australia,,Россия
5501,Lake Christopher,Santa Cruz de Tenerife,36404,Réunion
5739,Greifswald,Álava,53656,Cook (Îles)
6412,Scotthaven,Lleida,38997,INDONÉSIE
5562,Hechingen,Missouri,  24295  ,  Czech Republic  
6060,SAINT NATHALIEBOURG,,28351,Serbia
6247,  East Gillianview  ,Queensland,33209,turkménistan
5608,West Diana,Brandenburg,2920,Tansania
5754&,Port Gregory,Madrid,14454,Spain
6266,South Amyhaven,Valencia,H5G 7J2,French Southern Territories
  5415  ,Wallerstad,Madrid*,s7b 3e4,Mauricio
6439,Kimberlymouth,Sachsen-Anhalt,12899,Kiribati
5574,Malchin,Illinois,33410,Marshall (Îles)
5499,Navarroside,THÜRINGEN,T5A6P9,Suecia
5293,Albacete,Ávila,01447,Vanuatu
5673,Port Anthonyton,Louisiana,40274,Hong Kong
5813,Pritzwalk,Northern Territory,06329,Senegal
6194,Thompsonfort,Álava,DA5 0JH,Palestinian Territory
"Ross vista""",Suite 828,-84.562626,-104.933929,False
6156,Lake Jenniferborough,Nordrhein-Westfalen,86722,Yougoslavie
5338,Pontevedra,Zamora,V3G6L5,  Belize  
5932,Port Desiree,León,T1L 5J4,Iraq
6078,West Davidborough,Vizcaya,15500,Austria
5945,fernandes,Brandenburg,42782,Malasia
6273,Valencia,Badajoz,7496,Libyan Arab Jamahiriya
5609,Hofgeismar,Sevilla,66629,Vatican (Etat du)
5863,North Andrew,Vermont,49572,Hong Kong
6237,East Mckenzieport,Alicante,85892,Singapore
6097,Lake Graememouth,Brandenburg,35118,Francia
5074,Huet,ávila,A6N 3E3,France
6246,Cynthiastad,Kansas,04164,Burundi
5421,Zaragoza,Alabama,2992,Netherlands
5591,East Timothymouth,New Mexico,L9 4YA,Koweit
6026,Berchtesgaden,Salamanca,39521,Azerbaijan
5623,South Jeffreybury,Queensland,2672,  French Polynesia  
5785,East Terrystad,Queensland,E2T8Y1,Thailand
6215,East Michaelfurt!,Zaragoza,54215,Montenegro
5183,123,  Bavaria  ,,IT
5082,Ourense,Tasmania,2944,Brazil
5333,New Donnaville,Thüringen,31706,Brunei
5194,Laurent,Schleswig-Holstein,2143,Malaysia
5999,SOUTH BENJAMINVILLE,Oregon,58912,Marruecos
  5874  ,Guadalajara,Victoria,98481,Samoa
5096,Teruel,Western Australia,P5Y2L9,Ukraine
5544,LefebvreVille,Ávila,47185,United States Minor Outlying Islands
5104,Lisaborough,Arizona,2961,Australie
5639,Cantabria,Australian Capital Territory,2911,Denmark
5381,Sulzbach-Rosenberg,Álava,2256,madagascar
6032,Ryanstad,Sachsen-Anhalt,31315,Cambodia
5080,São Paulo,,  75001  ,
5624,Witzenhausen,Saarland,18272,Heard Island and McDonald Islands
6166,Cáceres,Mecklenburg-Vorpommern,42915,Australie
5718,Badajoz,Nordrhein-Westfalen,67173,Santa Lucía
6083,Mccoyburgh,  Rheinland-Pfalz  ,87941,United Arab Emirates
6418,Richardshire,Álava,39294,Papua-Neuguinea
5725,Unknown,Sachsen,,  Norfolk (Îles)  
6098,Vizcaya,Kansas,47940,Montserrat
5873,Lake Marcus,Ciudad,18359,Barbados
5679,Saint Pierre-les-Bains,Tasmania,2619,Saint Martin
5453,Cynthiastad,Berlin,26945,  Niue  
5358,West Eric,Schleswig-Holstein,34154,Saint Martin
5978,córdoba,Brandenburg*,18424,Eritrea
5910,SCHMITTVILLE,WESTERN AUSTRALIA,IG9,
"David heights""",,,,
5204,Dakotahaven,Niedersachsen,69683,Honduras
6465,South Aaronhaven,Madrid,07735,chile
5072&,,Quebec,,
5906,South Shelbystad,Northern Territory,10908,Saint Lucia
  6188  ,Neustadt am Rübenberge,Rhode Island,31432,Équateur
5170,jacobhaven,Australian Capital Territory,40323,  Panama  
  5111  ,South Ashley,Western Australia,83801,Equatorial Guinea
5756,Bayreuth,Washington,HD6 8NN,Cayman Islands
5355&,West Jessica,Huelva,2688,Namibia
6476,Russellmouth,Western Australia,L3P 7G8,  Malta  
5787,Kurtshire,Washington,N0C 4WB,Botswana
5573,Michaelmouth,Western Australia,  10532  ,Holy See (Vatican City State)
6471,Chevalier-la-Forêt,  Bayern  ,  08316  ,Israel
5180,,,,CA
6369,  North Marioton  ,Western Australia,C3G3A1,Saint Kitts and Nevis
5670,Grimmen,Sachsen,M53 4RE,Guinea
5795,Ginashire,Alaska,24825,Kuwait
5075,,Wyoming,,Dominica
  5820  ,Francoland,,49635,Puerto Rico
5191,Port Joshuaview,Northern Territory,32105,Lao People's Democratic Republic
5321,Campbellport,Ceuta,52397,Malta
5090#,Clairefurt!,Bayern,,US
5164,Port Jamesberg,Rheinland-Pfalz,  16868  ,Togo
6376,Lunabury,Teruel,31217,Chile
  5774  ,Girona,Australian Capital Territory,49269,Niederländische Antillen
6267,West Christianport,New South Wales,50644,KROATIEN
"Webster plain""",,39.664058,-63.793962,False
5399,Port Jacobville,Schleswig-Holstein,12182,Sweden
6173,Sevilla,Idaho,64971,Japon
5392,Zamora,Tasmania,M2 3DU,Suecia
5367,Lemaire,Nordrhein-Westfalen,M3V3A7,VIETNAM
  5628  ,GOTHA,Northern Territory,  85620  ,Saint Lucia
5360,,,,U.S.A.
5474,Fabreboeuf,  Queensland  ,55044,Tchad
5263,Williammouth,Delaware,56990,Cuba
5524,Anthonystad,Rhode Island,23034,Ghana
6329,Voisin,La Rioja,07681,Monaco
5391,Watersville,Hessen,K3P9P7,Australien
6138,West Nicolebury,Soria,38565,Argentina
6020,,,,GB
6304,Jessicafort,Las Palmas,67442,St. Barthélemy
5292,Daniel,Delaware,s9h 3p8,Uzbekistan
5962,Berthelot-sur-Aubert,Michigan,2938,Émirats arabes unis
5511,Hillburgh,HESSEN,X3C6H6,Saint Barthelemy
5248,Lemonnier,Missouri,84639,Equatorial Guinea
6187,West Christopherside,Schleswig-Holstein,15333,Tuvalu
5336,León,  Sachsen-Anhalt  &,03220,Tonga
5845,ChauveauVille,Lleida,37120,  Bhutan  
5309,RHODESLAND,Cantabria,2949,Maroc
5793,Ponsnec,Cantabria,97394,Anguilla
5970,Gibsonview,Ceuta,24994,Falklandinseln
5940,West Gregoryfort,,2733,Libye
5337,Segovia,Western Australia,43015,Afghanistan
5994,  Port Jasonfort  ,Georgia,51559,Puerto Rico
5601,Lake Barbara,Melilla,46389,Südgeorgien und die Südlichen Sandwichinseln
5691,Segovia,  Queensland  ,66394,Sierra Leone
5110,Fergusonstad123,Niedersachsen,T6E4V6,Isle of Man
5436,Dustinbury,Baden-Württemberg,49935,Honduras
5305,South Edward*,Australian Capital Territory,Y6G7V8,Polen
5619,Sevilla&,Indiana,23124,Ägypten
5915,Dresden,Texas@,29304,Líbano
"Adams forks  """,,37.1113245,16.159217,True
5582,Aschaffenburg,Mecklenburg-Vorpommern,W1F 9RX,Turquie
6314,  Saint AstridBourg  ,Segovia,0810,  Ukraine  
