customer_id,gender,date_of_birth,account_status,address_id,city,state_province,postal_code,country,account_created_at,last_login_date,is_active
1848,Other,2004-03-27 00:00:00,Inactive,ADDR_5848,Coleland,Western Australia,2935,Aruba,2024-02-15 05:13:40.049000,2025-06-25 18:03:49.534000,False
1159,Female,1978-10-31 00:00:00,Inactive,ADDR_5159,North Thomas,ACT,56398,Christmas Island,2023-11-11 07:20:28.020000,2024-07-01 03:58:59.893000,True
1008,Prefer not to say,2003-08-30,Blocked,  ADDR_5008  ,Shaneview,Northern Territory,A2T 9E4,Bulgaria,2025-03-08 10:11:56.904000,2025-05-27 19:42:51.661000,False
1597,Female,1981-01-03 00:00:00,Inactive,ADDR_5597,Simpsonview,Oregon,L2N4P6,  Burkina Faso  ,2021-05-24 22:27:05.539173,2025-04-16 02:21:47.572000,True
1093,Prefer not to say,1990-02-28 00:00:00,  Blocked  ,ADDR_5093,Kimchester,VIC,E3V8K2,French Polynesia,  2022-05-16 19:57:32.615623  ,2022-08-17 03:34:10.455000,True
1191,Female,1964-06-17 00:00:00,Inactive,ADDR_5191,Gallaghershire,NT,51800,Lithuania,2023-11-12 10:42:18.477000,2025-05-01 15:02:23.184000,True
1052,Other,2005-09-04 00:00:00,Active,ADDR_5052,Anthonyton,Western Australia,14590,Burkina Faso,2024-06-01 08:47:05.467000,2024-11-30 11:10:21.331000,True
1314,Male,1979-08-01 00:00:00,Blocked,ADDR_5314,Cannonberg,  DE  ,2619,Guinea,2022-06-30 09:45:51.732000,2023-04-12 02:41:17.166000,True
1194,  Female  ,1957-05-19 00:00:00,Inactive,ADDR_5194,Colleenmouth,Alaska,2677,Vietnam,2025-06-14 14:57:03.124000,2025-08-15 23:09:49.267000,True
,     ,,,, , ,,,,,
,,23-12-2001,Actve,,,,,Turkmenistan,,2024-12-01 22:12:43,
1537,Prefer not to say,1989-09-27 00:00:00,Inactive,ADDR_5537,East Ryan,CA,  X6V 2A7  ,Sierra Leone,2023-04-18 14:41:24.982000,2024-08-16 12:59:11.886000,False
1041,Prefer not to say,1952-11-25 00:00:00,Inactive,ADDR_5041,Angelicamouth,Texas,3505,Cocos (Keeling) Islands,2022-06-27 20:41:52.990000,2023-02-13 16:15:23.237000,False
1635,Prefer not to say,1954-12-18 00:00:00,Blocked,ADDR_5635,Deleonfurt,Northern Territory,W63 7TN,Fiji,2021-02-08 12:40:54.643000,2022-11-25 16:36:15.685000,false
1090,Prefer not to say,,, ADDR_5090 ,,  md  ,47995,,1695914634,,0
1458,Other,1971-09-21 00:00:00,Active,ADDR_5458,Port Gerald,North Dakota,2368,Saint Pierre and Miquelon,2023-01-31 11:38:18.712000,2025-10-04 20:31:12.095000,False
1962,Other,  1949-04-22  ,Inactive,ADDR_5962,South Jonathanland,OH,S4V 4G1,Thailand,2021-05-09 18:28:48.640000,2021-07-02 08:39:03.137000,False
1735,Prefer not to say,,Inactive,addr_5735,Johnsonbury,Colorado,,Singapore,2021-09-29 08:54:44,,True
1454,Other,  1950-09-01  ,Inactive,ADDR_5454,North Thomas,Northern Territory,2676,  Bolivia  ,2023-04-19 15:33:57.314000,2025-08-04 20:15:12.977000,True
1859,Other,1969-09-25 00:00:00,Inactive,ADDR_5859,  Andrewview  ,WA,X5L9X2,American Samoa,2022-10-21 22:14:40.820000,2022-11-18 11:05:17.564000,True
1505,Other,  2006-04-07  ,Inactive,ADDR_5505,Sarahhaven,SA,H6E 9T9,Montserrat,2025-08-22 19:19:37.248000,2025-09-13 18:28:37.473000,False
1948,Male,1975-06-19 00:00:00,Active,ADDR_5948,Jasonport,la,T6S4H9,Korea,2024-07-17 11:04:39.015000,2025-08-17 23:11:20.058000,True
1672,Other@,1968-09-16 00:00:00,Blocked,ADDR_5672,Webbchester,Maryland,1472,United Arab Emirates,2020-11-10 01:47:35.331000,2022-08-06 23:02:36.520000,False
1522,Other@,2006-12-10 00:00:00,Inactive,ADDR_5522,Weaverville,South Australia,48641,Jersey,2023-07-09 23:27:04.295000,2024-10-09 00:03:45.405000,True
1432,female,1944-11-12 00:00:00,Bloked,,,Quebec,,Timor-Leste,,2025-06-21 04:49:26,True
1767,Female,1993-12-13 00:00:00,Blocked,ADDR_5767,St. Dannybury,WY,H1J 9T6,Serbia,  2025-03-10 18:39:47.283833  ,2025-07-22 16:28:47.914000,False
1513,Female,1971-07-24 00:00:00,Blocked,ADDR_5513,Garryfurt,WI,2954,  Botswana  ,2023-12-11 02:07:50.394000,2024-05-12 15:49:55.398000,  True  
1094,Male,1959-09-28 00:00:00,Inactive,  ADDR_5094  ,  Armstrongfort  ,Arkansas,2449,Cook Islands,2020-11-27 18:56:38.307000,2024-01-07 06:13:05.790000,False
1246,Male,1969-11-12 00:00:00,Active,ADDR_5246,Williamshaven,Northern Territory,2601,Nepal,2023-07-18 09:49:30.647000,2024-02-13 12:12:59.219000,False
1898,Prefer not to say,1971-06-24 00:00:00,Inactive,ADDR_5898,Lawrenceside,  SA  ,X5L2T4,Albania,2025-05-15 08:46:03.615000,  2025-08-31 09:38:05.991835  ,FALSE
1085,Female,1979-08-10 00:00:00,  Inactive  ,ADDR_5085,Lake John,OK,x4b 9h1,Bangladesh,2025-02-09 08:07:58.244000,2025-04-30 09:55:41.318000,False
1297,Prefer not to say,1989-05-30 00:00:00,Inactive,ADDR_5297,East Geraldstad,WI,2661,Jamaica,2024-03-18 01:11:40.919000,2024-06-10 10:30:52.027000,True
1355,Female,1967-09-20 00:00:00,Blocked,ADDR_5355,Montgomeryburgh,TAS,2920,Trinidad and Tobago,2021-08-28 01:59:48.504000,2021-09-18 12:23:16.986000,False
1146,Other,1992-07-06 00:00:00,  Inactive  ,ADDR_5146,Lake Brianberg,Australian Capital Territory,V4A9N4,Mayotte,2023-07-11 00:13:38.232000,2025-02-02 17:38:34.518000,True
1025,Unknown,1968-12-10 00:00:00,Active,,West Elizabethmouth,SA,,Tonga,,2025-03-23 20:20:48,True
1799,Female,1966-07-12*,Blocked,ADDR_5799,Lake Ashleigh,WV,W0T 2FA,Oman,2025-05-05 20:55:55.830000,2025-08-02 19:07:14.440000,False
1145,Other,1992-10-13 00:00:00,Inactive,ADDR_5145,St. Randall,  IA  ,35399,Gibraltar,2021-05-05 07:01:43.220000,2023-03-22 17:22:54.801000,True
1337@,Female,1981-09-15 00:00:00,Inactive,ADDR_5337,West Ruthhaven,ACT,R5B1L1,New Caledonia,  2023-03-26 04:15:40.875841  ,  2025-02-21 05:28:12.360847  ,False
1056,Male,1951-02-10 00:00:00,Inactive,ADDR_5056,New Charleschester,WV,M4B9C1,Israel,2025-06-13 07:41:12.332000,2025-10-11 15:35:19.406000,False
1128,M,1992-02-11 00:00:00,Actve,,,NSW,,Moldova,,2025-10-08 05:19:08,  True  
1147,Other,1959-05-05 00:00:00,Active,ADDR_5147,Lake Toddside,Idaho,9003,Grenada,2022-09-30 05:13:16.968000,2022-10-20 13:40:31.269000,False
1925,1,1960-10-24 00:00:00,  Active  ,,New Melissabury,Wisconsin,,China,,2025-08-26 15:57:18,False
1421,Male,1993-06-20 00:00:00,Active,ADDR_5421,Joshuaview,TAS,X9V3R8,  Bermuda  ,2025-08-27 17:59:35.782000,2025-09-08 03:10:09.279000,False
1661,Female,1986-02-22 00:00:00,Inactive,ADDR_5661,Melissaville,Arkansas,2662,Luxembourg,2021-02-02 05:10:50.544000,2021-06-29 18:57:57.403000,False
1996,Other,1970-05-01 00:00:00,Inactive,ADDR_5996,South Sarah,South Dakota,1470,svalbard & jan mayen islands,2022-06-26 12:59:46.219000,2024-04-20 14:29:50.493000,True
  1459  ,Male,1964-06-26 00:00:00,Blocked,ADDR_5459,Karenview,PA,2927,Canada,2024-11-25 05:33:30.811000,2025-05-05 01:33:54.412000,TRUE
1263,Female,1955-03-07 00:00:00,Blocked,ADDR_5263,Lake Justinfort,NJ,3816,  Nicaragua  ,2025-05-02 06:02:15.144000,2025-08-26 11:21:44.828000,True
1616,Female,1990-05-22 00:00:00,Blocked,ADDR_5616,Herrerafurt,MI,13707,Cocos (Keeling) Islands,2021-08-01 19:19:21.802000,2022-11-21 07:37:59.754000,True
1628,Female,1948-07-14 00:00:00,Active,ADDR_5628,Lake Sean,New South Wales,61421,Pakistan,2022-11-28 14:49:15.985000,2025-09-09 04:32:36.654000,True
1980,,2001-11-17,Blocked,addr_5980,北京,,xxxxx,Azerbaijan,2022-03-12 10:55:18,1739267039,
1527,Other,1949-05-05 00:00:00,  Blocked  ,ADDR_5527,South Cameronstad,Colorado,H2T 6E3,Belgium,2024-07-01 05:49:44.066000,2025-09-17 04:51:07.287000,False
1412,Female,1968-03-21 00:00:00,Blocked,ADDR_5412,Dylanfort,Tasmania,N8P 9T3,Guam,2023-10-10 07:20:17.787000,2025-06-24 21:25:06.437000,False
1196,  Other  ,1959-08-25 00:00:00,Inactive,ADDR_5196,Tylerland,  WI  ,R4K3S2,  Croatia  ,2022-12-23 08:39:33.890000,2025-05-24 15:37:32.250000,True
  1425  ,male,1951-07-17 00:00:00,Inactive,,Tracyshire,Western Australia,,Tanzania,,2025-03-09 23:08:08,False
1368,Male,1981-04-11 00:00:00,Inactive,ADDR_5368,Welchborough,Alabama,  31673  ,Indonesia,2020-11-02 04:19:29.036000,2023-03-25 10:17:05.504000,False
1004,Female,1999-08-14 00:00:00,Inactive,ADDR_5004,East Nathaniel,Ohio,A5E4P1,Turkey,2021-03-17 05:04:02.872000,2024-12-08 18:57:51.371000,True
1431,  Prefer not to say  ,1985-09-01 00:00:00,Inactive,ADDR_5431,Sancheztown,New Hampshire,2907,Turkmenistan,2023-02-04 20:49:55.319000,2025-09-02 09:53:03.304000,False
1523,OthÃ©r,1995-05-10 00:00:00,  Inactive  ,ADDR_5523,Lake Shawn,VIC,91361,Brunei Darussalam,2025-06-30 09:17:04.890000,2025-08-14 02:29:16.415000,false
1182,Prefer not to say*,1987-06-07 00:00:00,Inactive,ADDR_5182,Leemouth,  Texas  ,WF6N 5AN,Guernsey,2025-08-31 22:40:01.347000,2025-09-09 19:09:03.378000,False
1674,Prefer not to say,1998-03-05 00:00:00,Active,ADDR_5674,Port Mark,Oklahoma,L7Y9T1,Poland,2021-01-09 14:18:20.691000,2025-08-21 21:17:39.574000,True
1984,Male,1993-06-21 00:00:00,Inactive,ADDR_5984,Wrightview,ND,ML1 4GR,French Guiana,2022-03-03 15:30:32.813000,2023-04-12 07:37:08.550000,False
1347,  OTHER  ,2001-01-06 00:00:00,Active,  ADDR_5347  ,Barkerbury,Australian Capital Territory,g9e 2r6,Jamaica,2020-11-21 16:01:13.086000,2024-06-01 22:42:15.945000,True
1855,Prefer not to say,,Blocked, ADDR_5855 ,NEW KATHRYNSHIRE,Australian Capital Territory,G1U 6T6,French Guiana,1755289087,,True
1927,Other,1978-11-13 00:00:00,Blocked,ADDR_5927,New Victoria,Western Australia,X1G1E4,Algeria,2023-01-06 03:14:27.200000,2024-05-12 08:34:11.271000,True
1978,Male,1972-12-09 00:00:00,Inactive,ADDR_5978,Peckview,SA,17041,Malaysia,2021-07-09 18:30:20.070000,  2024-08-28 10:34:17.747343  ,False
1606,Female,1963-02-23 00:00:00,Inactive,ADDR_5606,South Cliffordton,MO,N34 8SL,western sahara,2023-04-20 12:07:53.668000,2023-11-09 08:03:06.782000,False
1809,Male,1950-05-28 00:00:00,Inactive,ADDR_5809,Claytonview,VIC,3446,Kiribati,2024-12-07 17:01:06.736000,2025-01-02 01:05:36.569000,False
1611@,Male,1984-05-12 00:00:00,Inactive,ADDR_5611,Anneport,New South Wales,7230,Japan,2020-11-23 18:20:33.341000,2021-07-09 15:17:28.184000,False
1230,  Prefer not to say  ,1957-01-09 00:00:00,Blocked,ADDR_5230,North Jamesport,NT,H3J 5A2,Switzerland,2022-09-03 18:42:33.180000,2023-09-22 13:51:51.092000,True
1249,Prefer not to say,1988-10-24 00:00:00,Active,ADDR_5249,Port Travis,VIC,  H3H3P4  ,Cocos (Keeling) Islands,2023-01-12 18:54:02.978127,2023-07-18 00:29:06.739000,False
1435,  Male  ,,Inactive,ADDR_5435,Knightport,RI,2350,Iraq,2021-07-20 02:37:41.702000,,True
1236,Prefer not to say,1985-01-12 00:00:00,Inactive,  ADDR_5236  ,East Damonside,ACT,E64 3NW,Korea,2022-08-16 00:33:57.116000,2023-03-02 03:11:31.013000,False
1177,Female,1967-05-10 00:00:00,  Inactive  ,ADDR_5177,North Catherineport,ACT,2902,Colombia,  2023-11-30 11:21:05.377785  ,2025-07-08 20:08:17.953000,False
1273,Male,1990-07-24 00:00:00,Active,ADDR_5273,South Patrickville,Wisconsin,M2 0EX,Timor-Leste,2021-10-16 06:29:39.248000,2024-10-26 21:35:42.006000,False
1153,Prefer not to say,1971-03-18 00:00:00,Active,ADDR_5153,Robertsburgh,AL,T9V 1V8,Cuba,2023-01-18 09:47:33.741000,2023-04-07 14:54:14.382000,False
1013,Female,1977-04-01 00:00:00,Active,ADDR_5013,Port Stephaniebury,Queensland,06558,Lebanon,2023-01-21 11:19:24.979000,2025-01-04 21:07:52.644000,True
1946,Female,1994-08-04 00:00:00,Inactive,ADDR_5946,  Petershaven  ,NSW,9045,Guatemala,2021-03-23 10:05:52.124000,2024-08-29 15:23:49.923000,False
1185,Male,1968-04-11 00:00:00,active,ADDR_5185,Petersonburgh,Indiana,E67 1FA,Guernsey,2024-03-26 18:54:09.072000,2025-06-30 18:19:22.944000,False
1074,Other,1951-12-16 00:00:00,Active,ADDR_5074,Candicefurt,  WA  ,SO4W 2PE,Gambia,2021-09-11 01:36:03.706000,2023-10-13 04:17:14.457000,True
1291,Prefer not to say,1970-11-04 00:00:00,Blocked,ADDR_5291,South Gracefurt,HI,H6B 6E8,Cayman Islands,2025-05-30 22:00:29.848000,2025-08-20 04:20:02.268000,True
  1716  ,Male,  1962-08-31  ,Active,ADDR_5716,Lake Johnmouth,MT,2656,Ireland,2024-11-06 14:08:32.860000,2025-01-02 08:15:40.876000,True
1438,Male,1986-09-02 00:00:00,Inactive,ADDR_5438,Howardhaven,VIC,SG5 3TF,Argentina,2021-01-27 01:50:15.156000,2021-10-07 22:13:06.341000,True
1128,Prefer not to say,1976-09-01 00:00:00,Blocked,ADDR_5128,Matthewville,VIC,2695,Pitcairn Islands,2025-04-06 00:32:33.961000,2025-07-06 02:23:28.986000,  False  
1399,Other,1965-03-18 00:00:00,Inactive,ADDR_5399,Meltonmouth,WA,0202,Hong Kong,2022-10-11 05:00:07.731000,2024-01-30 15:07:24.224000,True
1541,Male,1987-11-08 00:00:00,  Inactive  ,ADDR_5541,South Jillland,ACT,L1U 4JX,Bangladesh,2022-09-27 10:41:58.877000,2024-06-18 16:01:53.440000,False
1067,Male,1945-10-06,Active,  ADDR_5067  ,Port Patricia,  OK  ,S8F 2DW,Austria,2022-12-19 00:01:59.018000,2023-12-04 03:03:03.307000,True
1514,MALE,1971-10-02 00:00:00,Inactive,ADDR_5514,Collinsberg,New South Wales,10864,Fiji,2021-03-29 08:23:04.443000,2023-08-30 13:12:05.228000,False
1441,  Male  ,2002-12-06 00:00:00,Active,ADDR_5441,  Pritchardton  ,Texas,  X4K 8B4  ,Afghanistan,2021-01-07 00:24:27.366000,2024-11-02 08:30:06.247484,False
1427,Prefer not to say,1968-09-06 00:00:00,Blocked,ADDR_5427,South Debbieland,Australian Capital Territory,A8V7S2,Equatorial Guinea,2021-12-03 04:21:04.699000,2025-06-09 10:48:12.131000,True
1697,Female,1970-04-05@,Inactive,ADDR_5697,Patriciaville,Wisconsin,2980,Svalbard & Jan Mayen Islands,2024-04-01 03:56:26.718000,2024-09-08 23:53:18.468000,False
1718,Female,1973-01-06 00:00:00,Blocked,  ADDR_5718  ,Moorefurt,Wisconsin,L8R 1A1,French Polynesia,2021-05-02 22:07:37.421000,2021-05-11 04:32:34.385000,False
1005,Female,1989-09-09 00:00:00,Blocked,ADDR_5005,Samuelhaven,New South Wales,44814,Namibia,2023-09-21 09:36:12.711000,2023-11-13 18:11:20.837000,  True  
1882,Prefer not to say,1974-02-11 00:00:00,Active,ADDR_5882,South Leslietown,New York,L38 4AJ,Ireland,2021-06-06 00:09:28.985000,2024-05-24 21:08:53.622000,False
1896,Male,1952-03-13 00:00:00,Active,ADDR_5896,Port Katymouth,ACT,20974,Palestinian Territory,2022-02-07 04:20:28.255000,2024-05-14 14:52:37.490000,True
1562,Other,2005-07-01 00:00:00,INACTIVE,ADDR_5562,South Sherylview,South Australia,R2K4C9,Australia,2022-04-06 11:37:38.885000,2022-12-07 04:11:45.791000,True
1930,Female,,,ADDR_5930,       ,NEW SOUTH WALES,CV4R 7QE,,2022-06-29 10:38:21,,N
1248,Other,1961-03-29 00:00:00,Inactive,ADDR_5248,New John,WI,84963,Indonesia,2023-05-16 17:50:08.996000,2025-06-24 23:16:06.722000,True
1019,Male,1950-03-03 00:00:00,Blocked,ADDR_5019,Petersbury,Western Australia,39067,  Iraq  ,2022-04-23 23:37:20.272000,2023-12-14 14:36:05.657000,False
1284,Female,  1963-02-02  ,Active,ADDR_5284,Davisbury,Western Australia,2908,Botswana,2021-09-06 00:08:40.069000,2025-06-10 10:19:30.338000,False
1451,Female,1972-05-18 00:00:00,Active,  ADDR_5451  ,Port Damianfort,DE,X5L9E5,Angola,2023-08-13 12:44:25.907000,2024-02-20 05:02:37.769000,False
1909,Other,1993-08-04 00:00:00,Active,ADDR_5909,  Santosville  ,South Carolina,V6M3M1,  Armenia  ,2023-02-23 15:36:37.138000,2025-02-28 02:36:33.051000,False
  1488  ,Other,1967-11-08%,BLOCKED,ADDR_5488,Gerardborough,AS,NP1Y 3DF,New Caledonia,2025-03-04 09:46:09.031000,2025-07-21 07:41:36.341000,True
1287,Prefer not to say,1947-01-28 00:00:00,Active,ADDR_5287,Boothburgh,Queensland,  ox0n 0nn  ,REUNION,2024-01-09 19:59:58.438394,2024-10-01 07:22:01.533000,False
1814,Other,1983-07-27 00:00:00,Blocked,ADDR_5814,Port Danielton,ACT,4692,Germany,2022-10-08 09:04:37.138000,2023-02-06 03:53:00.669000,False
1479,Female,1977-09-18 00:00:00,Active,ADDR_5479,New Bradleymouth,Western Australia,S9Y 1M3,Uganda,2025-01-12 15:41:53.869000,2025-09-28 18:07:32.882000,False
1077,male,1972-06-08 00:00:00,  Active  ,ADDR_5077,East Lisa,Victoria,L09 8LZ,Gibraltar,2022-03-24 04:06:29.900000,2025-08-11 05:04:03.371000,False
1310,Female,2002-11-19 00:00:00,Inactive,ADDR_5310,Dannyland,HI,T9R 4G4,Liechtenstein,2024-03-04 12:07:02.736000,2024-06-30 12:02:17.888000,False
1315,Other,,Active,addr_5315,Callumfurt,  CA  ,,  Wallis and Futuna  ,2023-04-03 15:08:04,,True
1320,,11/28/1951,0,ADDR_5301,joneschester,,A6N 7P6,Central African Republic,2021-01-01 06:12:27.007000,2025-05-11 05:34:22.491065,
1015,Prefer not to say,,Blocked,ADDR_5015,Russellside,IL,2989,Togo,2023-03-01 20:25:43.488000,,True
1410,Other,  1991-07-06  ,Inactive,ADDR_5410,West Roberttown,ME,LE3 0UG,Bouvet Island (Bouvetoya),2024-05-27 10:29:22.044000,2025-08-07 13:18:01.668000,True
1158,Other,1988-01-23 00:00:00,Inactive,ADDR_5158,Steventon,North Dakota,N5J 5J9,Sierra Leone,2024-02-19 09:32:27.076000,2024-05-19 01:53:07.301000,True
1553,Other,1999-03-28 00:00:00,Active,ADDR_5553,Port Eileenville,WA,K6A 4V9,Sierra Leone,2024-01-17 16:00:08.734000,2024-04-20 17:07:32.923000,True
