review_id,product_id,customer_id,rating,review_title,review_desc,review_date
455,PROD_1017,CUST_1416,1,Disappointed,Thank plant nearly stage determine. Daughter picture teach house land.,2025-10-09 23:49:21.320000
,,, ,,,  NA  
266,PROD_1006,CUST_1706,,Five Stars,Check out https://www.cole-farrell.info/ for amazing deals! Contact rhodesnicole@example.net for more info.,
2219,PROD_1294,CUST_1466,1,Not worth it,Use reach must produce pick avoid fine. Speak rule note several.,2025-09-22 23:49:21.498000
2522,PROD_1993,CUST_1205,5,Highly recommend,For week smile who range back. Nor great movie author and. Customer leg technology walk surface opportunity wonder. Door whatever later. Would buy again.,2025-09-24 23:49:21.551000
614,  PROD_1607  ,CUST_1607,4,Very satisfied,Color real important they food someone war idea. Laugh center seek information agency cause first. Change hand its stage town character watch describe. Hospital change front. Great value for money.,2024-07-01 23:49:21.337000
209,  PROD_1693  ,CUST_1918,4,Amazing value,Him change use tax need trial. Different eat trouble floor step number. Maybe top conference source.,2025-10-05 23:49:21.294000
2705,PROD_1017,  CUST_1838  ,3,It's okay,Him ever imagine well fact yourself build. Training book seat usually. Data matter despite dog. Performance alone factor issue. Has pros and cons.,2025-10-09 23:49:21.580000
2321,PROD_1009,CUST_1133,3,Nulla magni vitae.,Today support than determine. Average product.,2025-04-26 23:49:21.515094
819,PROD_1914,CUST_1214,1,Waste of money,Possimus dolore dignissimos possimus nisi quaerat debitis. Beatae minus iure perferendis incidunt doloremque. Very disappointed.,2025-10-10 23:49:21.357000
2033,PROD_1814,CUST_1154,1,Poor quality,Nulla odit accusamus autem minima. Not worth the money.,  2025-10-05 23:49:21.476125  
1031,PROD_1006,CUST_1365,5,Perfect!,Mother push drive. Too company feeling above. Event lawyer call. Result garden walk huge. Foreign full learn suffer. Very happy with this purchase.,2025-10-05 23:49:21.378000
2397,PROD_1002,CUST_1394,5,Great product!,Incidunt ipsa fugit id nostrum repellat. Quo dicta doloribus quis corrupti necessitatibus minima. Exceeded my expectations.,2024-11-24 23:49:21.529000
313,PROD_1010,CUST_1324,5,Perfect!,Nesciunt nostrum magni sed. Aperiam tempore voluptas a nam. Autem eligendi adipisci inventore nihil numquam. Illo ipsa distinctio cupiditate consequuntur nam. Saepe culpa voluptatum pariatur consequatur asperiores. Great value for money.,2025-09-22 23:49:21.306000
1564,PROD_1006,CUST_1238,5,Love it!,Guy fish authority seek mouth. Law trial table her clear offer.,2025-09-16 23:49:21.428729
  2780  ,,CUST_1688,2,,,2023-12-16 23:49:21.592000
495,PROD_1943,CUST_1832,4,Great product!,Aliquam maxime exercitationem nostrum inventore. Necessitatibus recusandae expedita beatae ab unde corporis. Great value for money.,2025-10-06 23:49:21.324000
394,PROD_1017,CUST_1869,4,Excellent quality,Earum perspiciatis iure facere quis sunt. Aliquid ullam minus et hic. Aspernatur nemo ad qui voluptatem incidunt. Totam deserunt eveniet aperiam. Atque laboriosam repellat nihil numquam ex dolorum autem. Would buy again.,2025-02-15 23:49:21.314000
1915,PROD_1646,,4.5,Catch find notice pick.,Management present threat need key. Bill success begin environment program grow particular. Lay have common what you our.,2020-09-07 06:03:09.989000
2394,PROD_1575,CUST_1100,4,Perfect!,Concern best public born season. Feeling even positive method go certainly. Series recently adult reality home. Behavior about bill three machine oil season. Exceeded my expectations.,2025-10-02 23:49:21.528000
2665,PROD_1812,,0,Rise sense.,Dicta dolores porro hic saepe. Architecto atque nam fugit sunt quisquam voluptatem excepturi. Would not recommend.,2025-10-21 12:02:56.649000
236,PROD_1011,CUST_1122,4,Great product!,Performance red industry together memory. Brother box blood cup current enjoy mission cut. Far always many debate value former. Would buy again.,2025-10-04 23:49:21.297000
2953,PROD_1013,CUST_1563,2,Waste of money,Animal leg do. Deal laugh north meet dinner standard. Quality is poor.,2025-09-13 23:49:21.622000
763,PROD_1725,CUST_1537,5,Exceeded expectations,Reiciendis voluptatem eaque adipisci velit ducimus. Exceeded my expectations.,2025-10-02 23:49:21.351000
1330,PROD_1755,,4,,Bad,2025-09-25 23:49:21.405000
1780,PROD_9999,,Good,,,08/10/2024
326,PROD_1960,CUST_1911,4,Exceeded expectations,Voluptate nemo consequatur saepe. Quisquam nihil excepturi blanditiis consequuntur. Very happy with this purchase.,2025-08-31 23:49:21.307000
1273,PROD_1874,CUST_1208,3,Average quality,Provident ipsum unde dolores. Distinctio ipsam perferendis.,2025-06-11 23:49:21.400000
1506*,PROD_1018,CUST_1626,1,Disappointed,  Quisquam fugiat magni tempore asperiores numquam commodi tenetur. Quality is poor.  ,2025-07-29 23:49:21.422000
986,PROD_1008,CUST_1578,4,Highly recommend,Eligendi iure ipsum eum ea occaecati ipsum. Et dicta minima voluptates soluta molestias numquam. Sapiente quibusdam iure. Exceeded my expectations.,2025-10-10 23:49:21.373000
1263,PROD_1019,CUST_1038,2,Ratione labore officiis perferendis.,In nisi quibusdam iste est rerum cumque corrupti. Quis ducimus officiis animi assumenda eligendi expedita quaerat. Very disappointed.,2025-09-14 23:49:21.399000
3055,PROD_1009,,2,Disappointed,Prepare process who study spend industry. Not worth the money.,2025-09-19 23:49:21.640000
2673,PROD_1014,CUST_1348,4,Highly recommend,Little sea generation picture bill step interest. Boy exactly what something heart politics. For real lay international size nor try. Highly recommend!,2024-06-18 23:49:21.575000
1028,PROD_1015,CUST_1850,1,Poor quality,Who note any fear throw mind song investment. At any former least do series. Quality is poor.,2025-10-05 23:49:21.377000
812,  PROD_1007  ,CUST_1762,1,Not worth it,Start peace year decision. Too drug today. Ten each talk boy area however society. Would not recommend.,2025-09-27 23:49:21.356000
2990,,CUST_1618,1,Not worth it,Odit nam culpa explicabo maiores. Quae assumenda ab autem commodi.,2025-10-06 23:49:21.629000
533,PROD_1332,CUST_1085,5,Quas facilis quisquam vel natus.,Check room evidence enjoy bill someone onto she. Offer table painting whom say pattern.,  2024-05-16 23:49:21.328549  
1101,PROD_1175,CUST_1609,1,Poor quality,Our miss say simple perform practice investment. Quality is poor.,2025-10-04 23:49:21.384000
2472,PROD_1010,CUST_1914,  1  ,Qui possimus dolorem.,Against suffer type learn scientist four traditional. Us build summer attack thing item any offer. Very disappointed.,2025-10-05 23:49:21.542000
2067,PROD_1483,CUST_1965,4,Perfect!,Win ahead compare. With later Democrat respond. This sometimes reveal design. Federal plant find factor phone.,2025-05-10 23:49:21.480000
230,PROD_1614,CUST_1738,5,Great product!,Difference part wall. Interest heavy give edge level. Station however bill memory production successful hear. Participant fear blue as write political technology end. Could military drive arm tax. Would buy again.,2025-09-11 23:49:21.297000
185,,CUST_1627,4,Amazing value,Doloribus possimus error repudiandae aspernatur voluptatibus officiis. Atque fugit mollitia. Odio praesentium assumenda sapiente. Natus similique atque minus aliquam distinctio. Very happy with this purchase.,2025-09-17 23:49:21.291000
1347,PROD_1002,CUST_1544,4,Great product!,Optio alias illo optio. Adipisci earum explicabo doloremque delectus dolorum. Dignissimos excepturi repellat eius soluta. At vitae omnis voluptatem reiciendis expedita culpa. Debitis adipisci harum doloremque nam. Exceeded my expectations.,2025-09-19 23:49:21.407000
2669,PROD_1014,  CUST_1096  ,4,Exceeded expectations,Pull week street if training provide. Bill almost owner finally cut. Road so remember everything care Democrat force space. List else television simply. Would buy again.,2025-10-10 23:49:21.575000
1872,PROD_1315%,CUST_1781,1,Disappointed,Quam id asperiores illo debitis. Returned immediately.,2025-09-23 23:49:21.460000
2474,PROD_1474,CUST_1125,2,Waste of money,Molestiae odit aspernatur perspiciatis. Voluptates modi dicta maiores animi quo blanditiis.,2025-10-04 23:49:21.542000
385,PROD_1753,,5,  Love it!  ,Sint provident nemo recusandae. Natus commodi nam deserunt nulla. Quidem vero maxime quibusdam magnam accusantium omnis. Exceeded my expectations.,2025-09-26 23:49:21.313000
2169,PROD_1899,CUST_1498,5,Highly recommend,Nemo iusto dicta. Repellendus corporis sapiente. Illo voluptates magnam minus necessitatibus. Libero voluptates eaque error tenetur voluptas aspernatur. Placeat recusandae porro aliquam veniam itaque nesciunt. Great value for money.,2025-09-29 23:49:21.490000
2547,PROD_1597,  CUST_1971  ,4,Highly recommend,Soon even method. Move reflect quickly result at. Many follow security kid. Weight it degree its recently activity already. Ok live wait doctor skill determine great. Highly recommend!,2025-05-02 23:49:21.554000
2277,PROD_1152,CUST_1617,  5  ,Perfect!,Themselves loss although opportunity. Dog soon production such how them behind. Information all week. No treat traditional shoulder myself surface often. Senior nation look life here partner Mrs. Great value for money.,2025-10-04 23:49:21.507000
1253,PROD_1005,CUST_1286,4,Exceeded expectations,Consumer available power rate sense stand. Same talk authority other official help possible chair. Would buy again.,2024-05-27 23:49:21.398000
1429,PROD_1013,CUST_1609,4,Excellent quality,Placeat expedita placeat expedita. Quidem perferendis eaque vel sed ipsum. Provident perspiciatis iste praesentium magnam minima voluptas. Would buy again.,2025-03-20 23:49:21.415000
791,PROD_1873,CUST_1084,1,Not worth it,Government cost eight work three reason. Ability knowledge before general. Difficult sell accept country. Very disappointed.,2025-05-24 23:49:21.354000
3086,PROD_1009,CUST_1788,3,Not bad,Doloribus corrupti deserunt voluptas pariatur amet. Meets basic needs.,2025-08-16 23:49:21.645000
1710,PROD_1004,CUST_1362,,💰 Worth the price,素晴らしい製品です,25-03-2025
466,PROD_1190,CUST_1248,1,Disappointed,Et velit ab. Not worth the money.,2023-11-05 23:49:21.321000
1270,PROD_1014,,-1,,Good,2025-11-02 00:56:11.577000
  287  ,PROD_1414,CUST_1443,4,Amazing value,Society common stay ready office traditional. Very happy with this purchase.,2025-08-25 23:49:21.302000
1179,  PROD_1009  ,CUST_1266,1,Above food reduce.,Fine range change again race room prevent. Bank thought guess. Very disappointed.,2025-09-27 23:49:21.391000
