supplier_id,supplier_rating,supplier_status,is_preferred,is_verified,contract_start_date,contract_end_date,city,state,zip_code,country
SUP_10898,2.61,suspended,True,True,2025-05-12 00:00:00,  2026-05-08  ,Teruel,Hamburg,135-3337,  モルドバ共和国  
SUP_10085,4.38,on hold,  False  ,False,2023-09-11 00:00:00,2024-10-21 00:00:00,Cáceres,León,457-0693,淑兰县
SUP_10297,3.76,active,False,True,2024-10-28 00:00:00,2027-07-28 00:00:00,New Danachester,Segovia,343-4429,Swasiland
SUP_10355,2.49,on hold,False,True,2023-06-30 00:00:00,2026-04-19 00:00:00,Granada,Tarragona,924-1999,Fiji
SUP_10146,4.47,suspended,  True  ,False,2024-06-19 00:00:00,2025-06-29 00:00:00,León,Hessen,54464,Timor-Leste
SUP_10025,,suspended,,False,2024-01-08 00:00:00,,六安县,,249-2417,
SUP_10799,3.97,active,False,True,2025-02-25 00:00:00,2027-08-07 00:00:00,安房郡鋸南町,Ourense,30105,巴西
SUP_10145,4.21,pending,False,True,2024-03-16 00:00:00,  2025-12-30  ,New Gail,Baden-Württemberg,91674,Südgeorgien und die Südlichen Sandwichinseln
SUP_10337,3.85,active%,False,True,2022-12-14 00:00:00,2024-01-20 00:00:00,Bradleyport,Álava,  16726  ,  Eritrea  
SUP_10056,2.69,active,False,True,2023-03-13 00:00:00,2025-11-25 00:00:00,Wendyville,Kansas,51441,Îles Mineures Éloignées des États-Unis
SUP_10350,,TRUE,,,2010-04-23 00:00:00,,lake geraldinehaven,,81071-3158,
SUP_10147,2.88,inactive,False,True,2023-09-20 00:00:00,2024-04-02 00:00:00,West Leah,Kansas,797-0439,タイ
SUP_10925,,active,,True,2024-07-09 00:00:00,,长沙市,,40833,
SUP_10421,2.11,active,False,False,2024-05-07 00:00:00,2026-10-18 00:00:00,Sainte Diane,  Hawaii  ,880-6731,Cayman (Îles)
SUP_10661,4.96,active,False,False,2025-08-12 00:00:00,2027-07-08 00:00:00,Zaragoza,Sachsen,141-5624,Bhutan
SUP_10996,4.61,active,False,True,2024-12-26 00:00:00,2025-07-04 00:00:00,合山县,Baden-Württemberg,975-7901,Iran
  SUP_10459  ,4.27,active,False,True,2023-12-11 00:00:00,2025-04-28 00:00:00,Nauen,Barcelona,009-8414,圣诞岛
SUP_10263,4.03,on hold,False,False,2025-02-21 00:00:00,2027-02-17 00:00:00,Almería,  Baden-Württemberg  ,51441,法属波里尼西亚
SUP_10616,2.16,pending,False,False,2024-03-16 00:00:00,2024-12-18 00:00:00,Carlyberg,Málaga,535-6133,Turquie
SUP_10628,3.99,on hold,False,False,2024-06-21 00:00:00,2027-04-30 00:00:00,Murcia,North Carolina,75726,Ouganda
SUP_10980,Poor,,N,True,,2019-10-26 00:00:00,,Huelva,,NI
SUP_10527,4.52,inactive,  False  ,True,2025-09-11 00:00:00,2026-04-25 00:00:00,Wittstock,Illinois,654-1768,Türkei
SUP_10412,4.04,inactive,False,True,2023-11-25 00:00:00,2024-12-22 00:00:00,Santa Cruz de Tenerife,Arizona,70685,Sudan
SUP_10196!,  4.05  ,active,FALSE,False,2025-08-31 00:00:00,  2027-09-16  ,凤兰市,  Sevilla  ,973-5584,Taiwan
  sup_10425  ,,under review,,True,2024-12-31 00:00:00,,Lake Markview,,58258,
SUP_10368,4.19,active,False,True,2024-03-16 00:00:00,2026-09-24 00:00:00,  Ávila  ,Saarland,57400,老挝
SUP_10004,4.51,active,False,True,2023-07-06 00:00:00,2026-01-17 00:00:00,Dupuy-sur-Mer,Guadalajara,30522,アンティグアバーブーダ
SUP_10431,  3.11  ,pending,False,True,2025-04-26 00:00:00,2027-12-04 00:00:00,Gießen,Ohio,87664,Spain
SUP_10523,0.34,active,  False  ,True,2023-06-29 00:00:00,2024-05-19 00:00:00,Eggenfelden,Michigan,145-0208,马来西亚
SUP_10182,4.82,under review,False,True,2024-07-22 00:00:00,  2027-03-21  ,Sömmerda,New Mexico,44578,Philippinen
SUP_10674,3.11,active,False,False,2024-08-16 00:00:00,2026-07-08 00:00:00,Normand,Niedersachsen,651-7454,Zaïre
SUP_10984,2.67,pending,False,False,2025-01-27 00:00:00,2027-05-29 00:00:00,Säckingen,Thüringen,638-2976,Kiribati
SUP_10347,  4.26  ,suspended,False,  TRUE  ,2022-11-04 00:00:00,2023-08-01 00:00:00,Ribnitz-Damgarten,Rheinland-Pfalz,64511,portugal
SUP_10825,-0.56,active,,True,2024-05-20 00:00:00,2024-05-20 00:00:00,宜都县,,20113,JPN
SUP_10927,3.32,on hold,True,True,2025-08-25 00:00:00,2027-06-16 00:00:00,Faivre,Navarra,331-9266,コロンビア
SUP_10978,4.67,inactive,FALSE,True,2024-09-07 00:00:00,2027-02-04 00:00:00,Bertin,Brandenburg,35065,  Hungary  
SUP_10606,4.95,on hold,False,True,2024-11-26 00:00:00,2026-07-05 00:00:00,New Gerardmouth,La Rioja,554-6374,Mozambique
SUP_10809,2.65,suspended,True,True,2025-05-22 00:00:00,2026-02-28 00:00:00,Mooremouth,Massachusetts,13601,Seychelles
SUP_10611,1.09,pending,True,False,2023-05-25 00:00:00,2026-01-30 00:00:00,Moulindan,Idaho,512-1821,オランダ
SUP_10230,  3.25  ,under review,True,True,2024-06-14 00:00:00,2025-07-02 00:00:00,Guipúzcoa,North Carolina,897-8813,サウスジョージア・サウスサンドウィッチ諸島
SUP_10249,4.04,on hold,False,True,2025-02-15 00:00:00,2027-09-29 00:00:00,  Meyer-sur-Guichard  ,Kansas,66026,Poland
SUP_10435,  4.59  ,on hold,False,True,2022-10-15 00:00:00,2025-07-16 00:00:00,三鷹市,Toledo,503-6628,Israël
SUP_10236,4.11,inactive,False,  False  ,2024-01-13 00:00:00,2026-06-13 00:00:00,目黒区,Sachsen,461-2947,Canadá
SUP_10177,4.66,active,  False  ,True,2025-05-01 00:00:00,2027-05-07 00:00:00,Cádiz,Illinois,  33202  ,Korea
SUP_10273,2.06,pending%,False,True,2023-09-15 00:00:00,2024-11-01 00:00:00,川崎市宮前区,Nordrhein-Westfalen,15909,Cook Islands
SUP_10153,3.91,active,False,True,2023-08-04 00:00:00,2025-04-15 00:00:00,Davidton,Iowa,53051,Turkey
SUP_10013,1.46,on hold,False,False,2024-07-06 00:00:00,2025-04-23 00:00:00,Valencia,Bayern,77070,Malte
SUP_10946,2.64,pending,False,True,  2024-12-05  ,2027-05-09 00:00:00,Hunterville,Bayern,666-8920,El Salvador
SUP_10185,4.44,inactive,False,True,2025-05-22 00:00:00,2026-02-23,East Glenn,Schleswig-Holstein,41970,セントヘレナ
SUP_10074,4.04,under review,False,False,2025-02-21 00:00:00,  2025-10-03  ,鑫县,Oklahoma,290-4128,越南
SUP_10291,4.74,on hold,False,True,2023-05-05 00:00:00,2023-12-15 00:00:00,Delattre,Maine,18101,Barbados
  SUP_10716  ,4.6,  active  ,False,True,2025-09-30 00:00:00,2027-03-27 00:00:00,Melilla,Oregon,33887,Suiza
SUP_10438,3.89,under review,True,True,2025-05-20 00:00:00,2026-09-06 00:00:00,Lisaview,Castellón,715-5047,Chile
SUP_10128,2.52,active,False,False,2025-09-06 00:00:00,2027-02-22 00:00:00,Rochlitz,Massachusetts,287-6437,Botsuana
SUP_10399,2.1,on hold,True,True,2022-10-21 00:00:00,2023-09-13 00:00:00,兴安盟县,Colorado,827-3623,Lithuania
SUP_10541,4.76,active,  False  ,True,2024-10-27 00:00:00,2026-06-30 00:00:00,坤市,Lugo,365-9153,ブルンジ
SUP_10067,4.79,on hold,False,  False  ,2023-11-03,  2025-05-10  ,Sainte Alfred,Berlin,589-7033,Luxemburgo
SUP_10514,4.83,under review,True,TRUE,2024-07-03 00:00:00,2026-02-15 00:00:00,Soltau,Álava,291-2147,アイルランド共和国
SUP_10441,  3.94  ,active,False,False,  2024-08-10  ,2025-08-12 00:00:00,  Burgdorf  ,New Jersey,742-2275,Netherlands
SUP_10427,4.47,suspended,False,False,2024-08-27 00:00:00,2026-07-05 00:00:00,Murcia,Sachsen-Anhalt,30963,Botswana
SUP_10697,4.06,active,False,False,2024-08-01 00:00:00,2025-06-19 00:00:00,波县,Hessen,728-2344,Trinidad und Tobago
SUP_10718,4.89,active,False,  False  ,2023-03-18 00:00:00,2024-12-04 00:00:00,Johnfurt,Hessen,25536,Andorra
SUP_10005,2.47,suspended,False,True,2024-09-28 00:00:00,2027-09-18 00:00:00,Meunier-la-Forêt,Kansas,764-9577,Vierges britanniques (Îles)
SUP_10882,3.47,under review,False,True,2023-05-10 00:00:00,2025-07-03 00:00:00,Augsburg,La Rioja,865-1035,Slovaquie
SUP_10896,4.65,suspended,False,False,2024-02-16 00:00:00,2024-10-07 00:00:00,小金井市,Alabama,246-9760,Cameroon
SUP_10562,4.38,under review,False,True,2025-01-18 00:00:00,2025-12-10,昆明市,Alabama,690-7430,Guinée
sup_10930,4.4,active,False,,  20250822  ,2027-04-18 00:00:00, ,Missouri,XXXXX,Papua Nueva Guinea
SUP_10248,4.36,active,False,True,2023-06-26 00:00:00,2026-01-01 00:00:00,Garcia,Louisiana,52380,エジプト
SUP_10019,3.32,pending,False,False,2024-06-15 00:00:00,2026-10-12 00:00:00,杉並区,  Valencia  ,31530,中央アフリカ共和国
SUP_10284,4.5,  suspended  ,False,False,2025-01-25,2028-01-12 00:00:00,Ávila,Lleida,60215,Sambia
SUP_10451,3.01,active,False,  False  ,2023-01-25 00:00:00,2024-01-12 00:00:00,Vilsbiburg,Schleswig-Holstein,76150,Kenya
SUP_10909,3.81,pending,True,True,  2025-06-07  ,2028-03-16 00:00:00,Bayreuth,  New York  ,21592,法国
  SUP_10488  ,4.92,active,False,True,2023-04-19 00:00:00,2025-08-05,South Marymouth,Teruel,941-9372,India
SUP_10287,0.42,active,True,True,2023-10-21 00:00:00,2024-09-02 00:00:00,  贵阳市  ,Teruel,117-9702,MOZAMBIQUE
SUP_10814,4.45,under review,False,False,2024-02-24 00:00:00,2026-08-21 00:00:00,Sainte Jérôme,Castellón,575-3737,San Marino
SUP_10479,2.04,under review,False,True,2023-04-07 00:00:00,2025-09-03 00:00:00,Holmesborough,Georgia,56389,Korea
SUP_10077,2.6,suspended@,  False  ,true,2024-08-10 00:00:00,2025-07-12 00:00:00,三宅島三宅村,Mecklenburg-Vorpommern,41063,ソロモン諸島
SUP_10310,3.64,pending,False,True,2024-10-14 00:00:00,2027-07-20 00:00:00,Lake Michaelborough,Niedersachsen,631-7424,Bosnia and Herzegovina
SUP_10064,Good,active,Y,True,2025-08-13 00:00:00,  2025-02-11  ,La Rioja,  NJ  ,56298,MX
SUP_10320,2.41,,True,Y,,2026-02-22 00:00:00,,Schleswig-Holstein,,卡塔尔
SUP_10015,3.3,  active  ,False,True,2025-07-31 00:00:00,2028-04-08 00:00:00,Shaneview,Bremen,468-5180,ウォリス・フツナ
SUP_10410,4.48,  on hold  ,False,False,2023-08-18 00:00:00,2025-06-15 00:00:00,Clivemouth,Ciudad,26189,Christmas Island
SUP_10158,1.45,on hold,False,True,2025-08-19 00:00:00,2027-10-27 00:00:00,練馬区,Valencia,12916,Biélorussie
SUP_10553,4.2,under review,False,True,2023-10-15 00:00:00,2024-10-12 00:00:00,Sainte Agnès,Niedersachsen,16794,Niederlande
SUP_10617,  2.26  ,suspended,False,True,2024-09-22 00:00:00,2027-06-06 00:00:00,MILTENBERG,Santa Cruz de Tenerife,98314,スワジランド王国
SUP_10972,4.91,on hold,False,True,2025-05-08 00:00:00,2026-12-26 00:00:00,Clareport,Kentucky,212-1765,Gabon
SUP_10613,2.11,active,False,True,2025-07-23 00:00:00,2026-10-06 00:00:00,琳市,Georgia,776-9499,南アフリカ共和国
SUP_10165,-0.99,active,TBD,True,2024-09-24 00:00:00,2024-09-24 00:00:00,Port Clairemouth,,745-6948,  GBR  
SUP_10331,3.83,active,False,True,2024-07-28 00:00:00,  2026-06-11  ,Regensburg,Niedersachsen,997-1959,Mexiko
SUP_10465,4.4,active,True,true,2023-05-15 00:00:00,  2026-02-04  ,La Rioja,New York,20899,パナマ
SUP_10761,2.5,active,True,False,2023-09-21 00:00:00,2025-06-21 00:00:00,日野市,Cádiz,22020,Kongo
SUP_10309,4.99,suspended,False,True,2024-04-19,2026-05-14 00:00:00,Baron,Illinois,20059,梵蒂冈
SUP_10216,3.33,INACTIVE,False,True,2023-06-29 00:00:00,2026-03-10 00:00:00,東大和市,Cáceres,  58988  ,Christmas Island
SUP_10033,2.12,active,False,True,2025-06-14 00:00:00,  2027-02-01  ,Gay,Washington,630-8817,リビア国
SUP_10961,4.83,suspended,False,True,2024-02-27 00:00:00,2025-04-17 00:00:00,Spremberg,La Rioja,242-3407,沙特阿拉伯
SUP_10745,2.09,active,False,True,2025-09-22 00:00:00,2026-05-05 00:00:00,West Kellyhaven,Sachsen,910-8602,Pitcairn (Îles)
SUP_10644%,3.65,active,False,True,2025-08-27 00:00:00,2026-03-16 00:00:00,Taylorfort,Wisconsin,  51781  ,ケイマン諸島
  PARTNER_10240  ,3.91,,True,,,2025-10-05 00:00:00,,California,,Mongolie
SUP_10592,4.55,suspended,False,True,2025-03-17 00:00:00,2028-02-20 00:00:00,夷隅郡御宿町,Michigan,092-8409,クロアチア
SUP_10786,3.95,pending,False,False,2023-03-05 00:00:00,2024-06-04 00:00:00,Sainte Maurice,Barcelona,15951,  斯里兰卡  
SUP_10987,3.87,suspended,False,False,2024-10-13 00:00:00,2026-06-01 00:00:00,Euskirchen,Washington,29734,蒙特塞拉特岛
SUP_10724,4.42,active,False,True,2025-02-27 00:00:00,2026-03-03 00:00:00,Sainte Luce,Badajoz,485-0549,Lesotho
SUP_10323,4.66,inactive,False,True,2023-09-06 00:00:00,2025-01-17 00:00:00,Velazquezberg,Rheinland-Pfalz,01063,莫桑比克
SUP_10558,3.14,active,False,True,2024-02-22 00:00:00,2025-01-09 00:00:00,  台北县  ,La Rioja,081-5766,Pakistán
SUP_10220,7.2,,False,False,,,,florida,,US
SUP_10469,2.35,active,FALSE,True,2024-07-19 00:00:00,2026-03-09 00:00:00,福州市,MONTANA,36396,Vanuatu
SUP_10373,3.53,inactive,False,True,2023-01-13 00:00:00,2024-04-20 00:00:00,葛飾区,New Mexico,022-1908,United Kingdom
SUP_10717,3.38,on hold,False,True,2024-09-29 00:00:00,2026-11-10 00:00:00,Verdier,Sachsen-Anhalt,30098,波多黎各
SUP_10631,2.41,active,False,True,2023-09-21 00:00:00,2024-05-10 00:00:00,East Leon,Nevada,238-3559,ギニアビサウ
SUP_10887,4.11,active,False,True,2025-05-16 00:00:00,2028-04-06 00:00:00,LeblancVille,  León  ,786-5225,Congo
SUP_10860,2.41,,False,True,,2025-06-27 00:00:00,,Hamburg,,トルクメニスタン
SUP_10752,2.76,  inactive  ,True,False,2025-07-09 00:00:00,2026-09-27 00:00:00,Clarkmouth,Saarland,978-4228,República de Corea
SUP_10751,3.89,pending,false,True,2023-03-17 00:00:00,2025-06-19 00:00:00,横浜市都筑区,Colorado,  282-6461  ,Armenia
SUP_10964,4.05,on hold,False,True,2025-06-06 00:00:00,2026-09-15 00:00:00,Velasquezfurt,Sachsen-Anhalt,34177,グレナダ
SUP_10929,4.98,active,True,True,2023-11-01 00:00:00,2026-03-23 00:00:00,Melilla,Madrid,90468,Nicaragua
SUP_10769,3.55,active,False,True,2024-09-08 00:00:00,2027-08-17 00:00:00,国立市,Tarragona,98103,Syrian Arab Republic
SUP_10520,3.98079,,False,N,,12/29/2026,,,,Yugoslavia
SUP_10160,0.31,,False,false,,2027-12-03 00:00:00,,Brandenburg,,Western Sahara
SUP_10394,2.8,under review,False,True,2025-08-07 00:00:00,2027-07-30 00:00:00,East Johnshire,New York,972-1885,Aserbaidschan
SUP_10478,3.9,on hold,True,False,2023-05-24 00:00:00,2025-07-26 00:00:00,Germain,Hessen,159-7308,Saint Lucia
sup_10075,,active,,False,2023-10-20 00:00:00,,立川市,,30194,
SUP_10311,4.03,under review,FALSE,True,2023-04-21 00:00:00,2024-01-06 00:00:00,鎌ケ谷市,Brandenburg,31342,利比里亚
SUP_10232,4.47,pending,False,True,2023-08-01 00:00:00,2026-07-01 00:00:00,汕尾市,West Virginia,35288,Denmark
SUP_10467,3.6,suspended,False,False,2024-04-13 00:00:00,2025-11-20 00:00:00,建华市,Alaska,20888,Mauretanien
SUP_10493,4.58,suspended,False,True,2025-01-24 00:00:00,2026-12-20 00:00:00,Denis,Madrid,48142,  フランス領ギアナ  
SUP_10726,2.7,pending,False,  True  ,2023-06-22 00:00:00,2023-12-30 00:00:00,Aaronfurt,Mississippi,67373,アメリカ領サモア
sup_10633,2.91,under review,False,True,  2024-04-20  ,2025-01-24 00:00:00,Saint Alex,Sachsen,46989,Ägypten
SUP_10888,2.76,active,False,True,2024-09-03 00:00:00,2025-09-21 00:00:00,  Ceuta  ,Alabama,164-3059,China
SUP_10189,4.54,pending,False,True,2024-02-09 00:00:00,2025-02-16 00:00:00,Thomasberg,Vermont,39968,Portugal
SUP_10071,4.85,active,False,True,2025-01-20 00:00:00,2025-11-21 00:00:00,Weiss-sur-Bousquet,Guadalajara,154-7205,Latvia
SUP_10639@,  3.91  ,inactive,False,True,2022-12-02 00:00:00,2023-09-26 00:00:00,North Gareth,Alicante,21719,Guinée
sup_10750,,PENDING,,,20240522,,Unknown,,TBD,
SUP_10989,4.56,active,False,True,2023-09-14,2025-06-30 00:00:00,Strasburg,Arizona,181-9339,Omán
sup_10525,,  pending  ,,True,2023-01-28 00:00:00,,  神津島村  ,,463-8039,
SUP_10401,4.46,on hold,False,False,2023-02-28 00:00:00,2024-09-30 00:00:00,West Sarah,North Dakota,196-0378,圣皮埃尔岛及密克隆岛
SUP_10928,  1.89  ,on hold,False,True,2023-11-20 00:00:00,2026-07-12 00:00:00,Asturias,Schleswig-Holstein,911-0404,诺福克岛
SUP_10583,4.94,  suspended  ,False,True,2023-09-30 00:00:00,2026-03-03 00:00:00,New Lindsay,Thüringen,309-8198,イギリス領インド洋地域
SUP_10202&,4.7!,suspended,False,true,2024-10-14 00:00:00,2025-06-27 00:00:00,Shaunport,Córdoba,08631,多哥
