session_id,customer_id,session_start,session_end,device_type,referrer_source,pages_viewed,products_viewed,conversion_flag,cart_abandonment_flag
84DE9DB2,,2025-09-12 03:47:23.062000,2025-09-12 04:36:23.062000,Mobile,  Facebook Ads  ,23,2,False,True
DECF53F4,CUST_1000,2025-10-05 13:50:23.201000,2025-10-05 14:20:23.201000,Tablet,Instagram,20,8,  False  ,True
912A810B,,2024-04-01 06:53:59.669370&,2024-04-01 07:02:59.669000,Desktop,  Google Ads  ,10000,5593,False,True
14326837,CUST_1937,2025-10-04 11:09:23.179000,2025-10-04 11:10:23.179000,Mobile,Facebook Ads,1,0,False,False
D38D0074,,09/12/2025 13:50,2025-10-08 11:24:48.537000,MOBILE,  Facebook Ads  ,single,6,,True
A323C785,CUST_1698,2025-10-11 21:10:23.045000,2025-10-11 21:48:23.045000,Mobile,Direct,16,7,  True  ,False
  52068FBE  ,,2025-10-07 10:37:23.176000,2025-10-07 10:50:23.176000,Desktop,Direct,3,1,False,True
B13BA6BD,CUST_1008,2025-10-09 20:50:23.073000,2025-10-09 20:52:23.073000,mobile,Referral,2,0,False,False
59248F37,CUST_1347,2025-10-06 07:43:23.147000,2025-10-06 09:25:23.147000,Mobile,Instagram,28,6,False,True
E62D8577,CUST_1932,,,,Facebok,,49,False,N
6FC374E0,CUST_1641,2025-10-10 09:49:23.103000,2025-10-10 10:37:23.103000,Desktop,  Google Ads  ,27,7,False,False
19B153E1,,2025-10-09 23:23:23.161000,2025-10-09 23:40:23.161000,Desktop,Referral,6,0,False,False
112DCDD8,CUST_1925,2025-10-11 00:40:23.172000,2025-10-11 00:44:23.171654,Tablet,Google Ads,1,1,  False  ,False
34B399C5,CUST_1003,2025-10-11 18:32:23.080000,2025-10-11 19:02:23.080000,Tablet,Direct,13,  6  ,False,False
27F949CE,CUST_1210,2025-10-11 21:01:23.166000,2025-10-11 21:03:23.167000,Desktop,Affiliate,1,0,False,False
0FEF21A9,CUST_1123,2025-10-03 12:57:23.182000,2025-10-03 13:05:23.182000,Mobile,Direct,  3  ,1,False,False
0D4E6128,CUST_1040,2025-09-23 07:32:23.135000,2025-09-23 07:33:23.135000,Mobile,referral,2,1,False,True
2D712E12,CUST_1282,2025-10-11 03:38:23.061765,2025-10-11 03:40:23.062000,Mobile,Social Media,2,1,True,False
5CED4B65%,CUST_1844,2025-10-11 06:46:23.188000,2025-10-11 06:57:23.188000,Desktop,Google Ads,5,2,False,True
7C89CA32,CUST_1261,2025-09-30 02:03:23.048000,2025-09-30 02:04:23.048000,Tablet,Facebook Ads,2,1,False,True
A1542F66,  CUST_1848  ,2025-10-03 22:15:23.191000,2025-10-03 22:19:23.191000,Mobile,LinkedIn,2,0,False,False
AC72959B,CUST_1474,2025-09-28 01:23:23.199000,  2025-09-28 02:12:23.199326  ,Desktop,Instagram,  22  ,  11  ,True,False
804DE116,CUST_1256,2025-10-03 06:25:23.180000,2025-10-03 06:29:23.180000,  Mobile  ,Social Media,2,1,False,  False  
A8F3A6FC,,2025-10-05 16:36:43,,Smartphone,Organic,Single,,,False
E09BF2D1,,  2025-10-11 09:45:23.141284  ,2025-10-11 09:47:23.141000,Desktop,Facebook Ads,2,1,  False  ,True
4ADE96AF,CUST_1054,2025-10-09 14:03:23.180000,2025-10-09 14:43:23.180000,Mobile,Email Campaign,17,8,False,False
90C59B46,,2025-10-08 14:30:23.064000,2025-10-08 14:56:23.064000,Desktop,Facebook Ads,10,5,True,False
16068E1A,,2025-10-11 11:19:23.119000,2025-10-11 12:04:23.119000,Desktop,Direct,10,2,True,False
610E38EC,CUST_1102,2025-10-10 07:06:23.164000,2025-10-10 07:11:23.164000,Mobile,Google Ads,3,0,False,False
BCA607DB#,CUST_1931,2025-10-05 18:14:23.202000,2025-10-05 18:59:23.202000,  Mobile  ,Instagram,21,11,True,False
347EACE0,CUST_1939,2025-10-10 23:27:23.114025%,2025-10-10 23:48:23.114000,Mobile,Organic Search,  7  ,4,True,False
F32CE7D8,CUST_1289,2025-09-13 18:18:23.189000,2025-09-13 19:40:23.189000,Mobile,  Instagram  ,11,1,False,False
5DAE7138,CUST_1641,2025-09-20 21:41:23.109000,2025-09-20 21:46:23.109000,Desktop,Direct,3,0,False,False
5FA71A77,CUST_1534,2025-10-09 23:42:23.055000,2025-10-09 23:47:23.055000,Desktop,Affiliate,5,0,False,False
01AE6936,CUST_1194,2025-10-05 01:36:23.099000,2025-10-05 01:41:23.099000,Tablet,Direct,3,1,  False  ,False
58814F55,CUST_1164,2025-10-08 02:16:23.169968,2025-10-08 02:34:23.170000,Desktop,  Google Ads  ,5,2,True,False
7f9d49fd,CUST_1912,2025-09-12 08:24:23.141438,2025-09-12 08:47:23.141000,Desktop,Organic Search,  8  ,4,False,True
E0393ED3%,CUST_1248,2025-09-26 22:08:36,2025-09-19 17:25:34.366000,Cell,Organic Search,Few,5,,FALSE
5B4AC2A8,,2025-09-28 13:08:23.158000,2025-09-28 13:12:23.158000,Desktop,Direct,2,0,  False  ,False
0598DCB5,CUST_1042,2025-09-29 06:37:23.180590!,2025-09-29 06:41:23.181000,Mobile,Direct,1,0,False,False
C253BB3B,,2025-10-07 23:34:23.097000,2025-10-07 23:37:23.097000,Tablet,Display Ads,2,0,True,False
1431DE03,CUST_1235,  2025-09-13 21:34:23.075454  ,  2025-09-13 21:36:23.075454  ,Mobile,Instagram,2,0,False,False
DBFA694C,,2025-10-07 20:07:23.202000,2025-10-07 20:31:23.202000,Desktop,Email Campaign,10,5,True,False
59678755,,09/25/2025 16:42,2025-09-24 02:47:56.115000,MOBILE,ORGANIC SEARCH,Few,10,,False
DB04EE79&,CUST_1314,2025-10-10 00:01:23.083000,2025-10-10 00:05:23.083000,Desktop,Organic Search,2,1,False,True
A82680A5,CUST_1233,2025-09-28 18:59:23.094000,2025-09-28 19:58:23.094000,Desktop,Referral,13,6,False,True
21399919,,2025-10-04 22:20:23.164000,2025-10-04 22:38:23.164000,Desktop,Facebook Ads,5,2,False,False
0B3D691B,CUST_1778,2025-10-11 21:39:23.106000,2025-10-11 22:06:23.106000,Desktop,Facebook Ads,10,6,True,False
52A229AE,CUST_1867,2025-10-13 07:02:36.788000,2025-10-13 07:03:36.788000,Tablte,Organic Search,0,7,Pending,True
C5ED58CD,CUST_1683,2025-10-11 13:42:23.201000,2025-10-11 14:33:23.201000,Desktop,Organic Search,24,9,False,False
A73A5EDD,,2025-10-07 07:41:23.140000,2025-10-07 08:09:23.140000,  Mobile  ,Google Ads,8,4,False,False
D051A49A,CUST_1560,2025-10-11 20:40:23.094000,2025-10-11 20:43:23.094000,Mobile,Social Media,2,1,False,True
4A4501F4,CUST_1837,2025-10-11 20:38:23.125000,2025-10-11 20:40:23.125000,Mobile,Google Ads,2,0,FALSE,False
B62530B8,CUST_1153,2025-09-17 19:38:23.174000,2025-09-17 19:41:23.174000,Desktop,Direct,1,1,False,False
4D10EBF6,,2025-10-09 11:53:23.204000,2025-10-09 11:58:23.204000,Mobile,Referral,5,2,False,False
458F7982,CUST_1148,2025-10-06 00:39:23.071000,2025-10-06 01:35:23.071000,Mobile,Referral,11,4,False,False
80BED1BB,CUST_1611,2025-09-12 16:45:23.070000,2025-09-12 16:50:23.070000,Mobile,Google Ads,4,0,False,False
9BC10EA4%,CUST_1509,2025-10-10 23:59:23.107000,2025-10-11 00:01:23.107002,Tablet,Organic Search,1,0,True,False
C6C705F4,,  2024-08-20 18:59:07.818455  ,2024-08-20 20:50:07.818000,Desktop,Direct,999,112,True,False
790BD3A2&,CUST_1993,,2025-09-28 18:46:16.662530,,Affiliate,,2,Maybe,False
BCE37DF6,,2025-10-05 01:44:23.213000,2025-10-05 02:01:23.213000,Desktop,Facebook Ads,7,4,True,False
0D4C3E84,,2025-09-29 19:48:23.080000,2025-09-29 19:51:23.080000,Mobile,Google Ads,2,0,False,False
A31F5E41,,2025-10-11 08:28:23.197000,2025-10-11 08:36:23.197000,  Desktop  ,Facebook Ads,5,0,  False  ,False
F84B8F1D,CUST_1821,2025-10-10 08:18:23.109000,2025-10-10 08:32:23.109000,Mobile,Instagram,2,0,False,False
77EBF932,CUST_1504,2025-10-11 19:30:23.150000,2025-10-11 20:35:23.150000,Smart TV,Organic Search,30,4,False,False
24F15811,,2025-10-09 04:52:23.216682,2025-10-09 04:54:23.217000,  Tablet  ,Organic Search,1,1,True,False
18A40E48,,2025-09-16 22:15:23.146000,2025-09-16 23:49:23.146000,Mobile,Referral,27,7,False,True
56D7B0E1,,2025-10-11 07:27:23.174000,2025-10-11 07:32:23.174000,Desktop,Organic Search,5,2,False,True
  EF51DDFE  ,CUST_1866,2025-10-10 08:26:23.090000,2025-10-10 09:10:23.090000,Mobile,Organic Search,24,4,False,False
DB8FA681,CUST_1563,  2025-09-26 14:35:23.147485  ,2025-09-26 14:43:23.147000,Desktop,Instagram,3,1,False,False
F26D3286,,2025-10-11 13:09:23.090000,2025-10-11 13:24:23.090000,Tablet,Google Ads,8,2,False,True
1CDF8BB4,,2025-10-11 17:22:23.063000,2025-10-11 18:14:23.063000,Mobile,Direct,19,1,False,False
7D8964D8,,2025-10-11 02:15:23.199000,2025-10-11 02:19:23.199000,Desktop,Direct,1,0,False,False
  4CBF538D  ,,2025-10-11 22:45:23.151000,2025-10-11 22:58:23.151000,Mobile,Direct,2,0,False,False
AEA13265,,  2025-09-30 10:22:23.180800  ,2025-09-30 10:28:23.181000,Desktop,Organic Search,4,1,False,true
B047AC68,CUST_1586,2025-10-06 16:44:23.154720,2025-10-06 16:46:23.155000,Mobile,Social Media,1,1,False,True
E6EFC365,CUST_1986,2025-10-07 14:51:23.109000,2025-10-07 14:54:23.109000,Desktop,Direct,1,1,False,True
4CB5F082,CUST_99999,2025-10-14 15:02:28.313000,,Tablte,,0,,Unknown,
,,,,,,,,,
D2441B93,CUST_1235,2025-10-10 20:33:23.217000,2025-10-10 20:38:23.217000,Desktop,Organic Search,5,0,  False  ,false
21278330,,2025-10-04 06:21:23.170000,2025-10-04 06:30:23.170000,DESKTOP,Referral,5,3,False,False
14A20352,,1758246411,,Bot,Search,-4,,No,False
6E23994B,CUST_1704,2025-10-06 22:26:23.140000,2025-10-06 22:29:23.140000,Desktop,Organic Search,1,1,  False  ,True
28DCDAB6,CUST_1485,2025-10-09 22:20:23.184000,2025-10-09 22:25:23.184000,Mobile,Twitter,2,0,  False  ,False
B8AD61CE,,2025-10-05 19:22:23.101000,2025-10-05 19:25:23.101000,Desktop,Direct,  2  ,0,False,False
A0CE5315,CUST_1067,2025-10-08 11:31:23.045000,2025-10-08 11:34:23.045000,Desktop,Referral,2,1,False,False
  660381BD  ,,2025-10-07 09:02:23.200000,2025-10-07 09:04:23.200000,Desktop,ORGANIC SEARCH,2,0,False,False
7410AF53,,2024-04-26 05:22:16.105000,2024-04-26 06:22:16.105000,Mobile,Display Ads,  999  ,475,True,False
032FC45C,,2025-10-06 16:46:23.159470,2025-10-06 16:56:23.159000,Desktop,Google Ads,2,1,False,False
A5090D68,CUST_1705,2025-10-10 01:43:23.103000,  2025-10-10 01:48:23.102901  ,Smart TV,Facebook Ads,  3  ,1,False,False
5B8AE385,CUST_1180,2025-09-28 17:29:23.131000,2025-09-28 17:34:23.131000,Mobile,YouTube,3,0,False,False
EB8235AB,CUST_1779,  2025-10-11 19:17:23.145355  ,2025-10-11 19:22:23.145000,Mobile,Facebook Ads,3,0,False,False
8518CA00,CUST_1040,2025-10-05 17:10:23.058000,2025-10-05 18:51:23.058000,Mobile,Google Ads,17,8,False,False
4291851E,CUST_1239,  2025-10-11 10:04:23.096838  ,2025-10-11 10:18:23.097000,  Tablet  ,Direct,5,0,False,False
AF86C60A*,,2025-10-05 00:44:23.178000,2025-10-05 00:53:23.178000,Mobile,Twitter,4,0,False,False
A874346A,ANONYMOUS,2025-10-05 00:25:23.207000,2025-10-04 23:49:23.207000,Desktop,,9,  none  ,False,
6F546AA1,CUST_1920,2025-10-06 10:44:23.172312#,2025-10-06 10:45:23.172000,Desktop,Affiliate,1,1,True,False
49BD491A,CUST_1486,2025-09-19 20:42:23.090000,2025-09-19 21:00:23.090000,Desktop,Direct,7,1,  True  ,  False  
AD84D40C,CUST_99999,2025-10-05 01:17:23.115000,,Desktop,,15,,False,False
8E6C4A8A,CUST_1170,2025-10-10 02:08:23.199000,2025-10-10 02:09:23.199000,Mobile,Instagram,2,0,False,False
10C63EEC,CUST_1528,2025-10-11 00:39:23.139000,2025-10-11 01:35:23.139000,Mobile,Instagram,10,1,False,False
AFB8A512,,2025-10-11 21:45:23.135000,2025-10-11 21:55:23.135000,Desktop,Direct,5,1,False,False
09C78544,CUST_1717,2025-10-07 21:06:23.090000,2025-10-07 21:20:23.090000,Desktop,DIRECT,  3  ,0,False,False
,GUEST,,2025-09-10 12:09:46.088752,,,,,False,
CFA2A2CD,CUST_1899,2025-10-10 05:33:23.191000,2025-10-10 05:36:23.191000,Desktop,Organic Search,  1  ,0,false,False
  92E8F534  ,  CUST_1800  ,2025-09-22 22:04:23.209286*,2025-09-22 22:06:23.209000,Desktop,Referral,2,1,False,FALSE
  EDD3010A  ,CUST_1143,2025-10-08 07:46:23.181000,2025-10-08 07:50:23.181000,Mobile,Facebook Ads,  1  ,1,False,True
425C7769,,2025-10-05 23:43:23.140000,2025-10-05 23:45:23.140000,Desktop,Google Ads,2,0,False,False
09627BC4,  CUST_1207  ,2025-10-09 16:08:23.134000,2025-10-09 16:53:23.134000,Mobile,Direct,18,2,False,False
B9773272,,2025-09-23 12:55:23.118000,2025-09-23 12:57:23.118000,Smart TV,Google Ads,1,0,False,False
FFF52AD0,CUST_1164,2025-10-11 04:04:23.203000,2025-10-11 04:10:23.203000,Mobile,Social Media,5,2,False,False
DB019817,CUST_1066,2025-10-11 04:59:08,  2025-10-09 20:09:16.833830  ,Cell,Organic Search,,2,,True
  20EAC5C0  ,,2025-10-11 03:39:23.216000,2025-10-11 03:59:23.216000,Mobile,Display Ads,6,0,False,False
56F88820,,2025-10-08 01:56:23.158000,2025-10-08 02:01:23.158000,Mobile,Facebook Ads,2,0,False,False
