wishlist_id,customer_id,product_id,added_date,purchased_date,removed_date
118,298,264,2024-03-20,,2024-08-14
426,389,278,2025-09-05,2025-10-05,
618,203,314,2025-12-14,,
690,303,143,2024-06-24,,
303,325,56,2025-04-13,,
137,270,408,2025-05-17,,
147,469,155,2024-10-10,,
155,193,194,2025-06-09,,
264,52,376,2025-02-21,2025-04-09,
323,226,65,2024-12-27,,2025-01-17
335,440,113,2025-09-05,,2025-11-09
671,498,80,2024-02-17,,
749,417,265,2024-06-13,,
776,21,146,2024-12-17,,
94,185,101,2024-08-05,2024-10-24,
202,459,497,2025-12-20,,2025-12-22
326,347,332,2024-04-26,2024-07-07,
7,11,332,2025-06-09,,
395,342,444,2025-12-02,,
531,110,34,2024-10-02,,
612,70,327,2025-07-31,,2025-11-14
635,128,473,2025-06-15,,
6,272,322,2024-10-23,,
192,193,63,2025-12-22,,2025-12-25
410,470,368,2025-09-15,2025-12-11,
733,384,315,2025-07-29,,
79,320,242,2025-07-09,,
196,224,380,2025-04-27,,
256,446,169,2025-06-05,,
382,257,210,2024-09-15,,
441,488,499,2025-11-10,2025-11-27,
626,165,140,2025-04-25,2025-07-24,
694,212,308,2025-07-30,,
8,34,51,2024-08-06,2024-08-18,
191,328,370,2024-10-03,2025-01-13,
589,354,96,2024-03-16,,
727,113,115,2025-12-19,,
189,142,326,2025-12-09,,
460,116,226,2025-04-24,2025-07-20,
558,246,296,2025-07-27,,2025-11-21
634,258,70,2025-07-27,,
742,446,440,2024-11-03,,
74,431,288,2024-07-30,,
181,463,85,2025-10-08,2025-12-08,
222,223,429,2024-08-02,2024-10-31,
334,138,414,2025-09-08,,2025-09-10
486,374,479,2024-04-28,,
692,91,316,2025-03-19,,
737,325,242,2024-08-12,2024-12-25,
154,176,113,2025-05-13,,2025-11-29
415,138,393,2025-02-16,2025-06-13,
427,98,176,2025-01-29,2025-04-20,
479,409,500,2024-02-20,,
663,389,500,2024-09-14,,
731,465,131,2024-07-28,2024-12-27,
59,27,359,2024-10-02,,
68,370,214,2025-04-20,,
177,3,269,2024-10-09,,
302,379,464,2025-08-12,,2025-11-30
508,201,227,2025-07-12,,
511,214,371,2024-02-04,,
720,4,439,2025-11-26,,2025-12-23
221,476,104,2024-05-22,,
403,349,83,2024-01-17,,
36,435,60,2025-05-07,,
86,52,64,2024-09-13,,
96,71,191,2024-07-01,,
120,18,428,2025-10-21,2025-10-30,
504,221,245,2025-03-11,,
667,325,144,2025-05-07,2025-09-21,
457,342,229,2025-02-15,,
573,447,338,2024-03-06,,
577,470,259,2025-10-15,,
623,16,301,2025-02-11,,2025-03-23
55,136,188,2025-09-29,,
368,126,169,2024-02-25,,
383,359,491,2024-09-13,2024-11-06,
560,222,52,2025-06-09,,2025-10-26
670,475,464,2025-07-27,2025-11-01,
686,184,25,2024-10-31,,
122,119,400,2025-03-22,,2025-12-04
444,342,28,2025-12-20,,
168,65,439,2024-02-28,,2024-04-05
495,493,414,2025-05-16,2025-10-15,
92,445,478,2025-09-16,,
250,64,206,2024-07-28,,
385,102,454,2024-05-17,,2025-01-09
179,92,292,2025-04-21,,
581,206,340,2025-10-28,,
109,206,154,2025-10-11,,
212,103,188,2025-08-23,,
307,106,39,2025-04-04,,
350,5,328,2024-03-02,,
545,283,256,2025-11-12,,
642,138,126,2025-11-30,,
707,370,392,2025-01-12,2025-06-28,
746,89,142,2025-08-12,2025-09-14,
516,394,92,2025-10-29,,2025-11-09
579,199,366,2024-10-24,,
660,412,191,2024-09-09,,
771,101,74,2024-06-25,,
233,65,445,2025-05-17,,
423,36,52,2025-11-02,,
425,137,120,2024-10-30,,
464,44,424,2024-12-25,,
695,401,114,2025-11-02,,
775,330,218,2025-09-23,,
213,32,306,2024-10-24,,
478,5,414,2025-12-21,,
540,309,434,2024-08-29,,
750,153,273,2025-09-19,,2025-10-14
97,359,276,2025-07-10,,2025-07-30
597,126,159,2025-09-19,2025-10-08,
32,273,174,2024-10-03,2024-12-22,
78,233,165,2025-04-30,,
500,243,445,2025-01-04,,2025-10-30
512,101,487,2025-11-05,,
527,247,485,2025-01-24,,
711,10,461,2024-01-24,,
638,471,208,2025-12-04,,
785,204,97,2024-07-01,2024-07-12,
184,39,97,2025-11-17,,2025-11-18
276,298,310,2024-05-29,,
277,55,232,2024-04-20,,2025-03-10
318,438,476,2024-06-18,,2024-12-08
4,240,41,2025-11-23,,
129,38,19,2025-05-24,,
206,64,462,2024-11-19,2025-03-24,
377,457,317,2024-03-06,2024-08-04,
514,483,499,2024-07-13,,
688,105,260,2024-09-13,,
218,383,461,2024-08-17,,
274,257,73,2025-07-24,,
591,278,390,2025-12-11,2025-12-19,
141,423,110,2025-11-18,2025-12-24,
518,107,13,2024-04-30,2024-07-29,
637,179,215,2025-04-13,,
653,14,307,2025-05-07,,
719,204,223,2024-01-04,,
602,475,394,2024-10-22,,
656,361,468,2025-11-29,,
295,38,115,2025-11-11,2025-11-21,
443,315,319,2025-06-02,,
608,108,421,2025-01-26,,2025-04-30
683,204,320,2024-01-24,,
144,341,256,2024-03-16,,
628,238,460,2024-05-14,,
729,357,67,2024-01-31,2024-06-24,
285,235,195,2024-01-22,,
290,221,313,2024-10-13,,2025-10-04
363,249,482,2025-10-27,,
399,476,298,2024-02-12,,
554,325,342,2025-10-01,2025-12-12,
134,180,190,2024-01-30,,
475,491,143,2024-03-24,2024-08-30,
710,314,373,2024-01-19,,
779,432,436,2025-10-13,2025-11-04,
543,473,394,2025-12-11,,
142,143,107,2025-03-25,,
328,412,464,2024-08-16,,
356,298,130,2024-12-08,,
431,425,463,2024-06-29,,
14,357,208,2025-07-23,,2025-07-26
470,193,198,2025-11-05,,
505,381,75,2024-01-21,,
34,101,103,2025-03-25,2025-05-18,
152,227,296,2025-08-17,,
205,206,218,2024-11-14,,
207,159,211,2025-12-13,,
332,309,291,2024-11-11,2025-04-29,
348,299,179,2025-12-01,,
533,88,40,2024-02-04,,
703,389,84,2024-09-22,,
735,230,48,2024-05-02,,
29,227,218,2025-09-29,,2025-10-04
435,289,5,2023-12-28,,
691,3,370,2024-10-29,,
789,183,204,2024-08-04,,2025-03-12
211,389,75,2025-08-24,,
231,3,110,2024-11-08,,2024-11-12
355,31,90,2024-04-19,2024-08-28,
384,438,219,2024-08-11,,2024-11-08
406,340,191,2025-12-08,2025-12-21,
414,241,295,2025-10-14,,
456,448,8,2024-03-04,,
498,300,349,2024-10-30,,
736,286,429,2025-05-16,,2025-09-30
782,472,66,2025-10-27,2025-12-23,
21,225,178,2024-10-17,,
30,491,448,2024-04-15,,
372,42,387,2025-11-03,,
11,113,83,2024-10-13,,
271,92,77,2025-05-05,,
387,107,464,2025-10-08,2025-11-14,
37,204,8,2024-11-10,,2025-10-22
145,206,430,2025-07-21,,
572,435,153,2024-11-19,2025-02-25,
655,111,470,2025-01-29,,
718,135,134,2025-03-10,,
113,241,383,2024-08-05,,
140,45,87,2025-08-23,,
367,334,453,2025-10-18,,
389,469,69,2025-07-11,,2025-07-25
412,144,273,2024-06-06,,
609,483,50,2024-09-26,,
552,235,449,2025-02-27,,2025-10-30
253,125,129,2025-02-12,,
662,384,175,2025-11-13,2025-11-30,
15,214,210,2025-10-04,2025-12-07,
84,99,271,2024-05-13,,
176,327,276,2025-04-28,2025-07-14,
227,196,449,2025-10-07,,
669,179,386,2024-12-24,,
510,370,453,2025-10-21,2025-12-07,
529,409,349,2025-03-12,,
610,43,449,2025-11-09,,
20,55,279,2025-01-31,,2025-02-28
83,114,157,2024-06-15,,
173,173,16,2024-02-10,,
236,87,163,2024-04-30,,
567,339,385,2025-05-17,,
596,173,199,2025-07-17,,
753,396,68,2025-09-29,2025-11-15,
169,455,257,2025-09-08,2025-12-20,
279,400,285,2025-09-26,,
392,352,274,2025-05-09,,
482,229,213,2025-05-13,,
523,174,196,2025-09-29,,
341,123,134,2025-09-28,2025-10-30,
453,322,50,2024-12-23,,
551,37,359,2024-04-17,,
649,284,285,2024-01-03,,
160,117,47,2025-10-14,,
167,303,401,2024-11-11,,
643,316,23,2024-03-26,,
770,277,204,2024-02-21,,
45,277,156,2024-08-26,2025-02-02,
75,18,275,2025-09-18,,
548,138,232,2025-04-27,,2025-08-22
27,334,297,2024-03-12,,
180,329,475,2025-04-15,2025-07-07,
200,356,380,2025-02-01,,
521,116,119,2024-05-24,,
525,108,75,2025-07-12,,
324,418,255,2024-04-15,,
657,72,491,2025-07-15,2025-12-20,
16,45,408,2025-11-24,2025-12-07,
60,217,145,2024-02-22,,
116,117,231,2025-09-29,,
183,48,171,2025-05-08,,2025-08-05
345,419,209,2025-01-09,,
556,490,491,2024-01-06,,
588,32,345,2025-06-05,,
630,62,125,2024-12-23,,
728,321,408,2024-06-13,,
437,62,91,2025-06-06,2025-09-12,
62,64,54,2024-08-29,,
420,271,381,2024-12-25,,
445,398,346,2025-09-30,2025-12-05,
787,327,14,2025-08-08,,2025-12-14
153,140,153,2025-08-22,,
237,204,161,2025-08-26,2025-11-06,
337,16,313,2025-10-24,,
365,369,278,2025-11-13,,2025-11-24
513,72,417,2024-09-27,,2025-04-05
217,38,142,2025-11-12,,
347,31,2,2024-06-04,2024-06-15,
747,413,290,2024-04-17,,
61,48,7,2025-11-18,,
66,135,36,2025-06-08,,2025-10-05
198,425,31,2025-08-14,2025-09-21,
258,114,491,2024-04-11,,
265,394,374,2025-07-06,,2025-11-24
407,27,199,2024-08-23,,2025-05-19
574,318,317,2024-06-23,,
621,223,261,2024-07-13,2024-08-10,
471,74,120,2025-12-19,,2025-12-24
752,408,342,2025-11-17,,
282,219,325,2025-05-06,,
517,67,73,2025-09-11,,
696,285,295,2024-02-26,,
700,214,79,2025-07-17,,
17,175,481,2025-05-05,2025-05-19,
107,411,332,2025-04-04,,
322,352,159,2024-03-10,,
419,200,121,2024-03-01,2024-04-25,
493,432,102,2024-04-19,,2024-11-13
164,371,106,2024-04-30,,2025-02-26
232,145,272,2024-09-29,,2025-02-02
298,426,41,2024-09-18,,
371,294,429,2025-07-19,,2025-10-01
197,284,404,2025-09-09,,
241,95,476,2025-03-25,2025-05-21,
315,221,273,2024-11-04,,
446,455,359,2025-09-13,,2025-12-01
561,287,473,2024-03-22,,2025-02-27
799,28,48,2025-01-16,2025-06-14,
170,179,477,2024-11-26,,
178,171,133,2025-06-11,2025-07-13,
440,279,491,2025-08-30,2025-12-15,
494,427,381,2025-08-02,,
772,196,401,2024-09-10,2025-01-06,
57,412,307,2025-01-18,,
182,318,222,2025-08-17,,2025-10-03
397,304,366,2024-03-04,,
451,363,312,2024-04-26,2024-06-19,
463,436,411,2025-06-02,,
648,464,204,2024-04-08,,
666,142,394,2024-10-14,,
224,73,415,2025-09-01,,
411,370,31,2025-05-30,,
507,486,454,2025-09-17,,
650,299,60,2025-10-08,2025-11-20,
678,445,282,2025-10-05,,
235,19,80,2025-09-13,,
434,171,239,2025-07-08,2025-08-07,
46,293,376,2025-10-10,,
366,75,424,2024-05-28,,
396,253,300,2025-05-03,,
522,179,327,2024-08-29,,
542,460,419,2025-12-22,2025-12-25,
586,195,180,2025-01-30,2025-03-06,
715,353,104,2025-03-18,,
452,428,5,2025-10-04,,
492,494,12,2025-09-14,,
712,1,259,2025-05-07,,
112,82,298,2024-11-04,,
156,431,200,2024-11-01,,
465,450,229,2024-10-27,,
794,401,394,2025-06-12,,
800,206,498,2024-12-05,,
185,70,394,2025-03-16,2025-04-06,
316,392,130,2024-04-14,,
587,138,68,2025-09-21,,
162,162,486,2024-08-11,2025-01-09,
270,248,130,2024-10-19,,2025-08-11
379,140,346,2024-07-02,,
541,95,227,2024-03-14,2024-06-30,
148,80,487,2025-10-22,2025-11-20,
503,286,37,2024-10-29,2025-02-11,
601,424,6,2025-06-17,,
248,355,5,2024-04-24,2024-10-18,
693,141,302,2025-06-12,,
98,62,185,2024-04-30,,
139,223,16,2024-02-10,2024-02-25,
275,111,490,2024-08-26,,2025-02-19
289,70,391,2025-08-13,,2025-12-24
106,75,480,2025-06-05,,2025-07-06
299,53,153,2024-01-15,,
497,310,232,2023-12-26,,
585,380,104,2025-05-22,,
699,307,233,2024-06-13,2024-10-31,
793,363,444,2024-03-11,,
5,135,333,2025-02-25,2025-07-13,
13,198,110,2024-07-11,2024-12-10,
166,107,381,2024-03-02,,
351,493,469,2025-10-20,,2025-12-01
362,454,18,2024-11-18,2025-01-24,
714,253,110,2025-11-13,2025-12-05,
54,42,32,2025-09-10,2025-12-06,
208,302,29,2025-10-10,2025-11-30,
564,484,382,2024-10-22,,
620,36,202,2025-03-16,2025-04-30,
754,464,325,2025-08-13,,2025-11-05
764,419,434,2024-07-08,,
38,43,375,2024-03-14,2024-04-13,
48,21,212,2024-07-22,,2025-04-08
216,56,471,2025-04-27,,
331,116,483,2024-10-18,,
592,218,130,2025-11-23,,
625,140,18,2025-12-15,,
646,43,437,2025-04-27,2025-08-23,
689,454,435,2025-06-02,2025-10-28,
26,58,335,2024-12-15,,
101,386,56,2025-03-13,,
380,164,378,2025-11-22,,
593,261,19,2025-02-12,2025-04-22,
611,484,324,2024-08-30,,2025-04-04
645,65,232,2024-07-02,,
664,330,255,2025-06-02,,
713,367,38,2025-08-20,2025-09-24,
330,233,496,2025-02-05,,
336,453,423,2024-01-30,,
528,491,225,2025-09-23,,
28,80,272,2024-12-20,2025-04-02,
325,439,344,2025-08-17,,
409,108,104,2025-03-20,,
461,241,262,2024-11-29,,
480,393,309,2024-06-30,,
595,330,479,2024-02-01,,
12,260,53,2025-07-26,,2025-08-02
135,24,143,2024-08-09,,
338,237,372,2024-03-16,,2024-12-22
381,172,171,2024-10-01,,
432,415,492,2025-09-12,2025-11-16,
734,486,108,2025-06-30,,
70,271,467,2025-01-23,,2025-03-27
188,194,28,2024-02-22,,2024-09-15
405,116,208,2024-11-08,,2025-10-14
555,65,145,2025-09-06,2025-10-27,
346,93,35,2025-03-15,,
369,326,52,2024-10-18,,
594,471,462,2025-11-05,2025-11-19,
80,202,35,2025-07-11,,
297,232,251,2024-03-13,,2024-09-24
314,457,90,2024-10-15,2025-02-22,
398,243,107,2024-06-22,2024-11-25,
614,241,338,2025-07-28,2025-12-20,
651,315,209,2025-06-12,,2025-12-11
684,184,321,2025-09-27,,
115,260,22,2025-12-22,,
310,3,43,2024-08-11,,
466,327,422,2024-06-11,,
725,435,376,2025-11-29,,
41,269,116,2025-05-10,,
400,438,475,2025-04-25,,
565,195,420,2025-04-23,2025-05-05,
22,194,185,2025-07-08,2025-12-07,
64,321,115,2024-02-29,,
72,439,221,2024-09-05,,2025-07-02
229,154,87,2025-05-18,2025-10-19,
286,277,311,2024-09-22,,
421,135,412,2025-12-01,,
491,227,427,2024-04-20,,
761,111,40,2025-03-03,,
23,235,268,2024-06-08,,
91,446,35,2024-07-21,,
131,409,401,2024-05-30,2024-06-22,
19,25,152,2025-02-04,2025-07-07,
77,287,268,2024-05-18,,
195,263,44,2025-08-24,,2025-11-15
288,141,394,2025-03-01,,
358,145,262,2024-04-11,,
606,232,283,2024-04-23,2024-05-02,
306,300,462,2024-07-11,2024-10-16,
319,217,91,2024-11-11,,
422,452,252,2024-06-18,2024-07-16,
524,392,331,2025-01-30,2025-02-17,
632,29,57,2025-05-08,,
10,340,76,2025-05-24,2025-09-21,
102,420,404,2025-07-24,,
110,417,425,2024-02-12,2024-06-16,
357,66,178,2025-11-22,,
450,9,408,2025-01-11,2025-06-18,
569,486,303,2024-01-21,,
672,300,27,2025-12-15,,2025-12-24
90,91,20,2023-12-27,,
283,156,159,2025-09-27,2025-10-07,
386,195,468,2025-04-27,,2025-08-19
124,353,182,2024-11-12,,
329,79,111,2025-11-28,2025-12-21,
430,250,282,2024-03-30,,
438,492,137,2024-08-31,,
67,288,43,2025-05-06,,
681,296,7,2024-07-30,,
49,492,71,2025-01-07,,
238,349,492,2025-09-07,,2025-11-10
393,233,196,2024-11-18,,
676,495,315,2024-04-24,,
25,49,6,2025-09-21,2025-10-08,
130,88,473,2025-03-15,,
339,365,494,2024-11-02,,
428,153,41,2025-10-24,,
665,318,356,2025-11-20,,2025-12-14
571,296,69,2024-08-29,,2024-11-06
607,344,311,2025-11-06,2025-11-25,
128,496,47,2025-09-26,2025-10-11,
204,463,148,2024-07-06,,
292,94,221,2025-04-22,,2025-06-02
293,330,380,2024-11-03,,
51,424,287,2025-02-19,,2025-06-01
220,438,340,2025-01-18,2025-04-12,
459,293,74,2025-08-13,2025-11-05,
468,218,321,2024-08-16,,
490,454,350,2024-11-06,,
673,247,154,2025-03-26,2025-07-31,
33,495,316,2024-08-18,,
244,118,40,2025-02-08,,2025-03-21
570,107,240,2024-08-25,2024-10-11,
709,38,432,2024-04-15,2024-10-05,
119,85,303,2025-12-10,,
439,31,104,2025-08-18,,
300,40,116,2024-03-04,,
759,43,19,2025-12-02,2025-12-12,
214,288,367,2025-06-12,,
639,62,45,2025-05-23,,
157,299,75,2025-11-12,,
281,280,136,2024-06-20,,
311,165,370,2025-12-22,,
680,101,325,2024-12-16,2024-12-23,
172,78,324,2024-05-18,,
266,110,471,2024-09-26,2024-12-02,
401,238,268,2025-06-04,2025-09-03,
404,195,339,2024-09-25,,
582,401,40,2025-07-27,,
717,115,181,2024-04-20,,2025-04-05
647,460,31,2025-10-20,2025-11-21,
745,127,1,2025-12-15,,2025-12-24
296,297,454,2025-04-14,2025-07-17,
359,354,500,2025-05-11,,
391,238,233,2025-12-17,,
454,198,273,2024-01-02,,
484,460,488,2025-07-15,,
605,56,288,2025-08-19,,
228,144,40,2024-10-02,2025-02-19,
255,297,447,2025-09-22,,2025-09-28
679,305,470,2025-10-16,,
756,302,350,2025-06-06,,
757,137,271,2024-02-12,2024-03-04,
240,232,215,2024-12-15,,
442,469,153,2025-01-22,,
2,90,433,2024-03-21,,
99,339,221,2025-03-22,,
117,327,269,2024-01-05,,2024-03-06
280,82,470,2024-02-23,2024-08-09,
320,294,441,2025-05-11,,2025-06-18
344,89,63,2025-02-15,2025-05-14,
402,341,51,2025-03-09,,
633,412,318,2024-11-01,2025-04-17,
193,358,121,2025-03-22,,
547,249,451,2025-10-14,,
31,66,359,2025-03-15,2025-05-29,
333,455,89,2025-08-19,2025-10-15,
487,232,416,2024-11-17,,
544,471,177,2025-08-19,,
697,164,47,2025-09-04,,
40,260,406,2025-05-19,,
467,325,6,2024-02-15,,
489,183,78,2024-05-05,,
509,321,203,2025-10-07,,
640,314,100,2025-09-22,,
163,310,104,2025-10-12,,
219,376,458,2025-08-14,,
317,269,110,2025-10-15,,
537,117,255,2025-12-19,,2025-12-20
538,38,26,2025-05-03,,
622,473,433,2025-11-28,,
100,140,124,2025-06-13,2025-07-08,
239,125,261,2024-11-15,2024-12-07,
765,40,152,2024-01-31,,
24,135,291,2025-03-27,,
114,63,226,2025-07-10,2025-09-26,
136,430,359,2024-03-10,,
150,137,17,2025-12-23,2025-12-25,
722,342,407,2023-12-29,,
730,436,450,2024-12-13,,
758,26,496,2025-05-25,,
781,270,288,2024-12-17,,2025-06-29
199,266,443,2024-01-28,,2024-10-07
353,168,122,2025-08-12,,
583,154,160,2025-04-21,,
71,184,470,2024-09-21,,
273,178,305,2025-01-13,,2025-03-01
327,465,391,2024-02-23,,
373,209,158,2024-02-17,,
536,171,16,2025-11-09,2025-12-09,
624,428,326,2025-07-06,,2025-10-30
629,144,412,2025-09-06,,
73,213,371,2024-04-27,,
447,439,469,2024-12-25,,2025-06-20
668,168,61,2025-09-23,,
706,48,447,2025-09-16,,2025-10-10
798,329,131,2024-02-10,,
535,223,168,2025-01-22,,
85,445,320,2024-08-12,,
121,443,303,2024-04-03,2024-08-16,
698,345,489,2024-10-16,,2025-09-25
774,258,283,2025-04-03,2025-08-30,
223,173,85,2025-06-18,,
301,204,175,2025-05-12,,
352,310,407,2024-04-13,,2024-07-02
563,304,149,2024-12-31,,
600,346,105,2025-04-05,,2025-10-11
251,305,200,2025-07-11,,
261,249,49,2025-12-06,,2025-12-20
305,288,38,2025-11-14,,
312,415,215,2024-12-11,,
361,201,396,2025-12-16,,
388,185,331,2024-11-08,,2025-10-04
557,272,373,2025-08-06,,
760,15,359,2024-02-06,2024-02-18,
763,465,212,2024-09-17,,
780,44,327,2025-06-08,2025-12-02,
210,232,87,2024-11-12,,
559,486,200,2024-02-19,,
576,68,27,2025-04-17,2025-08-21,
171,275,436,2024-12-07,,
418,317,93,2024-03-16,,
449,493,231,2025-01-23,,
520,201,134,2025-11-20,,
539,465,256,2024-09-09,2024-09-19,
584,159,233,2025-07-21,,
674,304,258,2024-09-01,,
76,486,159,2025-06-30,,
201,454,487,2024-01-13,,
226,333,395,2025-11-30,,
287,37,14,2025-02-24,2025-08-21,
477,184,405,2025-02-20,,
701,251,104,2024-09-10,,2024-11-22
708,381,416,2025-02-12,,
738,432,397,2024-10-15,,
43,498,24,2025-10-28,,
151,14,246,2025-02-05,2025-08-02,
175,327,467,2024-10-05,,
506,235,306,2024-02-03,,
739,10,430,2024-10-20,,
254,294,435,2024-09-12,,
260,406,454,2025-09-13,,
284,172,7,2024-01-16,2024-06-17,
481,372,260,2025-10-19,2025-11-20,
499,257,176,2024-01-09,,
550,15,475,2025-04-30,,
234,255,86,2024-11-02,,2025-05-18
416,10,201,2024-02-05,2024-04-01,
242,258,396,2024-05-12,,
268,28,121,2024-07-27,2024-12-02,
768,87,462,2025-04-11,,2025-06-24
269,495,297,2025-02-07,,
321,257,427,2025-05-05,2025-08-16,
349,264,113,2024-06-23,,
417,127,415,2025-08-29,,2025-12-16
502,258,54,2025-01-29,,2025-09-22
590,223,102,2025-10-10,,
751,415,194,2025-09-07,,
225,482,61,2024-07-15,,
617,279,209,2025-08-12,,2025-12-24
58,191,396,2024-08-06,,
677,27,232,2025-09-30,2025-11-11,
687,26,411,2024-09-30,,
748,346,108,2025-12-24,,
104,49,479,2025-06-24,,
158,67,414,2025-02-05,,
215,231,9,2025-12-07,,
249,162,90,2024-09-18,,2024-11-18
796,287,181,2023-12-27,2024-03-01,
123,426,92,2025-02-25,,2025-06-25
143,464,74,2025-06-07,,
644,237,327,2025-09-22,2025-12-24,
209,286,107,2024-03-04,,
272,309,32,2025-06-13,2025-07-23,
413,497,185,2024-12-26,2025-02-14,
474,223,389,2024-08-25,,
549,394,58,2025-02-25,2025-07-16,
580,166,48,2024-03-29,2024-06-30,
598,380,261,2025-09-09,,
342,18,476,2025-11-05,,
424,42,453,2025-08-12,,2025-12-12
654,123,306,2024-09-10,,2025-07-22
108,177,434,2025-05-13,,2025-06-25
262,10,140,2024-02-13,,
313,261,65,2025-08-31,,2025-09-24
777,435,467,2025-06-19,,
246,498,177,2025-09-18,2025-10-15,
627,484,293,2025-03-18,,
685,432,2,2025-06-22,,
9,106,354,2024-02-23,2024-05-17,
44,7,335,2025-06-14,,
105,224,308,2024-07-11,,
247,443,376,2024-04-29,,
390,179,120,2025-06-23,,
652,29,472,2025-08-25,2025-09-30,
111,153,326,2025-07-23,2025-10-25,
675,278,357,2024-07-17,,
149,341,34,2024-03-17,,
473,142,447,2024-05-22,,
526,412,486,2024-02-12,,
755,56,24,2024-02-21,,
797,2,285,2025-02-21,,
636,124,218,2024-05-12,,
744,425,483,2025-08-04,,
252,300,37,2025-05-04,,
519,176,409,2025-04-21,,
364,279,494,2024-12-08,2025-04-15,
724,253,345,2025-09-14,2025-12-01,
762,400,425,2024-09-05,2024-10-16,
294,481,135,2025-02-24,,
408,465,329,2025-01-21,,
599,65,287,2025-10-25,,
778,199,255,2024-10-18,,
95,272,491,2025-07-18,,2025-12-09
257,400,110,2025-06-19,2025-08-17,
340,359,154,2024-02-28,2024-05-31,
