cart_item_id,cart_id,product_id,quantity,unit_price,total_price,added_at,updated_at,item_status
1373,511,84,2,1161.5,2323.0,2021-11-22 04:53:37,2021-11-22 19:31:09,Abandoned
258,97,119,1,200.43,200.43,2023-01-01 12:42:40,2023-01-01 23:50:16,Active
446,172,152,2,78.76,157.52,2024-05-29 08:23:39,2024-05-30 01:11:00,Active
449,174,243,4,555.05,2220.2,2023-06-28 06:11:00,2023-06-28 13:10:42,Converted
456,176,250,2,895.53,1791.06,2020-12-31 20:53:18,2020-12-31 23:29:53,Active
479,185,109,5,134.59,672.95,2025-01-29 21:57:23,2025-01-30 04:35:44,Converted
590,225,92,4,476.17,1904.68,2021-10-28 20:51:57,2021-10-28 22:03:24,Abandoned
693,265,252,6,323.84,1943.04,2024-07-04 09:39:53,2024-07-04 14:57:14,Active
1008,378,115,3,12.56,37.68,2025-12-20 18:14:50,2025-12-20 18:59:02,Abandoned
1083,404,422,1,771.74,771.74,2019-08-18 21:21:59,2019-08-19 01:04:23,Converted
1166,438,83,1,35.12,35.12,2017-06-19 23:36:30,2017-06-21 00:13:50,Active
1306,487,158,1,207.38,207.38,2024-12-08 15:28:46,2024-12-08 15:47:53,Converted
180,67,142,1,174.48,174.48,2022-03-23 10:10:48,2022-03-23 13:04:52,Converted
738,280,290,1,90.32,90.32,2022-05-21 19:59:02,2022-05-21 20:32:22,Abandoned
1230,462,447,1,154.54,154.54,2024-12-27 00:56:10,2024-12-27 01:23:47,Active
1231,463,75,2,254.98,509.96,2025-03-27 11:49:14,2025-03-29 10:31:44,Deleted
1343,499,128,1,147.29,147.29,2024-11-14 04:28:11,2024-11-14 04:45:44,Abandoned
1365,507,86,1,117.94,117.94,2025-11-02 01:07:16,2025-11-02 02:06:59,Abandoned
380,146,94,3,411.63,1234.89,2025-02-22 16:47:09,2025-02-22 17:17:06,Abandoned
442,171,271,2,119.77,239.54,2025-03-27 10:31:23,2025-03-27 10:33:03,Abandoned
505,195,90,2,64.18,128.36,2018-11-12 21:25:15,2018-11-12 21:54:55,Abandoned
557,212,201,1,368.57,368.57,2022-11-03 19:20:32,2022-11-06 13:31:11,Deleted
907,336,282,1,13.98,13.98,2025-10-23 01:30:18,2025-10-27 11:09:33,Deleted
1159,436,127,3,104.13,312.39,2025-02-21 01:43:48,2025-02-21 22:42:24,Active
466,179,21,1,389.41,389.41,2024-06-08 16:55:23,2024-06-08 16:55:23,Abandoned
954,360,26,2,1113.63,2227.26,2024-11-04 06:32:26,2024-11-04 10:18:28,Active
1044,390,180,2,26.12,52.24,2021-11-22 19:36:11,2021-11-24 03:34:19,Converted
1046,391,115,2,12.56,25.12,2023-06-22 12:22:35,2023-06-23 07:27:17,Active
112,36,265,1,73.41,73.41,2025-12-22 02:52:38,2025-12-22 03:07:49,Converted
201,74,207,1,46.8,46.8,2025-02-09 07:06:56,2025-02-10 15:08:08,Active
339,132,487,2,424.39,848.78,2025-05-18 17:16:42,2025-05-18 17:23:41,Abandoned
467,179,238,1,1813.44,1813.44,2024-06-08 16:55:23,2024-06-08 16:55:23,Abandoned
586,224,75,2,254.98,509.96,2022-07-12 15:49:08,2022-07-13 16:50:14,Converted
669,255,478,2,215.05,430.1,2025-10-16 16:55:33,2025-10-16 19:20:27,Abandoned
808,305,136,1,302.25,302.25,2023-11-07 04:28:55,2023-11-07 05:31:08,Active
37,14,111,1,1148.98,1148.98,2023-07-31 09:29:23,2023-08-01 04:28:38,Active
244,91,285,5,126.67,633.35,2025-09-03 03:22:43,2025-09-03 04:40:51,Abandoned
415,160,257,2,298.33,596.66,2019-08-09 01:54:09,2019-08-25 03:20:02,Deleted
537,205,211,4,85.31,341.24,2022-12-03 19:13:13,2022-12-03 20:44:47,Converted
674,257,376,4,774.43,3097.72,2025-09-20 09:35:59,2025-09-20 11:24:54,Abandoned
683,260,48,2,746.22,1492.44,2018-09-27 21:34:37,2018-10-01 06:47:02,Deleted
686,261,259,2,146.12,292.24,2019-06-05 18:18:39,2019-06-06 08:30:30,Abandoned
1255,472,271,2,119.77,239.54,2025-08-22 06:41:24,2025-08-22 07:19:19,Abandoned
1335,495,298,1,1007.9,1007.9,2022-03-15 12:10:17,2022-03-17 11:18:02,Active
1442,541,312,1,101.5,101.5,2024-03-31 18:50:29,2024-04-06 23:18:13,Deleted
1485,555,91,2,59.47,118.94,2021-10-24 10:44:06,2021-10-24 13:07:30,Active
65,23,425,1,177.51,177.51,2021-01-16 09:07:09,2021-01-17 05:42:45,Abandoned
98,34,283,2,1198.51,2397.02,2025-12-23 05:24:22,2025-12-24 01:06:05,Deleted
108,35,180,2,26.12,52.24,2021-07-20 03:31:18,2021-07-20 05:13:19,Active
137,48,383,2,546.58,1093.16,2023-07-15 07:13:35,2023-07-15 07:42:20,Abandoned
565,216,79,2,41.54,83.08,2023-10-24 12:37:57,2023-10-24 12:48:50,Abandoned
692,264,196,2,232.03,464.06,2023-01-14 14:21:48,2023-01-15 10:29:40,Converted
761,288,400,8,94.03,752.24,2023-04-29 23:48:57,2023-04-30 00:15:01,Abandoned
876,326,31,2,51.19,102.38,2025-09-01 07:45:04,2025-09-02 05:07:19,Active
923,344,261,2,246.89,493.78,2021-05-09 13:20:01,2021-05-09 13:26:06,Converted
966,362,143,1,618.02,618.02,2020-07-16 09:07:28,2020-07-16 10:50:12,Abandoned
1034,388,44,2,326.93,653.86,2021-12-03 15:24:13,2021-12-03 16:23:12,Converted
1175,441,259,2,146.12,292.24,2024-10-23 20:27:31,2024-10-25 04:34:44,Converted
1299,485,148,5,317.46,1587.3,2025-12-14 01:29:29,2025-12-14 04:01:23,Abandoned
161,58,253,1,131.16,131.16,2022-01-05 05:14:13,2022-01-05 05:15:54,Abandoned
620,237,307,2,126.97,253.94,2020-12-05 07:58:07,2020-12-05 09:21:17,Active
710,269,384,1,39.95,39.95,2022-06-02 06:15:08,2022-06-02 14:21:46,Active
758,287,120,7,98.3,688.1,2021-06-23 11:14:18,2021-06-23 12:10:23,Abandoned
1022,382,480,1,53.57,53.57,2024-12-24 18:44:34,2024-12-26 17:45:13,Deleted
1104,415,493,1,369.54,369.54,2023-05-03 02:02:55,2023-05-03 02:15:41,Abandoned
1142,429,321,1,74.05,74.05,2025-12-10 19:11:45,2025-12-11 02:58:26,Converted
230,86,13,1,119.0,119.0,2021-06-24 13:05:19,2021-06-24 21:04:14,Converted
316,122,453,3,488.68,1466.04,2023-08-12 12:56:00,2023-08-12 18:45:23,Abandoned
382,146,293,2,116.69,233.38,2025-02-22 16:24:07,2025-02-22 17:08:14,Active
451,174,395,1,355.98,355.98,2023-06-29 13:43:59,2023-06-29 13:52:25,Converted
894,332,374,2,25.3,50.6,2023-05-19 09:43:38,2023-05-19 12:15:45,Abandoned
942,355,161,1,828.82,828.82,2024-09-27 06:06:18,2024-09-27 13:11:49,Converted
1093,408,441,5,54.28,271.4,2024-05-02 03:07:32,2024-05-02 18:38:35,Converted
1400,524,179,2,235.24,470.48,2022-09-15 12:22:25,2022-09-15 19:12:13,Active
129,45,44,2,326.93,653.86,2025-06-14 03:23:40,2025-06-14 12:46:47,Converted
252,95,301,2,27.18,54.36,2025-05-29 10:34:33,2025-06-05 20:51:11,Deleted
356,136,387,5,65.89,329.45,2015-11-12 19:14:29,2015-11-14 07:13:28,Active
430,167,116,1,465.99,465.99,2025-12-05 11:01:01,2025-12-05 14:32:54,Active
783,297,47,2,85.17,170.34,2025-11-25 14:46:33,2025-11-25 16:18:34,Abandoned
789,298,193,1,58.16,58.16,2025-10-12 23:58:30,2025-10-13 12:37:33,Active
930,348,351,1,83.48,83.48,2025-09-01 23:15:21,2025-09-02 00:18:30,Abandoned
1213,454,456,1,184.36,184.36,2025-02-04 12:43:48,2025-02-04 15:25:32,Abandoned
237,88,500,5,48.8,244.0,2019-04-17 06:01:26,2019-04-18 10:13:50,Converted
302,116,461,1,711.37,711.37,2025-11-09 02:14:36,2025-11-10 13:33:18,Deleted
1204,452,374,1,25.3,25.3,2025-09-04 13:16:03,2025-09-04 17:10:43,Active
1337,496,130,3,745.47,2236.41,2025-09-05 02:56:41,2025-09-05 03:25:27,Converted
1363,507,366,2,84.07,168.14,2025-11-02 01:31:16,2025-11-02 02:23:50,Abandoned
100,34,132,1,369.68,369.68,2025-12-23 20:39:14,2025-12-24 02:20:18,Deleted
286,110,361,3,203.75,611.25,2021-10-08 22:56:57,2021-10-10 12:58:00,Abandoned
310,120,200,3,899.94,2699.82,2020-12-29 20:44:11,2020-12-29 21:12:43,Abandoned
1239,466,140,1,1099.8,1099.8,2023-03-17 15:16:49,2023-03-18 20:32:51,Converted
1448,543,340,3,1050.39,3151.17,2021-11-07 02:21:33,2021-11-08 19:31:42,Active
559,212,60,2,125.84,251.68,2022-11-10 06:16:35,2022-11-11 13:27:07,Deleted
648,246,478,2,215.05,430.1,2025-07-17 23:12:24,2025-07-19 08:51:20,Converted
731,278,480,2,53.57,107.14,2024-11-29 02:11:29,2024-11-29 05:43:34,Active
1092,408,293,1,116.69,116.69,2024-05-02 08:43:40,2024-05-02 09:14:42,Converted
1169,438,430,1,574.94,574.94,2017-06-21 16:24:29,2017-06-21 17:23:10,Active
1195,448,131,5,15.41,77.05,2025-07-19 16:15:04,2025-07-20 10:11:40,Converted
1208,453,225,1,11.07,11.07,2022-11-10 15:24:49,2022-11-10 18:37:38,Abandoned
142,51,420,3,348.82,1046.46,2025-07-14 19:25:37,2025-07-14 20:20:31,Active
417,161,363,1,15.2,15.2,2025-09-05 15:01:02,2025-09-05 16:13:37,Converted
588,225,400,1,94.03,94.03,2021-10-28 13:33:23,2021-10-28 20:51:54,Abandoned
629,241,252,1,323.84,323.84,2024-10-03 12:08:41,2024-10-03 18:17:34,Converted
723,275,154,1,382.99,382.99,2024-12-25 15:51:10,2024-12-28 09:41:15,Active
1242,467,113,1,206.93,206.93,2024-05-02 08:38:31,2024-05-02 12:19:50,Converted
1313,489,374,2,25.3,50.6,2024-08-31 14:15:27,2024-08-31 15:59:11,Active
90,31,486,2,415.81,831.62,2025-03-13 02:39:57,2025-03-13 04:27:38,Deleted
293,112,402,5,224.2,1121.0,2023-02-28 21:20:40,2023-02-28 23:11:14,Converted
303,116,473,2,309.25,618.5,2025-11-08 04:01:47,2025-11-10 07:53:40,Abandoned
329,127,185,1,1113.03,1113.03,2020-07-24 01:20:59,2020-07-28 11:21:54,Deleted
359,137,257,2,298.33,596.66,2021-08-30 12:52:29,2021-08-31 06:44:28,Converted
1155,434,489,2,150.92,301.84,2022-05-18 04:44:57,2022-05-18 06:54:11,Converted
1273,477,32,4,112.28,449.12,2020-08-11 09:15:05,2020-08-11 10:53:35,Abandoned
421,162,484,2,62.52,125.04,2025-01-26 22:11:17,2025-01-27 02:43:58,Active
490,189,433,1,210.06,210.06,2024-12-06 00:48:47,2024-12-08 00:05:59,Converted
853,319,105,2,24.47,48.94,2025-02-08 07:44:16,2025-02-08 20:41:22,Active
1201,451,307,2,126.97,253.94,2025-05-12 10:52:47,2025-05-12 23:37:54,Abandoned
1309,487,500,1,48.8,48.8,2024-12-08 09:28:56,2024-12-08 19:36:10,Converted
1368,509,256,1,473.23,473.23,2025-10-23 17:46:19,2025-10-27 08:30:00,Deleted
33,13,18,1,397.05,397.05,2024-09-15 21:46:49,2024-09-16 01:38:16,Abandoned
205,75,64,2,25.71,51.42,2021-10-22 02:25:39,2021-10-23 00:40:13,Active
383,147,480,4,53.57,214.28,2019-01-27 03:30:31,2019-01-27 04:54:36,Active
444,171,471,1,403.72,403.72,2025-03-27 09:59:29,2025-03-27 10:27:22,Abandoned
626,240,403,1,415.53,415.53,2025-12-01 08:56:19,2025-12-04 00:12:01,Abandoned
714,270,492,2,136.92,273.84,2025-12-18 13:02:13,2025-12-19 13:12:59,Active
825,310,340,4,1050.39,4201.56,2025-02-03 01:12:42,2025-02-03 01:39:51,Converted
1331,494,306,1,83.51,83.51,2025-12-16 03:00:51,2025-12-16 06:33:32,Abandoned
1348,501,246,2,709.94,1419.88,2024-05-10 16:46:42,2024-05-10 16:57:54,Abandoned
1356,504,346,1,166.63,166.63,2025-09-21 04:32:46,2025-09-21 08:48:51,Active
97,33,317,4,175.41,701.64,2022-12-26 20:32:06,2022-12-26 22:48:03,Active
102,34,375,1,23.29,23.29,2025-12-24 21:01:07,2025-12-24 21:13:45,Deleted
140,50,222,2,668.94,1337.88,2018-09-27 08:26:10,2018-09-27 09:19:34,Abandoned
218,82,211,1,85.31,85.31,2019-12-17 01:20:45,2019-12-17 01:20:45,Abandoned
256,96,316,2,91.48,182.96,2025-09-27 10:35:28,2025-09-27 10:36:43,Abandoned
909,338,327,1,160.21,160.21,2025-01-26 15:40:30,2025-01-26 22:38:51,Converted
1098,410,251,1,393.53,393.53,2025-09-11 04:58:10,2025-09-12 04:19:11,Active
1304,486,198,3,275.96,827.88,2025-03-23 14:22:33,2025-03-31 07:12:59,Deleted
1369,510,170,3,219.84,659.52,2023-01-28 05:28:04,2023-01-31 21:26:42,Deleted
368,141,356,1,390.7,390.7,2023-05-10 16:57:12,2023-05-10 18:28:56,Abandoned
775,293,251,4,393.53,1574.12,2022-06-16 07:01:22,2022-06-16 08:12:31,Abandoned
811,305,319,3,226.96,680.88,2023-11-05 09:20:18,2023-11-05 17:38:56,Active
861,320,169,2,571.68,1143.36,2025-08-07 05:31:20,2025-08-07 06:01:02,Abandoned
1082,404,126,1,712.64,712.64,2019-08-18 19:09:44,2019-08-19 13:08:36,Converted
1209,453,238,4,1813.44,7253.76,2022-11-10 19:13:22,2022-11-10 19:46:51,Abandoned
106,35,491,2,802.9,1605.8,2021-07-20 02:58:34,2021-07-20 03:45:01,Abandoned
423,163,348,6,502.14,3012.84,2025-12-09 14:42:04,2025-12-09 20:25:43,Active
66,23,71,1,110.38,110.38,2021-01-16 11:22:20,2021-01-18 06:37:30,Active
75,27,236,2,1142.25,2284.5,2023-09-09 20:57:05,2023-09-10 09:48:04,Converted
95,33,492,2,136.92,273.84,2022-12-26 13:42:45,2022-12-26 23:05:14,Deleted
196,72,91,1,59.47,59.47,2024-03-27 10:01:38,2024-03-28 13:13:50,Converted
197,72,293,2,116.69,233.38,2024-03-27 05:03:54,2024-03-27 09:32:22,Converted
450,174,439,1,248.98,248.98,2023-06-29 09:09:02,2023-06-29 09:55:16,Converted
730,277,299,1,253.54,253.54,2023-06-12 14:53:36,2023-06-12 15:07:31,Abandoned
764,289,376,5,774.43,3872.15,2025-11-14 13:24:16,2025-11-14 16:58:31,Deleted
984,369,416,1,287.28,287.28,2025-02-22 12:16:30,2025-02-22 18:36:06,Abandoned
89,31,354,2,156.7,313.4,2025-03-14 04:30:00,2025-03-14 10:01:29,Abandoned
317,122,245,2,100.81,201.62,2023-08-12 09:06:49,2023-08-12 12:05:49,Active
519,199,263,1,971.86,971.86,2025-01-20 16:07:38,2025-01-20 22:55:57,Active
1251,471,219,1,183.66,183.66,2024-11-13 05:18:44,2024-11-13 09:44:29,Converted
1353,503,212,2,57.67,115.34,2024-08-04 15:14:10,2024-08-05 08:58:59,Active
1383,516,31,1,51.19,51.19,2024-09-06 09:21:36,2024-09-07 00:27:48,Converted
1473,550,206,1,238.06,238.06,2021-10-04 09:33:28,2021-10-06 04:28:48,Deleted
88,30,65,1,61.02,61.02,2024-05-08 10:45:31,2024-05-08 16:39:50,Abandoned
172,63,466,2,937.33,1874.66,2025-09-30 00:52:40,2025-09-30 01:38:46,Converted
361,137,332,1,33.87,33.87,2021-08-30 18:14:00,2021-08-31 02:25:12,Converted
407,157,161,1,828.82,828.82,2023-05-29 13:01:02,2023-05-29 13:07:44,Abandoned
409,157,363,1,15.2,15.2,2023-05-29 13:25:58,2023-05-29 13:26:37,Abandoned
566,217,177,7,41.77,292.39,2024-12-22 02:59:53,2024-12-22 03:31:48,Abandoned
712,270,483,5,1017.36,5086.8,2025-12-19 05:18:09,2025-12-20 12:25:09,Abandoned
781,295,346,1,166.63,166.63,2024-11-24 00:47:27,2024-11-24 01:17:21,Abandoned
1236,464,216,2,142.37,284.74,2023-12-16 04:08:54,2023-12-16 05:31:47,Abandoned
1312,489,456,1,184.36,184.36,2024-08-31 12:45:50,2024-08-31 15:09:32,Abandoned
325,125,376,1,774.43,774.43,2023-11-18 15:38:41,2023-11-18 15:52:25,Abandoned
433,168,486,1,415.81,415.81,2019-10-03 10:19:22,2019-10-03 10:55:04,Active
616,234,217,1,1017.69,1017.69,2021-11-22 06:46:28,2021-11-22 07:31:42,Abandoned
682,260,327,3,160.21,480.63,2018-09-28 21:38:14,2018-09-30 22:55:03,Deleted
777,294,255,2,426.79,853.58,2022-10-05 01:55:05,2022-10-05 03:26:23,Abandoned
788,298,493,1,369.54,369.54,2025-10-13 01:13:46,2025-10-13 21:38:12,Active
901,334,370,1,256.71,256.71,2015-05-24 16:07:22,2015-05-25 08:06:29,Active
1161,436,116,1,465.99,465.99,2025-02-18 10:46:41,2025-02-21 11:14:14,Abandoned
1162,437,64,3,25.71,77.13,2023-01-29 04:46:16,2023-01-29 05:52:34,Active
653,248,490,1,1264.96,1264.96,2025-03-31 06:35:26,2025-03-31 09:10:56,Abandoned
709,269,107,6,84.07,504.42,2022-05-31 19:54:05,2022-06-02 05:56:37,Active
833,313,216,1,142.37,142.37,2024-11-07 07:46:09,2024-11-09 14:53:28,Deleted
855,319,391,2,44.4,88.8,2025-02-08 13:50:08,2025-02-09 01:09:17,Abandoned
885,329,143,2,618.02,1236.04,2025-05-03 19:29:12,2025-05-20 19:59:39,Deleted
1388,519,427,2,137.59,275.18,2021-09-28 05:45:32,2021-09-28 06:24:55,Converted
1444,541,440,2,216.11,432.22,2024-03-26 16:31:26,2024-04-03 14:54:30,Deleted
1490,558,144,2,1082.93,2165.86,2015-08-10 03:15:11,2015-08-10 12:20:54,Converted
255,95,281,1,59.36,59.36,2025-06-02 12:45:36,2025-06-03 21:34:13,Deleted
374,143,277,1,39.31,39.31,2023-09-06 13:05:29,2023-09-06 13:41:41,Converted
457,177,237,2,204.25,408.5,2025-09-06 03:49:52,2025-09-06 04:16:14,Abandoned
493,191,251,1,393.53,393.53,2025-11-04 16:49:20,2025-11-05 01:26:31,Converted
1068,400,209,2,119.56,239.12,2025-12-17 14:10:22,2025-12-18 03:09:48,Converted
1087,406,74,1,746.97,746.97,2025-10-07 20:25:59,2025-10-07 21:40:41,Active
1115,419,230,1,339.85,339.85,2024-04-21 09:23:17,2024-04-22 22:30:55,Abandoned
1116,420,72,4,462.01,1848.04,2025-12-03 01:49:59,2025-12-03 02:13:18,Converted
1333,495,348,2,502.14,1004.28,2022-03-16 17:19:12,2022-03-17 22:28:59,Active
1350,502,295,1,238.26,238.26,2023-10-17 20:37:09,2023-10-19 12:15:12,Deleted
1361,506,292,3,66.9,200.7,2025-10-18 20:09:26,2025-10-18 20:10:02,Abandoned
139,49,341,2,40.65,81.3,2025-08-29 23:40:18,2025-08-30 00:11:28,Abandoned
443,171,325,1,140.49,140.49,2025-03-27 10:11:55,2025-03-27 10:26:08,Active
654,249,381,1,453.14,453.14,2025-12-22 09:41:15,2025-12-22 09:54:46,Abandoned
697,266,93,1,719.26,719.26,2025-11-04 13:18:07,2025-11-04 13:23:50,Active
734,279,92,2,476.17,952.34,2025-10-18 02:37:49,2025-10-18 02:37:49,Abandoned
1056,396,208,1,4.24,4.24,2021-04-22 04:40:08,2021-04-22 07:41:22,Abandoned
1390,520,18,2,397.05,794.1,2019-11-14 01:05:32,2019-11-15 15:19:22,Deleted
1428,535,83,1,35.12,35.12,2025-06-10 15:18:55,2025-06-10 15:33:05,Abandoned
393,152,52,2,105.12,210.24,2024-08-21 07:41:50,2024-08-21 08:20:23,Converted
477,183,1,4,254.58,1018.32,2023-08-14 19:24:00,2023-08-14 21:24:25,Abandoned
720,273,332,3,33.87,101.61,2023-05-28 16:44:48,2023-05-28 18:16:23,Active
848,318,282,2,13.98,27.96,2025-12-18 11:10:58,2025-12-22 01:44:58,Deleted
1246,468,463,1,43.99,43.99,2024-10-03 04:31:13,2024-10-03 06:08:04,Converted
1326,493,171,1,263.42,263.42,2017-04-21 21:06:01,2017-04-21 23:34:56,Active
156,57,378,6,100.56,603.36,2023-11-13 03:13:45,2023-11-14 14:47:21,Converted
687,262,80,3,85.74,257.22,2021-06-06 09:20:10,2021-06-06 14:50:25,Abandoned
823,310,188,1,960.8,960.8,2025-02-03 00:36:43,2025-02-03 00:40:27,Converted
835,314,105,1,24.47,24.47,2023-06-15 01:53:37,2023-06-15 03:10:47,Active
916,341,191,1,727.94,727.94,2025-04-16 20:38:39,2025-04-18 08:38:05,Converted
996,373,100,1,212.59,212.59,2025-12-11 00:43:03,2025-12-11 08:57:23,Converted
1118,420,496,2,62.5,125.0,2025-12-03 01:06:19,2025-12-03 02:39:23,Converted
29,11,475,1,1839.85,1839.85,2023-07-02 17:55:31,2023-07-05 17:49:27,Deleted
365,139,41,2,199.76,399.52,2025-07-03 12:28:18,2025-07-05 10:20:19,Converted
390,150,54,1,1494.0,1494.0,2023-05-20 23:37:23,2023-05-21 07:00:50,Active
435,168,280,2,941.58,1883.16,2019-10-03 00:22:50,2019-10-03 00:45:28,Abandoned
677,258,495,1,76.86,76.86,2022-09-08 20:34:08,2022-09-09 01:04:47,Abandoned
680,259,500,7,48.8,341.6,2020-06-20 15:48:42,2020-06-20 19:48:46,Abandoned
913,340,227,1,152.3,152.3,2022-08-02 19:48:30,2022-08-02 20:08:31,Converted
952,359,31,3,51.19,153.57,2024-07-16 19:57:06,2024-07-16 21:08:10,Active
999,375,377,2,543.75,1087.5,2021-01-11 15:55:34,2021-01-11 15:55:34,Abandoned
1004,377,330,1,117.61,117.61,2017-08-16 12:52:21,2017-08-17 10:16:08,Converted
1276,478,102,3,580.65,1741.95,2023-03-28 10:23:45,2023-03-28 12:25:54,Abandoned
1454,544,124,1,228.97,228.97,2024-06-21 05:43:50,2024-06-21 09:33:36,Converted
228,85,64,2,25.71,51.42,2023-08-18 19:58:19,2023-08-18 20:02:39,Active
403,155,245,7,100.81,705.67,2023-01-20 02:27:51,2023-01-23 16:24:07,Abandoned
552,211,108,2,247.37,494.74,2019-04-08 20:32:45,2019-04-08 23:07:27,Abandoned
856,319,162,1,2036.98,2036.98,2025-02-08 14:47:55,2025-02-08 17:22:47,Active
1140,428,125,1,215.26,215.26,2025-10-18 12:03:31,2025-10-20 07:52:11,Active
175,65,379,1,47.01,47.01,2024-10-26 11:44:59,2024-10-26 11:44:59,Abandoned
281,108,107,2,84.07,168.14,2025-03-30 02:14:56,2025-03-30 06:23:49,Abandoned
527,202,101,2,153.81,307.62,2023-12-16 20:16:20,2023-12-17 18:26:08,Active
612,231,292,2,66.9,133.8,2022-03-06 20:53:31,2022-03-06 23:05:41,Abandoned
1226,460,252,2,323.84,647.68,2022-08-17 17:26:39,2022-08-18 01:00:01,Active
240,89,164,1,336.48,336.48,2017-04-28 00:18:41,2017-04-28 00:43:01,Abandoned
297,114,236,1,1142.25,1142.25,2025-11-13 02:46:55,2025-11-13 18:44:39,Deleted
410,158,187,1,69.09,69.09,2022-05-19 18:48:58,2022-05-21 13:53:37,Active
655,249,369,2,150.89,301.78,2025-12-22 00:05:28,2025-12-22 03:37:50,Abandoned
1075,402,130,1,745.47,745.47,2025-05-31 22:05:22,2025-06-01 00:36:49,Abandoned
1203,452,370,3,256.71,770.13,2025-09-04 18:47:38,2025-09-04 18:47:42,Abandoned
1385,517,108,1,247.37,247.37,2025-03-05 08:44:05,2025-03-05 08:44:33,Active
1401,525,92,8,476.17,3809.36,2024-06-28 05:39:54,2024-06-28 08:58:57,Converted
231,86,299,2,253.54,507.08,2021-06-23 20:17:54,2021-06-24 01:06:27,Converted
313,121,269,2,224.43,448.86,2024-09-13 04:29:35,2024-09-13 04:29:35,Active
