wish_id,user_id,item_id,date_added,purchase_date,removal_date,current_price,price_at_addition,priority,user_notes,list_name,notification_sent,price_alert_enabled,add_source,desired_quantity
129,3926,2425,2025-05-25T00:00:00Z,,,2021.38,1978.34,Medium,,Future Purchases,False,False,Web,1
130,4968,1466,2025-06-20T00:00:00Z,,,265.08,265.63,Medium,Birthday present,Wishlist,False,False,Web,1
131,810,3953,2025-06-26T00:00:00Z,,,165.08,181.21,High,,Wishlist,False,False,Android,1
132,6353,2968,2025-06-11T00:00:00Z,,,266.6,295.98,Medium,,Wishlist,False,False,Web,1
133,6622,2942,2025-07-13T00:00:00Z,2025-08-10T00:00:00Z,,307.66,295.22,Medium,Anniversary gift,Wishlist,False,True,iOS,1
134,9443,2175,2025-02-16T00:00:00Z,,,407.6,356.25,Medium,,Wishlist,False,False,iOS,1
135,5271,3759,2024-09-16T00:00:00Z,,,186.68,180.61,Medium,,Gift Ideas,True,True,Android,1
136,2198,2427,2025-03-02T00:00:00Z,,,766.45,822.47,High,,Wishlist,True,True,Mobile App,1
137,8915,1405,2024-09-22T00:00:00Z,2024-09-29T00:00:00Z,,53.41,58.42,Low,Home upgrade,Gift Ideas,False,False,iOS,1
138,7681,87,2024-08-31T00:00:00Z,2024-11-28T00:00:00Z,,135.55,142.0,High,Need to save up,Wishlist,False,True,Email Link,2
139,7557,3992,2024-03-02T00:00:00Z,,2024-11-11T00:00:00Z,167.05,184.31,Medium,Housewarming gift,Future Purchases,True,True,iOS,1
140,2620,977,2024-05-18T00:00:00Z,,,102.96,92.67,Medium,,Future Purchases,False,True,Web,1
141,5971,3562,2024-12-07T00:00:00Z,,,223.46,245.16,Medium,,Dream Items,False,False,Android,4
142,4792,3198,2025-08-29T00:00:00Z,,,133.69,144.42,High,,Wishlist,False,False,Android,3
143,2523,2873,2025-08-15T00:00:00Z,2025-11-14T00:00:00Z,,182.58,171.51,Medium,Wait for sale,Wishlist,False,False,Web,2
144,4966,4299,2025-06-27T00:00:00Z,,,213.51,235.73,Low,For the kids,Wishlist,False,False,Android,1
145,342,3260,2024-07-05T00:00:00Z,2024-08-07T00:00:00Z,,562.59,620.14,High,For the kids,Future Purchases,False,False,iOS,1
146,1703,1904,2025-11-19T00:00:00Z,,,124.28,106.14,High,,Wishlist,False,False,iOS,3
147,762,2612,2025-05-23T00:00:00Z,,,1039.3,1056.07,Medium,,Dream Items,False,False,Mobile App,1
148,347,3794,2024-12-23T00:00:00Z,,,627.05,556.62,Medium,,Wishlist,False,False,Mobile App,1
149,9939,2263,2025-05-29T00:00:00Z,,2025-06-03T00:00:00Z,55.76,55.59,Low,Gift for mom,Wishlist,False,False,Mobile App,1
150,9272,1955,2025-07-31T00:00:00Z,,,363.13,352.84,Medium,,Wishlist,False,False,Android,2
151,5716,3828,2024-04-23T00:00:00Z,2024-09-29T00:00:00Z,,23.73,21.14,Medium,,Gift Ideas,False,False,Web,1
152,9431,4167,2024-10-15T00:00:00Z,,,37.76,42.31,Low,Gift for mom,Wishlist,False,False,Web,2
153,6322,1492,2025-01-03T00:00:00Z,2025-01-20T00:00:00Z,,858.56,781.76,High,Wedding registry,Wishlist,False,False,Web,1
154,973,319,2025-03-18T00:00:00Z,,,212.51,189.83,High,,Wishlist,False,False,Web,3
155,5800,3642,2024-01-27T00:00:00Z,2024-03-29T00:00:00Z,,716.79,779.07,Medium,Anniversary gift,Wishlist,False,False,Android,1
156,8286,4593,2024-09-11T00:00:00Z,,,1091.11,1006.3,High,,Wishlist,False,False,Mobile App,2
157,5868,271,2024-04-19T00:00:00Z,,,616.31,632.29,High,Need to save up,Wishlist,False,False,Web,1
158,4084,4703,2025-02-13T00:00:00Z,,,99.92,99.04,Low,Compare prices first,Wishlist,False,False,Web,2
159,900,2732,2024-10-23T00:00:00Z,,,16.34,16.3,Low,Back to school,Gift Ideas,False,False,Mobile App,1
160,52,4351,2025-11-13T00:00:00Z,2025-12-09T00:00:00Z,,105.91,106.45,Medium,Gift for dad,Wishlist,False,False,Android,1
161,3141,4801,2025-03-03T00:00:00Z,,,145.4,165.22,Low,,Gift Ideas,True,True,QR Code,1
162,1416,2721,2024-04-14T00:00:00Z,,,346.73,386.21,Medium,,Dream Items,False,False,Mobile App,1
163,3991,1512,2024-10-08T00:00:00Z,,2024-11-18T00:00:00Z,186.99,190.1,High,Maybe later,Gift Ideas,False,False,Mobile App,1
164,2385,4295,2025-11-09T00:00:00Z,,,652.58,718.53,High,,Future Purchases,False,False,Web,1
165,2754,547,2025-08-27T00:00:00Z,,,66.65,72.13,Low,Gift for dad,Wishlist,False,False,Android,1
166,5921,2800,2024-08-06T00:00:00Z,,,132.96,143.02,Medium,Need to save up,Wishlist,False,True,iOS,1
167,7514,3031,2025-05-01T00:00:00Z,2025-10-21T00:00:00Z,,45.6,51.09,Medium,Back to school,Wishlist,False,False,Android,1
168,4958,362,2025-02-28T00:00:00Z,,,105.01,95.12,Medium,,Future Purchases,False,False,Mobile App,1
169,5000,4231,2025-12-20T00:00:00Z,2025-12-25T00:00:00Z,,227.9,234.17,Medium,Office supplies,Wishlist,False,False,Web,1
170,3276,371,2025-09-13T00:00:00Z,,,167.37,179.77,Low,,Wishlist,True,True,Web,3
171,7572,3852,2024-05-25T00:00:00Z,2024-08-19T00:00:00Z,,653.59,561.43,Low,Need to save up,Future Purchases,False,False,Android,1
172,3220,2562,2024-07-23T00:00:00Z,,,317.3,339.66,Medium,,Future Purchases,False,False,Android,2
173,9819,4170,2025-05-14T00:00:00Z,,,412.19,384.17,Medium,Wait for sale,Wishlist,False,True,Android,2
174,4217,3157,2025-06-14T00:00:00Z,2025-10-20T00:00:00Z,,735.01,717.66,Low,Back to school,Wishlist,False,False,Web,2
175,1106,4385,2025-08-31T00:00:00Z,,2025-09-17T00:00:00Z,95.7,91.11,High,Christmas gift,Wishlist,False,False,iOS,1
176,9630,1544,2024-03-23T00:00:00Z,,,146.75,155.5,Low,,Wishlist,True,True,Android,3
177,3811,2388,2025-04-01T00:00:00Z,,,225.04,230.52,High,Wedding registry,Dream Items,False,False,Social Media,1
178,8794,445,2024-07-30T00:00:00Z,2024-10-30T00:00:00Z,,293.02,259.36,Low,,Wishlist,False,False,QR Code,1
179,4177,634,2024-08-20T00:00:00Z,2024-12-17T00:00:00Z,,230.75,224.39,Low,Housewarming gift,Future Purchases,False,False,Social Media,4
180,9180,1209,2024-12-11T00:00:00Z,,,50.08,53.27,Medium,,Wishlist,False,True,Mobile App,2
181,1950,1617,2025-05-20T00:00:00Z,,,123.58,111.3,Medium,Christmas gift,Future Purchases,False,True,Android,1
182,7085,4153,2025-04-04T00:00:00Z,,2025-09-01T00:00:00Z,1060.85,1093.32,Medium,Birthday present,Future Purchases,False,False,Android,1
183,4595,2022,2025-05-07T00:00:00Z,2025-08-15T00:00:00Z,,141.87,141.26,High,,Wishlist,False,True,Android,1
184,1602,737,2024-03-20T00:00:00Z,2024-06-24T00:00:00Z,,514.2,578.81,Low,Wedding registry,Gift Ideas,False,False,Web,1
185,1609,1950,2025-04-24T00:00:00Z,,,168.51,192.46,High,Need to save up,Dream Items,False,False,Android,1
186,8443,350,2025-05-23T00:00:00Z,,2025-06-27T00:00:00Z,50.79,54.14,Low,Treat myself,Gift Ideas,True,True,Android,1
187,5719,2983,2025-07-14T00:00:00Z,2025-09-17T00:00:00Z,,95.96,105.65,High,,Wishlist,False,False,QR Code,1
188,9891,3643,2024-12-17T00:00:00Z,2025-03-20T00:00:00Z,,337.13,358.88,Medium,,Future Purchases,False,False,Social Media,1
189,6388,2564,2024-08-06T00:00:00Z,2024-11-25T00:00:00Z,,56.62,48.63,Medium,,Wishlist,False,False,Social Media,1
190,7401,2025,2024-08-12T00:00:00Z,,,363.1,347.42,Medium,,Future Purchases,False,True,Social Media,1
191,7457,1232,2024-12-28T00:00:00Z,,,125.09,137.47,Low,Gift for mom,Wishlist,False,False,Social Media,1
192,2586,2243,2025-04-04T00:00:00Z,,,41.92,37.4,Low,,Wishlist,False,False,Android,1
193,5053,1579,2025-10-08T00:00:00Z,,,124.95,106.68,Low,Birthday present,Wishlist,False,False,QR Code,2
194,5466,4291,2024-02-26T00:00:00Z,,,1509.22,1496.15,High,,Dream Items,True,True,Web,1
195,7261,2229,2025-08-04T00:00:00Z,,,314.42,271.78,Medium,Christmas gift,Future Purchases,False,False,Android,1
196,1579,1966,2024-03-02T00:00:00Z,,,235.29,209.15,Medium,Gift for mom,Gift Ideas,False,False,Social Media,1
197,6417,3434,2025-07-30T00:00:00Z,,2025-11-17T00:00:00Z,253.0,249.48,Low,,Future Purchases,False,False,Web,1
198,9296,272,2025-06-19T00:00:00Z,,,129.32,130.34,High,Birthday present,Future Purchases,False,False,Web,5
199,6702,1912,2024-10-15T00:00:00Z,,,27.42,27.46,High,,Dream Items,False,False,Email Link,1
200,7970,3736,2024-03-16T00:00:00Z,,,11.48,11.32,Low,Wait for sale,Wishlist,False,True,Mobile App,3
201,2133,327,2025-02-22T00:00:00Z,,,239.73,229.61,Medium,,Future Purchases,False,False,Mobile App,1
202,2334,3635,2024-04-27T00:00:00Z,,,143.41,156.21,Low,Back to school,Dream Items,False,True,Web,1
203,61,2473,2025-06-13T00:00:00Z,2025-07-05T00:00:00Z,,1498.32,1619.91,Medium,,Gift Ideas,False,False,Web,1
204,2350,1531,2025-06-15T00:00:00Z,,2025-08-12T00:00:00Z,166.64,183.68,Low,Wait for sale,Wishlist,False,False,Web,3
205,1226,3668,2024-07-31T00:00:00Z,,,1001.44,976.58,Low,,Future Purchases,False,False,Web,1
206,3028,1684,2025-10-10T00:00:00Z,2025-12-08T00:00:00Z,,480.95,509.04,Medium,For the kids,Gift Ideas,False,False,QR Code,1
207,9071,2115,2025-07-06T00:00:00Z,,2025-09-12T00:00:00Z,1394.02,1267.97,Medium,Anniversary gift,Dream Items,False,False,Web,1
208,3901,1991,2024-06-18T00:00:00Z,2024-11-20T00:00:00Z,,294.57,326.96,Medium,Housewarming gift,Dream Items,False,False,Web,1
209,6410,4724,2025-12-11T00:00:00Z,,,562.45,595.98,Medium,,Wishlist,True,True,Android,1
210,7668,4648,2024-11-14T00:00:00Z,2025-04-24T00:00:00Z,,281.2,265.37,High,,Wishlist,False,False,Web,1
211,2507,3080,2025-08-23T00:00:00Z,,,177.62,198.27,High,,Gift Ideas,True,True,Web,1
212,9410,3761,2024-10-02T00:00:00Z,2024-11-25T00:00:00Z,,67.95,69.5,Medium,Treat myself,Dream Items,False,False,Android,1
213,7904,2925,2024-03-01T00:00:00Z,,,752.93,840.3,Medium,Back to school,Future Purchases,False,True,Web,2
214,8494,3622,2024-12-19T00:00:00Z,2025-06-13T00:00:00Z,,91.45,82.75,High,Treat myself,Wishlist,False,False,Mobile App,1
215,2941,4309,2024-03-01T00:00:00Z,2024-05-27T00:00:00Z,,277.6,276.53,High,,Wishlist,False,False,Mobile App,1
216,8043,3571,2025-07-16T00:00:00Z,,,302.24,338.13,Low,Housewarming gift,Gift Ideas,False,False,Mobile App,1
217,561,3914,2024-06-22T00:00:00Z,,,158.41,158.6,High,Back to school,Wishlist,False,False,Mobile App,1
218,8519,1807,2024-11-05T00:00:00Z,2024-11-17T00:00:00Z,,139.31,125.22,Medium,Christmas gift,Wishlist,True,True,Mobile App,1
219,7918,947,2025-07-31T00:00:00Z,2025-10-13T00:00:00Z,,111.78,120.18,Low,Need to save up,Wishlist,False,False,Mobile App,5
220,5696,171,2025-01-29T00:00:00Z,,,1219.2,1261.08,High,Gift for mom,Wishlist,True,True,Mobile App,1
221,8099,2335,2025-03-30T00:00:00Z,,2025-11-04T00:00:00Z,140.85,135.18,Medium,,Wishlist,False,False,Web,1
