cart_item_id,cart_id,product_ref,item_quantity,price_per_unit,discount_amount,promo_code,tax_amount,status,date_added_to_cart,last_updated,saved_for_later,line_total
53,19,542,3,549.9,0.0,,173.17,Converted,2021-05-19T14:15:55Z,2021-05-19T14:15:55Z,False,1649.6999999999998
54,19,4418,1,1189.35,237.87,SAVE20,78.52,Converted,2021-05-19T14:15:55Z,2021-05-19T14:15:55Z,False,1189.35
55,19,479,2,237.51,0.0,,47.76,Converted,2021-05-19T14:15:55Z,2021-05-19T14:15:55Z,False,475.02
56,19,706,1,279.75,0.0,FREESHIP,23.17,Converted,2021-05-19T14:15:55Z,2021-05-19T14:15:55Z,False,279.75
57,20,730,3,24.87,11.19,WELCOME15,3.19,Abandoned,2024-12-15T22:37:05Z,2024-12-28T18:17:30Z,False,74.61
58,21,4779,5,125.17,0.0,,46.11,Abandoned,2024-09-19T10:48:13Z,2024-09-19T10:52:43Z,False,625.85
59,22,3739,1,1848.84,0.0,,136.86,Converted,2025-08-05T13:37:49Z,2025-08-05T13:37:49Z,False,1848.84
60,22,1409,2,384.81,115.44,WELCOME15,38.36,Converted,2025-08-05T13:37:49Z,2025-08-05T13:37:49Z,False,769.62
61,22,1646,3,377.92,226.75,SAVE20,46.91,Converted,2025-08-05T13:37:49Z,2025-08-05T13:37:49Z,False,1133.76
62,22,4259,1,32.79,3.28,SAVE10,2.76,Converted,2025-08-05T13:37:49Z,2025-08-05T13:37:49Z,False,32.79
63,23,4907,2,186.84,0.0,,40.9,Abandoned,2025-08-05T15:04:35Z,2025-08-05T15:33:03Z,False,373.68
64,23,1226,1,577.45,0.0,,53.29,Abandoned,2025-08-05T16:01:14Z,2025-08-05T16:10:08Z,False,577.45
65,24,3702,1,531.24,132.81,NEWUSER25,22.45,Abandoned,2025-08-05T14:39:04Z,2025-08-05T15:24:13Z,False,531.24
66,24,3911,2,84.87,0.0,,13.42,Abandoned,2025-08-05T14:23:03Z,2025-08-05T14:53:44Z,False,169.74
67,25,1082,1,731.72,0.0,,56.81,Abandoned,2025-08-05T13:54:36Z,2025-08-05T16:58:28Z,False,731.72
68,26,258,6,120.82,0.0,,78.55,Abandoned,2024-06-28T03:18:57Z,2024-06-28T04:14:24Z,False,724.92
69,27,1016,3,920.66,0.0,,222.88,Converted,2025-06-30T07:12:23Z,2025-07-01T16:15:52Z,False,2761.98
70,27,425,2,207.12,62.14,WELCOME15,26.92,Converted,2025-06-26T22:59:54Z,2025-07-13T02:12:14Z,False,414.24
71,28,2093,1,97.52,14.63,WELCOME15,8.88,Converted,2023-04-05T11:04:58Z,2023-04-05T11:04:58Z,False,97.52
72,28,2358,3,718.18,538.63,NEWUSER25,83.47,Converted,2023-04-05T11:04:58Z,2023-04-05T11:04:58Z,False,2154.54
73,29,891,4,594.82,0.0,,178.01,Converted,2025-06-18T18:43:00Z,2025-06-18T19:07:38Z,False,2379.28
74,29,1936,2,126.78,25.36,SAVE10,18.97,Converted,2025-06-18T18:40:47Z,2025-06-18T19:08:06Z,False,253.56
75,29,4644,2,160.49,48.15,WELCOME15,19.22,Converted,2025-06-18T18:41:34Z,2025-06-18T19:00:18Z,False,320.98
76,30,387,3,244.45,0.0,,83.48,Abandoned,2025-06-18T18:27:34Z,2025-06-18T18:27:34Z,False,733.3499999999999
77,31,154,2,84.41,0.0,,14.17,Converted,2025-06-18T19:34:03Z,2025-06-18T19:52:37Z,False,168.82
78,31,2846,7,1043.08,0.0,,388.37,Converted,2025-06-18T18:42:56Z,2025-06-18T18:53:37Z,False,7301.5599999999995
79,31,4290,3,26.56,0.0,,6.35,Converted,2025-06-18T20:01:13Z,2025-06-18T20:21:32Z,False,79.67999999999999
80,32,2130,8,196.12,0.0,,122.67,Abandoned,2017-06-26T17:28:25Z,2017-06-26T17:29:47Z,False,1568.96
81,33,3555,3,139.48,0.0,,39.84,Converted,2023-09-18T19:51:08Z,2023-09-18T21:29:05Z,False,418.43999999999994
82,33,2146,2,626.2,0.0,,78.77,Converted,2023-09-18T19:47:36Z,2023-09-18T19:53:46Z,False,1252.4
83,33,3343,3,1273.84,0.0,,353.97,Converted,2023-09-18T19:45:53Z,2023-09-18T19:53:06Z,False,3821.5199999999995
84,33,71,1,184.75,0.0,,16.02,Converted,2023-09-18T20:26:42Z,2023-09-18T21:03:09Z,False,184.75
85,33,2316,2,56.98,17.09,WELCOME15,8.7,Converted,2023-09-18T20:53:31Z,2023-09-18T22:06:11Z,False,113.96
86,33,590,2,643.24,128.65,SAVE10,58.49,Converted,2023-09-18T20:36:41Z,2023-09-18T21:19:46Z,False,1286.48
87,33,1979,4,65.48,0.0,,18.34,Converted,2023-09-18T19:50:16Z,2023-09-18T20:10:12Z,False,261.92
88,34,4547,1,1781.72,356.34,SAVE20,99.69,Converted,2025-11-15T06:58:20Z,2025-11-15T07:00:43Z,False,1781.72
89,35,4680,3,58.6,0.0,,13.91,Abandoned,2017-11-28T21:50:55Z,2017-11-28T21:51:18Z,False,175.8
90,36,1940,1,230.79,0.0,FREESHIP,25.05,Abandoned,2020-02-23T11:55:44Z,2020-02-23T11:58:00Z,False,230.79
91,36,1750,1,357.83,0.0,,19.76,Active,2020-02-23T11:42:59Z,2020-02-23T12:26:38Z,False,357.83
92,36,107,3,137.83,0.0,,38.78,Abandoned,2020-02-23T11:31:02Z,2020-02-23T12:08:21Z,False,413.49
93,37,4442,1,170.33,0.0,,12.78,Converted,2020-02-23T11:29:24Z,2020-02-23T11:29:24Z,False,170.33
94,37,4684,1,318.85,0.0,FREESHIP,22.07,Converted,2020-02-23T11:29:24Z,2020-02-23T11:29:24Z,False,318.85
95,37,646,6,154.16,138.74,WELCOME15,43.77,Converted,2020-02-23T11:29:24Z,2020-02-23T11:29:24Z,False,924.96
96,37,432,4,55.83,33.5,WELCOME15,12.34,Converted,2020-02-23T11:29:24Z,2020-02-23T11:29:24Z,False,223.32
97,38,708,1,693.02,0.0,,81.59,Abandoned,2020-12-16T21:49:38Z,2020-12-16T21:49:38Z,False,693.02
98,38,2333,2,517.76,207.1,SAVE20,71.6,Abandoned,2020-12-16T21:49:38Z,2020-12-16T21:49:38Z,False,1035.52
99,39,2560,3,72.38,0.0,,21.83,Abandoned,2020-12-17T01:36:47Z,2020-12-17T01:46:41Z,False,217.14
100,40,2303,3,185.88,139.41,NEWUSER25,46.63,Abandoned,2025-04-30T09:45:50Z,2025-04-30T10:09:56Z,False,557.64
101,40,3563,2,159.65,0.0,,18.84,Abandoned,2025-04-30T09:56:25Z,2025-04-30T10:42:14Z,False,319.3
102,40,917,7,110.94,0.0,,59.02,Abandoned,2025-04-30T10:07:28Z,2025-04-30T10:13:55Z,False,776.5799999999999
103,41,4246,4,45.93,0.0,,21.03,Converted,2025-04-30T10:00:17Z,2025-04-30T10:38:43Z,False,183.72
104,42,3439,1,14.43,5.77,CLEARANCE40,0.79,Abandoned,2025-04-30T10:29:07Z,2025-04-30T11:15:55Z,False,14.43
105,42,4983,3,100.71,0.0,,19.34,Active,2025-04-30T10:05:47Z,2025-04-30T10:14:34Z,False,302.13
106,42,1980,5,13.58,6.79,SAVE10,4.67,Abandoned,2025-04-30T10:39:10Z,2025-04-30T11:13:15Z,False,67.9
107,43,4935,3,232.96,0.0,,77.51,Converted,2025-04-30T12:43:04Z,2025-04-30T13:05:11Z,False,698.88
108,43,3681,7,566.17,0.0,,415.6,Converted,2025-04-30T12:10:08Z,2025-04-30T12:57:05Z,False,3963.1899999999996
109,44,1457,9,167.41,0.0,,148.56,Converted,2025-04-30T09:51:30Z,2025-04-30T09:53:36Z,False,1506.69
110,44,304,4,152.02,91.21,WELCOME15,56.6,Converted,2025-04-30T10:27:11Z,2025-04-30T10:30:42Z,False,608.08
111,44,165,2,174.99,0.0,,26.25,Converted,2025-04-30T10:13:14Z,2025-04-30T10:26:50Z,False,349.98
112,44,4465,4,580.08,0.0,,161.73,Converted,2025-04-30T10:24:44Z,2025-04-30T10:31:36Z,False,2320.32
113,44,4000,2,234.49,0.0,,38.46,Converted,2025-04-30T09:54:01Z,2025-04-30T10:30:04Z,False,468.98
114,45,3431,3,74.15,0.0,FREESHIP,12.8,Abandoned,2024-03-06T12:49:03Z,2024-03-06T14:58:23Z,False,222.45000000000002
115,46,707,4,34.1,0.0,,15.44,Converted,2024-07-01T21:49:13Z,2024-07-01T21:57:59Z,False,136.4
116,46,3899,1,279.73,0.0,,26.42,Converted,2024-07-01T21:06:08Z,2024-07-01T21:30:35Z,False,279.73
117,46,3497,7,31.2,0.0,,11.45,Converted,2024-07-01T22:03:19Z,2024-07-01T22:04:14Z,False,218.4
118,47,1590,1,171.22,0.0,,13.32,Converted,2022-09-13T15:34:06Z,2022-09-15T18:25:01Z,False,171.22
119,47,2987,1,170.78,0.0,,15.01,Converted,2022-09-15T18:37:23Z,2022-09-16T13:11:58Z,False,170.78
120,47,2484,1,83.59,8.36,SAVE10,8.77,Converted,2022-09-14T03:52:42Z,2022-09-15T19:58:49Z,False,83.59
121,48,3497,3,31.2,37.44,CLEARANCE40,6.58,Abandoned,2020-07-23T17:34:14Z,2020-07-23T17:53:33Z,False,93.6
122,49,780,2,174.0,0.0,,25.07,Converted,2017-11-16T08:05:08Z,2017-11-16T08:06:36Z,False,348.0
123,49,3149,3,232.01,0.0,,70.22,Converted,2017-11-16T07:14:06Z,2017-11-16T07:47:26Z,False,696.03
124,49,2471,3,119.18,0.0,,41.65,Converted,2017-11-16T07:39:25Z,2017-11-16T07:41:19Z,False,357.54
125,50,2995,4,292.98,0.0,,135.37,Abandoned,2023-11-04T02:09:46Z,2023-11-04T02:09:46Z,False,1171.92
126,50,1308,2,69.64,0.0,,14.57,Abandoned,2023-11-04T02:09:46Z,2023-11-04T02:09:46Z,False,139.28
127,51,1056,2,99.88,0.0,,21.23,Converted,2020-08-15T09:31:25Z,2020-08-15T10:16:02Z,False,199.76
128,51,3492,1,687.54,0.0,,59.22,Converted,2020-08-15T09:32:02Z,2020-08-15T10:07:45Z,False,687.54
129,52,2619,3,586.62,0.0,,170.6,Abandoned,2017-11-16T07:14:51Z,2017-11-16T07:14:51Z,False,1759.8600000000001
130,53,4739,2,1228.55,0.0,,197.66,Converted,2016-10-12T22:29:16Z,2016-10-12T22:30:42Z,False,2457.1
131,53,1874,5,36.74,27.56,WELCOME15,10.38,Converted,2016-10-12T23:05:19Z,2016-10-13T00:54:43Z,False,183.70000000000002
132,54,2688,2,84.18,16.84,SAVE10,17.33,Abandoned,2019-12-11T15:25:46Z,2019-12-11T16:12:13Z,False,168.36
133,54,2019,1,405.13,0.0,,32.01,Abandoned,2019-12-11T14:29:00Z,2019-12-11T15:51:22Z,False,405.13
134,54,1960,4,284.34,284.34,NEWUSER25,74.97,Abandoned,2019-12-11T15:41:01Z,2019-12-11T16:12:58Z,False,1137.36
135,54,3508,1,78.61,0.0,,7.66,Abandoned,2019-12-11T15:20:58Z,2019-12-11T15:37:00Z,False,78.61
136,54,1120,1,370.44,0.0,,39.43,Abandoned,2019-12-11T15:57:37Z,2019-12-11T16:03:49Z,False,370.44
137,54,3918,1,1212.38,303.1,NEWUSER25,89.85,Abandoned,2019-12-11T15:22:29Z,2019-12-11T15:40:24Z,False,1212.38
138,55,2345,2,267.21,0.0,,38.05,Abandoned,2016-10-12T21:43:29Z,2016-10-12T21:43:46Z,False,534.42
139,55,1258,1,620.37,0.0,,70.77,Abandoned,2016-10-12T22:13:09Z,2016-10-12T22:14:37Z,False,620.37
140,55,1391,3,142.44,170.93,CLEARANCE40,13.59,Abandoned,2016-10-12T21:40:29Z,2016-10-12T21:42:09Z,False,427.32
141,56,3897,2,437.8,0.0,,83.29,Converted,2017-08-06T10:17:54Z,2017-08-06T10:17:54Z,False,875.6
142,56,1126,1,950.04,0.0,,108.66,Converted,2017-08-06T10:17:54Z,2017-08-06T10:17:54Z,False,950.04
143,56,3788,4,573.38,0.0,,269.26,Converted,2017-08-06T10:17:54Z,2017-08-06T10:17:54Z,False,2293.52
144,57,419,3,157.47,0.0,,33.52,Active,2019-12-11T14:52:10Z,2019-12-11T16:07:59Z,False,472.40999999999997
145,58,4681,1,84.67,0.0,,9.89,Abandoned,2025-07-31T12:01:26Z,2025-07-31T12:25:23Z,False,84.67
146,58,1256,4,524.07,0.0,,205.66,Active,2025-07-31T11:21:59Z,2025-07-31T12:06:55Z,False,2096.28
147,58,2166,1,18.7,0.0,,2.14,Abandoned,2025-07-31T11:54:15Z,2025-07-31T12:02:45Z,False,18.7
148,59,3274,2,1065.54,0.0,,230.01,Converted,2025-08-07T09:40:03Z,2025-08-07T10:16:14Z,False,2131.08
149,59,1128,2,403.7,0.0,,58.13,Converted,2025-08-07T09:24:05Z,2025-08-07T10:58:36Z,False,807.4
150,60,3932,3,167.41,0.0,,59.22,Abandoned,2025-11-07T22:12:14Z,2025-11-07T22:12:14Z,False,502.23
151,61,4724,3,562.45,674.94,CLEARANCE40,106.51,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,False,1687.3500000000001
152,61,916,3,114.49,137.39,CLEARANCE40,24.65,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,False,343.46999999999997
153,61,168,2,12.51,10.01,CLEARANCE40,0.83,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,False,25.02
154,61,4765,2,95.29,0.0,,14.94,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,False,190.58
155,61,1750,1,357.83,53.67,WELCOME15,26.96,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,False,357.83
156,61,2039,2,591.42,177.43,WELCOME15,61.71,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,False,1182.84
157,61,2131,2,452.62,0.0,,59.83,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,False,905.24
158,61,192,6,1293.15,1939.72,NEWUSER25,562.94,Converted,2025-10-05T16:59:15Z,2025-10-05T16:59:15Z,False,7758.900000000001
159,62,2250,3,129.67,0.0,,29.63,Abandoned,2025-11-10T04:21:46Z,2025-11-10T04:21:46Z,False,389.01
160,63,4540,5,83.14,83.14,SAVE20,22.04,Converted,2025-11-10T05:45:06Z,2025-11-10T06:14:36Z,False,415.7
161,63,4631,4,69.67,0.0,,31.43,Converted,2025-11-10T05:32:06Z,2025-11-10T06:12:35Z,False,278.68
162,63,3141,3,667.25,0.0,,204.74,Converted,2025-11-10T05:33:22Z,2025-11-10T06:22:20Z,False,2001.75
163,64,2380,1,87.19,0.0,,9.25,Converted,2024-10-15T08:28:38Z,2024-10-15T10:05:48Z,False,87.19
164,64,2725,1,298.4,0.0,,17.45,Converted,2024-10-15T08:34:42Z,2024-10-15T09:14:54Z,False,298.4
165,64,2197,2,104.98,0.0,,15.45,Converted,2024-10-15T08:37:35Z,2024-10-15T10:04:09Z,False,209.96
166,64,4057,3,324.05,0.0,,89.58,Converted,2024-10-15T09:53:38Z,2024-10-15T09:58:48Z,False,972.1500000000001
167,65,2089,1,233.96,58.49,NEWUSER25,19.29,Abandoned,2023-12-12T02:56:43Z,2023-12-12T02:59:07Z,False,233.96
168,66,1562,2,94.97,0.0,,16.9,Converted,2025-12-14T06:41:51Z,2025-12-14T06:48:00Z,False,189.94
169,66,68,7,303.84,319.03,WELCOME15,135.02,Converted,2025-12-14T06:02:21Z,2025-12-14T06:31:19Z,False,2126.8799999999997
170,66,645,5,810.28,0.0,,303.78,Converted,2025-12-14T06:17:27Z,2025-12-14T06:51:47Z,False,4051.3999999999996
171,66,2472,2,52.54,21.02,SAVE20,5.06,Converted,2025-12-14T05:31:58Z,2025-12-14T06:28:35Z,False,105.08
172,67,4469,1,629.08,125.82,SAVE20,46.23,Abandoned,2025-08-11T03:37:31Z,2025-08-11T03:49:19Z,False,629.08
173,67,4203,2,124.84,0.0,,29.95,Abandoned,2025-08-11T03:42:50Z,2025-08-11T03:44:48Z,False,249.68
174,67,132,5,194.71,0.0,,86.55,Abandoned,2025-08-11T03:46:18Z,2025-08-11T03:46:57Z,False,973.5500000000001
175,67,1675,3,31.41,9.42,SAVE10,5.4,Abandoned,2025-08-11T03:37:05Z,2025-08-11T03:45:03Z,False,94.23
176,68,1905,3,90.99,0.0,,14.21,Converted,2025-11-08T19:33:35Z,2025-11-08T19:47:38Z,False,272.96999999999997
177,68,4294,5,1131.39,0.0,FREESHIP,571.65,Converted,2025-11-08T18:07:10Z,2025-11-08T19:38:02Z,False,5656.950000000001
178,68,407,1,135.42,13.54,SAVE10,7.41,Converted,2025-11-08T19:34:32Z,2025-11-08T19:52:17Z,False,135.42
179,69,4939,3,73.8,0.0,,16.84,Abandoned,2025-11-08T18:22:05Z,2025-11-08T18:50:03Z,False,221.39999999999998
180,69,4427,2,526.24,263.12,NEWUSER25,83.38,Abandoned,2025-11-08T18:30:12Z,2025-11-08T18:30:24Z,False,1052.48
181,70,432,2,55.83,0.0,,8.99,Abandoned,2025-12-02T02:03:10Z,2025-12-02T02:10:19Z,False,111.66
182,70,4442,2,170.33,34.07,SAVE10,33.65,Abandoned,2025-12-02T02:17:24Z,2025-12-02T02:36:40Z,True,340.66
183,71,3812,1,368.69,0.0,,44.05,Converted,2024-11-01T15:04:40Z,2024-11-01T15:46:45Z,False,368.69
184,71,2764,1,32.02,0.0,,3.06,Converted,2024-11-01T15:06:06Z,2024-11-01T15:40:20Z,False,32.02
185,71,1766,1,137.95,0.0,,14.61,Converted,2024-11-01T14:39:54Z,2024-11-01T15:23:11Z,False,137.95
186,71,4114,3,1026.37,1231.64,CLEARANCE40,150.56,Converted,2024-11-01T14:58:12Z,2024-11-01T15:19:10Z,False,3079.1099999999997
187,71,2615,10,1069.77,0.0,,723.24,Converted,2024-11-01T15:20:55Z,2024-11-01T15:40:33Z,False,10697.7
188,71,4811,5,10.67,5.33,SAVE10,5.1,Converted,2024-11-01T15:01:15Z,2024-11-01T15:40:09Z,False,53.35
189,71,4504,1,183.42,36.68,SAVE20,9.88,Converted,2024-11-01T14:19:51Z,2024-11-01T15:15:53Z,False,183.42
190,71,1168,7,188.92,0.0,,69.48,Converted,2024-11-01T15:23:36Z,2024-11-01T15:34:47Z,False,1322.4399999999998
191,72,4468,3,110.41,0.0,,38.17,Converted,2024-04-30T03:18:55Z,2024-04-30T03:29:49Z,False,331.23
192,72,476,3,76.38,0.0,,25.6,Converted,2024-04-30T03:02:10Z,2024-04-30T03:07:36Z,False,229.14
193,72,4919,6,57.24,0.0,,18.96,Converted,2024-04-30T04:07:19Z,2024-04-30T04:11:43Z,False,343.44
194,73,3812,2,368.69,294.95,CLEARANCE40,27.41,Converted,2024-04-30T03:41:50Z,2024-04-30T03:54:08Z,False,737.38
195,73,4978,3,596.75,0.0,,162.93,Converted,2024-04-30T04:27:21Z,2024-04-30T04:27:57Z,False,1790.25
196,73,4024,2,563.23,0.0,,91.66,Converted,2024-04-30T03:47:46Z,2024-04-30T04:28:55Z,False,1126.46
197,73,2156,3,809.55,0.0,,235.7,Converted,2024-04-30T04:19:17Z,2024-04-30T04:28:11Z,False,2428.6499999999996
198,73,4700,2,1088.21,0.0,,211.42,Converted,2024-04-30T02:40:12Z,2024-04-30T03:02:07Z,False,2176.42
199,73,1507,5,62.5,46.88,WELCOME15,29.81,Converted,2024-04-30T03:23:28Z,2024-04-30T03:42:45Z,False,312.5
200,73,4853,2,120.16,0.0,,21.06,Converted,2024-04-30T04:16:59Z,2024-04-30T04:29:11Z,False,240.32
201,73,2765,8,260.79,0.0,,172.47,Converted,2024-04-30T03:21:10Z,2024-04-30T04:05:32Z,False,2086.32
202,74,540,3,102.14,0.0,,30.97,Abandoned,2025-05-21T22:22:40Z,2025-05-21T22:23:03Z,False,306.42
203,75,1378,6,245.02,0.0,,170.29,Converted,2024-04-30T03:17:21Z,2024-04-30T03:20:27Z,False,1470.1200000000001
204,75,308,1,107.13,0.0,,7.92,Converted,2024-04-30T03:06:12Z,2024-04-30T03:07:06Z,False,107.13
205,76,1633,3,859.7,0.0,,183.08,Converted,2024-09-23T23:30:53Z,2024-09-24T07:25:06Z,False,2579.1000000000004
206,76,3053,1,67.16,0.0,,7.71,Converted,2024-09-24T15:07:34Z,2024-09-25T01:26:31Z,False,67.16
207,76,4385,1,81.34,8.13,SAVE10,4.18,Converted,2024-09-24T07:11:53Z,2024-09-26T04:03:24Z,False,81.34
208,76,3581,6,278.26,0.0,,145.47,Converted,2024-09-24T08:00:25Z,2024-09-25T03:55:22Z,False,1669.56
209,77,1385,9,106.28,0.0,,61.09,Abandoned,2024-09-23T21:00:35Z,2024-09-23T21:00:41Z,False,956.52
210,77,3486,6,12.86,0.0,,8.02,Abandoned,2024-09-23T19:34:21Z,2024-09-23T21:04:36Z,False,77.16
211,77,345,3,11.44,0.0,,3.65,Abandoned,2024-09-23T19:49:25Z,2024-09-23T20:55:39Z,False,34.32
