campaign_id,campaign_name,campaign_type,start_date,end_date,budget,spent_amount,impressions,clicks,conversions,target_audience,campaign_status,campaign_duration_days,campaign_roi,click_through_rate,conversion_rate,cost_per_conversion,cost_per_click,campaign_efficiency_score,revenue_generated,orders_from_campaign,total_impressions,total_clicks,total_conversions,total_budget,total_spent,budget_utilization_rate,ctr,roi,roas,avg_order_value,days_active,revenue_per_impression,revenue_per_click,campaign_profit,cost_efficiency_ratio,engagement_rate,campaign_status_derived,days_until_end,performance_tier,budget_status
17,Labor Day Social Campaign 2024,Social Media,2025-01-21,2025-03-25,11418.29,11826.13,666313,15538,760,"Millennials 25-34, Cart Abandoners, Gen Z 18-24",Completed,63,-100.0,2.331937092627639,4.891234393100785,15.560697368421051,0.7611101814905392,,0.0,0,666313,15538,760,11418.29,11826.13,103.57181329253329,2.331937092627639,,,,64,,,-11826.13,,2.4459976017277167,Completed,,,Over Budget
19,Summer Social Push 2025,Social Media,2025-12-10,2026-01-12,59672.02,28297.15,4453188,107749,2967,"Loyalty Members, Desktop Users",Paused,33,-100.0,2.4195924358010488,2.753621843358175,9.537293562521066,0.2626209988027731,,0.0,0,4453188,107749,2967,59672.02,28297.15,47.42113640530353,2.4195924358010488,,,,34,,,-28297.15,,2.4862188616335086,Completed,,,Under Budget
20,Local Search Campaign 2025,Search,2025-11-17,2026-01-01,26429.35,18594.27,1294466,96942,8431,High LTV Customers,Paused,45,-78.49310567180105,7.488956836255259,8.696952817148398,2.2054643577274344,0.19180819459057993,22.96060334047961,3999.05,1,1294466,96942,8431,26429.35,18594.27,70.35462468808352,7.488956836255259,-78.49310567180105,0.21506894328198956,0.47432688886253116,46,0.0030893434049252743,0.04125198572342226,-14595.220000000001,464.96717970517994,8.140267878800989,Completed,,Poor,On Track
21,,SMS,2025-11-19,2026-01-14,6755.31,4033.48,215845,21647,523,"VIP Customers, Mobile Users",Paused,56,-0.8536053234427798,10.028955963770299,2.416039174019495,7.712198852772467,0.18632974546126485,36.72578311780183,3999.05,1,215845,21647,523,6755.31,4033.48,59.708288738784745,10.028955963770299,-0.8536053234427798,0.9914639467655723,7.646367112810708,57,0.01852741550649772,0.1847392248348501,-34.429999999999836,100.86095447668822,10.271259468600153,Completed,,Poor,On Track
22,Shopping Ads Campaign 2025,Search,2026-01-17,2026-01-21,50789.1,0.0,0,0,0,Loyalty Members,Planned,4,,,,,,,0.0,0,0,0,0,50789.1,0.0,0.0,,,,,5,,,0.0,,,Active,0.0,,Under Budget
23,Birthday Special Campaign 2025,Email,2025-05-04,2025-05-18,9331.79,1263.21,219124,12228,975,"Homeowners, Fashion Forward",Cancelled,14,-100.0,5.580401964184663,7.973503434739941,1.2956,0.10330471050049068,,0.0,0,219124,12228,975,9331.79,1263.21,13.536631235807919,5.580401964184663,,,,15,,,-1263.21,,6.025355506471222,Completed,,,Under Budget
24,Easter Social Campaign 2024,Social Media,2025-08-03,2025-09-10,74538.37,63303.44,4617958,137954,4874,"Budget Conscious, Holiday Shoppers",Completed,38,-100.0,2.987337693413409,3.533061745219421,12.987985227739024,0.45887353755599697,,0.0,0,4617958,137954,4874,74538.37,63303.44,84.92731998298328,2.987337693413409,,,,39,,,-63303.44,,3.0928821786599183,Completed,,,Near Budget
25,Spring Search Campaign 2024,Search,2025-07-09,2025-07-27,26054.31,23564.09,1564531,36834,2149,"Newsletter Subscribers, Gen Z 18-24, Budget Conscious",Completed,18,-100.0,2.35431576619447,5.834283542379323,10.96514192647743,0.6397374708150079,,0.0,0,1564531,36834,2149,26054.31,23564.09,90.44219555229057,2.35431576619447,,,,19,,,-23564.09,,2.4916732234771954,Completed,,,Near Budget
26,Native Advertising 2024,Display,2026-01-21,2026-01-21,22921.24,0.0,0,0,0,Homeowners,Planned,0,,,,,,,0.0,0,0,0,0,22921.24,0.0,0.0,,,,,1,,,0.0,,,Active,0.0,,Under Budget
29,Streaming TV Ads 2025,Video,2025-07-29,2025-10-15,47295.58,39153.55,2639129,38508,1058,First-Time Buyers,Completed,78,-99.23807675166108,1.4591177619585856,2.747481042900177,37.00713610586011,1.0167640490287733,-32.2338387564332,298.32,1,2639129,38508,1058,47295.58,39153.55,82.78479722629473,1.4591177619585856,-99.23807675166108,0.007619232483389117,0.28196597353497166,79,0.000113037293743504,0.007746961670302275,-38855.23,13124.681550013409,1.499206745861987,Completed,,Poor,Near Budget
30,Birthday Special Campaign 2024,Email,2025-02-17,2025-04-23,6012.24,5957.89,794546,11610,124,"Gen Z 18-24, Cart Abandoners",Completed,65,-100.0,1.4612118115250723,1.0680447889750215,48.0475,0.5131688199827735,,0.0,0,794546,11610,124,6012.24,5957.89,99.09601080462525,1.4612118115250723,,,,66,,,-5957.89,,1.4768182081339531,Completed,,,Near Budget
31,User Generated Content 2024,Social Media,2025-11-18,2026-01-03,4408.68,3468.22,252850,6833,244,Tech Enthusiasts,Active,46,15.305545784292821,2.7023927229582756,3.570905897848676,14.214016393442622,0.5075691497146202,32.26328418878548,3999.05,1,252850,6833,244,4408.68,3468.22,78.66799132620194,2.7023927229582756,15.305545784292821,1.1530554578429282,16.38954918032787,47,0.0158158987542021,0.5852553783111372,530.8300000000004,86.72609744814392,2.798892624085426,Completed,,Break-even,On Track
32,Flash Sale Alert 2024,Email,2025-11-13,2026-01-13,4760.82,2847.69,172481,7331,263,"Returning Customers, Fashion Forward, High LTV Customers",Active,61,40.43136717830944,4.250323224007282,3.5875051152639474,10.827718631178707,0.3884449597599236,48.77901722549266,3999.05,1,172481,7331,263,4760.82,2847.69,59.81511588339824,4.250323224007282,40.43136717830944,1.4043136717830944,15.205513307984791,62,0.023185452310689296,0.5454985677260947,1151.3600000000001,71.2091621760168,4.402803787083795,Completed,,Break-even,On Track
33,Local Search Campaign 2023,Search,2025-01-02,2025-01-31,13083.57,12298.37,696648,65306,1842,"Gen Z 18-24, Newsletter Subscribers",Completed,29,-100.0,9.37431816354888,2.8205677885646034,6.676639522258415,0.1883191437233945,,0.0,0,696648,65306,1842,13083.57,12298.37,93.99857989829994,9.37431816354888,,,,30,,,-12298.37,,9.6387271620675,Completed,,,Near Budget
34,Trending Topic Campaign 2024,Social Media,2025-11-27,2026-01-21,5176.71,1123.67,69277,801,32,"Loyalty Members, High LTV Customers",Active,55,255.89185437005523,1.156227896704534,3.9950062421972534,35.1146875,1.4028339575530588,150.81152813777524,3999.05,1,69277,801,32,5176.71,1123.67,21.706257449229337,1.156227896704534,255.89185437005523,3.5589185437005524,124.9703125,56,0.05772550774427299,4.992571785268415,2875.38,28.098423375551697,1.2024192733519061,Active,0.0,Excellent,Under Budget
36,Product Launch Announcement 2023,Email,2025-02-22,2025-03-10,6036.25,5195.28,490464,27641,1281,Holiday Shoppers,Completed,16,-100.0,5.635683760683761,4.634419883506386,4.055644028103044,0.18795557324264678,,0.0,0,490464,27641,1281,6036.25,5195.28,86.06800579830191,5.635683760683761,,,,17,,,-5195.28,,5.89686500946043,Completed,,,Near Budget
37,Anniversary Mailing 2023,Direct Mail,2025-12-01,2026-01-17,32195.41,16929.46,0,0,0,Premium Shoppers,Active,47,-100.0,,,,,,0.0,0,0,0,0,32195.41,16929.46,52.583458325270584,,,,,48,,,-16929.46,,,Completed,,,On Track
38,Valentine Email Blast 2023,Email,2025-06-13,2025-09-10,6118.87,5451.18,367396,25356,893,"Returning Customers, Mobile Users",Completed,89,-100.0,6.901544926999749,3.52184887206184,6.10434490481523,0.21498580217699953,,0.0,0,367396,25356,893,6118.87,5451.18,89.08801788565538,6.901544926999749,,,,90,,,-5451.18,,7.144606909166132,Completed,,,Near Budget
40,Product Display Ads 2025,Display,2025-11-26,2025-12-26,40358.7,36341.33,3299634,21709,711,"High LTV Customers, First-Time Buyers",Paused,30,-88.9958622868233,0.657921454318873,3.2751393431295774,51.11298171589311,1.6740213736238427,-26.477430791966583,3999.05,1,3299634,21709,711,40358.7,36341.33,90.04583893931172,0.657921454318873,-88.9958622868233,0.11004137713176705,5.624542897327708,31,0.0012119677515748718,0.18421161730158,-32342.280000000002,908.7490779060026,0.6794692987161607,Completed,,Poor,Near Budget
41,Brand Keywords Campaign 2025,Search,2025-12-17,2026-01-21,17720.02,2508.52,161083,13318,1257,Newsletter Subscribers,Active,35,-100.0,8.26778741394188,9.438354107223306,1.9956404136833732,0.18835560895029282,,0.0,0,161083,13318,1257,17720.02,2508.52,14.1564174306801,8.26778741394188,,,,36,,,-2508.52,,9.048130466902156,Active,0.0,,Under Budget
42,Cross-Network Display 2025,Display,2025-12-09,2026-01-21,9659.23,1599.02,234535,1728,70,Premium Shoppers,Paused,43,-100.0,0.7367770268829812,4.050925925925926,22.84314285714286,0.9253587962962962,,0.0,0,234535,1728,70,9659.23,1599.02,16.554321617768704,0.7367770268829812,,,,44,,,-1599.02,,0.7666233184812501,Active,0.0,,Under Budget
44,Brand Awareness Drive 2024,Social Media,2025-07-27,2025-09-02,39039.11,36025.32,3781534,54634,1505,"Homeowners, Millennials 25-34",Completed,37,-100.0,1.4447576036603136,2.7546948786469962,23.937089700996676,0.6593937840904931,,0.0,0,3781534,54634,1505,39039.11,36025.32,92.28007503244822,1.4447576036603136,,,,38,,,-36025.32,,1.4845562673772073,Completed,,,Near Budget
46,Memorial Day Email Blast 2025,Email,2025-11-14,2026-01-19,3536.69,1935.05,98296,7113,122,VIP Customers,Active,66,106.66391049326892,7.236306665581509,1.7151694081259665,15.86106557377049,0.2720441445241108,79.99856895121806,3999.05,1,98296,7113,122,3536.69,1935.05,54.71358812901328,7.236306665581509,106.66391049326892,2.066639104932689,32.77909836065574,67,0.04068375111906894,0.5622170673414875,2064.0,48.38774208874607,7.360421583787743,Completed,,Good,On Track
47,High Intent Keywords 2025,Search,2025-11-03,2026-01-09,66172.75,45659.55,3637506,109826,5498,"Homeowners, New Customers, Social Followers",Paused,67,-91.241591299082,3.0192664974298324,5.00610055906616,8.304756275009094,0.4157444503123122,-13.042126610635618,3999.05,1,3637506,109826,5498,66172.75,45659.55,69.00053269661606,3.0192664974298324,-91.241591299082,0.0875840870091799,0.7273644961804293,68,0.0010993933755710644,0.036412598109737224,-41660.5,1141.7599179805204,3.1704140144373643,Completed,,Poor,On Track
48,Remarketing Search 2024,Search,2026-01-21,2026-01-21,15666.12,0.0,0,0,0,"Premium Shoppers, High LTV Customers",Planned,0,,,,,,,0.0,0,0,0,0,15666.12,0.0,0.0,,,,,1,,,0.0,,,Active,0.0,,Under Budget
49,Shopping Ads Campaign 2023,Search,2025-06-27,2025-08-08,50607.3,41207.28,4294599,215810,16458,Loyalty Members,Completed,42,-100.0,5.025149030212134,7.6261526342616195,2.5037841779074004,0.19094240303971086,,0.0,0,4294599,215810,16458,50607.3,41207.28,81.42556508645986,5.025149030212134,,,,43,,,-41207.28,,5.408374565355229,Completed,,,Near Budget
50,Product Category Search 2024,Search,2025-11-05,2026-01-21,78784.76,41683.69,2297910,173571,3920,"High LTV Customers, Newsletter Subscribers, Loyalty Members",Active,77,-90.40619964307382,7.553428985469404,2.258441790391252,10.633594387755103,0.24015353947376003,-15.027318405907138,3999.05,1,2297910,173571,3920,78784.76,41683.69,52.908316278427456,7.553428985469404,-90.40619964307382,0.09593800356926174,1.0201658163265306,78,0.0017402987932512589,0.02303985112720443,-37684.64,1042.3398057038546,7.724018782284772,Active,0.0,Poor,On Track
51,Remarketing Search 2023,Search,2025-05-20,2025-06-18,74273.55,63693.56,5482057,138157,8639,Tech Enthusiasts,Completed,29,-100.0,2.5201671562335086,6.253030972010104,7.372793147355018,0.46102303900634783,,0.0,0,5482057,138157,8639,74273.55,63693.56,85.75537321159416,2.5201671562335086,,,,30,,,-63693.56,,2.6777539890592164,Completed,,,Near Budget
53,Q2 Social Push 2024,Social Media,2025-09-10,2025-11-16,77757.4,63231.02,6720367,71768,832,Mobile Users,Completed,67,-99.5282062506662,1.0679178681759494,1.1592910489354589,75.99882211538461,0.8810475420800357,-41.29785321021593,298.32,1,6720367,71768,832,77757.4,63231.02,81.31833111703838,1.0679178681759494,-99.5282062506662,0.004717937493337922,0.3585576923076923,68,4.439043284392058e-05,0.004156727232192621,-62932.7,21195.702601233574,1.0802981444316955,Completed,,Poor,Near Budget
54,New Customer Welcome Kit 2025,Direct Mail,2025-08-18,2025-08-31,19540.84,2314.34,0,0,0,"Budget Conscious, Newsletter Subscribers",Cancelled,13,-100.0,,,,,,0.0,0,0,0,0,19540.84,2314.34,11.843605494953135,,,,,14,,,-2314.34,,,Completed,,,Under Budget
55,Competitor Conquest 2025,Search,2025-12-10,2026-01-21,8728.73,2382.91,249223,15475,364,"VIP Customers, Millennials 25-34",Active,42,-100.0,6.209298499737184,2.3521809369951536,6.546456043956043,0.1539844911147011,,0.0,0,249223,15475,364,8728.73,2382.91,27.29961861576655,6.209298499737184,,,,43,,,-2382.91,,6.355352435369127,Active,0.0,,Under Budget
56,Cyber Monday Social Campaign 2023,Social Media,2025-12-04,2026-01-21,29152.36,9335.12,1444796,29387,242,Desktop Users,Paused,48,-100.0,2.0339895736145452,0.8234933814271617,38.574876033057855,0.3176615510259639,,0.0,0,1444796,29387,242,29152.36,9335.12,32.02183288076849,2.0339895736145452,,,,49,,,-9335.12,,2.050739343132179,Active,0.0,,Under Budget
57,Short Form Video 2023,Video,2025-12-15,2026-01-14,20963.54,6734.23,802261,6339,147,"Parents, Loyalty Members",Active,30,-100.0,0.7901418615637555,2.318977756743966,45.811088435374145,1.0623489509386337,,0.0,0,802261,6339,147,20963.54,6734.23,32.12353447938659,0.7901418615637555,,,,31,,,-6734.23,,0.8084650755801417,Completed,,,Under Budget
58,Fall Newsletter Campaign 2023,Email,2025-03-06,2025-04-03,3177.4,2862.62,162305,9440,288,"Premium Shoppers, Lapsed Customers, Homeowners",Completed,28,-100.0,5.816210221496565,3.050847457627119,9.939652777777777,0.3032436440677966,,0.0,0,162305,9440,288,3177.4,2862.62,90.09315792786555,5.816210221496565,,,,29,,,-2862.62,,5.993653923169342,Completed,,,Near Budget
59,Retargeting Display 2024,Display,2026-01-14,2026-01-21,15888.05,0.0,0,0,0,"Loyalty Members, Homeowners, Cart Abandoners",Planned,7,,,,,,,0.0,0,0,0,0,15888.05,0.0,0.0,,,,,8,,,0.0,,,Active,0.0,,Under Budget
60,VIP Early Access SMS 2025,SMS,2025-11-26,2026-01-15,8176.84,4175.59,392678,47268,3121,"Email Engaged, Holiday Shoppers, Weekend Browsers",Active,50,-4.227905517543627,12.037343574124346,6.602775662181602,1.3379013136815123,0.08833862232377084,60.99328448744706,3999.05,1,392678,47268,3121,8176.84,4175.59,51.06605974924299,12.037343574124346,-4.227905517543627,0.9577209448245637,1.281336110221083,51,0.010184043924029358,0.0846037488364221,-176.53999999999996,104.41454845525813,12.83214236600981,Completed,,Poor,On Track
62,Prime Day Email Blast 2024,Email,2025-04-16,2025-05-26,4057.59,3810.67,359803,22151,446,VIP Customers,Completed,40,-100.0,6.156424487844737,2.0134531172407564,8.544103139013453,0.1720315109927317,,0.0,0,359803,22151,446,4057.59,3810.67,93.91461434003928,6.156424487844737,,,,41,,,-3810.67,,6.28038120860582,Completed,,,Near Budget
63,User Generated Content 2023,Social Media,2025-05-25,2025-06-22,70375.79,7904.09,907412,17101,838,"Desktop Users, Newsletter Subscribers",Cancelled,28,-100.0,1.8845904616646023,4.900298228173791,9.43208830548926,0.46220045611367755,,0.0,0,907412,17101,838,70375.79,7904.09,11.23126291015703,1.8845904616646023,,,,29,,,-7904.09,,1.976941014665885,Completed,,,Under Budget
64,YouTube Pre-Roll 2024,Video,2026-01-21,2026-01-21,5213.98,0.0,0,0,0,"New Customers, Tech Enthusiasts, Mobile Users",Planned,0,,,,,,,0.0,0,0,0,0,5213.98,0.0,0.0,,,,,1,,,0.0,,,Active,0.0,,Under Budget
68,Summer Newsletter Campaign 2025,Email,2025-12-28,2026-01-12,6837.72,571.01,41189,2602,122,Holiday Shoppers,Cancelled,15,-100.0,6.3172206171550656,4.688700999231361,4.680409836065573,0.21945042275172943,,0.0,0,41189,2602,122,6837.72,571.01,8.35088304288564,6.3172206171550656,,,,16,,,-571.01,,6.613416203355264,Completed,,,Under Budget
69,Spring Newsletter Campaign 2023,Email,2025-01-26,2025-03-09,8344.63,7538.22,675058,23365,1413,"Returning Customers, Mobile Users, Holiday Shoppers",Completed,42,-100.0,3.4611840760349484,6.047506954846994,5.334904458598726,0.3226287181682003,,0.0,0,675058,23365,1413,8344.63,7538.22,90.33618027402055,3.4611840760349484,,,,43,,,-7538.22,,3.670499423753218,Completed,,,Near Budget
70,Social Video Ads 2024,Video,2024-12-05,2025-03-01,43364.78,37454.37,3326875,29036,1089,,Completed,86,-90.88181165508858,0.8727709938004884,3.750516600082656,34.393360881542705,1.2899287091885936,-24.506395342629787,3415.16,1,3326875,29036,1089,43364.78,37454.37,86.37048314323283,0.8727709938004884,-90.88181165508858,0.09118188344911421,3.1360514233241505,87,0.0010265369152733421,0.11761812921890066,-34039.21000000001,1096.7090853722814,0.905504414803682,Completed,,Poor,Near Budget
71,Q2 Search Campaign 2023,Search,2025-12-14,2026-01-21,80909.56,11797.29,716306,59169,2000,"Frequent Buyers, Cart Abandoners",Active,38,-100.0,8.260296577161158,3.3801483885142556,5.898645,0.19938295391167674,,0.0,0,716306,59169,2000,80909.56,11797.29,14.58083568863803,8.260296577161158,,,,39,,,-11797.29,,8.53950685880057,Active,0.0,,Under Budget
72,Influencer Partnership 2025,Social Media,2025-11-29,2026-01-21,88129.71,25833.27,2182365,22478,664,"Newsletter Subscribers, Social Followers, Premium Shoppers",Active,53,-100.0,1.029983527045201,2.953999466144675,38.90552710843374,1.1492690630839042,,0.0,0,2182365,22478,664,88129.71,25833.27,29.312782261509767,1.029983527045201,,,,54,,,-25833.27,,1.0604092349354943,Active,0.0,,Under Budget
74,Back to School Social Campaign 2025,Social Media,2026-01-17,2026-01-21,93061.76,0.0,0,0,0,Frequent Buyers,Planned,4,,,,,,,0.0,0,0,0,0,93061.76,0.0,0.0,,,,,5,,,0.0,,,Active,0.0,,Under Budget
75,Valentine Search Push 2025,Search,2025-11-06,2026-01-14,3130.34,1968.94,367485,8421,398,"High LTV Customers, Email Engaged, Returning Customers",Active,69,103.10674779322883,2.2915221029429773,4.726279539247121,4.947085427135678,0.23381308633178957,80.91357685020746,3999.05,1,367485,8421,398,3130.34,1968.94,62.898598874243696,2.2915221029429773,103.10674779322883,2.0310674779322886,10.04786432160804,70,0.010882212879437256,0.4748901555634723,2030.1100000000001,49.23519335842263,2.3998258432316963,Completed,,Good,On Track
76,Q2 Video Campaign 2024,Video,2025-06-23,2025-07-28,46850.79,47697.99,2388577,28072,786,"Returning Customers, Homeowners",Completed,35,-100.0,1.1752604165576408,2.7999430037047595,60.68446564885496,1.6991304502707323,,0.0,0,2388577,28072,786,46850.79,47697.99,101.80829394765809,1.1752604165576408,,,,36,,,-47697.99,,1.2081670383663579,Completed,,,Over Budget
77,Black Friday Email Blast 2024,Email,2025-08-15,2025-09-15,6799.86,5943.92,957788,30429,1019,"High LTV Customers, Homeowners",Completed,31,-100.0,3.177007855600613,3.348779125176641,5.833091265947007,0.1953373426665352,,0.0,0,957788,30429,1019,6799.86,5943.92,87.41238790210387,3.177007855600613,,,,32,,,-5943.92,,3.2833988314741887,Completed,,,Near Budget
78,Winter Video Campaign 2023,Video,2026-01-21,2026-01-21,53169.44,0.0,0,0,0,"Holiday Shoppers, VIP Customers, Cart Abandoners",Planned,0,,,,,,,0.0,0,0,0,0,53169.44,0.0,0.0,,,,,1,,,0.0,,,Active,0.0,,Under Budget
79,Flash Sale Alert 2025,Email,2025-09-06,2025-11-08,5212.29,4379.64,613623,26376,2058,Frequent Buyers,Completed,63,-93.18848124503384,4.29840472081392,7.802547770700636,2.128104956268222,0.1660464058234759,3.164510033021062,298.32,1,613623,26376,2058,5212.29,4379.64,84.02525569375457,4.29840472081392,-93.18848124503384,0.06811518754966162,0.14495626822157434,64,0.000486161698632548,0.011310282074613284,-4081.32,1468.1013676588898,4.633789802533477,Completed,,Poor,Near Budget
80,Easter Video Push 2024,Video,2025-02-10,2025-03-04,75634.85,62771.96,4202026,100013,3641,"Lapsed Customers, Desktop Users",Completed,22,-100.0,2.380113783208386,3.640526731524902,17.240307607800055,0.6276380070590823,,0.0,0,4202026,100013,3641,75634.85,62771.96,82.99343490467686,2.380113783208386,,,,23,,,-62771.96,,2.4667624617267956,Completed,,,Near Budget
81,Weekly Deals Newsletter 2025,Email,2025-12-11,2026-01-21,6455.16,1567.49,165890,4645,288,Returning Customers,Active,41,-100.0,2.800048224727229,6.20021528525296,5.442673611111111,0.3374574811625404,,0.0,0,165890,4645,288,6455.16,1567.49,24.282744347157934,2.800048224727229,,,,42,,,-1567.49,,2.9736572427512207,Active,0.0,,Under Budget
82,Programmatic Display 2024,Display,2025-11-30,2026-01-16,26477.06,4835.04,774937,4556,48,"Cart Abandoners, Homeowners",Cancelled,47,-100.0,0.5879187598475747,1.0535557506584723,100.73,1.0612467076382792,,0.0,0,774937,4556,48,26477.06,4835.04,18.261241995901358,0.5879187598475747,,,,48,,,-4835.04,,0.5941128117511488,Completed,,,Under Budget
84,Cross-Network Display 2023,Display,2025-08-17,2025-09-06,24103.69,20026.04,1424368,4188,77,"Holiday Shoppers, Gen Z 18-24",Completed,20,-100.0,0.2940251395706727,1.8385864374403056,260.07844155844157,4.781766953199618,,0.0,0,1424368,4188,77,24103.69,20026.04,83.08288067096782,0.2940251395706727,,,,21,,,-20026.04,,0.29943104590948405,Completed,,,Near Budget
85,Abandoned Cart Recovery 2023,Email,2025-02-13,2025-03-10,4678.41,4472.6,275316,19066,238,"Returning Customers, Weekend Browsers",Completed,25,-100.0,6.925133301370062,1.248295394943879,18.79243697478992,0.23458512535403336,,0.0,0,275316,19066,238,4678.41,4472.6,95.60085584632387,6.925133301370062,,,,26,,,-4472.6,,7.0115794214647895,Completed,,,Near Budget
