order_item_id,order_id,product_id,quantity,discount_amount,product_price
92,36,72,1,0.0,462.01
299,113,489,2,60.37,150.92
257,98,306,2,0.0,83.51
117,46,30,1,0.0,386.41
227,87,492,3,41.08,136.92
64,23,480,1,8.04,53.57
41,16,48,1,0.0,746.22
154,60,210,1,0.0,177.18
347,130,486,3,0.0,415.81
43,16,91,1,0.0,59.47
15,5,265,1,0.0,73.41
262,100,64,5,0.0,25.71
112,45,251,2,0.0,393.53
269,102,422,1,115.76,771.74
366,137,48,1,0.0,746.22
358,134,257,5,0.0,298.33
189,72,340,4,0.0,1050.39
179,68,203,2,47.09,94.19
207,79,385,1,0.0,485.58
37,14,400,3,0.0,94.03
61,22,248,2,0.0,165.29
316,119,113,1,31.04,206.93
88,34,52,2,0.0,105.12
318,120,497,1,67.14,268.54
263,100,89,1,0.0,513.91
374,139,15,1,0.0,185.9
202,77,182,1,0.0,488.84
107,43,318,2,0.0,568.37
9,4,243,3,0.0,555.05
231,89,29,4,0.0,129.61
17,6,276,6,215.77,179.81
324,122,306,1,0.0,83.51
72,27,301,1,0.0,27.18
387,144,118,1,0.0,285.82
175,67,318,5,0.0,568.37
381,142,33,3,0.0,62.37
35,13,413,3,0.0,60.37
310,117,448,1,0.0,125.72
196,74,141,2,0.0,632.42
290,110,33,1,0.0,62.37
229,88,257,1,0.0,298.33
326,122,213,1,0.0,49.47
307,115,471,1,80.74,403.72
114,46,440,1,21.61,216.11
220,85,342,1,9.68,64.55
173,67,233,3,0.0,45.4
59,21,284,2,0.0,304.44
4,2,394,2,71.69,238.97
55,20,96,2,0.0,623.82
100,40,109,5,0.0,134.59
8,3,236,2,0.0,1142.25
241,93,233,2,9.08,45.4
161,63,424,3,0.0,26.23
23,9,303,1,16.88,67.5
39,15,389,3,0.0,327.83
176,68,343,7,0.0,105.52
162,63,143,2,0.0,618.02
7,3,418,7,0.0,67.05
130,51,191,2,0.0,727.94
84,31,332,1,0.0,33.87
136,54,390,1,0.0,98.86
247,95,23,1,0.0,152.89
314,118,35,4,192.4,480.99
87,33,277,1,0.0,39.31
273,104,416,2,0.0,287.28
343,127,130,3,0.0,745.47
331,123,334,1,0.0,256.03
194,74,161,7,0.0,828.82
129,51,75,2,203.98,254.98
69,26,9,1,0.0,564.82
166,65,237,3,91.91,204.25
97,39,243,4,0.0,555.05
234,91,100,1,85.04,212.59
264,101,209,2,0.0,119.56
239,92,349,2,190.6,635.35
63,22,423,2,0.0,127.71
361,134,189,2,0.0,342.29
77,30,257,2,0.0,298.33
10,4,380,1,0.0,729.31
293,111,113,1,20.69,206.93
267,101,204,2,0.0,553.08
45,17,305,2,113.48,378.28
216,83,161,1,0.0,828.82
320,120,463,1,0.0,43.99
261,100,476,2,0.0,1161.94
38,15,142,1,174.48,174.48
249,95,39,1,0.0,59.03
364,136,276,1,17.98,179.81
181,69,127,3,0.0,104.13
82,31,257,2,59.67,298.33
288,109,489,1,22.64,150.92
167,65,349,1,127.07,635.35
80,30,265,2,0.0,73.41
289,110,321,1,0.0,74.05
240,93,93,1,0.0,719.26
73,27,402,5,0.0,224.2
25,9,259,1,0.0,146.12
245,95,44,2,163.47,326.93
237,92,449,2,0.0,274.42
113,45,393,2,0.0,254.29
24,9,489,1,0.0,150.92
160,62,196,2,0.0,232.03
70,26,410,3,107.4,143.2
121,48,78,1,0.0,88.98
125,48,261,3,0.0,246.89
62,22,84,1,0.0,1161.5
156,60,9,3,254.17,564.82
351,132,427,2,0.0,137.59
143,57,428,2,113.75,379.16
219,84,104,1,4.91,32.71
95,38,321,2,0.0,74.05
226,87,479,3,147.34,196.45
390,145,488,2,0.0,121.53
21,9,392,2,0.0,598.09
214,82,189,1,68.46,342.29
323,122,301,1,0.0,27.18
352,132,45,1,0.0,217.29
335,125,417,6,0.0,33.26
338,126,158,1,0.0,207.38
98,39,439,1,0.0,248.98
195,74,188,1,0.0,960.8
256,98,28,1,0.0,298.62
345,129,394,2,0.0,238.97
287,108,105,2,4.89,24.47
32,12,249,1,0.0,144.56
60,21,500,5,0.0,48.8
371,139,495,2,0.0,76.86
90,35,211,1,0.0,85.31
382,142,104,1,8.18,32.71
75,29,149,2,39.03,78.07
203,78,327,1,0.0,160.21
221,85,5,3,0.0,893.87
265,101,416,2,0.0,287.28
151,59,157,6,0.0,278.27
141,56,399,1,0.0,537.25
341,126,500,1,0.0,48.8
334,124,240,1,0.0,258.9
200,76,52,1,0.0,105.12
145,57,226,2,0.0,621.86
272,103,33,5,0.0,62.37
378,141,76,1,120.48,803.23
109,44,251,1,0.0,393.53
254,98,153,3,0.0,432.84
56,20,361,3,91.69,203.75
228,87,40,1,0.0,28.74
213,81,261,2,0.0,246.89
303,115,259,2,0.0,146.12
354,133,311,1,0.0,104.55
170,66,299,4,253.54,253.54
304,115,219,1,0.0,183.66
105,42,107,3,0.0,84.07
370,138,346,1,0.0,166.63
58,21,293,1,0.0,116.69
188,72,12,1,168.0,168.0
33,12,52,1,0.0,105.12
11,4,268,1,0.0,254.98
204,78,306,3,0.0,83.51
369,137,64,1,0.0,25.71
110,44,244,2,0.0,738.47
83,31,139,2,0.0,133.83
150,59,58,5,0.0,68.4
68,26,297,2,0.0,173.45
71,27,104,2,0.0,32.71
106,42,433,1,84.02,210.06
260,99,76,1,160.65,803.23
147,58,99,5,0.0,932.42
317,119,122,2,0.0,101.65
198,75,212,4,0.0,57.67
14,5,261,3,185.17,246.89
344,128,180,6,0.0,26.12
349,131,407,1,39.15,261.02
342,127,4,1,0.0,147.53
379,141,196,1,92.81,232.03
123,48,323,1,0.0,283.09
373,139,124,1,0.0,228.97
242,93,39,3,0.0,59.03
270,103,219,3,0.0,183.66
284,108,148,3,0.0,317.46
248,95,416,2,0.0,287.28
135,53,53,2,0.0,972.57
119,47,198,2,0.0,275.96
42,16,288,4,18.89,31.48
337,125,389,1,131.13,327.83
201,76,91,5,44.6,59.47
79,30,45,2,0.0,217.29
2,2,47,2,0.0,85.17
276,104,495,6,46.12,76.86
131,52,411,1,0.0,84.88
149,59,45,2,0.0,217.29
357,134,120,1,14.74,98.3
118,46,449,3,0.0,274.42
281,107,72,4,0.0,462.01
124,48,211,4,0.0,85.31
99,39,395,1,0.0,355.98
30,11,476,7,0.0,1161.94
302,114,74,1,0.0,746.97
313,118,140,1,0.0,1099.8
66,24,217,3,0.0,1017.69
275,104,441,5,0.0,54.28
186,72,464,6,0.0,118.76
67,25,418,3,0.0,67.05
282,107,476,1,0.0,1161.94
311,117,293,2,23.34,116.69
215,83,146,1,0.0,367.33
174,67,436,1,0.0,80.51
252,97,90,4,256.72,64.18
144,57,311,1,0.0,104.55
18,7,281,2,23.74,59.36
74,28,88,1,59.82,299.08
138,54,460,5,198.92,265.23
180,68,392,1,0.0,598.09
134,53,395,2,0.0,355.98
315,119,119,1,50.11,200.43
36,14,466,2,0.0,937.33
208,80,414,1,85.05,340.19
187,72,188,1,0.0,960.8
