session_id,customer_id,session_start,session_end,device_type,referrer_source,pages_viewed,products_viewed,conversion_flag,cart_abandonment_flag,session_duration_seconds,session_duration_minutes,session_duration_hours,products_per_page,pages_per_minute,items_added_to_cart,cart_value,orders_from_session,total_pages_viewed,total_products_viewed,converted,abandoned,cart_add_rate,avg_cart_item_value,session_engagement_score,session_type
01adb77a-50ad-43fd-9462-0380ab057d7b,185,2024-10-28 17:02:05,2024-10-28 17:31:39,Mobile,Email,8,5,0,0,1774,29,0,0.625,0.27586206896551724,6,3438.0500000000006,,8,5,0,0,120.0,573.0083333333334,70.5,Cart Activity
01d6adac-0b56-4d76-aa0c-c2655325fed1,446,2024-03-17 07:44:13,2024-03-17 07:55:38,Mobile,Paid Search,5,4,0,0,685,11,0,0.8,0.45454545454545453,6,4783.07,,5,4,0,0,150.0,797.1783333333333,57.49999999999999,Cart Activity
01e1b741-3726-43de-91e4-ef9f35f2226c,96,2024-06-14 15:54:09,2024-06-14 16:26:53,Mobile,Social Media,23,10,0,0,1964,32,0,0.43478260869565216,0.71875,0,0.0,,23,10,0,0,0.0,0.0,0.0,Browsing
01f94ca1-7014-4907-ad23-3abbebf4f2ad,342,2018-04-07 21:39:27,2018-04-07 21:48:01,Desktop,Direct,10,3,1,0,514,8,0,0.3,1.25,2,978.66,,10,3,0,0,66.66666666666666,489.33,28.000000000000004,Cart Activity
01fef482-c9a6-4174-b561-9ff193fa8ae8,135,2025-07-17 17:32:28,2025-07-17 17:46:54,Mobile,Direct,8,6,0,0,866,14,0,0.75,0.5714285714285714,4,3130.56,,8,6,0,0,66.66666666666666,782.64,55.00000000000001,Cart Activity
0210ca5d-d5f1-42f9-bfe6-251041fe5a4d,481,2020-06-12 20:53:52,2020-06-12 20:54:48,Mobile,Organic Search,5,1,0,1,56,0,0,0.2,0.0,0,0.0,,5,1,0,1,0.0,0.0,0.0,Abandoned
021b924b-78d3-4838-bd67-1d4287139cfa,486,2019-03-17 13:00:22,2019-03-17 13:24:45,Mobile,Paid Search,7,3,0,0,1463,24,0,0.42857142857142855,0.2916666666666667,0,0.0,,7,3,0,0,0.0,0.0,0.0,Browsing
02644e80-a322-4595-bdc9-aecf9c9cab1f,297,2019-08-16 18:54:34,2019-08-16 18:55:05,Desktop,Social Media,2,1,0,1,31,0,0,0.5,0.0,0,0.0,,2,1,0,1,0.0,0.0,0.0,Abandoned
0278cc7a-4e9c-474c-833a-accc7e343547,386,2019-06-24 03:13:22,2019-06-24 03:14:07,Tablet,Direct,2,1,0,1,45,0,0,0.5,0.0,0,0.0,,2,1,0,1,0.0,0.0,0.0,Abandoned
02aea219-a7d7-416c-8d7e-d0780a267fe3,394,2024-08-10 18:46:18,2024-08-10 19:01:01,Desktop,Paid Search,17,0,0,0,883,14,0,0.0,1.2142857142857142,1,256.03,,17,0,0,0,0.0,256.03,13.0,Cart Activity
02bd1160-a68d-4927-98b2-221380f3a92d,235,2023-08-22 14:50:30,2023-08-22 14:58:38,Desktop,Organic Search,4,1,0,0,488,8,0,0.25,0.5,0,0.0,,4,1,0,0,0.0,0.0,0.0,Browsing
02f80ca0-b349-4e95-8a16-a3176369fb82,254,2020-06-22 04:16:40,2020-06-22 04:16:56,Mobile,Email,1,0,0,0,16,0,0,0.0,0.0,0,0.0,,1,0,0,0,0.0,0.0,0.0,Bounce
0305f50b-3c25-4a54-953b-bd6c4ea3b72a,225,2017-04-15 19:12:22,2017-04-15 19:26:36,Desktop,Organic Search,16,9,0,0,854,14,0,0.5625,1.1428571428571428,4,3411.9599999999996,,16,9,0,0,44.44444444444444,852.9899999999999,67.0,Cart Activity
032972c1-20e0-4590-98f2-23d4882fc599,129,2022-09-17 00:21:27,2022-09-17 00:22:05,Desktop,Organic Search,2,0,0,0,38,0,0,0.0,0.0,0,0.0,,2,0,0,0,0.0,0.0,0.0,Bounce
0360e8fd-e813-472d-9f91-47d6226061bb,376,2025-11-12 13:25:57,2025-11-12 13:53:00,Mobile,Organic Search,7,2,1,0,1623,27,0,0.2857142857142857,0.25925925925925924,0,0.0,,7,2,0,0,0.0,0.0,0.0,Browsing
03a5a535-701b-441a-a1a3-a72c32ed44f2,261,2025-02-21 21:40:21,2025-02-21 22:17:25,Desktop,Organic Search,62,23,0,1,2224,37,0,0.3709677419354839,1.6756756756756757,0,0.0,,62,23,0,1,0.0,0.0,0.0,Abandoned
03b27be4-b963-4773-a952-7f9b6173bc68,141,2022-04-24 19:23:06,2022-04-24 19:23:48,Wearable,Paid Search,3,1,0,0,42,0,0,0.3333333333333333,0.0,0,0.0,,3,1,0,0,0.0,0.0,0.0,Browsing
03e2319d-3f76-47ca-a6f5-c6542325306f,367,2025-03-19 12:24:03,2025-03-19 15:15:34,Mobile,Email,64,1,0,0,10291,171,2,0.015625,0.3742690058479532,0,0.0,,64,1,0,0,0.0,0.0,0.0,Browsing
03e92319-59b1-4894-8633-1749699cd081,300,2022-02-24 19:11:34,2022-02-24 19:34:45,Desktop,Social Media,29,20,0,0,1391,23,0,0.6896551724137931,1.2608695652173914,0,0.0,,29,20,0,0,0.0,0.0,0.0,Browsing
03f48464-181b-43ac-b8b4-2ee7a02c7d55,202,2023-02-02 22:43:29,2023-02-02 22:45:37,Desktop,Direct,5,3,0,0,128,2,0,0.6,2.5,0,0.0,,5,3,0,0,0.0,0.0,0.0,Browsing
03f959aa-f209-405f-9fd5-a406ce1965da,401,2025-10-16 13:09:32,2025-10-16 16:52:22,Mobile,Direct,18,7,0,1,13370,222,3,0.3888888888888889,0.08108108108108109,3,1023.85,,18,7,0,1,42.857142857142854,341.28333333333336,157.0,Abandoned
03f9d88d-0206-4341-9bd8-1be50b53e61b,142,2019-01-24 19:12:17,2019-01-24 19:33:33,Mobile,Organic Search,10,6,0,1,1276,21,0,0.6,0.47619047619047616,1,214.28,,10,6,0,1,16.666666666666664,214.28,40.5,Abandoned
041943fa-e76f-4c5f-920b-84e2875841f8,460,2025-12-17 07:52:40,2025-12-17 08:26:53,Mobile,Social Media,42,3,0,0,2053,34,0,0.07142857142857142,1.2352941176470589,0,0.0,,42,3,0,0,0.0,0.0,0.0,Browsing
04fb33fb-23cc-4d44-9a82-55bdcf7f1b31,167,2023-06-04 01:45:33,2023-06-04 02:04:09,Mobile,Direct,18,6,0,0,1116,18,0,0.3333333333333333,1.0,0,0.0,,18,6,0,0,0.0,0.0,0.0,Browsing
0527aa7b-0cf7-4d19-9862-90493f4b2da1,40,2020-06-02 14:15:04,2020-06-02 14:15:59,Mobile,Direct,5,2,0,0,55,0,0,0.4,0.0,0,0.0,,5,2,0,0,0.0,0.0,0.0,Browsing
054b1fc3-6eeb-4e41-a9a0-b36778758a13,92,2025-02-25 02:19:55,2025-02-25 03:11:10,Tablet,Referral,54,5,0,0,3075,51,0,0.09259259259259259,1.0588235294117647,0,0.0,,54,5,0,0,0.0,0.0,0.0,Browsing
056bed5a-9f97-4333-8400-3dafe763bf6f,356,2023-07-17 16:04:56,2023-07-17 16:11:13,Desktop,Paid Search,4,3,1,0,377,6,0,0.75,0.6666666666666666,0,0.0,,4,3,0,0,0.0,0.0,0.0,Browsing
0598e95e-135c-4c22-85db-34716b64e827,38,2023-05-07 03:24:35,2023-05-07 03:31:26,Mobile,Social Media,4,0,0,0,411,6,0,0.0,0.6666666666666666,2,443.77000000000004,,4,0,0,0,0.0,221.88500000000002,15.0,Cart Activity
0598fda6-07ea-4955-a3db-df6a50195fe4,496,2025-06-14 08:33:31,2025-06-14 08:41:33,Desktop,Organic Search,6,3,0,0,482,8,0,0.5,0.75,3,3122.56,,6,3,0,0,100.0,1040.8533333333332,34.0,Cart Activity
059be0e3-d992-4f0a-9242-9e3b20e419e3,254,2024-12-01 00:34:30,2024-12-01 00:44:04,Tablet,Paid Search,8,0,0,0,574,9,0,0.0,0.8888888888888888,0,0.0,,8,0,0,0,0.0,0.0,0.0,Bounce
05c044cd-28ca-4e52-92f2-a6f810b94ed2,185,2025-06-09 12:17:10,2025-06-09 12:17:15,Desktop,Social Media,3,2,0,0,5,0,0,0.6666666666666666,0.0,0,0.0,,3,2,0,0,0.0,0.0,0.0,Browsing
05febda7-e608-48ba-8da1-8cc8247c6056,45,2025-09-03 21:20:57,2025-09-03 22:16:05,Mobile,Display Ads,48,7,0,0,3308,55,0,0.14583333333333334,0.8727272727272727,0,0.0,,48,7,0,0,0.0,0.0,0.0,Browsing
060680cc-8c96-4e6c-b371-7b0317028c37,179,2025-08-26 01:42:01,2025-08-26 01:45:41,Mobile,Email,6,4,0,1,220,3,0,0.6666666666666666,2.0,0,0.0,,6,4,0,1,0.0,0.0,0.0,Abandoned
063b987d-3ead-4574-bc90-0a120f20c1b3,309,2021-01-11 15:55:19,2021-01-11 15:55:57,Tablet,Paid Search,3,0,0,0,38,0,0,0.0,0.0,2,3145.86,,3,0,0,0,0.0,1572.93,12.0,Cart Activity
066649b4-20bb-4e86-9f8f-47028fe9c253,407,2022-08-27 04:29:58,2022-08-27 04:30:58,Tablet,Direct,3,1,0,0,60,1,0,0.3333333333333333,3.0,0,0.0,,3,1,0,0,0.0,0.0,0.0,Browsing
066f5d93-20bd-49ea-80be-abf0b8b7e58e,301,2024-12-10 15:17:17,2024-12-10 15:31:03,Desktop,Organic Search,29,12,0,1,826,13,0,0.41379310344827586,2.230769230769231,0,0.0,,29,12,0,1,0.0,0.0,0.0,Abandoned
06723909-17fe-4a49-b045-bba8df9124c9,365,2025-03-05 08:42:24,2025-03-05 08:43:48,Desktop,Social Media,5,3,0,0,84,1,0,0.6,5.0,4,2357.7200000000003,,5,3,0,0,133.33333333333331,589.4300000000001,36.5,Cart Activity
06bb88fe-ea2e-44b6-9e65-8392feec5b70,32,2024-11-25 15:11:35,2024-11-25 15:12:24,Tablet,Organic Search,2,1,0,0,49,0,0,0.5,0.0,0,0.0,,2,1,0,0,0.0,0.0,0.0,Browsing
06d684ef-2826-481c-ad56-be41926b3517,334,2022-05-18 19:04:27,2022-05-18 21:26:27,Tablet,Social Media,59,7,0,1,8520,142,2,0.11864406779661017,0.4154929577464789,0,0.0,,59,7,0,1,0.0,0.0,0.0,Abandoned
06ef4f6d-ba78-410f-8217-f6ee5017fafa,2,2024-09-21 07:29:22,2024-09-21 07:32:41,Mobile,Social Media,6,0,0,0,199,3,0,0.0,2.0,0,0.0,,6,0,0,0,0.0,0.0,0.0,Bounce
0732de9f-cf12-44ed-87bd-75c199aa17e3,8,2019-05-07 05:11:09,2019-05-07 05:22:17,Tablet,Organic Search,26,5,0,0,668,11,0,0.19230769230769232,2.3636363636363638,0,0.0,,26,5,0,0,0.0,0.0,0.0,Browsing
0754d051-3d3c-4c23-b3fe-194b870d0ee6,291,2022-12-13 00:40:21,2022-12-13 01:29:59,Mobile,Organic Search,38,3,0,0,2978,49,0,0.07894736842105263,0.7755102040816326,0,0.0,,38,3,0,0,0.0,0.0,0.0,Browsing
07a12242-97f5-413a-a67d-950e2ad9f623,239,2025-04-28 06:00:25,2025-04-28 06:37:55,Mobile,Organic Search,19,16,0,0,2250,37,0,0.8421052631578947,0.5135135135135135,0,0.0,,19,16,0,0,0.0,0.0,0.0,Browsing
07bb1e08-c831-42ab-ae60-8fe4db2e0a26,362,2025-07-21 18:42:09,2025-07-21 18:45:03,Smart TV,Paid Search,4,0,0,0,174,2,0,0.0,2.0,0,0.0,,4,0,0,0,0.0,0.0,0.0,Bounce
07bcef1b-4724-42e0-a6ab-622d25c57dcd,253,2015-08-09 18:03:24,2015-08-09 18:03:56,Mobile,Referral,5,0,0,0,32,0,0,0.0,0.0,2,2451.6800000000003,,5,0,0,0,0.0,1225.8400000000001,12.0,Cart Activity
07d70ac4-177c-4086-b965-6ca374a08906,448,2019-10-25 17:16:00,2019-10-25 17:56:34,Smart TV,Direct,22,5,0,1,2434,40,0,0.22727272727272727,0.55,0,0.0,,22,5,0,1,0.0,0.0,0.0,Abandoned
07fcaf3a-d164-4e9d-a4ea-b1cdce2c6f90,55,2020-08-12 23:54:02,2020-08-13 00:47:41,Mobile,Display Ads,41,13,0,0,3219,53,0,0.3170731707317073,0.7735849056603774,0,0.0,,41,13,0,0,0.0,0.0,0.0,Browsing
081d5f33-268b-494f-a27c-fa6e8b98f1b9,426,2025-03-05 19:51:45,2025-03-05 20:31:57,Tablet,Direct,51,16,0,0,2412,40,0,0.3137254901960784,1.275,7,3636.2200000000003,,51,16,0,0,43.75,519.46,126.0,Cart Activity
086842bf-21e3-4cc9-8fdf-435042a7a0e0,26,2022-07-29 23:11:00,2022-07-29 23:11:06,Mobile,Organic Search,1,0,0,0,6,0,0,0.0,0.0,0,0.0,,1,0,0,0,0.0,0.0,0.0,Bounce
08b6c3dd-979d-430c-9032-2f34c8ccc459,216,2020-12-31 19:18:02,2020-12-31 20:11:22,Mobile,Organic Search,35,9,0,0,3200,53,0,0.2571428571428571,0.660377358490566,0,0.0,,35,9,0,0,0.0,0.0,0.0,Browsing
08f40511-112a-41f6-9cc9-5869db742f13,40,2020-04-22 14:22:37,2020-04-22 14:34:31,Mobile,Paid Search,29,14,0,0,714,11,0,0.4827586206896552,2.6363636363636362,0,0.0,,29,14,0,0,0.0,0.0,0.0,Browsing
093a8536-1357-4bb5-a9bb-72e33b066709,270,2023-08-02 21:22:04,2023-08-02 21:22:15,Mobile,Organic Search,4,2,0,0,11,0,0,0.5,0.0,0,0.0,,4,2,0,0,0.0,0.0,0.0,Browsing
094508ff-d7cf-4f60-b0ed-d95f9c708311,459,2025-11-16 00:44:32,2025-11-16 00:57:14,Mobile,Organic Search,27,24,0,0,762,12,0,0.8888888888888888,2.25,0,0.0,,27,24,0,0,0.0,0.0,0.0,Browsing
097a3bb6-4b2a-47d9-a436-cbc375eca671,439,2022-09-14 05:11:22,2022-09-14 05:16:59,Desktop,Organic Search,6,0,0,0,337,5,0,0.0,1.2,0,0.0,,6,0,0,0,0.0,0.0,0.0,Bounce
09854931-f71c-4848-847f-e195b014f18e,485,2025-11-20 00:53:04,2025-11-20 01:04:23,Desktop,Organic Search,21,6,0,1,679,11,0,0.2857142857142857,1.9090909090909092,0,0.0,,21,6,0,1,0.0,0.0,0.0,Abandoned
098dcce7-2c63-4a88-b325-5eed4862cfba,460,2025-10-18 19:50:55,2025-10-18 20:02:47,Mobile,Social Media,21,20,0,0,712,11,0,0.9523809523809523,1.9090909090909092,4,3260.4500000000003,,21,20,0,0,20.0,815.1125000000001,109.5,Cart Activity
09a40123-5ecd-45aa-ac6c-6363ad185ffd,391,2025-07-14 02:54:35,2025-07-14 02:59:56,Smart TV,Social Media,7,6,1,0,321,5,0,0.8571428571428571,1.4,0,0.0,,7,6,0,0,0.0,0.0,0.0,Browsing
09adb207-d96a-4c4d-a8ba-33309890448e,83,2018-10-16 10:38:19,2018-10-16 10:44:49,Mobile,Organic Search,6,0,0,0,390,6,0,0.0,1.0,0,0.0,,6,0,0,0,0.0,0.0,0.0,Bounce
09b6e11b-decb-4b41-8ffb-8586f3b39572,87,2025-01-08 05:47:30,2025-01-08 06:21:19,Desktop,Social Media,38,24,0,1,2029,33,0,0.631578947368421,1.1515151515151516,0,0.0,,38,24,0,1,0.0,0.0,0.0,Abandoned
09f45fe0-1abb-4406-83c5-cd2ee413c600,273,2018-06-17 08:22:44,2018-06-17 08:35:37,Desktop,Direct,13,8,0,1,773,12,0,0.6153846153846154,1.0833333333333333,0,0.0,,13,8,0,1,0.0,0.0,38.00000000000001,Abandoned
0a0c1d81-a68d-4f40-bbce-d89cda4f03a0,240,2022-12-03 18:04:47,2022-12-03 18:05:08,Desktop,Organic Search,5,0,0,0,21,0,0,0.0,0.0,4,1453.98,,5,0,0,0,0.0,363.495,24.0,Cart Activity
0a1cfc8a-f11f-408d-b48d-89a1629c0df5,449,2022-11-16 05:20:51,2022-11-16 05:21:18,Wearable,Display Ads,1,1,0,0,27,0,0,1.0,0.0,0,0.0,,1,1,0,0,0.0,0.0,0.0,Browsing
0a59767a-5748-4ba8-bb45-b5c14e31a0b7,216,2023-12-16 03:48:30,2023-12-16 03:48:39,Mobile,Direct,3,2,0,0,9,0,0,0.6666666666666666,0.0,0,0.0,,3,2,0,0,0.0,0.0,0.0,Browsing
0a7a0371-2bf1-4098-804e-ec8282e1cd1a,278,2025-07-24 03:11:07,2025-07-24 03:15:57,Mobile,Organic Search,3,2,0,0,290,4,0,0.6666666666666666,0.75,0,0.0,,3,2,0,0,0.0,0.0,0.0,Browsing
0a7f6ecf-fa37-4789-b66f-9c65eb5c6373,148,2016-11-18 03:06:22,2016-11-18 03:08:52,Desktop,Email,6,0,0,0,150,2,0,0.0,3.0,0,0.0,,6,0,0,0,0.0,0.0,0.0,Bounce
0aaeff9e-c446-4c52-bb5b-1c968ee9f5df,198,2022-10-13 03:36:03,2022-10-13 03:38:02,Mobile,Organic Search,4,1,0,0,119,1,0,0.25,4.0,0,0.0,,4,1,0,0,0.0,0.0,0.0,Browsing
0aaf6926-f72f-46de-958f-dca81af615b0,154,2021-12-21 06:42:27,2021-12-21 06:47:17,Mobile,Direct,12,4,0,0,290,4,0,0.3333333333333333,3.0,1,3087.54,,12,4,0,0,25.0,3087.54,24.000000000000004,Cart Activity
0ab48fa6-b463-44ed-ba66-210a94017789,235,2023-07-14 06:10:22,2023-07-14 06:53:33,Smart TV,Social Media,44,29,0,0,2591,43,0,0.6590909090909091,1.0232558139534884,0,0.0,,44,29,0,0,0.0,0.0,0.0,Browsing
0ae695c1-756d-4859-91c2-15fa219f5c54,496,2025-08-09 04:29:03,2025-08-09 04:36:54,Desktop,Paid Search,11,9,0,0,471,7,0,0.8181818181818182,1.5714285714285714,0,0.0,,11,9,0,0,0.0,0.0,0.0,Browsing
0b06d16a-a79a-4868-9fb7-728fe85d2c7a,410,2025-07-01 21:30:00,2025-07-02 00:46:58,Mobile,Paid Search,44,13,1,0,11818,196,3,0.29545454545454547,0.22448979591836735,0,0.0,,44,13,0,0,0.0,0.0,0.0,Browsing
0b147679-514f-4a82-8516-9fadf6798a64,79,2025-10-07 12:28:42,2025-10-07 12:29:05,Desktop,Paid Search,1,0,0,0,23,0,0,0.0,0.0,0,0.0,,1,0,0,0,0.0,0.0,0.0,Bounce
0b1be1fe-26bb-488f-8d7f-43a7a26aa180,434,2021-08-24 14:10:11,2021-08-24 14:54:42,Desktop,Paid Search,16,6,0,1,2671,44,0,0.375,0.36363636363636365,0,0.0,,16,6,0,1,0.0,0.0,0.0,Abandoned
0b294802-464f-4d92-8a45-a31a0d428cd5,324,2021-01-20 22:46:17,2021-01-20 23:00:41,Desktop,Paid Search,25,12,0,0,864,14,0,0.48,1.7857142857142858,1,421.47,,25,12,0,0,8.333333333333332,421.47,60.999999999999986,Cart Activity
0b35ed5b-3354-49f1-a2df-da4aac2250cd,483,2025-05-10 12:18:10,2025-05-10 12:31:45,Desktop,Paid Search,13,11,0,0,815,13,0,0.8461538461538461,1.0,0,0.0,,13,11,0,0,0.0,0.0,0.0,Browsing
0b375a16-0f95-495e-b04d-8c1486f9041f,436,2018-04-04 09:58:23,2018-04-04 10:04:47,Smart TV,Organic Search,6,0,0,0,384,6,0,0.0,1.0,0,0.0,,6,0,0,0,0.0,0.0,0.0,Bounce
0b43c957-2680-47a1-924b-caa65317002a,95,2022-07-25 02:15:03,2022-07-25 02:15:12,Mobile,Organic Search,1,0,0,0,9,0,0,0.0,0.0,0,0.0,,1,0,0,0,0.0,0.0,0.0,Bounce
0ba04512-e5a1-4f01-a0dc-37b4ccc66fd7,314,2025-09-09 15:48:06,2025-09-09 16:46:03,Tablet,Email,35,9,0,0,3477,57,0,0.2571428571428571,0.6140350877192983,3,1629.82,,35,9,0,0,33.33333333333333,543.2733333333333,82.5,Cart Activity
0ba1eb60-5613-4c80-a03a-f6c2f8d6b65d,295,2025-03-11 01:59:04,2025-03-11 01:59:24,Smart TV,Social Media,1,0,0,0,20,0,0,0.0,0.0,0,0.0,,1,0,0,0,0.0,0.0,0.0,Bounce
0bb40cec-39a1-46f0-9dd6-472483852df1,82,2025-12-05 07:37:41,2025-12-05 07:45:29,Wearable,Email,5,2,0,0,468,7,0,0.4,0.7142857142857143,5,3325.46,,5,2,0,0,250.0,665.092,41.5,Cart Activity
0bc7384b-e8b9-4773-bce2-dd2fa59cf6fd,334,2020-01-01 12:54:56,2020-01-01 12:55:22,Mobile,Organic Search,4,1,0,0,26,0,0,0.25,0.0,0,0.0,,4,1,0,0,0.0,0.0,0.0,Browsing
0bcf92c1-3c1d-49ac-bc3a-15872603d3e3,376,2025-06-07 13:06:20,2025-06-07 13:21:08,Mobile,Organic Search,26,18,0,1,888,14,0,0.6923076923076923,1.8571428571428572,6,2640.26,,26,18,0,1,33.33333333333333,440.04333333333335,114.99999999999999,Abandoned
0be1a261-aeca-49ee-a65b-1f0e973abcfa,228,2021-07-07 09:13:05,2021-07-07 09:40:12,Mobile,Organic Search,19,8,0,1,1627,27,0,0.42105263157894735,0.7037037037037037,0,0.0,,19,8,0,1,0.0,0.0,0.0,Abandoned
0bef4873-7f5a-4f4c-85c0-0a65a116196e,156,2025-10-28 19:16:03,2025-10-28 19:17:48,Mobile,Organic Search,4,0,0,0,105,1,0,0.0,4.0,0,0.0,,4,0,0,0,0.0,0.0,0.0,Bounce
0c18178e-b70c-4d84-9b87-a0d9bf81b5b3,206,2022-07-04 00:10:33,2022-07-04 00:10:51,Tablet,Direct,2,1,0,0,18,0,0,0.5,0.0,1,1258.34,,2,1,0,0,100.0,1258.34,10.0,Cart Activity
0c469ccc-c52e-4e67-9ad4-3ca0ff1eb1e1,293,2025-09-21 17:55:13,2025-09-21 17:56:36,Mobile,Paid Search,2,1,0,0,83,1,0,0.5,2.0,2,1018.4399999999999,,2,1,0,0,200.0,509.21999999999997,16.5,Cart Activity
0c69e20a-2d82-4b0f-aec6-ada8fd40f5e4,420,2017-12-17 18:28:10,2017-12-17 18:28:46,Desktop,Social Media,5,0,0,0,36,0,0,0.0,0.0,0,0.0,,5,0,0,0,0.0,0.0,0.0,Bounce
0cb363d7-ba05-42e2-932e-38de253a04e0,62,2024-07-10 22:40:59,2024-07-10 22:47:42,Tablet,Direct,6,2,0,0,403,6,0,0.3333333333333333,1.0,0,0.0,,6,2,0,0,0.0,0.0,0.0,Browsing
0cba24af-3e6e-42bc-a807-8d8861da523a,149,2025-02-07 03:58:15,2025-02-07 04:42:56,Desktop,Email,12,10,0,0,2681,44,0,0.8333333333333334,0.2727272727272727,0,0.0,,12,10,0,0,0.0,0.0,0.0,Browsing
0d0dcbe7-3049-40d1-a3d9-e277f99f98a4,202,2022-09-10 03:12:38,2022-09-10 03:14:29,Desktop,Email,3,0,0,0,111,1,0,0.0,3.0,0,0.0,,3,0,0,0,0.0,0.0,0.0,Bounce
0d1d0c77-8350-4682-bf8d-32f29dfa8741,459,2025-12-13 23:00:44,2025-12-13 23:12:17,Tablet,Referral,13,5,0,0,693,11,0,0.38461538461538464,1.1818181818181819,2,1676.28,,13,5,0,0,40.0,838.14,37.5,Cart Activity
0d38113d-78a8-4605-9d72-b071ca3e616f,133,2024-11-13 01:51:41,2024-11-13 01:55:21,Desktop,Organic Search,11,10,0,1,220,3,0,0.9090909090909091,3.6666666666666665,0,0.0,,11,10,0,1,0.0,0.0,0.0,Abandoned
0d6e1c1d-fc2a-4551-889e-290a9e7dd7d7,62,2025-10-10 08:05:33,2025-10-10 08:06:06,Desktop,Direct,2,0,1,0,33,0,0,0.0,0.0,0,0.0,,2,0,0,0,0.0,0.0,0.0,Bounce
0da2291a-39b8-4d34-8f60-460e4431c814,367,2025-06-28 04:17:49,2025-06-28 04:59:13,Desktop,Paid Search,46,22,1,0,2484,41,0,0.4782608695652174,1.1219512195121952,0,0.0,,46,22,0,0,0.0,0.0,0.0,Browsing
0da586b2-cf63-4e78-8378-0ecd6f48b0e3,277,2019-11-05 03:18:54,2019-11-05 03:30:24,Desktop,Referral,9,4,0,0,690,11,0,0.4444444444444444,0.8181818181818182,0,0.0,,9,4,0,0,0.0,0.0,0.0,Browsing
0db868ed-cdf1-4faa-9c92-f2e8b1a431e7,99,2025-07-11 13:15:09,2025-07-11 14:07:05,Mobile,Display Ads,24,5,1,0,3116,51,0,0.20833333333333334,0.47058823529411764,0,0.0,,24,5,0,0,0.0,0.0,0.0,Browsing
0df4c621-32c0-4f96-8dab-6568937e5824,488,2023-09-18 02:07:08,2023-09-18 02:08:16,Mobile,Organic Search,3,2,0,1,68,1,0,0.6666666666666666,3.0,0,0.0,,3,2,0,1,0.0,0.0,0.0,Abandoned
0e242c8c-1e15-44d9-9be8-15653c625484,260,2024-08-04 18:02:48,2024-08-04 18:03:14,Tablet,Direct,5,1,0,1,26,0,0,0.2,0.0,3,1181.4099999999999,,5,1,0,1,300.0,393.8033333333333,22.0,Abandoned
