wishlist_id,customer_id,product_id,added_date,purchased_date,removed_date,wishlist_to_purchase_time
176,327,276,2025-04-28,2025-07-14,,6652800.0
380,164,378,2025-11-22,,,
672,300,27,2025-12-15,,2025-12-24,
49,492,71,2025-01-07,,,
629,144,412,2025-09-06,,,
520,201,134,2025-11-20,,,
7,11,332,2025-06-09,,,
514,483,499,2024-07-13,,,
637,179,215,2025-04-13,,,
162,162,486,2024-08-11,2025-01-09,,13046400.0
549,394,58,2025-02-25,2025-07-16,,12182400.0
446,455,359,2025-09-13,,2025-12-01,
648,464,204,2024-04-08,,,
238,349,492,2025-09-07,,2025-11-10,
130,88,473,2025-03-15,,,
244,118,40,2025-02-08,,2025-03-21,
624,428,326,2025-07-06,,2025-10-30,
720,4,439,2025-11-26,,2025-12-23,
84,99,271,2024-05-13,,,
453,322,50,2024-12-23,,,
136,430,359,2024-03-10,,,
691,3,370,2024-10-29,,,
728,321,408,2024-06-13,,,
664,330,255,2025-06-02,,,
314,457,90,2024-10-15,2025-02-22,,11232000.0
627,484,293,2025-03-18,,,
247,443,376,2024-04-29,,,
87,296,219,2024-02-22,,,
649,284,285,2024-01-03,,,
565,195,420,2025-04-23,2025-05-05,,1036800.0
343,70,170,2025-06-28,,,
443,315,319,2025-06-02,,,
434,171,239,2025-07-08,2025-08-07,,2592000.0
585,380,104,2025-05-22,,,
439,31,104,2025-08-18,,,
273,178,305,2025-01-13,,2025-03-01,
171,275,436,2024-12-07,,,
194,322,171,2025-09-26,2025-12-14,,6825600.0
277,55,232,2024-04-20,,2025-03-10,
465,450,229,2024-10-27,,,
794,401,394,2025-06-12,,,
331,116,483,2024-10-18,,,
428,153,41,2025-10-24,,,
51,424,287,2025-02-19,,2025-06-01,
532,174,321,2025-06-30,,,
438,492,137,2024-08-31,,,
391,238,233,2025-12-17,,,
706,48,447,2025-09-16,,2025-10-10,
448,380,118,2025-11-02,,,
69,249,71,2025-11-01,,,
129,38,19,2025-05-24,,,
166,107,381,2024-03-02,,,
467,325,6,2024-02-15,,,
97,359,276,2025-07-10,,2025-07-30,
543,473,394,2025-12-11,,,
400,438,475,2025-04-25,,,
661,470,452,2025-09-13,,2025-11-29,
533,88,40,2024-02-04,,,
693,141,302,2025-06-12,,,
524,392,331,2025-01-30,2025-02-17,,1555200.0
264,52,376,2025-02-21,2025-04-09,,4060800.0
389,469,69,2025-07-11,,2025-07-25,
239,125,261,2024-11-15,2024-12-07,,1900800.0
312,415,215,2024-12-11,,,
234,255,86,2024-11-02,,2025-05-18,
63,334,329,2025-08-27,,2025-12-11,
635,128,473,2025-06-15,,,
395,342,444,2025-12-02,,,
403,349,83,2024-01-17,,,
779,432,436,2025-10-13,2025-11-04,,1900800.0
459,293,74,2025-08-13,2025-11-05,,7257600.0
509,321,203,2025-10-07,,,
589,354,96,2024-03-16,,,
77,287,268,2024-05-18,,,
10,340,76,2025-05-24,2025-09-21,,10368000.0
102,420,404,2025-07-24,,,
361,201,396,2025-12-16,,,
658,482,386,2025-05-21,2025-09-29,,11318400.0
50,174,393,2025-11-10,,,
771,101,74,2024-06-25,,,
750,153,273,2025-09-19,,2025-10-14,
518,107,13,2024-04-30,2024-07-29,,7776000.0
267,144,415,2024-12-24,,,
527,247,485,2025-01-24,,,
293,330,380,2024-11-03,,,
404,195,339,2024-09-25,,,
769,157,106,2025-05-07,2025-06-22,,3974400.0
45,277,156,2024-08-26,2025-02-02,,13824000.0
793,363,444,2024-03-11,,,
569,486,303,2024-01-21,,,
216,56,471,2025-04-27,,,
759,43,19,2025-12-02,2025-12-12,,864000.0
38,43,375,2024-03-14,2024-04-13,,2592000.0
320,294,441,2025-05-11,,2025-06-18,
261,249,49,2025-12-06,,2025-12-20,
418,317,93,2024-03-16,,,
82,454,41,2025-05-08,,,
181,463,85,2025-10-08,2025-12-08,,5270400.0
510,370,453,2025-10-21,2025-12-07,,4060800.0
249,162,90,2024-09-18,,2024-11-18,
364,279,494,2024-12-08,2025-04-15,,11059200.0
394,102,165,2025-10-14,2025-11-04,,1814400.0
703,389,84,2024-09-22,,,
167,303,401,2024-11-11,,,
288,141,394,2025-03-01,,,
576,68,27,2025-04-17,2025-08-21,,10886400.0
356,298,130,2024-12-08,,,
289,70,391,2025-08-13,,2025-12-24,
80,202,35,2025-07-11,,,
240,232,215,2024-12-15,,,
245,87,239,2024-09-12,,,
427,98,176,2025-01-29,2025-04-20,,6998400.0
591,278,390,2025-12-11,2025-12-19,,691200.0
25,49,6,2025-09-21,2025-10-08,,1468800.0
73,213,371,2024-04-27,,,
763,465,212,2024-09-17,,,
113,241,383,2024-08-05,,,
237,204,161,2025-08-26,2025-11-06,,6220800.0
795,493,232,2025-03-19,,2025-04-18,
645,65,232,2024-07-02,,,
160,117,47,2025-10-14,,,
24,135,291,2025-03-27,,,
70,271,467,2025-01-23,,2025-03-27,
408,465,329,2025-01-21,,,
125,168,244,2025-09-18,,,
62,64,54,2024-08-29,,,
396,253,300,2025-05-03,,,
730,436,450,2024-12-13,,,
121,443,303,2024-04-03,2024-08-16,,11664000.0
156,431,200,2024-11-01,,,
351,493,469,2025-10-20,,2025-12-01,
480,393,309,2024-06-30,,,
697,164,47,2025-09-04,,,
219,376,458,2025-08-14,,,
143,464,74,2025-06-07,,,
740,150,222,2024-03-11,,2024-03-21,
482,229,213,2025-05-13,,,
411,370,31,2025-05-30,,,
477,184,405,2025-02-20,,,
95,272,491,2025-07-18,,2025-12-09,
741,369,33,2024-09-11,,,
29,227,218,2025-09-29,,2025-10-04,
789,183,204,2024-08-04,,2025-03-12,
651,315,209,2025-06-12,,2025-12-11,
226,333,395,2025-11-30,,,
390,179,120,2025-06-23,,,
558,246,296,2025-07-27,,2025-11-21,
464,44,424,2024-12-25,,,
528,491,225,2025-09-23,,,
526,412,486,2024-02-12,,,
653,14,307,2025-05-07,,,
710,314,373,2024-01-19,,,
21,225,178,2024-10-17,,,
214,288,367,2025-06-12,,,
323,226,65,2024-12-27,,2025-01-17,
550,15,475,2025-04-30,,,
335,440,113,2025-09-05,,2025-11-09,
492,494,12,2025-09-14,,,
338,237,372,2024-03-16,,2024-12-22,
798,329,131,2024-02-10,,,
352,310,407,2024-04-13,,2024-07-02,
256,446,169,2025-06-05,,,
678,445,282,2025-10-05,,,
98,62,185,2024-04-30,,,
714,253,110,2025-11-13,2025-12-05,,1900800.0
195,263,44,2025-08-24,,2025-11-15,
345,419,209,2025-01-09,,,
595,330,479,2024-02-01,,,
490,454,350,2024-11-06,,,
287,37,14,2025-02-24,2025-08-21,,15379200.0
767,67,338,2025-04-17,,,
790,331,343,2025-04-06,,2025-08-31,
752,408,342,2025-11-17,,,
32,273,174,2024-10-03,2024-12-22,,6912000.0
60,217,145,2024-02-22,,,
371,294,429,2025-07-19,,2025-10-01,
90,91,20,2023-12-27,,,
622,473,433,2025-11-28,,,
469,77,336,2024-09-23,2024-09-30,,604800.0
786,393,441,2025-05-28,,,
382,257,210,2024-09-15,,,
75,18,275,2025-09-18,,,
630,62,125,2024-12-23,,,
621,223,261,2024-07-13,2024-08-10,,2419200.0
203,457,396,2024-10-10,,2025-03-22,
221,476,104,2024-05-22,,,
457,342,229,2025-02-15,,,
782,472,66,2025-10-27,2025-12-23,,4924800.0
662,384,175,2025-11-13,2025-11-30,,1468800.0
265,394,374,2025-07-06,,2025-11-24,
640,314,100,2025-09-22,,,
433,55,381,2024-07-04,,,
141,423,110,2025-11-18,2025-12-24,,3110400.0
608,108,421,2025-01-26,,2025-04-30,
414,241,295,2025-10-14,,,
341,123,134,2025-09-28,2025-10-30,,2764800.0
712,1,259,2025-05-07,,,
151,14,246,2025-02-05,2025-08-02,,15379200.0
724,253,345,2025-09-14,2025-12-01,,6739200.0
334,138,414,2025-09-08,,2025-09-10,
592,218,130,2025-11-23,,,
751,415,194,2025-09-07,,,
488,53,414,2024-07-09,,,
515,137,354,2025-09-09,,,
376,166,419,2025-09-28,,,
735,230,48,2024-05-02,,,
145,206,430,2025-07-21,,,
200,356,380,2025-02-01,,,
680,101,325,2024-12-16,2024-12-23,,604800.0
272,309,32,2025-06-13,2025-07-23,,3456000.0
56,432,408,2024-04-09,,,
378,242,415,2025-04-20,,,
109,206,154,2025-10-11,,,
639,62,45,2025-05-23,,,
487,232,416,2024-11-17,,,
254,294,435,2024-09-12,,,
534,472,317,2024-02-11,,2024-05-03,
213,32,306,2024-10-24,,,
478,5,414,2025-12-21,,,
655,111,470,2025-01-29,,,
228,144,40,2024-10-02,2025-02-19,,12096000.0
426,389,278,2025-09-05,2025-10-05,,2592000.0
303,325,56,2025-04-13,,,
749,417,265,2024-06-13,,,
718,135,134,2025-03-10,,,
574,318,317,2024-06-23,,,
702,425,26,2024-06-21,2024-08-16,,4838400.0
354,302,295,2025-06-16,,,
170,179,477,2024-11-26,,,
708,381,416,2025-02-12,,,
783,423,317,2025-01-22,,,
304,229,270,2025-02-07,2025-07-25,,14515200.0
612,70,327,2025-07-31,,2025-11-14,
611,484,324,2024-08-30,,2025-04-04,
536,171,16,2025-11-09,2025-12-09,,2592000.0
668,168,61,2025-09-23,,,
370,163,12,2024-11-05,,2025-04-07,
753,396,68,2025-09-29,2025-11-15,,4060800.0
298,426,41,2024-09-18,,,
105,224,308,2024-07-11,,,
726,94,378,2024-04-13,,,
188,194,28,2024-02-22,,2024-09-15,
58,191,396,2024-08-06,,,
575,388,444,2025-08-20,,2025-12-04,
11,113,83,2024-10-13,,,
421,135,412,2025-12-01,,,
204,463,148,2024-07-06,,,
33,495,316,2024-08-18,,,
781,270,288,2024-12-17,,2025-06-29,
508,201,227,2025-07-12,,,
83,114,157,2024-06-15,,,
541,95,227,2024-03-14,2024-06-30,,9331200.0
369,326,52,2024-10-18,,,
110,417,425,2024-02-12,2024-06-16,,10800000.0
150,137,17,2025-12-23,2025-12-25,,172800.0
413,497,185,2024-12-26,2025-02-14,,4320000.0
68,370,214,2025-04-20,,,
567,339,385,2025-05-17,,,
106,75,480,2025-06-05,,2025-07-06,
71,184,470,2024-09-21,,,
260,406,454,2025-09-13,,,
525,108,75,2025-07-12,,,
561,287,473,2024-03-22,,2025-02-27,
147,469,155,2024-10-10,,,
116,117,231,2025-09-29,,,
546,461,182,2024-06-10,2024-10-30,,12268800.0
638,471,208,2025-12-04,,,
14,357,208,2025-07-23,,2025-07-26,
198,425,31,2025-08-14,2025-09-21,,3283200.0
317,269,110,2025-10-15,,,
600,346,105,2025-04-05,,2025-10-11,
657,72,491,2025-07-15,2025-12-20,,13651200.0
344,89,63,2025-02-15,2025-05-14,,7603200.0
349,264,113,2024-06-23,,,
424,42,453,2025-08-12,,2025-12-12,
379,140,346,2024-07-02,,,
454,198,273,2024-01-02,,,
373,209,158,2024-02-17,,,
123,426,92,2025-02-25,,2025-06-25,
342,18,476,2025-11-05,,,
690,303,143,2024-06-24,,,
