payment_id,order_id,payment_method,payment_provider,payment_status,transaction_id,processing_fee,refund_amount,refund_date,payment_date
40,40,PayPal,PayPal,Completed,60260138675.0,22.18,0.0,,2025-01-30
42,42,Credit Card,Square,Completed,51083072418820.0,14.13,0.0,,2024-12-08
43,43,Credit Card,Authorize.net,Completed,183888028.0,51.87,0.0,,2024-03-29
44,44,Gift Card,Square,Completed,61721949307978.0,0.0,0.0,,2025-11-05
45,45,Gift Card,Square,Completed,70565032336838.0,0.0,0.0,,2022-08-01
46,46,Credit Card,Adyen,Completed,5602479140163.0,56.54,0.0,,2025-01-30
47,47,PayPal,Braintree,Completed,21836982352.0,15.73,0.0,,2023-10-29
48,48,Credit Card,Adyen,Completed,9226442702049.0,41.11,0.0,,2022-12-03
49,49,Credit Card,Square,Completed,83511931578466.0,5.78,0.0,,2020-09-24
50,50,Credit Card,Authorize.net,Completed,319071723.0,32.89,0.0,,2022-07-06
51,51,Credit Card,Stripe,Partially Refunded,69596304299956.0,64.6,1801.99,2022-07-21,2022-07-14
52,52,Credit Card,Adyen,Completed,1486108194308.0,3.56,0.0,,2023-04-18
53,53,Credit Card,Authorize.net,Completed,288389814.0,75.29,0.0,,2024-10-05
54,54,Apple Pay,Adyen,Completed,7672412409570.0,67.63,0.0,,2025-12-05
55,55,Gift Card,Square,Refunded,72448092072426.0,0.0,1371.15,2019-07-10,2019-06-30
56,56,PayPal,Braintree,Refunded,25970292180.0,30.17,865.75,2024-10-05,2024-10-04
57,57,Credit Card,Adyen,Completed,6327367502708.0,66.87,0.0,,2024-08-13
59,59,Cash on Delivery,COD,Completed,59.0,0.0,0.0,,2025-08-07
61,61,Credit Card,Square,Completed,90872450355564.0,88.45,0.0,,2024-10-06
62,62,PayPal,PayPal,Completed,22405593744.0,16.05,0.0,,2023-01-15
63,63,Credit Card,Square,Refunded,98645073893330.0,26.76,1443.14,2023-07-09,2023-06-27
64,64,PayPal,PayPal,Completed,33833269755.0,6.08,0.0,,2025-03-30
65,65,PayPal,Braintree,Completed,25412771189.0,59.33,0.0,,2025-07-10
67,67,Apple Pay,Stripe,Completed,86476169374241.0,83.43,0.0,,2021-06-25
68,68,Credit Card,Braintree,Completed,23466372794.0,56.1,0.0,,2025-04-28
69,69,PayPal,PayPal,Completed,38091686615.0,6.46,0.0,,2023-12-29
70,70,Credit Card,Authorize.net,Completed,621220216.0,146.55,0.0,,2025-04-30
71,71,PayPal,PayPal,Completed,49559217906.0,1.92,0.0,,2023-10-23
72,72,PayPal,Braintree,Completed,34564657796.0,134.23,0.0,,2025-02-03
73,73,PayPal,Braintree,Pending,,0.0,0.0,,2020-10-15
75,75,PayPal,Braintree,Completed,40002353186.0,102.27,0.0,,2021-01-26
76,76,Apple Pay,Stripe,Completed,70336586707401.0,30.67,0.0,,2018-06-13
77,77,PayPal,PayPal,Completed,66467104694.0,11.75,0.0,,2025-11-21
78,78,Apple Pay,Square,Completed,37869877505795.0,112.99,0.0,,2025-01-27
79,79,PayPal,Braintree,Completed,89729391881.0,16.99,0.0,,2022-08-03
80,80,Cash on Delivery,COD,Refunded,80.0,0.0,2540.72,2025-04-27,2025-04-19
82,82,Apple Pay,Square,Completed,84317084355019.0,8.67,0.0,,2025-10-07
83,83,PayPal,Braintree,Pending,,0.0,0.0,,2024-09-27
84,84,Credit Card,Adyen,Completed,6729131390191.0,1.77,0.0,,2016-10-30
85,85,Credit Card,Adyen,Completed,8185619722284.0,93.79,0.0,,2025-10-30
86,86,PayPal,Braintree,Completed,29021126690.0,102.44,0.0,,2024-12-12
87,87,PayPal,Braintree,Pending,,0.0,0.0,,2021-08-23
88,88,Credit Card,Square,Refunded,88108403619384.0,20.52,891.73,2018-10-20,2018-10-16
89,89,Credit Card,Braintree,Completed,57995739633.0,11.6,0.0,,2025-02-26
90,90,Credit Card,Braintree,Completed,62156391843.0,16.18,0.0,,2018-09-29
91,91,Credit Card,Braintree,Completed,82084137903.0,2.86,0.0,,2025-12-11
92,92,Credit Card,Square,Completed,41294939654025.0,169.97,0.0,,2017-08-18
93,93,Credit Card,Authorize.net,Completed,773502151.0,21.82,0.0,,2024-07-18
94,94,Credit Card,Braintree,Completed,27525350143.0,15.97,0.0,,2022-12-30
95,95,PayPal,PayPal,Completed,27780101136.0,34.87,0.0,,2021-12-03
96,96,Gift Card,Square,Completed,34385002941596.0,0.0,0.0,,2021-11-25
97,97,Credit Card,Stripe,Completed,81137400786502.0,2.22,0.0,,2021-05-23
98,98,Apple Pay,Braintree,Completed,50863783195.0,55.47,0.0,,2022-02-18
99,99,Credit Card,Authorize.net,Completed,251604095.0,52.09,0.0,,2025-11-19
100,100,Gift Card,Square,Completed,92229847068738.0,0.0,0.0,,2025-12-07
101,101,Credit Card,Adyen,Pending,,0.0,0.0,,2025-12-18
102,102,Credit Card,Authorize.net,Completed,262217773.0,19.71,0.0,,2019-08-19
103,103,Credit Card,Adyen,Completed,2529715269904.0,32.35,0.0,,2023-11-14
104,104,Cash on Delivery,COD,Completed,104.0,0.0,0.0,,2024-05-02
105,105,Credit Card,Braintree,Completed,32365508378.0,0.8,0.0,,2025-11-29
106,106,PayPal,PayPal,Completed,43507188175.0,5.95,0.0,,2025-09-16
107,107,PayPal,Braintree,Completed,90934593567.0,67.29,0.0,,2025-12-03
108,108,Credit Card,Adyen,Completed,6857353679792.0,113.4,0.0,,2024-06-19
109,109,Credit Card,Square,Completed,81516070660474.0,2.75,0.0,,2022-01-23
110,110,Credit Card,Braintree,Completed,66116444658.0,100.92,0.0,,2025-12-11
111,111,Apple Pay,Braintree,Completed,27175231078.0,7.84,0.0,,2025-02-03
112,112,Credit Card,Adyen,Pending,,0.0,0.0,,2019-12-25
113,113,Credit Card,Square,Completed,37612256622962.0,27.14,0.0,,2022-05-18
114,114,Credit Card,Braintree,Completed,28438109678.0,55.11,0.0,,2022-02-17
115,115,Credit Card,Adyen,Completed,2863982979063.0,29.69,0.0,,2024-10-25
116,116,Credit Card,Authorize.net,Completed,304672913.0,33.59,0.0,,2025-05-24
117,117,Cash on Delivery,COD,Completed,117.0,0.0,0.0,,2025-07-20
119,119,Credit Card,Adyen,Completed,8231495959955.0,12.07,0.0,,2024-05-03
120,120,PayPal,Braintree,Completed,95339160441.0,20.31,0.0,,2024-10-03
121,121,Credit Card,Square,Completed,47972055551809.0,14.3,0.0,,2024-11-13
122,122,PayPal,PayPal,Completed,52207380684.0,160.2,0.0,,2022-01-24
123,123,Credit Card,Adyen,Completed,2187374128103.0,68.5,0.0,,2021-11-24
124,124,Credit Card,Adyen,Completed,6764466319313.0,14.91,0.0,,2023-10-19
125,125,PayPal,Braintree,Completed,57544434462.0,15.85,0.0,,2023-03-28
126,126,Credit Card,Braintree,Completed,22286301460.0,36.78,0.0,,2024-12-08
127,127,Credit Card,Square,Completed,92586834519378.0,42.26,0.0,,2025-09-05
128,128,Credit Card,Adyen,Partially Refunded,6517048567574.0,4.75,165.25,2025-10-30,2025-10-18
129,129,Apple Pay,Stripe,Partially Refunded,76448245064314.0,34.42,1270.57,2024-01-22,2024-01-17
130,130,Credit Card,Square,Completed,85888562930203.0,30.58,0.0,,2020-09-19
131,131,Credit Card,Adyen,Completed,2457700656955.0,11.21,0.0,,2024-09-07
132,132,Credit Card,Adyen,Completed,4562339269426.0,12.8,0.0,,2021-09-28
133,133,PayPal,Braintree,Completed,97063666051.0,14.43,0.0,,2024-11-07
135,135,Credit Card,Square,Completed,78114848610836.0,27.03,0.0,,2018-04-09
136,136,Gift Card,Stripe,Completed,48693304966135.0,0.0,0.0,,2020-11-25
137,137,Credit Card,Stripe,Completed,48959480777635.0,46.93,0.0,,2025-10-14
138,138,Gift Card,Square,Completed,34335495787211.0,0.0,0.0,,2025-09-30
139,139,Credit Card,Square,Completed,44763630818921.0,19.76,0.0,,2024-06-22
140,140,Credit Card,Braintree,Partially Refunded,17838479988.0,30.71,1124.63,2025-06-13,2025-06-07
141,141,Gift Card,Stripe,Completed,44754603710559.0,0.0,0.0,,2024-12-05
142,142,Gift Card,Stripe,Completed,80530298003844.0,0.0,0.0,,2025-10-10
143,143,Credit Card,Stripe,Completed,37025915353828.0,26.44,0.0,,2024-11-13
144,144,Credit Card,Square,Completed,42904858040359.0,42.15,0.0,,2015-08-10
