product_id,inventory_id,supplier_id,stock_quantity,reserved_quantity,minimum_stock_level,last_restocked_date,storage_cost,total_sold,avg_inventory,storage_cost_per_unit,stock_status,available_stock,stock_coverage_days,reorder_point_breach,stock_turnover_ratio
464,772,18,43,21,22,2025-07-15,1.87,6.0,43.0,0.04348837209302326,In Stock,22,0.0233133563006859,0,0.13953488372093023
69,115,17,302,11,29,2025-08-10,2.38,,357.0,0.007880794701986755,High Stock,291,0.16373566518156144,0,
51,81,37,306,14,11,2025-07-07,4.69,4.0,157.5,0.015326797385620917,High Stock,292,0.165904349488602,0,0.025396825396825397
124,210,9,5,5,5,2025-08-21,1.52,1.0,192.0,0.304,Low Stock,0,0.002710855383800686,0,0.005208333333333333
108,183,17,257,22,24,2025-07-20,4.07,,257.0,0.015836575875486383,High Stock,235,0.13933796672735527,0,
19,28,15,177,16,14,2025-12-08,4.71,,177.0,0.026610169491525424,High Stock,161,0.09596428058654428,0,
269,436,29,10,5,12,2025-10-04,4.79,,10.0,0.479,Low Stock,5,0.005421710767601372,1,
459,762,43,0,0,19,2025-05-05,4.69,,0.0,,Out of Stock,0,0.0,1,
254,412,16,416,27,15,2025-09-08,11.39,3.0,334.0,0.027379807692307693,High Stock,389,0.2255431679322171,0,0.008982035928143712
474,784,46,5,3,0,2025-11-25,1.37,,8.0,0.274,In Stock,2,0.002710855383800686,0,
353,587,6,80,10,8,2025-11-08,5.08,,169.5,0.0635,High Stock,70,0.043373686140810976,0,
440,731,39,316,43,20,2025-11-16,9.21,4.0,316.0,0.029145569620253168,High Stock,273,0.17132606025620337,0,0.012658227848101266
414,688,45,167,41,26,2025-11-25,5.22,1.0,167.0,0.03125748502994012,High Stock,126,0.09054256981894292,0,0.005988023952095809
434,723,11,288,20,5,2025-12-09,8.83,1.0,134.0,0.030659722222222224,High Stock,268,0.15614527010691953,0,0.007462686567164179
401,667,38,132,13,25,2025-07-05,1.79,,164.33333333333334,0.013560606060606061,High Stock,119,0.07156658213233812,0,
204,332,50,34,14,18,2025-08-30,19.85,2.0,155.0,0.5838235294117647,In Stock,20,0.018433816609844667,0,0.012903225806451613
346,577,38,8,2,8,2025-10-21,1.37,1.0,4.0,0.17125,In Stock,6,0.004337368614081098,0,0.25
18,27,9,0,0,13,2025-01-30,4.42,,0.0,,Out of Stock,0,0.0,1,
375,626,45,5,0,24,2025-11-23,0.54,,147.0,0.10800000000000001,Low Stock,5,0.002710855383800686,1,
18,26,39,0,0,16,2025-02-01,13.66,,0.0,,Out of Stock,0,0.0,1,
235,384,9,10,4,0,2025-08-14,17.09,,10.0,1.709,In Stock,6,0.005421710767601372,0,
31,44,8,292,46,14,2025-08-24,1.1,1.0,146.0,0.003767123287671233,High Stock,246,0.15831395441396007,0,0.00684931506849315
165,271,40,0,0,24,2025-10-20,2.64,1.0,0.0,,Out of Stock,0,0.0,1,
448,743,29,0,0,13,2025-08-27,4.74,1.0,0.0,,Out of Stock,0,0.0,1,
94,159,29,363,40,26,2025-07-10,13.9,,298.0,0.03829201101928375,High Stock,323,0.1968081008639298,0,
362,606,31,154,31,28,2025-10-21,1.41,,154.0,0.009155844155844155,High Stock,123,0.08349434582106113,0,
153,253,19,0,0,19,2025-01-29,11.61,3.0,0.0,,Out of Stock,0,0.0,1,
202,329,10,173,3,25,2025-09-16,7.43,,283.0,0.042947976878612716,High Stock,170,0.09379559627950373,0,
142,236,4,294,6,14,2025-07-15,3.63,3.0,336.0,0.012346938775510203,High Stock,288,0.15939829656748034,0,0.008928571428571428
206,336,49,0,0,24,2025-09-18,1.49,,0.0,,Out of Stock,0,0.0,1,
215,350,18,182,28,11,2025-10-18,0.53,,182.0,0.0029120879120879124,High Stock,154,0.09867513597034498,0,
445,738,23,7,1,27,2025-09-11,8.33,,7.0,1.19,Low Stock,6,0.0037951975373209604,1,
133,223,2,10,4,22,2025-10-06,1.36,,10.0,0.136,Low Stock,6,0.005421710767601372,1,
360,602,41,0,0,16,2025-09-09,2.65,,0.0,,Out of Stock,0,0.0,1,
259,417,14,10,0,21,2025-11-23,1.74,3.0,10.0,0.174,Low Stock,10,0.005421710767601372,1,0.3
400,663,16,0,0,25,2025-10-20,4.61,3.0,0.0,,Out of Stock,0,0.0,1,
57,91,13,12,0,0,2025-10-28,3.51,,12.0,0.2925,In Stock,12,0.006506052921121647,0,
253,409,23,37,12,5,2025-10-22,3.24,,18.5,0.08756756756756758,In Stock,25,0.02006032984012508,0,
347,578,21,20,6,0,2025-06-30,3.02,,8.333333333333334,0.151,In Stock,14,0.010843421535202744,0,
204,333,7,426,23,24,2025-07-28,6.77,2.0,155.0,0.015892018779342723,High Stock,403,0.23096487869981847,0,0.012903225806451613
426,707,18,17,4,0,2025-10-01,18.36,,17.0,1.08,In Stock,13,0.009216908304922333,0,
132,222,1,8,2,29,2025-10-06,7.52,,8.0,0.94,Low Stock,6,0.004337368614081098,1,
174,285,23,0,0,11,2025-11-22,0.55,,0.0,,Out of Stock,0,0.0,1,
436,727,24,0,0,19,2025-09-24,1.37,8.0,0.0,,Out of Stock,0,0.0,1,
228,372,27,16,5,0,2025-10-31,0.62,,9.0,0.03875,In Stock,11,0.008674737228162196,0,
123,209,1,14,3,10,2025-07-20,13.24,,60.0,0.9457142857142857,In Stock,11,0.007590395074641921,0,
15,22,15,0,0,22,2025-03-16,1.11,1.0,0.0,,Out of Stock,0,0.0,1,
412,686,38,0,0,26,2025-07-05,6.21,,0.0,,Out of Stock,0,0.0,1,
375,625,3,289,34,20,2025-11-13,0.7,,147.0,0.002422145328719723,High Stock,255,0.15668744118367967,0,
137,230,10,11,2,18,2025-09-06,0.55,,11.0,0.05,Low Stock,9,0.005963881844361509,1,
93,157,46,344,36,18,2025-07-29,12.66,1.0,344.0,0.03680232558139535,High Stock,308,0.1865068504054872,0,0.0029069767441860465
456,758,46,0,0,26,2025-10-25,4.87,,0.0,,Out of Stock,0,0.0,1,
135,225,27,276,0,10,2025-09-30,2.16,,312.0,0.00782608695652174,High Stock,276,0.14963921718579787,0,
139,233,4,276,18,14,2025-12-24,3.09,2.0,276.0,0.011195652173913042,High Stock,258,0.14963921718579787,0,0.007246376811594203
58,93,18,93,28,8,2025-09-26,1.92,5.0,81.0,0.02064516129032258,High Stock,65,0.05042191013869276,0,0.06172839506172839
113,190,26,289,25,16,2025-12-17,1.92,2.0,289.0,0.006643598615916955,High Stock,264,0.15668744118367967,0,0.006920415224913495
435,725,2,18,2,0,2025-08-13,1.35,,9.0,0.07500000000000001,In Stock,16,0.00975907938168247,0,
221,360,28,9,1,0,2025-10-21,3.19,,10.5,0.35444444444444445,In Stock,8,0.004879539690841235,0,
226,367,4,300,21,22,2025-08-12,26.89,2.0,199.66666666666666,0.08963333333333333,High Stock,279,0.16265132302804117,0,0.01001669449081803
212,346,41,0,0,22,2025-04-16,1.29,4.0,0.0,,Out of Stock,0,0.0,1,
291,476,15,0,0,24,2025-07-06,1.36,,0.0,,Out of Stock,0,0.0,1,
359,599,11,0,0,11,2025-11-18,25.77,,0.0,,Out of Stock,0,0.0,1,
325,539,20,3,3,5,2025-09-07,1.35,,95.0,0.45,Low Stock,0,0.0016265132302804117,1,
395,654,8,287,33,11,2025-09-01,15.02,3.0,322.5,0.05233449477351916,High Stock,254,0.1556030990301594,0,0.009302325581395349
67,111,48,1,1,0,2025-12-11,1.03,,1.0,1.03,Low Stock,0,0.0005421710767601372,0,
315,519,2,4,3,0,2025-07-28,15.07,,3.5,3.7675,In Stock,1,0.002168684307040549,0,
134,224,47,0,0,19,2025-01-29,0.7,,0.0,,Out of Stock,0,0.0,1,
32,47,14,13,3,25,2025-09-13,6.61,,9.5,0.5084615384615385,Low Stock,10,0.007048223997881784,1,
84,140,12,14,1,23,2025-11-03,12.08,1.0,150.0,0.8628571428571429,Low Stock,13,0.007590395074641921,1,0.006666666666666667
428,711,31,0,0,19,2025-08-08,3.53,2.0,0.0,,Out of Stock,0,0.0,1,
105,177,1,132,0,22,2025-10-31,1.2,3.0,289.5,0.00909090909090909,High Stock,132,0.07156658213233812,0,0.010362694300518135
335,556,19,6,3,20,2025-08-16,19.27,,5.666666666666667,3.2116666666666664,Low Stock,3,0.0032530264605608234,1,
90,152,42,311,26,7,2025-07-21,1.13,5.0,157.5,0.003633440514469453,High Stock,285,0.16861520487240267,0,0.031746031746031744
401,665,32,306,10,19,2025-08-31,1.38,,164.33333333333334,0.004509803921568627,High Stock,296,0.165904349488602,0,
273,444,25,173,23,17,2025-10-10,1.85,,237.0,0.01069364161849711,High Stock,150,0.09379559627950373,0,
81,132,20,0,0,20,2025-02-23,3.35,,28.5,,Out of Stock,0,0.0,1,
110,185,4,11,3,17,2025-11-13,2.79,,221.0,0.25363636363636366,Low Stock,8,0.005963881844361509,1,
450,747,27,0,0,22,2025-07-23,6.67,,0.0,,Out of Stock,0,0.0,1,
419,694,45,0,0,16,2025-11-21,1.59,,0.0,,Out of Stock,0,0.0,1,
420,696,42,3,3,5,2025-07-12,4.28,2.0,1.5,1.4266666666666667,Low Stock,0,0.0016265132302804117,1,1.3333333333333333
218,355,7,0,0,16,2025-09-09,8.39,,0.0,,Out of Stock,0,0.0,1,
369,618,38,448,26,15,2025-12-19,5.3,,448.0,0.011830357142857142,High Stock,422,0.24289264238854147,0,
184,305,35,168,3,23,2025-11-12,3.34,,168.0,0.01988095238095238,High Stock,165,0.09108474089570305,0,
176,291,48,365,45,5,2025-10-24,2.36,,322.5,0.006465753424657534,High Stock,320,0.1978924430174501,0,
199,325,5,7,0,0,2025-07-16,3.56,,7.0,0.5085714285714286,In Stock,7,0.0037951975373209604,0,
348,581,1,15,3,14,2025-12-09,13.79,1.0,15.0,0.9193333333333332,In Stock,12,0.008132566151402058,0,0.06666666666666667
289,473,14,101,15,16,2025-11-04,3.87,,101.0,0.038316831683168316,High Stock,86,0.05475927875277386,0,
465,774,18,0,0,28,2025-07-12,2.8,,64.5,,Out of Stock,0,0.0,1,
361,603,7,0,0,22,2025-11-25,7.21,5.0,0.0,,Out of Stock,0,0.0,1,
268,435,24,455,25,12,2025-08-24,3.44,1.0,223.66666666666666,0.007560439560439561,High Stock,430,0.24668783992586243,0,0.004470938897168405
451,748,50,0,0,16,2025-01-28,2.0,,0.0,,Out of Stock,0,0.0,1,
87,146,38,180,3,19,2025-10-04,0.54,,232.5,0.003,High Stock,177,0.0975907938168247,0,
312,512,21,0,0,5,2025-08-02,1.82,,0.0,,Out of Stock,0,0.0,1,
484,797,32,12,3,17,2025-11-29,1.14,,147.0,0.09499999999999999,Low Stock,9,0.006506052921121647,1,
157,259,19,212,36,17,2025-09-09,1.35,6.0,212.0,0.006367924528301887,High Stock,176,0.1149402682731491,0,0.02830188679245283
1,1,36,276,21,5,2025-11-13,8.33,,276.0,0.030181159420289854,High Stock,255,0.14963921718579787,0,
121,206,46,32,13,5,2025-10-23,8.72,,137.33333333333334,0.2725,In Stock,19,0.01734947445632439,0,
468,777,50,175,21,19,2025-08-04,0.79,,175.0,0.004514285714285715,High Stock,154,0.09487993843302402,0,
180,297,49,0,0,11,2025-11-14,0.69,8.0,0.0,,Out of Stock,0,0.0,1,
223,363,7,173,1,14,2025-08-07,7.94,1.0,109.0,0.04589595375722544,High Stock,172,0.09379559627950373,0,0.009174311926605505
462,768,37,6,1,0,2025-12-21,6.66,,6.333333333333333,1.11,In Stock,5,0.0032530264605608234,0,
34,52,36,118,17,8,2025-11-24,26.39,3.0,139.33333333333334,0.22364406779661017,High Stock,101,0.0639761870576962,0,0.021531100478468897
462,770,18,3,3,0,2025-08-11,9.08,,6.333333333333333,3.026666666666667,Low Stock,0,0.0016265132302804117,0,
430,715,46,379,30,17,2025-12-13,5.76,,379.0,0.015197889182058047,High Stock,349,0.205482838092092,0,
125,212,18,201,38,26,2025-12-01,7.81,,201.0,0.03885572139303482,High Stock,163,0.10897638642878758,0,
168,274,16,0,0,12,2025-10-02,8.81,,0.0,,Out of Stock,0,0.0,1,
378,631,39,5,1,16,2025-07-09,2.6,6.0,5.0,0.52,Low Stock,4,0.002710855383800686,1,1.2
107,182,11,208,37,14,2025-07-23,2.58,3.0,118.5,0.012403846153846154,High Stock,171,0.11277158396610855,0,0.02531645569620253
480,792,3,0,0,7,2025-09-09,0.95,1.0,0.0,,Out of Stock,0,0.0,1,
272,442,28,75,16,23,2025-12-15,1.88,3.0,42.0,0.025066666666666664,High Stock,59,0.04066283075701029,0,0.07142857142857142
415,689,44,99,46,12,2025-11-10,6.96,1.0,99.0,0.0703030303030303,High Stock,53,0.053674936599253584,0,0.010101010101010102
271,440,43,0,0,19,2025-10-23,1.73,,0.0,,Out of Stock,0,0.0,1,
9,13,29,384,42,20,2025-08-15,4.77,4.0,384.0,0.012421874999999999,High Stock,342,0.2081936934758927,0,0.010416666666666666
214,348,39,0,0,21,2025-02-26,5.44,,0.0,,Out of Stock,0,0.0,1,
129,218,16,0,0,21,2025-07-30,21.68,,0.0,,Out of Stock,0,0.0,1,
442,734,35,6,3,0,2025-09-19,4.77,,8.0,0.7949999999999999,In Stock,3,0.0032530264605608234,0,
11,16,38,287,3,23,2025-08-25,18.8,,287.0,0.06550522648083625,High Stock,284,0.1556030990301594,0,
457,760,38,18,3,0,2025-12-10,3.77,,10.0,0.20944444444444443,In Stock,15,0.00975907938168247,0,
4,6,24,0,0,16,2025-10-20,6.74,2.0,3.0,,Out of Stock,0,0.0,1,0.6666666666666666
382,636,15,289,25,7,2025-10-04,2.86,,162.0,0.009896193771626297,High Stock,264,0.15668744118367967,0,
121,205,33,369,2,11,2025-12-03,6.52,,137.33333333333334,0.017669376693766937,High Stock,367,0.20006112732449063,0,
100,168,47,254,10,19,2025-08-05,1.81,1.0,167.33333333333334,0.007125984251968504,High Stock,244,0.13771145349707486,0,0.00597609561752988
105,178,19,447,31,8,2025-07-15,0.55,3.0,289.5,0.0012304250559284117,High Stock,416,0.24235047131178133,0,0.010362694300518135
86,142,41,68,13,21,2025-11-18,2.76,,34.0,0.04058823529411765,High Stock,55,0.03686763321968933,0,
3,3,36,15,3,0,2025-10-29,1.32,,15.0,0.08800000000000001,In Stock,12,0.008132566151402058,0,
186,308,27,8,3,0,2025-07-07,7.46,,4.5,0.9325,In Stock,5,0.004337368614081098,0,
202,328,8,393,0,13,2025-07-30,4.57,,283.0,0.01162849872773537,High Stock,393,0.21307323316673393,0,
266,429,16,20,0,0,2025-12-06,2.94,,13.666666666666666,0.147,In Stock,20,0.010843421535202744,0,
97,164,19,182,41,21,2025-07-26,1.84,4.0,301.5,0.01010989010989011,High Stock,141,0.09867513597034498,0,0.013266998341625208
14,20,28,250,4,18,2025-08-21,4.44,,125.0,0.01776,High Stock,246,0.1355427691900343,0,
287,470,27,0,0,25,2025-06-28,8.3,,214.0,,Out of Stock,0,0.0,1,
100,169,44,5,3,17,2025-07-05,2.06,1.0,167.33333333333334,0.41200000000000003,Low Stock,2,0.002710855383800686,1,0.00597609561752988
305,500,26,0,0,27,2025-07-16,3.46,3.0,0.0,,Out of Stock,0,0.0,1,
84,139,44,93,8,21,2025-08-24,6.12,1.0,150.0,0.06580645161290323,High Stock,85,0.05042191013869276,0,0.006666666666666667
220,359,42,452,46,8,2025-11-25,4.8,3.0,452.0,0.010619469026548672,High Stock,406,0.24506132669558203,0,0.00663716814159292
294,479,13,0,0,27,2025-02-26,19.72,,0.0,,Out of Stock,0,0.0,1,
173,283,30,20,0,0,2025-08-01,4.11,,10.0,0.20550000000000002,In Stock,20,0.010843421535202744,0,
266,431,18,7,0,0,2025-08-15,0.68,,13.666666666666666,0.09714285714285716,In Stock,7,0.0037951975373209604,0,
179,295,44,0,0,27,2025-01-24,7.32,,100.0,,Out of Stock,0,0.0,1,
417,692,25,195,1,16,2025-12-08,1.12,6.0,176.5,0.005743589743589744,High Stock,194,0.10572335996822677,0,0.0339943342776204
246,402,35,0,0,9,2025-11-04,6.31,5.0,69.0,,Out of Stock,0,0.0,1,0.07246376811594203
59,94,6,0,0,16,2025-09-06,9.49,1.0,0.0,,Out of Stock,0,0.0,1,
231,377,1,159,46,21,2025-09-10,28.62,,159.0,0.18,High Stock,113,0.08620520120486182,0,
267,432,19,0,0,15,2025-08-11,1.39,1.0,0.0,,Out of Stock,0,0.0,1,
349,582,8,178,46,9,2025-09-23,5.95,3.0,178.0,0.03342696629213483,High Stock,132,0.09650645166330443,0,0.016853932584269662
343,570,42,54,17,18,2025-12-09,0.59,7.0,122.66666666666667,0.010925925925925926,In Stock,37,0.02927723814504741,0,0.057065217391304345
185,306,21,121,7,11,2025-12-17,6.84,,121.0,0.05652892561983471,High Stock,114,0.0656027002879766,0,
176,292,6,280,46,14,2025-10-14,4.22,,322.5,0.01507142857142857,High Stock,234,0.15180790149283843,0,
407,676,8,87,43,22,2025-11-27,2.46,2.0,87.0,0.028275862068965516,High Stock,44,0.04716888367813194,0,0.022988505747126436
72,120,32,6,2,26,2025-07-27,9.05,5.0,194.0,1.5083333333333335,Low Stock,4,0.0032530264605608234,1,0.02577319587628866
337,559,5,19,4,0,2025-10-13,8.71,,19.0,0.458421052631579,In Stock,15,0.010301250458442608,0,
35,54,3,187,26,6,2025-11-05,17.47,6.0,264.3333333333333,0.09342245989304812,High Stock,161,0.10138599135414567,0,0.02269861286254729
300,491,31,130,33,17,2025-08-27,5.94,4.0,181.5,0.0456923076923077,High Stock,97,0.07048223997881783,0,0.02203856749311295
390,646,2,231,16,26,2025-08-01,2.41,1.0,231.0,0.010432900432900433,High Stock,215,0.1252415187315917,0,0.004329004329004329
371,620,19,219,3,10,2025-10-26,4.77,,219.0,0.021780821917808217,High Stock,216,0.11873546581047005,0,
467,776,34,0,0,12,2025-08-27,1.73,,0.0,,Out of Stock,0,0.0,1,
327,545,13,0,0,24,2025-07-01,0.72,1.0,0.0,,Out of Stock,0,0.0,1,
276,452,8,0,0,17,2025-03-03,5.18,7.0,0.0,,Out of Stock,0,0.0,1,
441,732,48,11,5,11,2025-08-07,2.55,5.0,11.0,0.2318181818181818,In Stock,6,0.005963881844361509,0,0.45454545454545453
32,48,30,6,1,12,2025-12-04,4.91,,9.5,0.8183333333333334,Low Stock,5,0.0032530264605608234,1,
392,650,28,351,36,27,2025-11-29,7.66,4.0,351.0,0.021823361823361823,High Stock,315,0.19030204794280817,0,0.011396011396011397
309,507,17,9,4,0,2025-09-11,1.3,,14.333333333333334,0.14444444444444446,In Stock,5,0.004879539690841235,0,
162,266,45,0,0,29,2025-04-22,22.19,,0.0,,Out of Stock,0,0.0,1,
326,544,23,14,1,0,2025-12-08,13.99,,9.666666666666666,0.9992857142857143,In Stock,13,0.007590395074641921,0,
97,163,13,421,33,21,2025-07-17,5.4,4.0,301.5,0.012826603325415678,High Stock,388,0.22825402331601777,0,0.013266998341625208
114,191,26,202,27,26,2025-08-24,9.58,1.0,202.0,0.047425742574257426,High Stock,175,0.10951855750554772,0,0.0049504950495049506
163,268,27,8,2,6,2025-07-08,3.13,,8.0,0.39125,In Stock,6,0.004337368614081098,0,
428,709,21,0,0,5,2025-10-19,12.4,2.0,0.0,,Out of Stock,0,0.0,1,
171,279,49,34,2,22,2025-08-09,14.12,,34.0,0.4152941176470588,In Stock,32,0.018433816609844667,0,
438,729,35,13,4,21,2025-09-10,6.77,,13.0,0.5207692307692308,Low Stock,9,0.007048223997881784,1,
13,19,16,324,14,26,2025-10-28,3.9,2.0,324.0,0.012037037037037037,High Stock,310,0.17566342887028447,0,0.006172839506172839
266,430,45,14,6,0,2025-08-11,0.74,,13.666666666666666,0.05285714285714286,In Stock,8,0.007590395074641921,0,
454,754,3,14,5,0,2025-09-28,1.19,,14.0,0.08499999999999999,In Stock,9,0.007590395074641921,0,
243,397,37,377,36,6,2025-09-28,6.38,9.0,377.0,0.016923076923076923,High Stock,341,0.20439849593857173,0,0.023872679045092837
334,553,39,0,0,26,2025-03-27,0.95,1.0,0.0,,Out of Stock,0,0.0,1,
326,542,23,6,3,0,2025-11-16,12.85,,9.666666666666666,2.1416666666666666,In Stock,3,0.0032530264605608234,0,
260,419,46,7,1,0,2025-11-15,5.8,,7.0,0.8285714285714285,In Stock,6,0.0037951975373209604,0,
58,92,1,69,21,5,2025-08-04,0.65,5.0,81.0,0.009420289855072464,High Stock,48,0.03740980429644947,0,0.06172839506172839
471,780,18,1,1,10,2025-11-03,5.49,1.0,1.0,5.49,Low Stock,0,0.0005421710767601372,1,1.0
257,415,19,0,0,7,2025-02-28,1.85,10.0,0.0,,Out of Stock,0,0.0,1,
181,299,18,7,0,22,2025-12-07,0.64,,7.0,0.09142857142857143,Low Stock,7,0.0037951975373209604,1,
386,641,42,0,0,6,2025-11-07,9.98,,0.0,,Out of Stock,0,0.0,1,
388,644,23,12,2,0,2025-07-17,2.24,,9.5,0.18666666666666668,In Stock,10,0.006506052921121647,0,
156,257,34,0,0,18,2024-12-26,0.68,,0.0,,Out of Stock,0,0.0,1,
347,579,4,3,3,0,2025-12-13,2.72,,8.333333333333334,0.9066666666666667,Low Stock,0,0.0016265132302804117,0,
41,64,24,0,0,22,2025-06-13,3.5,8.0,0.0,,Out of Stock,0,0.0,1,
70,117,27,0,0,21,2025-06-10,0.62,,0.0,,Out of Stock,0,0.0,1,
335,554,4,6,0,26,2025-07-16,13.49,,5.666666666666667,2.2483333333333335,Low Stock,6,0.0032530264605608234,1,
358,598,30,16,8,0,2025-08-02,20.43,,17.0,1.276875,In Stock,8,0.008674737228162196,0,
307,504,13,0,0,10,2025-01-08,4.25,3.0,0.0,,Out of Stock,0,0.0,1,
460,764,33,264,44,5,2025-09-21,1.38,5.0,264.0,0.005227272727272727,High Stock,220,0.14313316426467623,0,0.01893939393939394
187,309,5,214,22,21,2025-12-19,1.98,,187.66666666666666,0.00925233644859813,High Stock,192,0.11602461042666937,0,
29,41,44,123,43,8,2025-10-27,2.79,5.0,123.0,0.022682926829268292,High Stock,80,0.06668704244149688,0,0.04065040650406504
91,154,27,0,0,15,2025-08-21,1.19,6.0,0.0,,Out of Stock,0,0.0,1,
262,425,2,4,2,10,2025-08-08,4.53,,158.0,1.1325,Low Stock,2,0.002168684307040549,1,
213,347,47,75,22,17,2025-10-31,0.87,1.0,75.0,0.0116,High Stock,53,0.04066283075701029,0,0.013333333333333334
274,447,15,1,0,0,2025-08-18,5.56,,6.0,5.56,In Stock,1,0.0005421710767601372,0,
278,455,21,32,1,7,2025-10-07,2.32,3.0,32.0,0.0725,In Stock,31,0.01734947445632439,0,0.09375
30,43,25,269,14,18,2025-07-04,9.14,1.0,134.5,0.03397769516728625,High Stock,255,0.1458440196484769,0,0.007434944237918215
10,15,48,0,0,11,2025-08-20,21.53,,0.0,,Out of Stock,0,0.0,1,
158,262,13,139,15,8,2025-07-02,1.33,1.0,139.0,0.009568345323741007,High Stock,124,0.07536177966965907,0,0.007194244604316547
311,511,27,73,21,13,2025-10-14,3.96,2.0,73.0,0.054246575342465755,High Stock,52,0.03957848860349002,0,0.0273972602739726
164,269,5,13,4,22,2025-08-08,11.51,,13.0,0.8853846153846153,Low Stock,9,0.007048223997881784,1,
367,615,42,0,0,19,2025-05-18,9.41,,21.5,,Out of Stock,0,0.0,1,
