cart_item_id,cart_id,product_id,quantity,unit_price,total_price,added_at,updated_at,item_status
15743,5522,4192,1,68.41,68.41,2024-06-29 17:58:50,2024-06-29 18:26:03,Converted
16112,5653,4165,4,742.25,2969.0,2024-04-13 02:51:22,2024-04-13 02:51:22,Converted
16324,5730,2229,1,282.98,282.98,2025-06-08 14:55:02,2025-06-08 14:55:02,Converted
16450,5779,2248,2,90.09,180.18,2025-09-03 07:53:24,2025-09-03 08:06:21,Abandoned
16598,5828,2383,1,100.33,100.33,2025-09-17 22:15:36,2025-09-17 22:39:13,Abandoned
16779,5887,3158,3,195.49,586.47,2022-03-21 19:49:06,2022-03-21 20:31:49,Converted
17295,6052,4732,7,45.43,318.01,2016-10-21 14:46:26,2016-10-21 14:58:25,Converted
17832,6246,2124,6,106.79,640.74,2025-10-31 17:03:32,2025-10-31 17:04:09,Abandoned
17976,6304,230,8,25.97,207.76,2017-06-15 05:03:33,2017-06-15 05:03:33,Converted
17988,6306,4856,4,398.15,1592.6,2018-01-05 09:57:35,2018-01-05 10:26:59,Active
18083,6337,3699,5,187.9,939.5,2024-06-11 02:34:05,2024-06-11 02:34:59,Converted
18275,6402,2096,4,420.06,1680.24,2023-10-20 10:56:31,2023-10-20 11:08:43,Converted
18417,6449,4011,1,97.28,97.28,2022-05-04 19:45:04,2022-05-04 19:45:04,Converted
18573,6508,438,1,54.44,54.44,2025-04-03 23:09:54,2025-04-03 23:20:23,Converted
18793,6591,3325,2,190.82,381.64,2024-05-28 22:48:26,2024-05-28 22:53:38,Converted
19042,6681,4858,2,124.44,248.88,2017-07-15 10:40:23,2017-07-15 10:48:25,Converted
19241,6751,1753,1,369.76,369.76,2016-09-12 10:22:14,2016-09-12 10:22:14,Converted
19556,6858,1844,4,61.97,247.88,2019-06-24 19:19:28,2019-06-24 19:21:00,Abandoned
19879,6977,1152,5,242.52,1212.6,2025-10-30 20:01:03,2025-10-30 20:05:02,Abandoned
20341,7145,1323,7,185.9,1301.3,2024-09-02 22:50:30,2024-09-02 23:12:23,Converted
20412,7170,3394,3,341.72,1025.16,2024-05-28 02:01:12,2024-05-28 02:01:12,Converted
20554,7222,4876,8,394.0,3152.0,2024-01-02 14:29:49,2024-01-02 17:17:49,Converted
20582,7231,1711,1,26.39,26.39,2020-07-06 06:10:27,2020-07-06 06:10:27,Converted
20699,7275,4808,5,96.15,480.75,2025-03-25 05:43:16,2025-03-25 05:43:16,Converted
21156,7428,196,8,39.12,312.96,2022-03-23 20:34:55,2022-03-23 21:40:27,Abandoned
21260,7469,1899,1,553.37,553.37,2025-01-29 02:34:49,2025-01-29 03:09:34,Abandoned
21284,7479,4290,3,26.56,79.68,2021-06-16 23:58:37,2021-06-17 00:07:33,Converted
21412,7524,2230,2,764.27,1528.54,2025-07-20 15:21:29,2025-07-20 15:21:29,Converted
21453,7538,4137,1,177.5,177.5,2025-01-03 00:34:38,2025-01-03 00:35:40,Abandoned
21629,7596,4665,4,260.83,1043.32,2024-02-06 03:31:55,2024-02-06 03:31:55,Converted
21692,7616,3763,1,1168.17,1168.17,2021-07-24 09:00:01,2021-07-24 09:00:01,Converted
21950,7703,2070,1,87.23,87.23,2023-08-01 07:53:05,2023-08-01 08:35:01,Abandoned
22444,7870,509,2,322.71,645.42,2024-12-04 00:47:25,2024-12-04 01:06:06,Abandoned
22492,7889,3537,3,315.22,945.66,2025-11-15 13:40:50,2025-11-15 14:43:53,Converted
22599,7924,860,1,52.57,52.57,2023-03-15 18:27:47,2023-03-15 18:43:37,Abandoned
22990,8057,2036,1,68.3,68.3,2024-11-03 13:04:31,2024-11-03 13:07:18,Converted
23640,8288,3628,6,79.34,476.04,2024-11-26 10:59:19,2024-11-26 10:59:19,Converted
23775,8328,839,2,94.91,189.82,2022-03-12 06:49:42,2022-03-12 06:55:37,Converted
23812,8337,4159,1,59.2,59.2,2025-08-08 00:00:52,2025-08-08 00:00:52,Abandoned
23850,8353,2271,1,30.31,30.31,2024-05-24 13:45:59,2024-05-24 14:10:42,Converted
23916,8377,41,1,399.92,399.92,2023-06-09 03:41:12,2023-06-09 03:46:52,Abandoned
24069,8424,1068,1,1119.73,1119.73,2025-04-29 09:23:44,2025-04-29 09:23:50,Converted
24136,8446,3341,4,90.76,363.04,2025-12-21 15:37:24,2025-12-21 15:37:24,Abandoned
24243,8481,3766,7,144.77,1013.39,2024-09-12 12:04:47,2024-09-12 12:04:47,Converted
24258,8484,924,2,177.54,355.08,2023-03-18 13:35:51,2023-03-18 13:35:51,Abandoned
24687,8621,1150,3,280.56,841.68,2025-06-16 05:09:31,2025-06-16 05:24:16,Converted
24824,8671,3392,4,97.44,389.76,2025-09-29 19:01:30,2025-09-29 19:09:17,Abandoned
24866,8682,2620,4,340.27,1361.08,2022-09-13 15:35:04,2022-09-13 16:21:06,Converted
24897,8697,1276,6,248.01,1488.06,2020-01-16 03:47:13,2020-01-16 03:52:48,Abandoned
25466,8898,1544,5,146.75,733.75,2020-06-08 20:58:28,2020-06-08 21:01:54,Abandoned
25580,8933,15,2,1201.75,2403.5,2022-12-28 01:50:54,2022-12-28 02:03:45,Abandoned
25837,9021,1249,2,106.2,212.4,2024-09-23 00:39:16,2024-09-23 00:47:34,Converted
26015,9081,2230,4,764.27,3057.08,2025-05-27 13:43:01,2025-05-27 15:38:47,Converted
26336,9180,4376,4,209.06,836.24,2022-06-11 02:36:26,2022-06-11 02:36:26,Abandoned
26449,9217,3583,3,925.07,2775.21,2023-06-23 07:07:08,2023-06-23 07:28:04,Converted
26848,9351,709,8,47.8,382.4,2024-07-23 04:34:56,2024-07-23 04:43:39,Abandoned
26907,9372,4707,4,51.45,205.8,2022-01-11 21:01:29,2022-01-11 22:11:37,Active
27176,9463,3349,1,47.89,47.89,2021-03-15 03:50:58,2021-03-15 04:00:55,Converted
27399,9540,215,1,210.25,210.25,2020-05-28 12:07:26,2020-05-28 12:21:37,Converted
27895,9704,159,3,124.69,374.07,2025-08-20 05:58:48,2025-08-20 05:58:48,Converted
27923,9713,4007,5,168.48,842.4,2025-02-02 13:13:38,2025-02-02 13:22:20,Active
28073,9763,4698,2,94.56,189.12,2020-08-19 21:34:52,2020-08-19 21:35:09,Converted
28081,9765,1330,1,457.94,457.94,2018-03-31 00:55:18,2018-03-31 00:55:18,Deleted
28094,9770,958,3,50.59,151.77,2020-07-01 21:06:41,2020-07-01 21:06:41,Abandoned
28400,9874,57,3,72.46,217.38,2023-10-06 21:27:31,2023-10-06 21:27:31,Abandoned
28677,9971,2916,2,94.85,189.7,2020-10-28 05:21:56,2020-10-28 05:27:49,Abandoned
28699,9977,4895,5,1216.04,6080.2,2018-03-31 09:57:19,2018-03-31 10:14:47,Converted
28775,10003,4221,5,11.04,55.2,2022-08-15 13:29:40,2022-08-15 13:44:52,Converted
28812,10018,136,5,275.99,1379.95,2021-01-19 08:44:23,2021-01-19 08:49:07,Abandoned
28816,10020,2881,3,346.01,1038.03,2022-10-10 16:53:35,2022-10-10 16:57:05,Converted
29158,10140,901,8,148.3,1186.4,2022-10-04 12:58:20,2022-10-04 12:58:20,Converted
29222,10159,4562,2,44.31,88.62,2025-12-06 08:43:03,2025-12-06 09:35:00,Abandoned
29263,10172,1008,2,1241.22,2482.44,2024-06-18 07:33:35,2024-06-18 07:34:57,Abandoned
29718,10335,3889,3,58.97,176.91,2017-09-26 01:27:43,2017-09-26 01:33:20,Abandoned
29863,10391,3937,3,256.99,770.97,2024-06-13 14:46:24,2024-06-13 14:54:49,Converted
30238,10518,1656,2,1308.83,2617.66,2025-05-18 04:21:18,2025-05-18 04:27:54,Active
31056,10799,991,6,548.16,3288.96,2019-05-25 16:05:47,2019-05-25 16:35:08,Abandoned
31526,10967,2055,1,1201.64,1201.64,2022-04-23 21:23:05,2022-04-23 21:23:05,Converted
31612,10997,3458,3,114.23,342.69,2017-12-14 14:38:01,2017-12-14 14:38:01,Abandoned
31739,11049,2347,1,97.48,97.48,2023-03-09 17:16:42,2023-03-09 17:19:53,Abandoned
31817,11083,1187,1,1781.35,1781.35,2025-11-10 18:09:49,2025-11-10 23:53:59,Converted
32477,11308,788,3,230.56,691.68,2024-09-25 17:39:14,2024-09-25 19:41:39,Converted
33418,11629,1224,2,470.27,940.54,2021-12-31 05:33:32,2021-12-31 05:38:14,Converted
33567,11683,2907,1,130.54,130.54,2019-03-01 21:45:01,2019-03-01 21:58:13,Converted
33598,11689,2566,3,147.44,442.32,2025-10-27 20:44:38,2025-10-27 20:44:38,Converted
33675,11715,2748,1,241.78,241.78,2024-03-07 04:23:29,2024-03-07 04:50:57,Converted
33907,11814,185,5,61.43,307.15,2024-08-02 00:35:26,2024-08-02 00:35:26,Abandoned
34454,12011,811,5,85.9,429.5,2023-05-25 09:22:51,2023-05-25 10:13:00,Converted
34571,12052,4300,2,68.84,137.68,2023-04-22 19:16:44,2023-04-22 19:16:44,Abandoned
34795,12134,1164,1,54.66,54.66,2024-07-15 10:42:25,2024-07-15 12:09:26,Converted
34887,12165,4843,5,155.06,775.3,2022-09-05 02:47:29,2022-09-05 02:47:29,Converted
35164,12261,4913,3,361.14,1083.42,2022-12-27 03:36:45,2022-12-27 03:42:51,Converted
35187,12269,3752,2,171.5,343.0,2023-10-07 21:11:20,2023-10-07 21:23:28,Converted
35206,12276,2604,1,33.68,33.68,2025-10-21 00:23:14,2025-10-21 00:23:14,Abandoned
35654,12427,965,3,83.63,250.89,2021-03-13 17:22:10,2021-03-13 17:22:10,Converted
35682,12436,1732,2,128.48,256.96,2017-12-23 03:17:57,2017-12-23 03:24:24,Converted
35962,12544,2025,3,363.1,1089.3,2021-07-03 18:25:11,2021-07-03 18:25:11,Abandoned
35983,12552,4953,1,189.23,189.23,2021-06-05 11:09:53,2021-06-05 11:16:00,Converted
36054,12575,4089,1,78.08,78.08,2021-07-20 17:14:08,2021-07-20 17:19:51,Converted
36238,12634,1487,1,345.89,345.89,2019-03-18 01:59:07,2019-03-18 02:50:15,Converted
36404,12696,2464,5,844.55,4222.75,2025-09-30 10:50:06,2025-10-01 16:23:00,Converted
36741,12810,3431,2,74.15,148.3,2019-03-28 00:45:46,2019-03-28 01:20:14,Abandoned
37195,12965,3911,2,84.87,169.74,2025-04-02 08:49:22,2025-04-02 16:53:50,Converted
37473,13058,984,2,235.82,471.64,2023-11-02 15:07:55,2023-11-02 15:10:15,Abandoned
37550,13086,3888,3,178.71,536.13,2023-10-17 02:07:20,2023-10-17 02:07:20,Abandoned
37691,13135,3199,3,87.3,261.9,2025-08-08 23:41:55,2025-08-09 00:15:39,Abandoned
37949,13216,648,1,461.08,461.08,2024-06-05 09:46:39,2024-06-05 10:09:24,Abandoned
37970,13220,2319,5,52.45,262.25,2020-10-07 15:38:56,2020-10-07 15:43:31,Abandoned
38091,13257,4052,5,255.23,1276.15,2024-03-26 16:46:23,2024-03-26 17:39:08,Abandoned
38385,13359,1623,1,47.38,47.38,2025-05-25 00:22:09,2025-05-25 00:22:09,Abandoned
38551,13419,4415,6,146.26,877.56,2016-02-06 09:41:46,2016-02-06 09:46:44,Converted
38648,13449,496,2,1059.72,2119.44,2019-05-29 15:06:52,2019-05-29 16:06:14,Converted
39111,13611,806,5,208.7,1043.5,2025-09-01 12:03:56,2025-09-01 12:16:05,Converted
39495,13749,3072,5,31.61,158.05,2025-03-07 06:58:30,2025-03-07 07:11:16,Abandoned
39620,13790,3511,3,42.1,126.3,2021-02-24 15:11:10,2021-02-24 15:31:26,Converted
39963,13910,3024,2,135.29,270.58,2025-06-21 14:03:50,2025-06-21 14:12:20,Converted
40032,13930,2596,2,48.87,97.74,2023-09-29 10:40:01,2023-09-29 10:40:01,Abandoned
40034,13931,4439,2,1735.81,3471.62,2022-03-18 06:54:26,2022-03-18 06:57:33,Converted
40293,14014,2853,2,76.0,152.0,2025-07-20 00:39:12,2025-07-20 00:46:16,Converted
40597,14112,414,2,202.99,405.98,2020-01-19 13:07:52,2020-01-19 13:38:06,Active
40937,14231,3963,7,40.49,283.43,2017-04-17 12:59:04,2017-04-17 12:59:04,Abandoned
41082,14289,989,4,233.78,935.12,2023-07-09 22:47:43,2023-07-10 10:00:02,Abandoned
41427,14407,3220,7,283.38,1983.66,2021-06-30 00:59:22,2021-06-30 01:30:03,Abandoned
41712,14500,3495,5,171.48,857.4,2024-04-04 13:34:53,2024-04-04 13:52:00,Converted
42097,14631,4054,2,247.93,495.86,2025-02-04 11:31:26,2025-02-04 11:43:57,Converted
42199,14671,2926,2,42.04,84.08,2018-12-27 15:11:56,2018-12-27 15:58:16,Abandoned
42220,14676,833,4,29.24,116.96,2022-01-11 19:11:36,2022-01-11 19:11:36,Abandoned
42389,14735,2731,3,98.24,294.72,2024-02-06 14:02:01,2024-02-06 14:02:01,Abandoned
43342,15066,1434,1,45.3,45.3,2022-05-29 03:02:24,2022-05-29 03:07:55,Converted
43454,15106,1781,1,116.79,116.79,2025-11-01 04:43:16,2025-11-01 04:50:07,Abandoned
43470,15112,885,1,349.52,349.52,2025-07-02 12:29:19,2025-07-02 12:35:53,Abandoned
43641,15167,1731,1,186.26,186.26,2023-03-05 15:38:12,2023-03-05 16:14:29,Converted
44149,15339,4051,5,48.79,243.95,2018-03-25 09:21:09,2018-03-25 09:22:19,Active
44296,15391,2376,1,1357.17,1357.17,2021-01-23 22:09:45,2021-01-23 22:13:52,Converted
44381,15421,4874,2,1009.75,2019.5,2025-09-30 09:34:22,2025-09-30 09:40:27,Converted
45072,15664,669,3,120.8,362.4,2024-01-25 20:37:47,2024-01-25 21:02:57,Abandoned
45634,15850,1312,4,176.63,706.52,2024-09-12 03:14:26,2024-09-12 03:19:19,Abandoned
46115,16019,3350,2,263.25,526.5,2025-11-07 11:11:00,2025-11-07 11:42:00,Converted
46136,16028,2846,3,1043.08,3129.24,2025-02-14 09:09:34,2025-02-15 04:48:14,Converted
46506,16157,928,4,130.13,520.52,2024-09-28 02:11:16,2024-09-28 02:11:16,Converted
46569,16179,1861,4,683.87,2735.48,2024-10-23 13:05:09,2024-10-23 13:06:55,Converted
47116,16372,1247,2,76.56,153.12,2024-07-01 00:36:40,2024-07-01 00:36:40,Converted
47273,16422,3681,7,566.17,3963.19,2025-12-22 19:40:17,2025-12-22 19:40:51,Converted
47917,16654,140,1,59.11,59.11,2025-05-20 07:37:48,2025-05-20 08:02:54,Converted
47964,16672,4949,6,141.03,846.18,2019-06-29 20:10:41,2019-06-29 20:36:38,Abandoned
47998,16685,4966,4,24.35,97.4,2025-12-13 08:55:26,2025-12-13 10:27:42,Converted
48109,16723,1111,3,148.95,446.85,2016-07-30 02:26:00,2016-07-30 02:50:06,Converted
48298,16786,27,2,103.66,207.32,2023-07-17 04:32:17,2023-07-17 04:35:46,Abandoned
48312,16791,2689,4,309.1,1236.4,2019-10-10 13:09:23,2019-10-10 13:09:23,Abandoned
48588,16888,3256,2,24.25,48.5,2018-12-15 21:48:39,2018-12-15 22:04:00,Converted
48629,16905,1066,5,226.37,1131.85,2025-12-23 08:01:35,2025-12-23 08:01:35,Abandoned
48913,16991,2869,1,58.49,58.49,2025-08-31 13:56:20,2025-08-31 13:59:26,Converted
49162,17070,2146,1,626.2,626.2,2025-11-08 23:19:03,2025-11-08 23:59:30,Abandoned
49353,17139,4830,2,72.47,144.94,2023-06-21 01:30:01,2023-06-21 01:40:47,Abandoned
49408,17160,1937,2,271.31,542.62,2020-08-19 03:15:42,2020-08-19 03:15:42,Converted
49614,17227,566,4,1115.95,4463.8,2018-04-12 08:46:02,2018-04-12 09:16:05,Converted
49751,17271,3801,3,16.48,49.44,2023-03-26 18:43:18,2023-03-26 19:16:04,Abandoned
50111,17395,1423,2,486.4,972.8,2024-04-02 11:13:26,2024-04-02 11:13:26,Converted
50185,17422,2520,4,736.02,2944.08,2020-11-04 04:37:52,2020-11-04 06:08:29,Converted
50191,17423,3811,2,448.01,896.02,2025-08-08 15:56:22,2025-08-08 18:27:51,Abandoned
50396,17491,1655,5,295.21,1476.05,2024-03-12 04:34:48,2024-03-12 04:53:43,Converted
50552,17545,4817,2,221.75,443.5,2022-07-13 05:30:23,2022-07-13 06:03:18,Abandoned
50788,17628,3123,3,625.28,1875.84,2022-02-14 14:11:00,2022-02-14 14:43:58,Converted
50841,17648,1235,4,126.41,505.64,2023-01-09 18:40:32,2023-01-09 18:40:32,Converted
50844,17648,979,1,1473.21,1473.21,2023-01-09 18:40:32,2023-01-09 18:40:32,Converted
50918,17674,4087,2,152.43,304.86,2025-04-02 10:42:29,2025-04-02 12:16:08,Converted
51560,17893,2657,1,261.96,261.96,2025-06-12 00:13:54,2025-06-12 00:13:54,Abandoned
51821,17982,3517,4,87.85,351.4,2025-10-23 12:39:49,2025-10-23 13:24:36,Abandoned
52051,18063,2082,4,114.46,457.84,2020-11-25 01:57:25,2020-11-25 02:15:58,Converted
52172,18103,1962,5,145.38,726.9,2022-10-09 06:36:12,2022-10-09 08:10:12,Abandoned
52574,18228,1111,1,148.95,148.95,2024-09-05 04:44:52,2024-09-05 04:44:52,Converted
53016,18382,2878,3,41.2,123.6,2022-04-14 08:39:28,2022-04-14 20:46:46,Abandoned
53034,18390,157,4,38.6,154.4,2025-03-11 13:22:40,2025-03-11 14:05:27,Converted
53176,18441,4600,3,1206.22,3618.66,2020-04-05 01:07:50,2020-04-05 01:07:50,Active
53312,18487,2247,3,234.42,703.26,2025-07-14 09:19:47,2025-07-14 09:36:49,Abandoned
53325,18492,660,2,75.29,150.58,2025-03-25 05:53:27,2025-03-25 06:50:31,Converted
53416,18525,4639,3,360.35,1081.05,2019-11-05 15:55:21,2019-11-05 15:56:55,Converted
53433,18530,2697,8,50.22,401.76,2021-08-09 22:19:40,2021-08-09 23:00:42,Abandoned
53496,18553,129,1,844.76,844.76,2020-06-22 05:14:45,2020-06-22 05:14:45,Abandoned
53915,18701,4287,5,236.93,1184.65,2021-04-17 12:12:15,2021-04-17 12:12:15,Converted
54214,18797,509,3,322.71,968.13,2025-08-08 18:55:17,2025-08-11 02:14:12,Abandoned
54538,18905,3266,5,128.46,642.3,2025-10-15 23:26:31,2025-10-16 00:52:34,Abandoned
54573,18917,1032,3,126.52,379.56,2025-08-27 02:47:58,2025-08-27 02:47:58,Converted
54738,18975,240,4,544.77,2179.08,2025-09-05 02:54:20,2025-09-05 02:54:20,Abandoned
55185,19140,501,2,1490.83,2981.66,2022-12-14 16:37:18,2022-12-14 16:37:18,Converted
55210,19148,1159,3,138.27,414.81,2025-07-15 21:20:35,2025-07-15 21:44:04,Converted
55238,19159,762,3,451.54,1354.62,2025-03-07 23:01:44,2025-03-07 23:01:44,Abandoned
55264,19169,2692,3,804.92,2414.76,2023-05-01 14:59:45,2023-05-01 15:15:17,Converted
55324,19186,3755,2,576.99,1153.98,2025-12-21 15:23:25,2025-12-21 15:58:03,Converted
55617,19283,2212,4,167.24,668.96,2024-05-13 12:17:28,2024-05-13 12:17:28,Converted
55948,19382,70,1,143.38,143.38,2024-05-15 07:06:55,2024-05-15 07:06:55,Converted
55985,19395,3831,2,28.72,57.44,2024-11-17 09:34:28,2024-11-17 10:53:01,Converted
56184,19471,4279,1,82.68,82.68,2016-12-27 11:49:42,2016-12-27 12:03:26,Converted
56428,19564,4872,2,698.98,1397.96,2025-07-30 01:53:33,2025-07-30 01:53:50,Converted
56522,19596,1682,1,74.48,74.48,2025-10-27 09:30:12,2025-10-27 09:30:12,Abandoned
56749,19676,5000,1,353.98,353.98,2025-12-11 04:30:20,2025-12-11 04:35:23,Converted
57060,19788,2832,1,1700.32,1700.32,2024-11-04 02:59:47,2024-11-04 04:17:49,Converted
