inventory_id,product_id,supplier_id,stock_quantity,reserved_quantity,minimum_stock_level,last_restocked_date,storage_cost
1650,1020,410,12,5,30,2025-10-07,0.73
1762,1092,428,151,16,21,2025-07-10,3.54
1988,1226,486,46,8,20,2025-11-11,17.19
2125,1307,479,0,0,29,2025-05-03,25.23
2465,1512,197,4,2,28,2025-09-07,4.31
2491,1531,84,454,5,11,2025-10-04,6.88
2495,1533,292,4,1,10,2025-09-01,1.22
2665,1635,496,60,18,24,2025-08-25,0.57
2676,1643,305,238,42,22,2025-07-31,0.54
2792,1713,344,0,0,14,2025-01-14,0.15
3362,2061,244,0,0,18,2025-06-21,11.27
3647,2230,397,10,5,13,2025-12-14,6.62
3788,2317,377,9,4,0,2025-12-04,4.67
3850,2353,425,0,0,20,2025-06-06,1.49
3925,2389,95,0,0,24,2025-07-15,0.94
4152,2532,373,311,0,25,2025-08-30,9.37
4251,2596,201,0,0,20,2025-05-17,1.66
4579,2801,435,0,0,8,2025-01-29,11.45
4865,2971,172,12,1,0,2025-08-06,2.37
4934,3014,68,20,6,0,2025-09-24,0.44
4992,3046,322,4,1,30,2025-11-26,1.27
5035,3076,39,0,0,6,2025-07-05,19.31
5251,3208,249,387,50,5,2025-12-04,3.62
5807,3546,313,0,0,13,2025-05-02,1.22
6050,3689,124,0,0,15,2025-09-30,29.72
6184,3775,137,0,0,25,2025-07-11,22.63
6273,3827,106,183,29,23,2025-10-04,5.65
6343,3868,97,491,23,20,2025-09-09,0.58
6658,4059,309,0,0,30,2025-02-24,2.05
6762,4122,234,59,10,26,2025-07-15,3.32
6802,4147,455,262,43,17,2025-10-17,2.15
6803,4147,125,107,33,20,2025-11-01,2.49
6906,4208,237,111,34,30,2025-11-26,0.81
7032,4282,233,3,0,0,2025-10-25,3.69
7136,4339,290,0,0,28,2025-01-29,4.12
7663,4657,365,7,1,14,2025-08-08,2.85
7756,4711,197,297,1,28,2025-12-18,8.72
7964,4836,198,89,41,8,2025-12-18,7.95
8430,1894,340,315,15,30,2025-08-09,6.01
8463,2605,198,0,0,8,2025-06-08,1.14
8560,4334,285,303,2,9,2025-06-28,1.68
8973,1922,331,14,3,0,2025-09-19,2.03
9125,885,223,321,13,29,2025-10-25,11.38
9545,4439,239,2,2,30,2025-08-29,30.0
9788,1201,49,61,19,24,2025-07-28,9.08
9806,1156,436,5,2,14,2025-09-12,2.28
9833,3929,271,436,27,26,2025-12-03,3.53
9858,3920,69,182,13,5,2025-11-03,4.39
10035,2455,163,52,0,28,2025-11-11,12.14
10611,4140,274,0,0,16,2025-04-25,11.06
10630,2547,409,0,0,5,2025-09-04,3.41
10696,784,346,268,39,27,2025-07-09,3.11
10882,3637,181,152,2,29,2025-08-24,0.38
11044,2621,244,314,40,15,2025-09-02,13.49
11415,1110,304,498,9,30,2025-07-20,1.46
11605,35,142,0,0,19,2025-07-09,2.09
654,396,51,2,2,0,2025-10-22,1.27
1089,661,123,121,20,26,2025-08-30,2.52
1098,666,159,0,0,13,2025-07-21,1.61
1102,669,149,0,0,27,2025-06-21,3.52
1202,734,90,6,3,20,2025-07-19,4.44
1760,1090,33,370,42,26,2025-11-21,4.61
2076,1276,406,2,1,15,2025-09-21,13.2
2109,1297,480,127,13,14,2025-11-15,7.69
2265,1389,436,351,22,19,2025-12-13,1.21
2522,1551,115,7,1,0,2025-09-08,10.63
2612,1607,381,0,0,24,2025-09-20,1.93
2764,1696,178,0,0,30,2025-03-20,3.14
3031,1861,328,0,0,17,2025-11-24,12.89
3240,1979,329,189,19,23,2025-11-08,2.12
3243,1981,396,197,3,17,2025-12-14,7.45
3284,2006,67,260,24,14,2025-09-14,1.37
3425,2094,258,12,2,0,2025-09-29,20.48
3900,2377,169,260,3,18,2025-08-08,3.02
4062,2471,17,6,2,17,2025-11-18,5.39
4085,2487,224,219,43,30,2025-09-08,11.03
4261,2602,160,492,11,8,2025-11-06,1.14
4299,2625,444,0,0,24,2025-04-13,18.54
4389,2680,415,0,0,5,2025-09-14,4.29
4419,2699,279,491,13,14,2025-11-13,39.49
4899,2994,285,1,1,14,2025-08-07,14.86
5132,3133,460,0,0,26,2025-04-18,1.98
5243,3203,53,12,6,16,2025-08-26,13.68
5312,3248,189,308,26,24,2025-08-23,26.9
5813,3549,274,0,0,27,2025-08-30,6.13
6160,3757,28,117,46,11,2025-11-11,1.7
6219,3795,164,0,0,13,2025-03-02,31.65
6221,3796,43,196,0,18,2025-10-09,2.22
6399,3898,237,444,47,12,2025-07-25,3.96
6598,4016,169,488,48,9,2025-10-09,0.93
6600,4018,206,6,0,0,2025-12-02,11.28
6758,4120,128,136,26,6,2025-11-13,1.43
7424,4511,421,1,1,24,2025-12-07,3.0
7850,4765,371,253,50,29,2025-09-01,5.23
7916,4809,169,0,0,29,2025-03-05,10.55
8102,4916,315,306,8,20,2025-08-15,16.27
8222,4985,405,481,43,26,2025-11-26,0.13
8318,814,13,5,5,0,2025-09-07,0.85
8348,3501,110,196,18,22,2025-08-17,0.82
8419,3150,398,5,0,30,2025-10-13,22.7
9359,4601,96,0,0,7,2025-06-13,0.85
9675,1020,4,5,5,21,2025-09-23,0.47
9898,3472,408,117,17,8,2025-10-13,0.15
10280,12,157,11,3,27,2025-11-28,0.44
10337,3726,328,16,7,0,2025-10-27,0.38
10494,1406,114,343,40,13,2025-12-24,9.2
10660,3287,88,113,48,13,2025-12-20,1.67
10860,141,52,0,0,23,2025-01-13,2.95
10876,3122,2,414,30,11,2025-07-28,5.08
11411,4867,233,0,0,11,2025-04-22,14.01
11636,1927,89,329,45,5,2025-07-26,4.89
11915,646,331,453,16,6,2025-10-23,1.7
46,27,82,87,36,11,2025-09-20,3.32
227,139,238,275,26,16,2025-11-18,8.29
627,376,88,6,2,0,2025-08-14,1.77
717,437,250,1,1,0,2025-09-01,25.64
1053,641,147,111,43,10,2025-08-28,4.35
1141,694,309,18,5,0,2025-10-30,14.36
1374,842,228,363,26,30,2025-12-01,2.6
1566,970,302,315,29,10,2025-07-27,1.62
2028,1247,2,191,7,16,2025-11-27,2.46
2042,1255,214,0,0,9,2025-06-27,0.31
2130,1310,205,256,21,14,2025-10-28,16.82
2380,1460,257,197,21,11,2025-10-27,5.18
2507,1541,25,80,7,24,2025-08-01,31.31
2633,1619,372,6,1,0,2025-09-17,4.5
3489,2134,455,493,2,14,2025-07-24,9.07
3757,2298,45,429,39,11,2025-09-26,5.09
3764,2303,248,475,24,27,2025-07-18,4.43
3899,2377,276,87,7,28,2025-12-11,4.73
3998,2434,58,465,17,24,2025-08-17,2.91
4706,2875,65,25,6,7,2025-11-19,2.0
5209,3178,11,14,4,0,2025-09-21,4.22
5540,3385,327,0,0,11,2025-01-07,24.32
6148,3749,120,1,1,28,2025-10-26,4.57
6234,3806,174,160,26,11,2025-10-29,3.07
6242,3810,163,156,10,27,2025-09-02,3.49
6458,3934,335,81,8,22,2025-08-11,2.4
6621,4033,489,151,18,15,2025-10-24,0.37
6693,4080,150,132,32,6,2025-07-26,1.53
6694,4080,167,393,47,27,2025-11-28,0.85
6888,4197,479,0,0,6,2025-01-13,10.93
6988,4256,413,424,23,29,2025-10-12,19.37
7005,4266,264,370,34,25,2025-09-17,1.29
7589,4616,238,14,2,14,2025-10-11,0.55
7619,4631,240,34,9,5,2025-09-03,1.99
7697,4677,341,479,19,14,2025-10-24,5.1
8804,3210,341,3,3,20,2025-08-12,2.03
8884,4536,105,409,34,9,2025-09-24,3.19
8894,4235,269,0,0,13,2025-09-16,0.77
8995,344,335,385,41,12,2025-11-27,3.89
9580,2311,59,463,49,7,2025-10-15,0.83
9614,1358,185,13,5,9,2025-10-07,1.39
9812,1527,233,0,0,20,2025-04-20,6.08
10076,4376,481,406,14,27,2025-08-02,5.34
10196,633,476,0,0,13,2025-05-18,6.48
10443,1555,129,396,32,5,2025-08-30,10.25
10698,2702,340,0,0,9,2025-02-25,9.03
11130,2505,402,8,2,0,2025-07-05,2.67
11159,2888,137,420,11,14,2025-09-13,19.11
11255,293,228,0,0,19,2025-03-07,18.89
11301,4902,133,8,4,10,2025-07-13,6.04
144,91,118,0,0,23,2025-07-28,18.79
1035,629,381,190,37,5,2025-10-11,7.69
1113,676,7,12,0,23,2025-07-10,3.82
1270,776,496,395,47,25,2025-08-15,11.29
1805,1117,326,0,0,15,2025-06-16,1.39
1821,1129,31,301,26,10,2025-07-16,5.63
1822,1130,438,0,0,21,2024-12-31,11.37
1925,1187,173,0,0,25,2025-08-09,11.72
2170,1334,163,16,6,0,2025-08-08,5.31
2687,1648,368,10,3,0,2025-09-20,6.98
2713,1665,317,0,0,19,2025-04-14,1.45
2743,1683,378,151,19,24,2025-12-17,4.41
2760,1693,466,280,49,6,2025-12-16,4.64
2766,1697,339,0,0,7,2025-09-28,11.86
2812,1725,157,339,25,24,2025-07-20,8.59
2819,1728,356,262,12,30,2025-07-31,1.64
2988,1833,270,416,34,15,2025-10-05,3.18
3123,1913,126,0,0,20,2025-05-04,4.44
3422,2093,44,0,0,7,2025-11-22,1.17
3674,2248,48,362,21,21,2025-11-30,0.48
3743,2291,436,158,1,23,2025-07-15,45.02
3982,2424,494,0,0,25,2025-01-24,16.32
4191,2559,125,14,7,5,2025-08-23,10.89
4341,2653,147,198,15,7,2025-08-02,11.88
4383,2677,385,0,0,11,2025-02-12,0.59
4395,2685,308,0,0,28,2025-02-10,1.72
4401,2689,340,339,43,13,2025-08-05,2.04
4971,3033,188,461,33,6,2025-09-25,4.48
5004,3054,129,374,44,22,2025-10-11,8.7
5042,3081,174,295,31,25,2025-12-20,0.5
5062,3093,452,7,3,0,2025-10-28,0.59
5327,3258,240,69,2,19,2025-09-10,2.49
5492,3357,447,19,4,0,2025-07-20,0.27
5594,3417,174,0,0,24,2025-06-06,21.26
5889,3597,336,9,1,10,2025-06-29,2.92
5922,3616,281,0,0,5,2025-10-21,16.15
6245,3812,361,10,3,18,2025-12-14,3.31
6340,3867,8,290,40,14,2025-11-13,0.73
7161,4356,339,72,30,29,2025-12-10,10.17
7356,4472,460,3,0,9,2025-07-18,0.71
7372,4481,119,0,0,16,2025-02-26,1.24
7422,4510,278,56,7,23,2025-12-01,4.01
7453,4528,453,0,0,23,2025-10-20,3.65
7586,4614,51,168,21,6,2025-07-12,34.69
8494,4677,292,171,21,8,2025-09-09,2.77
8521,1302,113,13,5,19,2025-10-22,13.64
9093,4536,271,51,19,10,2025-10-15,2.71
9099,2055,325,293,21,20,2025-12-13,13.39
9592,2573,200,9,3,0,2025-12-02,24.31
9820,2790,2,80,16,16,2025-12-08,43.25
9984,2917,355,0,0,18,2025-03-30,3.78
9990,1131,178,0,0,28,2025-05-02,3.46
10095,4708,154,0,0,20,2025-10-07,1.42
10194,4572,85,31,4,24,2025-10-03,2.6
10265,4601,262,0,0,8,2025-05-03,1.54
10334,3033,330,244,40,19,2025-09-07,6.91
10612,1970,459,0,0,27,2025-10-28,3.88
10636,1455,138,223,6,10,2025-09-17,10.14
10738,1537,361,0,0,0,2025-08-14,6.15
10873,973,61,246,20,10,2025-11-12,22.16
11056,2557,66,388,16,18,2025-07-28,0.76
11076,1194,391,14,2,5,2025-11-30,8.11
11124,4464,452,320,35,30,2025-07-20,5.45
11145,2795,323,457,1,8,2025-06-28,0.78
11168,1904,204,12,0,0,2025-12-08,2.73
11202,1991,102,447,14,24,2025-10-02,7.13
11625,2643,364,257,15,18,2025-07-07,8.91
11718,2840,60,0,0,26,2025-11-06,0.72
658,397,473,188,25,20,2025-07-20,1.45
1050,640,382,441,34,24,2025-07-03,4.9
1138,692,480,170,13,18,2025-07-26,5.19
1409,862,328,0,0,12,2025-03-04,9.86
1544,956,152,0,0,17,2025-05-04,0.97
1595,986,33,12,1,0,2025-10-29,10.02
1880,1161,91,491,43,23,2025-11-04,8.28
2010,1238,3,6,0,0,2025-12-24,0.26
2050,1258,181,292,2,22,2025-11-10,10.73
2156,1325,46,1,1,0,2025-11-20,2.91
2183,1343,136,0,0,7,2025-04-10,0.47
2303,1417,439,0,0,24,2025-06-04,0.77
2742,1683,339,218,48,24,2025-10-07,0.73
3262,1992,292,415,45,9,2025-09-26,8.63
3609,2204,236,5,0,0,2025-11-05,2.4
4056,2469,297,51,5,22,2025-10-16,17.97
4195,2563,253,436,23,6,2025-10-13,4.86
4386,2678,404,0,0,19,2025-09-16,6.9
4527,2766,55,116,25,12,2025-12-20,12.2
4683,2864,236,119,29,26,2025-11-16,0.66
5025,3068,11,0,0,18,2025-08-22,1.77
5277,3223,109,8,2,0,2025-10-21,4.5
5305,3242,112,486,19,28,2025-10-24,5.83
5325,3256,382,300,28,7,2025-11-28,0.47
5868,3584,476,147,14,9,2025-11-07,0.82
5958,3637,179,258,25,27,2025-11-11,0.56
6202,3786,398,494,43,23,2025-11-20,1.69
6331,3861,99,72,9,26,2025-09-26,12.01
6444,3928,202,92,30,10,2025-09-24,6.06
6503,3959,208,371,48,8,2025-11-01,2.09
6572,4001,434,0,0,7,2025-11-18,8.47
6725,4099,145,49,13,28,2025-07-31,1.74
6771,4127,261,87,22,23,2025-11-27,0.9
6932,4224,2,257,2,16,2025-10-23,56.52
7126,4334,34,191,36,14,2025-09-17,1.72
7215,4388,399,265,21,14,2025-11-09,3.28
7728,4693,206,4,0,0,2025-11-28,2.5
7755,4710,469,9,1,0,2025-10-31,7.23
7910,4805,156,18,5,0,2025-09-22,9.1
8255,4796,484,359,42,5,2025-10-03,9.99
9453,1660,339,407,0,23,2025-09-22,6.46
9558,473,228,414,12,22,2025-08-04,6.63
9962,2352,301,167,21,12,2025-08-22,1.5
10021,417,417,0,0,28,2025-08-16,21.4
10109,1945,158,395,47,29,2025-12-22,4.94
10144,3474,363,0,0,30,2025-08-09,11.14
10380,2558,478,17,1,0,2025-08-12,51.12
10493,1164,419,175,7,8,2025-07-30,1.14
10793,848,376,0,0,27,2025-02-19,0.83
10836,3631,390,0,0,20,2025-11-18,14.09
10900,313,341,0,0,28,2025-03-01,18.26
11365,3201,197,208,7,30,2025-12-17,14.79
11490,1247,444,0,0,13,2025-11-08,0.57
11956,432,61,0,0,18,2025-07-23,2.04
286,176,168,0,0,20,2025-11-01,2.2
475,283,412,482,46,30,2025-11-07,11.79
616,368,129,0,0,25,2025-11-08,6.58
733,448,26,193,48,24,2025-12-11,13.95
746,457,398,10,2,0,2025-09-29,11.26
1376,844,38,0,0,19,2025-11-24,9.2
1670,1030,277,59,11,11,2025-12-17,9.01
1745,1081,460,11,5,0,2025-11-14,11.75
2229,1368,393,29,11,14,2025-11-20,4.98
2337,1433,239,499,12,28,2025-07-08,10.61
2360,1447,12,0,0,24,2025-11-12,15.97
2386,1464,440,0,0,24,2025-07-21,26.59
2426,1487,293,147,2,14,2025-09-26,6.21
2428,1488,384,0,0,21,2025-09-29,1.58
2956,1812,173,34,5,26,2025-11-12,2.09
3167,1938,432,459,12,7,2025-07-01,10.38
3377,2071,160,0,0,6,2025-10-22,8.07
3474,2124,328,327,22,5,2025-09-07,1.53
3564,2177,122,0,0,26,2025-09-26,7.7
3766,2304,270,0,0,28,2025-01-29,3.54
3866,2360,467,339,18,12,2025-11-02,4.03
3891,2372,55,0,0,25,2025-11-03,27.69
4336,2650,330,423,40,12,2025-08-07,0.77
4669,2855,161,165,14,26,2025-07-16,2.57
4803,2933,460,15,6,22,2025-10-06,4.77
5174,3158,409,0,0,25,2025-08-31,6.59
5350,3270,369,15,7,0,2025-07-11,1.46
5546,3389,317,4,0,16,2025-10-08,1.95
6278,3829,411,48,24,24,2025-09-23,5.55
6603,4019,69,0,0,17,2025-06-23,6.35
7079,4307,126,129,12,14,2025-07-07,0.86
7142,4342,154,16,6,0,2025-10-08,3.17
7193,4376,273,368,27,11,2025-08-18,5.79
7420,4508,447,91,28,17,2025-11-23,10.62
7594,4618,330,0,0,12,2025-09-23,8.35
7739,4699,414,12,1,30,2025-11-09,4.45
7815,4747,471,472,14,11,2025-11-02,0.77
8965,3412,426,410,39,7,2025-11-20,23.95
9720,3372,370,342,3,19,2025-12-03,33.87
10081,1483,145,498,32,23,2025-09-03,20.58
10296,3631,374,0,0,18,2025-05-29,6.2
10462,4101,30,143,42,9,2025-07-14,7.19
10715,1093,242,10,2,11,2025-12-12,10.82
11138,3774,464,214,0,15,2025-09-16,2.19
11191,2212,201,423,29,21,2025-07-20,5.1
11267,1562,37,223,21,16,2025-08-03,2.74
11524,4816,25,9,3,0,2025-07-30,8.08
11547,3355,204,183,3,16,2025-08-06,7.23
11614,2260,441,0,0,15,2025-07-05,9.38
11828,1467,142,314,35,29,2025-09-17,4.63
11913,2306,490,255,47,8,2025-11-28,8.67
182,114,442,380,28,29,2025-10-02,56.79
289,178,449,37,9,16,2025-11-05,14.04
391,235,472,141,5,7,2025-08-26,0.39
799,487,479,4,4,12,2025-09-11,5.83
1255,767,190,495,0,16,2025-10-28,8.38
1308,799,52,476,10,20,2025-08-30,9.4
1754,1086,440,236,13,11,2025-11-04,5.38
2019,1243,133,0,0,28,2025-05-11,1.81
2133,1312,114,0,0,23,2025-10-07,4.16
2191,1347,275,146,32,12,2025-07-04,2.64
2367,1452,352,236,25,26,2025-12-03,22.03
2478,1521,324,0,0,21,2025-10-01,0.38
2484,1526,95,0,0,0,2025-02-17,6.04
2599,1599,341,16,2,0,2025-08-20,14.98
3013,1850,320,415,4,23,2025-11-09,8.34
3074,1886,4,495,10,11,2025-07-30,4.66
3206,1959,166,7,1,0,2025-11-17,6.61
3270,1998,472,29,5,25,2025-08-20,3.92
3292,2013,423,3,3,9,2025-12-03,0.48
3317,2031,314,0,0,12,2025-03-12,0.39
3394,2080,440,152,10,14,2025-11-29,4.36
4014,2441,310,1,0,0,2025-09-26,3.53
4155,2534,473,0,0,5,2025-11-11,14.25
4222,2576,382,6,2,17,2025-10-12,4.59
4225,2578,336,0,0,15,2025-02-16,8.34
4447,2715,276,405,46,6,2025-06-30,25.04
4771,2912,362,0,0,12,2025-09-12,1.98
4932,3013,34,328,25,7,2025-07-12,10.0
5934,3623,284,4,1,0,2025-09-01,30.71
6014,3667,454,374,23,20,2025-12-04,3.2
6552,3989,414,8,2,15,2025-06-28,16.21
6687,4076,214,163,13,29,2025-11-22,7.54
7028,4280,87,0,0,28,2025-09-09,0.29
7035,4284,421,0,0,29,2025-09-20,11.34
7494,4554,337,46,6,11,2025-07-07,1.52
7642,4646,43,0,0,15,2025-10-21,0.51
8231,4990,397,217,29,25,2025-09-25,0.69
8607,601,478,70,15,27,2025-07-06,2.12
8802,1987,216,15,2,0,2025-12-03,0.89
8808,2442,407,201,33,12,2025-09-18,5.95
8858,4294,449,467,6,21,2025-11-27,5.6
9078,1802,373,7,1,0,2025-12-06,14.34
9086,2183,66,60,1,10,2025-10-10,6.49
9501,2376,323,267,21,22,2025-08-22,43.94
9624,3398,481,0,0,30,2025-03-13,4.17
9649,1040,490,0,0,9,2025-02-10,2.16
9660,2133,487,13,2,0,2025-12-18,44.11
9686,2523,453,338,8,6,2025-08-18,2.36
9687,1228,446,8,1,19,2025-08-01,1.4
10688,2232,294,13,4,0,2025-07-16,28.59
10862,4025,310,402,39,20,2025-10-12,1.97
11278,2316,179,12,3,20,2025-09-17,1.13
11577,3662,355,258,1,11,2025-10-09,3.99
11597,3704,361,20,5,0,2025-08-02,28.21
11710,1266,397,18,5,0,2025-08-12,11.64
11742,365,273,0,0,22,2025-09-01,2.31
11781,1052,333,162,48,25,2025-09-18,6.21
11995,4654,488,7,3,0,2025-11-01,0.67
16,9,339,3,3,25,2025-10-20,10.26
78,46,119,0,0,16,2025-10-11,1.66
419,253,404,483,11,20,2025-11-13,4.63
735,450,266,0,0,15,2025-03-31,9.78
994,604,398,31,12,30,2025-08-06,6.33
1044,635,173,153,9,24,2025-10-15,11.39
1237,755,489,200,49,15,2025-07-02,4.94
1279,780,434,183,15,16,2025-11-04,3.72
1644,1017,135,21,3,20,2025-11-12,7.2
1718,1062,221,259,10,10,2025-10-22,16.75
1800,1115,52,409,37,27,2025-11-04,54.11
1905,1177,111,51,9,30,2025-10-28,3.26
2182,1343,199,0,0,21,2025-09-09,1.49
2318,1424,141,275,38,19,2025-12-04,0.37
2408,1474,191,209,18,6,2025-09-08,37.47
2439,1495,29,12,0,19,2025-07-30,1.23
2846,1748,427,259,10,5,2025-08-15,36.57
3943,2400,171,0,0,27,2025-04-15,0.74
4104,2499,406,0,0,26,2025-11-17,15.64
4170,2545,252,0,0,25,2025-05-22,3.5
4284,2615,134,468,38,14,2025-11-26,54.8
4624,2830,188,338,50,25,2025-11-21,0.59
4998,3050,296,17,8,0,2025-07-13,7.32
5020,3063,176,276,50,9,2025-11-14,3.89
5153,3144,189,0,0,5,2025-11-04,0.38
5361,3276,248,0,0,27,2025-09-27,0.64
5379,3288,473,451,5,9,2025-11-07,3.78
5600,3421,212,234,0,20,2025-11-09,1.27
5881,3592,75,143,14,21,2025-09-18,24.09
5916,3611,433,0,0,29,2025-01-20,4.96
6285,3834,15,6,2,6,2025-10-17,0.28
6489,3952,202,265,9,24,2025-08-14,0.45
6514,3967,422,475,39,12,2025-11-01,2.75
6643,4049,299,0,0,26,2024-12-25,0.5
6656,4058,96,354,49,22,2025-11-25,1.99
6846,4170,21,414,47,29,2025-10-27,8.97
6902,4206,315,88,40,22,2025-10-29,0.63
6990,4257,211,0,0,29,2025-08-14,2.74
7043,4288,180,161,40,21,2025-11-30,2.96
7212,4385,286,75,37,6,2025-09-27,1.18
7375,4483,286,182,45,12,2025-10-20,21.56
7379,4486,499,15,0,18,2025-11-02,10.73
7418,4508,80,461,49,23,2025-10-29,42.13
7731,4695,302,0,0,13,2025-01-16,3.27
7864,4774,17,329,46,25,2025-10-19,6.74
7956,4831,145,10,3,0,2025-07-16,0.72
7989,4852,143,4,4,0,2025-08-29,28.13
8006,4860,53,0,0,6,2025-07-08,13.85
8045,4884,13,73,11,13,2025-10-28,2.28
8073,4899,447,19,1,0,2025-12-09,7.55
8566,4949,237,0,0,23,2025-09-09,0.61
8603,2263,409,0,0,5,2025-01-13,1.85
8727,1359,253,402,38,8,2025-10-13,0.63
8930,2788,339,455,24,9,2025-08-10,2.56
9145,3280,419,288,15,30,2025-10-22,4.03
9731,1021,90,144,34,29,2025-11-18,5.02
9911,637,331,44,3,21,2025-12-24,1.49
10283,2844,461,228,18,10,2025-10-05,0.75
10524,2890,132,10,1,0,2025-07-23,8.47
10674,2594,440,46,18,23,2025-08-18,8.33
10706,741,7,259,46,27,2025-09-06,14.06
10752,1087,52,93,14,30,2025-10-02,3.45
11064,644,274,116,38,6,2025-09-10,6.81
11196,3262,476,202,50,14,2025-11-29,7.74
11315,2499,267,0,0,25,2025-01-29,6.36
11329,3905,464,434,21,11,2025-07-27,1.91
11629,1351,413,258,50,24,2025-12-22,9.55
11768,3071,416,446,7,7,2025-11-14,13.71
11859,4339,17,0,0,16,2025-07-22,4.45
11936,280,183,0,0,20,2025-09-13,4.59
2818,1728,303,355,20,29,2025-08-02,1.87
141,90,381,0,0,11,2025-04-30,5.09
142,90,459,0,0,23,2025-02-15,24.13
460,275,297,0,0,30,2025-09-30,4.46
693,419,304,0,0,24,2025-10-01,2.12
1221,747,346,3,2,0,2025-09-07,13.42
1395,855,131,378,15,9,2025-08-18,7.72
1877,1160,119,13,6,0,2025-08-31,0.95
2096,1286,384,242,36,8,2025-08-21,13.95
2251,1381,227,296,40,12,2025-08-28,0.97
3173,1941,256,11,0,0,2025-11-12,4.32
3534,2156,137,36,10,25,2025-07-20,12.79
3603,2201,152,11,1,0,2025-10-21,14.44
3746,2292,83,13,2,18,2025-08-16,11.99
3871,2364,100,381,14,30,2025-11-04,8.37
4300,2625,446,458,27,9,2025-09-18,12.57
4523,2762,197,101,4,28,2025-12-19,8.96
4585,2806,323,133,41,7,2025-10-21,2.22
4735,2892,200,40,3,19,2025-11-27,5.48
5154,3145,58,4,2,0,2025-12-03,18.3
5747,3510,355,305,4,17,2025-11-06,2.5
6114,3730,489,348,1,10,2025-10-10,1.12
6149,3750,359,2,2,0,2025-09-22,0.84
6224,3798,29,0,0,29,2025-11-22,4.71
6472,3942,424,6,2,0,2025-10-07,2.02
6490,3953,15,0,0,26,2025-07-29,2.21
6573,4001,402,0,0,10,2025-01-08,10.16
