order_id,customer_id,order_status,subtotal,tax_amount,shipping_cost,total_discount,total_amount,currency,order_placed_at,order_shipped_at,order_delivered_at
10543,7389,Delivered,4350.38,318.7,9.15,100.14,4678.23,USD,2018-01-19 20:53:17,2018-01-22,2018-01-29
11144,7847,Delivered,10090.58,950.12,14.46,999.47,11055.16,USD,2017-01-28 12:18:09,2017-01-31,2017-02-05
11472,8102,Delivered,966.31,91.45,13.16,0.0,1070.92,USD,2025-07-26 01:14:23,2025-07-26,2025-07-30
11808,8323,Delivered,9775.32,595.88,16.29,0.0,10387.49,USD,2021-02-28 00:40:45,2021-03-03,2021-03-09
12582,8843,Delivered,8062.77,679.12,0.0,0.0,8741.89,USD,2022-01-13 23:25:19,2022-01-15,2022-01-18
12910,9059,Delivered,320.2,30.48,21.49,213.47,372.17,USD,2025-01-09 09:00:45,2025-01-09,2025-01-12
12961,9092,Delivered,2302.59,152.66,23.58,300.81,2478.83,USD,2025-12-23 20:39:11,2025-12-25,2025-12-25
13224,9263,Delivered,14490.84,1160.5,0.0,1407.97,15651.34,USD,2024-12-21 00:24:47,2024-12-24,2024-12-31
13456,9423,Delivered,1281.75,96.37,16.0,0.0,1394.12,USD,2024-06-26 15:27:59,2024-06-29,2024-07-04
13637,9534,Delivered,8016.66,515.32,17.27,70.2,8549.25,USD,2023-11-29 19:50:16,2023-12-01,2023-12-03
13799,9640,Delivered,7309.51,782.96,7.63,109.26,8100.1,USD,2022-07-06 21:23:21,2022-07-08,2022-07-11
419,266,Delivered,3136.2,311.8,6.8,1318.66,3454.8,USD,2023-08-17 16:56:34,2023-08-20,2023-08-27
979,625,Delivered,1352.32,99.57,6.11,113.23,1458.0,USD,2022-11-02 12:22:56,2022-11-05,2022-11-09
1090,691,Delivered,7446.19,574.58,17.9,271.76,8038.67,USD,2025-08-09 20:32:43,2025-08-09,2025-08-15
1267,803,Delivered,355.56,19.27,28.33,16.9,403.16,USD,2025-01-12 18:08:49,2025-01-13,2025-01-18
1640,1045,Delivered,1648.22,119.94,9.3,0.0,1777.46,USD,2022-11-22 05:06:40,2022-11-22,2022-11-25
2766,1794,Delivered,2376.86,197.79,8.31,305.09,2582.96,USD,2024-09-26 03:05:14,2024-09-29,2024-10-04
3269,2109,Delivered,2625.1,238.64,9.29,0.0,2873.03,USD,2025-10-23 20:58:46,2025-10-24,2025-10-28
3942,2538,Delivered,4294.4,395.35,8.62,221.93,4698.37,USD,2025-05-05 03:16:59,2025-05-08,2025-05-10
4582,2941,Delivered,1472.5,84.91,9.01,0.0,1566.42,USD,2018-08-10 07:04:24,2018-08-11,2018-08-18
4696,3010,Delivered,2721.02,214.38,7.14,302.34,2942.54,USD,2024-09-03 19:10:50,2024-09-03,2024-09-09
4757,3062,Delivered,999.53,68.45,27.67,71.86,1095.65,USD,2025-10-14 20:38:24,2025-10-15,2025-10-19
4914,3173,Returned,6081.99,454.72,7.01,0.0,6543.72,USD,2025-02-15 16:48:59,2025-02-17,2025-02-22
5257,3420,Delivered,3460.31,362.19,15.3,81.66,3837.8,USD,2020-11-07 11:43:29,2020-11-09,2020-11-15
5396,3525,Returned,3469.09,238.41,0.0,281.05,3707.5,USD,2025-09-29 13:48:09,2025-10-01,2025-10-05
5595,3680,Returned,11123.96,916.48,0.0,62.69,12040.44,USD,2025-02-22 10:27:15,2025-02-24,2025-02-27
5870,3883,Delivered,4841.38,390.77,15.77,58.56,5247.92,USD,2017-11-09 19:46:48,2017-11-11,2017-11-15
5970,3952,Delivered,1969.83,138.53,6.69,1313.22,2115.05,USD,2022-06-09 01:47:55,2022-06-09,2022-06-13
6078,4028,Delivered,2423.33,196.44,21.22,0.0,2640.99,USD,2021-03-13 17:22:10,2021-03-16,2021-03-18
6689,4475,Delivered,11331.83,1044.06,7.85,1095.96,12383.74,USD,2019-01-26 09:28:38,2019-01-29,2019-02-04
7185,4819,Delivered,4979.57,457.18,0.0,263.98,5436.75,USD,2022-03-31 22:45:59,2022-04-02,2022-04-04
7728,5231,Returned,107.25,5.78,26.55,35.75,139.58,USD,2017-09-09 17:50:43,2017-09-11,2017-09-17
8127,5571,Delivered,4019.57,319.16,16.64,178.9,4355.37,USD,2025-10-09 09:26:35,2025-10-09,2025-10-16
8304,5711,Delivered,1713.47,116.55,6.27,247.86,1836.29,USD,2020-08-24 15:04:20,2020-08-27,2020-08-31
8565,5895,Returned,2010.69,186.21,15.26,458.09,2212.16,USD,2023-09-25 05:44:19,2023-09-25,2023-09-29
9099,6289,Delivered,1560.52,144.71,6.3,69.8,1711.53,USD,2025-01-30 12:52:35,2025-02-02,2025-02-07
9608,6678,Delivered,4880.19,312.04,17.76,171.92,5209.99,USD,2025-08-09 00:02:41,2025-08-09,2025-08-14
9642,6702,Delivered,2682.96,219.15,7.83,0.0,2909.94,USD,2025-04-02 15:03:08,2025-04-05,2025-04-07
10821,7606,Delivered,1110.49,94.15,9.07,368.53,1213.71,USD,2025-03-23 18:21:41,2025-03-25,2025-03-28
11411,8061,Delivered,15929.27,1467.36,13.01,470.84,17409.64,USD,2025-08-06 23:33:44,2025-08-09,2025-08-13
11433,8071,Delivered,3307.03,376.07,0.0,0.0,3683.1,USD,2022-05-17 03:49:23,2022-05-20,2022-05-27
11512,8129,Delivered,2321.7,224.88,24.58,520.11,2571.16,USD,2019-11-28 13:22:40,2019-11-28,2019-12-02
11835,8343,Delivered,6188.17,554.64,8.88,612.2,6751.69,USD,2021-06-24 03:21:27,2021-06-27,2021-06-30
12087,8515,Delivered,3022.65,331.22,20.02,0.0,3373.89,USD,2023-08-11 08:45:30,2023-08-13,2023-08-19
13094,9181,Delivered,3038.91,323.66,17.88,0.0,3380.45,USD,2021-10-28 22:31:28,2021-10-29,2021-11-01
13675,9559,Delivered,650.93,47.36,9.45,216.97,707.74,USD,2025-04-03 22:17:24,2025-04-05,2025-04-12
13691,9572,Delivered,2566.7,137.12,15.13,0.0,2718.95,USD,2022-03-16 01:42:01,2022-03-16,2022-03-21
13750,9615,Delivered,5787.09,386.48,0.0,0.0,6173.57,USD,2022-07-25 01:25:48,2022-07-26,2022-07-30
275,179,Delivered,8925.63,775.4,0.0,1496.5,9701.03,USD,2025-11-24 07:35:55,2025-11-25,2025-11-28
426,269,Delivered,1097.66,67.08,9.24,39.26,1173.98,USD,2021-11-21 14:13:47,2021-11-23,2021-11-25
550,350,Delivered,1062.0,80.36,19.46,0.0,1161.82,USD,2023-03-17 16:19:42,2023-03-19,2023-03-25
1032,657,Delivered,2816.99,214.21,6.98,232.79,3038.18,USD,2024-05-04 22:12:24,2024-05-04,2024-05-08
1384,879,Delivered,5848.46,486.11,70.37,126.6,6404.94,USD,2023-01-18 01:52:33,2023-01-18,2023-01-20
2071,1327,Delivered,6161.94,649.11,7.46,458.96,6818.51,USD,2019-12-17 07:15:45,2019-12-19,2019-12-23
2141,1377,Delivered,1805.4,104.04,17.63,0.0,1927.07,USD,2025-12-12 15:38:09,2025-12-12,2025-12-15
2410,1560,Returned,2909.28,245.34,19.43,366.61,3174.05,USD,2024-06-20 01:30:30,2024-06-21,2024-06-24
2428,1572,Delivered,3575.15,233.32,7.18,0.0,3815.65,USD,2022-05-08 23:49:46,2022-05-11,2022-05-13
3234,2085,Delivered,4585.54,484.03,15.2,921.38,5084.77,USD,2024-10-26 17:26:34,2024-10-26,2024-10-29
5087,3295,Delivered,4127.82,469.98,72.18,0.0,4669.98,USD,2022-03-29 12:35:52,2022-03-29,2022-04-04
5714,3770,Returned,803.49,82.65,7.75,0.0,893.89,USD,2024-10-25 07:42:57,2024-10-26,2024-11-01
6146,4080,Delivered,5930.19,536.36,79.62,61.7,6546.17,USD,2016-03-03 09:31:03,2016-03-06,2016-03-12
6171,4097,Delivered,1186.06,124.83,7.91,71.26,1318.8,USD,2025-01-18 07:02:34,2025-01-20,2025-01-26
6746,4519,Delivered,835.59,73.82,7.78,219.91,917.19,USD,2024-06-21 23:34:57,2024-06-23,2024-06-29
7618,5144,Delivered,5127.28,421.01,21.91,253.12,5570.2,USD,2024-03-10 15:43:08,2024-03-10,2024-03-14
7972,5435,Delivered,3077.72,219.47,6.73,387.49,3303.92,USD,2025-08-25 12:02:46,2025-08-27,2025-08-30
8456,5819,Delivered,5410.75,340.82,28.7,2853.05,5780.27,USD,2024-10-04 20:45:25,2024-10-05,2024-10-12
8612,5936,Delivered,461.98,48.85,8.65,0.0,519.48,USD,2025-03-17 16:21:02,2025-03-18,2025-03-20
8674,5989,Delivered,2366.58,198.0,21.92,0.0,2586.5,USD,2019-12-11 01:44:55,2019-12-11,2019-12-16
8901,6154,Delivered,2394.85,186.78,20.97,412.49,2602.6,USD,2025-10-17 10:44:36,2025-10-17,2025-10-23
9545,6636,Delivered,9436.96,883.44,14.19,0.0,10334.59,USD,2025-02-19 22:26:20,2025-02-22,2025-02-26
10623,7445,Delivered,9657.05,830.86,19.23,2379.29,10507.14,USD,2024-06-06 15:44:52,2024-06-09,2024-06-11
10636,7455,Delivered,1653.37,106.28,22.4,168.29,1782.05,USD,2025-01-18 18:08:03,2025-01-20,2025-01-26
10700,7511,Delivered,948.35,88.35,7.04,0.0,1043.74,USD,2018-03-22 04:04:49,2018-03-23,2018-03-26
11143,7847,Delivered,2272.68,229.03,0.0,953.16,2501.71,USD,2017-01-28 10:18:08,2017-01-28,2017-02-02
12132,8544,Delivered,5556.49,641.72,0.0,265.23,6198.21,USD,2023-05-27 08:44:59,2023-05-27,2023-06-01
12751,8952,Returned,7700.99,627.39,6.98,151.19,8335.36,USD,2023-02-09 17:51:28,2023-02-09,2023-02-13
13164,9225,Delivered,1591.48,119.96,8.82,0.0,1720.26,USD,2025-07-22 17:54:00,2025-07-22,2025-07-27
77,50,Returned,2150.17,148.73,23.44,150.04,2322.34,USD,2024-09-08 16:06:33,2024-09-11,2024-09-15
188,121,Delivered,1970.35,218.77,20.27,180.96,2209.39,USD,2024-08-20 06:02:47,2024-08-20,2024-08-26
243,159,Delivered,2097.28,140.82,0.0,109.55,2238.1,USD,2025-05-25 17:51:02,2025-05-26,2025-06-01
386,249,Delivered,2852.0,260.11,9.12,12.51,3121.23,USD,2025-12-01 17:20:42,2025-12-03,2025-12-07
975,622,Returned,4078.4,373.37,0.0,0.0,4451.77,USD,2025-12-01 21:44:18,2025-12-01,2025-12-04
1325,838,Delivered,13251.13,991.33,0.0,54.17,14242.46,USD,2023-04-02 04:14:40,2023-04-05,2023-04-07
1677,1071,Delivered,634.67,66.64,0.0,0.0,701.31,USD,2024-11-21 07:24:01,2024-11-24,2024-11-30
2190,1411,Delivered,5193.04,531.54,15.52,95.7,5740.1,USD,2024-07-11 23:27:57,2024-07-11,2024-07-18
2857,1847,Delivered,4670.35,324.84,9.41,2162.8,5004.6,USD,2021-10-09 22:40:24,2021-10-09,2021-10-11
2991,1930,Delivered,739.92,63.63,22.72,0.0,826.27,USD,2024-07-01 06:13:39,2024-07-01,2024-07-06
3713,2400,Delivered,1365.57,80.15,17.51,403.41,1463.23,USD,2025-10-01 18:42:17,2025-10-02,2025-10-09
4321,2780,Delivered,5304.51,507.87,0.0,47.76,5812.38,USD,2025-10-10 05:15:32,2025-10-10,2025-10-17
5053,3275,Delivered,2703.89,245.82,6.17,0.0,2955.88,USD,2025-01-21 23:54:06,2025-01-23,2025-01-27
5251,3415,Delivered,2871.64,320.93,8.51,332.29,3201.08,USD,2025-10-14 00:35:43,2025-10-16,2025-10-19
5775,3814,Delivered,998.51,315.75,9.95,3052.47,1324.21,USD,2017-04-08 12:30:10,2017-04-08,2017-04-14
6098,4040,Delivered,2404.56,192.05,25.6,126.92,2622.21,USD,2022-01-12 03:11:34,2022-01-12,2022-01-14
7462,5031,Delivered,2754.01,284.99,0.0,251.09,3039.0,USD,2025-02-20 12:15:05,2025-02-23,2025-03-02
8312,5715,Delivered,1404.76,101.35,9.13,20.26,1515.24,USD,2022-08-04 23:27:27,2022-08-05,2022-08-10
8421,5799,Delivered,1944.84,156.84,96.86,0.0,2198.54,USD,2025-04-19 10:53:06,2025-04-21,2025-04-25
8790,6074,Delivered,7016.19,577.37,0.0,625.85,7593.56,USD,2025-12-14 06:43:52,2025-12-16,2025-12-22
9128,6310,Delivered,7821.08,832.98,24.79,0.0,8678.85,USD,2021-06-21 08:12:13,2021-06-23,2021-06-30
9266,6427,Delivered,5927.98,387.16,21.62,384.16,6336.76,USD,2025-10-28 16:50:29,2025-10-30,2025-11-06
9358,6494,Delivered,925.73,87.52,122.44,231.3,1135.69,USD,2024-11-10 07:38:51,2024-11-11,2024-11-16
9909,6906,Delivered,3792.66,390.32,8.15,1872.43,4191.13,USD,2025-10-19 12:17:26,2025-10-21,2025-10-26
10175,7106,Returned,1665.47,138.16,0.0,37.43,1803.63,USD,2025-07-03 02:46:20,2025-07-06,2025-07-10
10245,7159,Delivered,988.17,97.96,19.35,33.07,1105.48,USD,2023-11-26 20:46:00,2023-11-28,2023-12-03
10876,7648,Delivered,3809.23,240.78,26.45,906.92,4076.46,USD,2025-11-17 20:54:45,2025-11-18,2025-11-21
11571,8171,Delivered,4155.57,365.82,0.0,370.74,4521.39,USD,2023-06-08 02:10:12,2023-06-11,2023-06-13
11773,8299,Returned,10804.45,923.55,19.56,5853.32,11747.56,USD,2023-08-25 00:21:45,2023-08-25,2023-08-30
11792,8312,Delivered,408.45,72.8,8.36,460.96,489.61,USD,2023-02-26 20:17:21,2023-02-27,2023-03-03
12110,8531,Delivered,8704.41,664.38,28.36,658.77,9397.15,USD,2023-10-23 15:12:44,2023-10-24,2023-10-29
12287,8646,Delivered,5168.4,374.02,6.32,337.62,5548.74,USD,2022-07-25 15:51:20,2022-07-26,2022-07-31
12341,8685,Delivered,5022.17,469.59,20.81,29.14,5512.57,USD,2022-08-22 03:18:30,2022-08-22,2022-08-24
12956,9087,Delivered,2978.64,224.39,6.31,461.59,3209.34,USD,2020-02-19 05:46:48,2020-02-20,2020-02-22
466,298,Delivered,3709.61,325.95,23.33,51.26,4058.89,USD,2024-09-21 06:04:56,2024-09-21,2024-09-27
773,495,Delivered,4644.25,268.3,8.61,947.56,4921.16,USD,2024-05-12 21:09:59,2024-05-15,2024-05-19
1197,759,Returned,2128.78,163.31,6.38,0.0,2298.47,USD,2021-10-20 10:42:31,2021-10-20,2021-10-22
1515,966,Delivered,4086.33,337.18,0.0,603.66,4423.51,USD,2025-12-06 01:45:21,2025-12-06,2025-12-10
1740,1105,Returned,2740.36,316.95,19.65,307.73,3076.96,USD,2023-01-30 15:05:19,2023-01-30,2023-02-06
2182,1406,Returned,1856.68,154.14,15.03,80.88,2025.85,USD,2017-07-07 21:19:56,2017-07-10,2017-07-12
2578,1671,Delivered,1857.21,187.12,0.0,181.6,2044.33,USD,2025-06-16 12:29:37,2025-06-18,2025-06-23
2718,1760,Delivered,2297.09,224.8,0.0,482.02,2521.89,USD,2022-09-05 01:19:58,2022-09-08,2022-09-12
2780,1800,Delivered,1986.11,264.82,0.0,1332.45,2250.93,USD,2023-10-22 03:34:46,2023-10-23,2023-10-25
3168,2043,Delivered,1664.32,150.86,6.2,34.19,1821.38,USD,2020-01-14 06:54:07,2020-01-17,2020-01-19
3235,2085,Returned,3799.95,345.39,0.0,329.94,4145.34,USD,2022-11-01 03:41:51,2022-11-03,2022-11-08
3450,2221,Delivered,1307.58,89.69,17.84,211.66,1415.11,USD,2020-11-19 23:39:34,2020-11-21,2020-11-26
3483,2246,Delivered,1224.99,65.48,8.42,141.69,1298.89,USD,2018-03-06 17:23:47,2018-03-06,2018-03-10
3811,2465,Delivered,2080.9,150.54,19.53,419.62,2250.97,USD,2021-03-10 21:34:59,2021-03-12,2021-03-15
4530,2911,Delivered,6108.91,473.98,6.01,151.81,6588.9,USD,2020-12-18 05:07:04,2020-12-19,2020-12-25
4591,2947,Delivered,1961.28,132.45,25.34,599.48,2119.07,USD,2019-12-22 12:17:30,2019-12-23,2019-12-26
4919,3176,Delivered,4204.16,385.81,14.26,34.91,4604.23,USD,2020-08-19 22:30:14,2020-08-19,2020-08-24
4936,3192,Returned,1051.09,64.38,0.0,21.45,1115.47,USD,2022-12-09 12:13:06,2022-12-09,2022-12-15
5558,3649,Delivered,5303.48,416.14,0.0,0.0,5719.62,USD,2019-12-20 04:06:26,2019-12-23,2019-12-29
5636,3708,Delivered,4652.22,437.98,28.51,0.0,5118.71,USD,2021-11-18 23:12:15,2021-11-19,2021-11-23
5896,3902,Delivered,2146.59,173.98,17.54,0.0,2338.11,USD,2023-09-06 22:04:12,2023-09-08,2023-09-13
6137,4071,Delivered,228.44,24.52,29.21,12.98,282.17,USD,2022-08-18 05:38:13,2022-08-20,2022-08-27
6762,4529,Delivered,6925.58,486.31,8.89,852.74,7420.78,USD,2025-09-03 23:26:35,2025-09-06,2025-09-13
6800,4555,Delivered,1304.12,123.35,9.41,106.03,1436.88,USD,2025-11-14 08:56:19,2025-11-16,2025-11-20
7177,4814,Delivered,12104.57,1211.78,24.61,1192.53,13340.96,USD,2019-12-07 20:14:18,2019-12-09,2019-12-13
7685,5192,Delivered,3979.66,320.44,9.49,840.42,4309.59,USD,2025-08-27 18:40:17,2025-08-30,2025-09-06
8154,5598,Delivered,1617.73,105.2,16.51,37.78,1739.44,USD,2025-07-19 17:37:15,2025-07-19,2025-07-22
8211,5644,Delivered,3716.46,304.46,14.35,0.0,4035.27,USD,2025-09-20 13:10:26,2025-09-23,2025-09-28
8240,5664,Returned,2810.67,299.81,22.34,709.21,3132.82,USD,2019-04-10 00:23:30,2019-04-10,2019-04-12
9012,6234,Delivered,3600.03,344.11,69.5,656.79,4013.64,USD,2021-02-17 02:20:22,2021-02-17,2021-02-24
9329,6472,Delivered,5276.15,347.24,8.52,398.37,5631.91,USD,2024-06-24 10:09:37,2024-06-24,2024-06-30
10219,7140,Delivered,892.0,62.62,9.21,297.33,963.83,USD,2023-01-06 02:31:08,2023-01-07,2023-01-09
10333,7222,Returned,1915.09,165.52,7.4,323.73,2088.01,USD,2024-01-17 05:43:16,2024-01-20,2024-01-27
10502,7354,Delivered,831.58,84.5,18.18,170.32,934.26,USD,2025-04-06 18:42:48,2025-04-06,2025-04-12
10686,7497,Delivered,3853.72,345.17,24.35,39.45,4223.24,USD,2025-02-01 19:03:12,2025-02-02,2025-02-09
10698,7508,Delivered,6189.48,463.16,0.0,7.09,6652.64,USD,2022-02-11 17:33:25,2022-02-14,2022-02-16
11117,7826,Delivered,4603.41,323.17,19.95,435.07,4946.53,USD,2025-11-17 10:00:25,2025-11-18,2025-11-22
11302,7982,Delivered,1918.58,132.43,8.79,206.51,2059.8,USD,2024-11-13 20:26:18,2024-11-13,2024-11-17
11492,8113,Delivered,4804.12,538.82,29.78,0.0,5372.72,USD,2019-12-22 10:16:15,2019-12-25,2019-12-29
11522,8136,Delivered,2481.69,249.34,8.37,262.01,2739.4,USD,2025-06-02 18:59:21,2025-06-04,2025-06-11
11812,8326,Delivered,4450.27,339.82,0.0,0.0,4790.09,USD,2018-09-13 15:40:04,2018-09-14,2018-09-19
12177,8577,Delivered,4441.09,486.47,8.25,0.0,4935.81,USD,2023-01-14 03:45:12,2023-01-14,2023-01-17
12877,9039,Returned,718.05,37.62,18.59,0.0,774.26,USD,2023-10-06 15:03:58,2023-10-07,2023-10-11
13599,9511,Delivered,3125.86,238.54,14.82,128.28,3379.22,USD,2024-08-24 07:41:45,2024-08-26,2024-08-30
13699,9579,Delivered,4548.88,284.36,8.33,0.0,4841.57,USD,2022-10-03 23:12:20,2022-10-05,2022-10-09
13816,9648,Delivered,2312.82,149.17,0.0,368.68,2461.99,USD,2023-11-21 15:35:56,2023-11-21,2023-11-26
13950,9748,Delivered,13958.66,1265.24,15.83,326.57,15239.73,USD,2020-04-14 07:59:48,2020-04-17,2020-04-24
100,67,Delivered,4958.35,298.5,15.38,6.07,5272.23,USD,2025-10-26 14:54:59,2025-10-28,2025-11-03
423,268,Delivered,3286.72,308.05,0.0,1762.92,3594.77,USD,2022-06-19 08:57:46,2022-06-22,2022-06-27
565,359,Delivered,11857.08,1094.87,26.86,197.0,12978.81,USD,2016-04-28 08:25:38,2016-04-29,2016-05-02
696,445,Returned,302.81,24.46,24.4,201.88,351.67,USD,2025-06-02 09:16:31,2025-06-04,2025-06-06
1256,796,Delivered,5687.63,491.66,0.0,0.0,6179.29,USD,2016-06-28 14:08:12,2016-06-28,2016-07-03
1299,824,Delivered,6390.77,634.23,7.72,82.61,7032.72,USD,2018-08-12 12:16:29,2018-08-15,2018-08-21
1374,872,Delivered,8085.67,736.74,6.34,4.33,8828.75,USD,2021-12-10 15:37:29,2021-12-11,2021-12-15
2458,1588,Delivered,2561.7,277.81,8.6,1707.8,2848.11,USD,2024-02-05 04:45:41,2024-02-08,2024-02-15
2831,1831,Delivered,7549.23,512.25,27.45,139.05,8088.93,USD,2021-05-31 23:33:40,2021-05-31,2021-06-06
3572,2310,Delivered,1583.82,155.56,13.96,102.48,1753.34,USD,2025-06-23 03:29:22,2025-06-25,2025-07-02
4734,3047,Delivered,7486.51,525.98,8.07,284.22,8020.56,USD,2024-04-05 11:09:33,2024-04-06,2024-04-08
5516,3612,Delivered,5429.6,455.34,84.48,1793.21,5969.42,USD,2024-03-26 12:06:12,2024-03-28,2024-04-02
6265,4167,Delivered,7570.25,563.89,14.89,0.0,8149.03,USD,2024-03-03 05:14:05,2024-03-03,2024-03-08
6459,4307,Delivered,2716.14,247.76,8.55,100.18,2972.45,USD,2025-05-28 11:16:43,2025-05-30,2025-06-03
6695,4480,Delivered,1590.26,115.64,0.0,60.43,1705.9,USD,2024-01-16 03:17:58,2024-01-17,2024-01-21
6750,4523,Delivered,3529.56,362.76,14.3,93.98,3906.62,USD,2024-09-26 17:58:19,2024-09-27,2024-10-01
7660,5173,Delivered,3216.15,177.64,18.31,312.92,3412.1,USD,2025-02-18 06:04:10,2025-02-19,2025-02-25
8371,5760,Delivered,5019.08,344.66,21.28,160.58,5385.02,USD,2025-12-21 20:02:08,2025-12-23,2025-12-25
8423,5800,Delivered,6819.73,636.03,9.84,0.0,7465.6,USD,2022-10-26 23:40:52,2022-10-29,2022-11-04
8916,6165,Delivered,9957.5,844.26,27.46,2048.83,10829.22,USD,2022-10-29 11:41:05,2022-10-31,2022-11-02
9138,6317,Delivered,8666.81,638.6,6.72,245.6,9312.13,USD,2024-12-26 19:01:38,2024-12-29,2025-01-05
9584,6661,Returned,3151.08,264.04,9.29,577.41,3424.41,USD,2022-12-30 08:19:06,2022-12-31,2023-01-07
9654,6712,Delivered,3622.3,358.28,20.07,215.54,4000.65,USD,2024-07-14 10:59:56,2024-07-14,2024-07-20
9866,6878,Delivered,2406.85,144.78,18.12,0.0,2569.75,USD,2023-09-09 19:07:21,2023-09-10,2023-09-13
10058,7012,Delivered,7928.84,891.29,21.69,1360.25,8841.82,USD,2025-03-17 03:09:03,2025-03-19,2025-03-21
10410,7291,Delivered,2038.29,182.69,18.1,87.78,2239.08,USD,2021-12-29 21:54:12,2021-12-29,2022-01-05
10451,7314,Delivered,7118.55,474.0,25.7,0.0,7618.25,USD,2025-05-05 02:30:00,2025-05-05,2025-05-12
10860,7638,Delivered,4452.55,363.56,0.0,0.0,4816.11,USD,2023-04-27 08:04:24,2023-04-28,2023-04-30
10997,7737,Delivered,2420.4,161.21,6.39,0.0,2588.0,USD,2023-02-24 09:47:31,2023-02-27,2023-03-04
11024,7759,Returned,9576.43,560.66,89.8,1584.51,10226.89,USD,2023-01-07 16:56:58,2023-01-08,2023-01-11
11152,7853,Delivered,7985.44,581.83,14.22,65.14,8581.49,USD,2017-01-13 14:50:24,2017-01-14,2017-01-19
11192,7882,Delivered,5240.58,498.41,15.87,475.73,5754.86,USD,2025-07-04 13:26:35,2025-07-04,2025-07-06
11281,7965,Delivered,1615.85,154.85,21.26,70.24,1791.96,USD,2024-10-30 14:36:33,2024-10-30,2024-11-04
11606,8194,Delivered,1113.21,95.32,9.2,160.47,1217.73,USD,2022-01-16 17:15:25,2022-01-17,2022-01-19
12409,8725,Delivered,383.48,85.82,6.17,639.18,475.47,USD,2024-10-18 02:09:48,2024-10-20,2024-10-22
12720,8929,Delivered,16170.26,1502.24,0.0,0.0,17672.5,USD,2024-03-01 13:03:07,2024-03-01,2024-03-03
13068,9163,Delivered,2287.19,210.92,18.45,61.17,2516.56,USD,2024-02-10 10:41:39,2024-02-13,2024-02-18
13110,9193,Returned,1802.3,123.11,6.73,143.36,1932.14,USD,2018-04-11 22:24:30,2018-04-13,2018-04-19
13169,9227,Delivered,4985.52,475.69,17.55,0.0,5478.76,USD,2018-11-16 19:37:24,2018-11-19,2018-11-26
13350,9344,Delivered,11633.26,928.3,130.93,0.0,12692.49,USD,2024-09-22 17:04:18,2024-09-25,2024-09-27
13449,9418,Delivered,2254.82,129.61,7.81,0.0,2392.24,USD,2025-02-08 12:09:31,2025-02-11,2025-02-16
13788,9633,Delivered,854.44,55.38,0.0,0.0,909.82,USD,2022-09-21 08:09:19,2022-09-21,2022-09-24
13796,9637,Delivered,994.96,69.3,26.52,0.0,1090.78,USD,2022-05-08 17:06:16,2022-05-09,2022-05-16
13862,9682,Delivered,10608.78,1023.6,8.02,863.38,11640.4,USD,2025-11-09 17:01:56,2025-11-09,2025-11-15
12814,8996,Delivered,2342.5,225.17,25.1,343.27,2592.77,USD,2022-11-03 22:16:22,2022-11-04,2022-11-06
292,190,Delivered,9662.29,643.11,16.35,4322.09,10321.75,USD,2024-09-15 04:25:27,2024-09-18,2024-09-23
839,539,Delivered,432.09,31.62,18.44,0.0,482.15,USD,2020-07-25 05:38:35,2020-07-26,2020-07-31
