order_item_id,order_id,product_id,quantity,discount_amount,product_price
12369,3136,2376,3,0.0,1357.17
12449,3155,1786,2,0.0,472.28
12740,3227,1775,3,0.0,236.96
12794,3238,630,7,0.0,97.51
12892,3261,4208,3,17.02,37.83
12915,3266,2068,2,333.8,1669.01
13297,3366,1369,3,0.0,106.1
13484,3414,3706,10,0.0,602.93
13510,3422,607,2,66.25,132.51
13906,3526,3167,6,0.0,43.09
14026,3555,1367,3,14.51,24.19
14882,3778,1490,1,0.0,591.48
15491,3931,2110,3,0.0,412.7
15499,3933,485,4,0.0,228.24
15592,3956,2395,3,43.64,72.73
15736,3988,2804,2,61.48,307.41
15938,4040,3521,1,118.08,295.21
16310,4140,4303,2,56.33,187.78
16360,4153,50,1,0.0,160.18
16562,4201,2093,3,0.0,97.52
16810,4260,414,2,0.0,202.99
16900,4282,2376,5,1017.88,1357.17
16921,4288,4247,2,0.0,150.49
17137,4337,1927,3,185.05,154.21
17248,4365,3469,2,0.0,461.33
17601,4457,3451,2,33.78,67.57
17657,4473,4856,3,0.0,398.15
17834,4520,2328,1,0.0,991.06
17943,4545,4072,2,0.0,13.21
18095,4585,133,3,0.0,1272.84
18127,4593,2052,1,0.0,134.4
18207,4610,971,2,0.0,1064.37
18378,4654,1850,7,0.0,388.97
18476,4676,799,2,0.0,341.49
18750,4746,3440,8,761.07,475.67
19005,4808,4335,5,0.0,62.25
19102,4835,926,6,43.25,48.06
20897,5275,2487,2,0.0,280.57
20923,5281,402,2,332.66,166.33
21114,5329,3400,3,0.0,185.07
21442,5411,190,4,0.0,74.83
21542,5433,2353,4,0.0,156.63
22138,5584,4332,6,453.74,189.06
22380,5640,93,4,0.0,233.5
22563,5686,3849,1,16.64,83.22
22819,5750,912,2,111.61,372.05
22984,5796,2253,1,33.09,220.57
23609,5950,2518,1,0.0,53.62
23828,6006,2547,2,0.0,109.38
23923,6031,153,4,186.97,186.97
24467,6164,2759,1,0.0,451.62
24834,6252,4761,1,0.0,1394.84
24885,6265,4365,4,0.0,80.59
24968,6284,2283,1,0.0,136.2
24993,6291,3636,3,29.68,98.93
25710,6457,4950,6,0.0,111.67
25713,6457,4930,3,399.76,666.27
25897,6503,1669,2,29.37,36.71
26891,6740,3843,10,0.0,342.42
26936,6751,510,4,0.0,333.17
27237,6821,3480,2,0.0,243.25
28090,7028,4505,1,0.0,346.66
28456,7119,4643,3,0.0,152.48
28479,7123,293,2,0.0,805.24
28575,7146,4229,2,0.0,128.92
28744,7187,1427,2,0.0,71.29
29317,7320,956,2,0.0,41.76
29510,7365,10,1,41.16,274.41
29554,7376,1663,5,0.0,149.54
29556,7377,3127,9,0.0,89.92
29566,7379,1476,1,45.63,114.07
29891,7459,30,1,0.0,105.05
30463,7598,2368,5,0.0,774.18
30758,7673,2367,3,202.49,674.96
31483,7856,2268,2,0.0,353.91
31534,7870,2682,2,0.0,239.59
31571,7877,1538,2,0.0,143.16
31732,7922,590,7,0.0,643.24
32201,8034,847,8,0.0,310.71
32720,8151,4074,7,604.61,345.49
32934,8201,3860,7,3877.36,1384.77
33331,8303,4287,4,189.54,236.93
33457,8335,482,1,0.0,177.89
34292,8534,3668,3,360.52,801.15
34647,8619,3289,3,191.24,254.98
35035,8714,3768,3,0.0,100.03
35150,8741,2840,5,0.0,100.27
35630,8855,4730,4,0.0,231.7
36208,8998,395,2,527.01,1054.03
36511,9067,2082,1,17.17,114.46
36636,9097,4994,2,0.0,43.5
36799,9138,1007,1,0.0,227.54
36911,9166,3722,4,364.53,227.83
36936,9172,4819,2,7.51,37.55
37139,9224,4203,5,0.0,124.84
37166,9232,3183,1,243.91,1626.09
37178,9235,557,4,0.0,133.71
37546,9324,1382,2,5.55,18.49
38152,9464,2729,2,0.0,1028.81
38909,9650,777,2,0.0,269.23
39797,9864,2761,1,0.0,105.95
39891,9885,821,2,0.0,42.07
40796,10100,140,2,29.55,59.11
41842,10351,340,8,0.0,1740.69
42001,10390,3296,1,0.0,59.78
42122,10423,3831,3,12.92,28.72
42350,10478,3888,1,0.0,178.71
42520,10520,3575,2,0.0,1104.18
42979,10630,1273,1,0.0,273.27
43075,10655,3387,1,0.0,232.5
43755,10814,3436,1,0.0,375.45
44761,11061,4813,1,0.0,148.33
44827,11079,3139,1,218.38,545.95
44828,11079,3612,1,67.07,268.27
45040,11132,4647,1,26.41,66.02
45063,11138,4400,5,2722.8,1361.4
45398,11216,4979,1,0.0,181.49
45786,11313,570,1,0.0,85.47
45842,11325,3248,3,0.0,465.62
45882,11332,2834,1,0.0,626.0
45992,11358,5,2,0.0,1039.61
46017,11364,702,4,0.0,111.12
46613,11499,2250,1,0.0,129.67
46694,11522,4423,2,0.0,130.61
46792,11546,668,1,0.0,1534.94
46864,11563,3184,7,0.0,154.2
47379,11692,932,2,0.0,73.09
48287,11919,987,3,0.0,473.98
48414,11951,3209,3,0.0,225.6
48683,12022,1473,5,0.0,691.97
48687,12024,554,3,0.0,1162.54
48691,12025,251,5,180.97,144.78
49254,12168,506,5,0.0,93.13
49465,12225,2715,2,0.0,1527.9
50093,12382,3528,1,0.0,28.05
50179,12403,1815,5,0.0,57.24
50365,12452,1290,3,0.0,1966.35
50455,12473,3260,6,0.0,421.94
50756,12555,2249,2,330.16,1100.53
50903,12596,1943,1,0.0,172.59
51212,12672,1313,3,0.0,173.26
51472,12736,4066,3,0.0,432.2
51830,12824,3597,2,110.53,276.33
51881,12839,2969,2,8.04,20.1
51982,12862,1581,3,59.65,132.56
52159,12905,3731,1,0.0,17.94
52258,12931,4090,1,0.0,1198.78
52289,12937,4674,1,0.0,86.95
52312,12943,2247,2,0.0,234.42
52410,12966,3100,2,34.5,43.12
52656,13026,4910,7,221.76,31.68
53073,13133,1208,1,0.0,1039.7
53511,13242,2060,3,0.0,2045.82
53536,13248,4203,2,0.0,124.84
53732,13296,318,7,0.0,477.03
54383,13461,3281,5,1206.4,603.2
54518,13497,487,5,0.0,342.55
54811,13568,2734,2,8.29,27.62
55102,13645,560,2,73.15,243.84
55222,13671,4380,7,0.0,35.27
55232,13673,2918,1,0.0,369.65
55409,13724,477,3,0.0,1061.66
55765,13815,688,1,39.66,396.64
55789,13821,2121,1,0.0,214.41
56121,13912,1437,1,0.0,110.8
56399,13979,698,3,0.0,164.64
24625,6208,1538,1,0.0,143.16
27602,6916,3962,1,0.0,159.52
28357,7095,125,1,0.0,178.22
28543,7138,855,1,0.0,325.07
33937,8448,1960,1,71.08,284.34
35619,8853,710,3,415.03,1383.44
36753,9127,3763,4,467.27,1168.17
39540,9803,2650,2,13.04,32.6
40880,10119,3664,2,0.0,346.92
41221,10198,2519,3,531.61,886.01
41469,10260,4668,2,368.24,920.59
42560,10530,3499,1,0.0,162.27
43915,10852,2468,1,0.0,53.87
43968,10867,1893,5,0.0,55.33
44599,11018,4556,1,0.0,383.4
44958,11113,478,3,0.0,49.32
48212,11900,2996,1,141.72,354.31
48378,11940,3348,7,81.68,58.34
49033,12113,3961,2,0.0,151.05
50754,12555,275,5,0.0,90.66
53641,13273,1064,3,0.0,377.45
54096,13383,3081,4,34.88,34.88
54989,13614,2629,4,59.77,149.42
55064,13635,2146,1,250.48,626.2
240,59,3537,7,0.0,315.22
483,122,2827,2,312.77,625.55
679,170,1566,6,665.28,443.52
730,183,4932,1,0.0,178.13
841,210,4377,2,0.0,642.89
960,244,2731,2,39.3,98.24
1147,295,2876,3,0.0,159.9
1227,314,2118,1,0.0,310.89
1669,417,4725,5,0.0,234.58
1763,442,1652,3,0.0,24.14
2025,502,2711,2,232.47,464.95
2570,638,4817,1,0.0,221.75
2583,641,20,2,0.0,67.29
2644,656,1387,1,0.0,632.62
3374,836,653,2,140.79,469.31
3378,836,378,5,0.0,812.91
3615,902,2722,2,301.74,754.36
3968,992,577,3,158.14,131.78
4207,1057,2825,1,27.57,110.26
4683,1172,4677,2,0.0,169.08
4951,1243,3924,2,158.09,316.17
5322,1344,1510,3,0.0,187.56
5628,1415,2709,2,17.18,42.95
5974,1499,4755,2,114.43,572.13
6182,1547,4700,2,0.0,1088.21
6497,1633,3068,2,0.0,70.81
6751,1701,2616,2,28.08,70.2
6899,1732,3626,5,0.0,307.48
7422,1882,873,2,0.0,1828.22
7544,1916,436,2,81.52,163.03
7810,1979,1038,1,13.12,131.15
8149,2071,4931,1,26.41,105.64
8181,2078,1236,3,0.0,133.42
8597,2185,626,5,98.75,98.75
8653,2198,2271,2,0.0,30.31
8881,2256,3384,3,383.81,639.68
9308,2360,1704,3,168.61,374.68
9536,2418,4427,2,0.0,526.24
9546,2419,2389,2,0.0,88.96
9733,2465,2111,1,0.0,218.24
10847,2748,1337,4,0.0,583.21
11000,2789,203,4,0.0,544.09
11125,2818,4470,3,378.34,315.28
11831,3000,2993,2,0.0,194.58
12225,3098,3439,2,0.0,14.43
12370,3137,3195,2,132.06,165.08
12436,3153,2522,1,0.0,356.82
12539,3178,287,3,340.88,454.51
12959,3279,1260,3,133.13,177.51
13336,3375,1253,3,1945.2,648.4
13459,3407,3496,1,0.0,19.2
13668,3463,2962,6,157.08,130.9
13872,3512,2829,4,75.41,188.53
13960,3539,4918,1,0.0,216.32
14322,3635,1531,3,0.0,166.64
14420,3661,3216,1,0.0,141.15
14507,3684,1568,4,0.0,1453.34
14557,3696,373,1,48.33,241.67
14655,3719,1775,6,0.0,236.96
14925,3790,4636,1,0.0,106.98
14948,3796,1681,2,0.0,237.52
15177,3853,2121,6,128.65,214.41
15236,3872,3917,3,0.0,42.35
15283,3883,2830,2,0.0,89.91
15311,3890,1145,2,215.5,718.32
15659,3971,3311,6,0.0,162.35
15686,3976,2717,1,0.0,1453.51
15779,3998,2650,2,0.0,32.6
15973,4051,4773,6,0.0,1177.58
16269,4126,411,3,17.1,14.25
16373,4156,3978,1,0.0,60.95
16379,4158,3111,1,249.04,622.6
16419,4167,4316,3,0.0,175.8
16552,4199,4457,2,0.0,1371.47
16600,4211,221,4,0.0,384.44
16883,4278,1060,2,0.0,93.68
17228,4359,93,3,0.0,233.5
17870,4527,1271,3,205.54,171.28
17875,4527,4907,3,0.0,186.84
18273,4629,1011,2,0.0,56.1
18413,4662,575,3,133.04,443.48
18427,4664,575,2,133.04,443.48
18441,4668,2512,3,0.0,558.99
18760,4748,1462,2,5.73,28.63
18878,4780,4699,1,0.0,154.55
18961,4799,415,2,24.09,48.18
19047,4817,4095,1,19.18,47.96
19058,4821,4582,4,0.0,936.48
19175,4851,1124,1,10.9,109.03
19454,4915,2643,3,0.0,843.91
19565,4942,2106,5,61.41,49.13
19682,4971,1487,8,415.07,345.89
19980,5048,1978,1,0.0,1266.19
20080,5073,3616,2,0.0,1038.69
20201,5102,526,5,0.0,2188.39
20423,5156,4319,1,0.0,204.38
20745,5239,3141,3,2001.75,667.25
20903,5276,3496,5,38.4,19.2
21259,5363,4916,1,0.0,1774.47
21303,5374,989,1,0.0,233.78
21585,5442,3038,1,0.0,12.3
21911,5525,4629,3,1176.5,1568.66
22391,5642,1105,1,107.15,107.15
22398,5644,2242,4,56.96,71.2
22504,5671,4075,1,0.0,139.9
22708,5722,3870,4,826.96,206.74
22738,5727,4243,4,1217.2,760.75
23044,5811,2641,2,132.36,330.91
23305,5874,1062,2,0.0,592.75
23343,5884,2692,1,0.0,804.92
23352,5887,1677,3,0.0,298.1
23714,5979,3674,1,32.15,321.53
23821,6004,1760,4,0.0,426.27
24049,6060,1133,1,17.59,117.25
24245,6109,953,4,120.96,302.41
24294,6124,4090,1,0.0,1198.78
24368,6141,3791,5,0.0,172.93
24469,6165,4638,1,45.6,303.99
24583,6197,3649,5,0.0,270.1
24980,6287,794,2,38.7,193.5
25106,6318,579,1,34.6,230.67
25790,6474,3998,2,0.0,1325.13
26363,6611,508,1,0.0,185.88
26520,6652,4438,4,0.0,130.09
26636,6677,4176,1,0.0,135.01
26666,6687,3891,1,0.0,142.4
26701,6695,687,3,60.43,201.45
26800,6719,3533,3,0.0,342.76
26862,6733,2127,3,740.42,1645.38
26890,6739,4309,1,0.0,277.6
26943,6752,1303,2,0.0,73.79
27201,6813,2187,2,145.97,364.93
27477,6882,2935,2,609.5,761.88
27489,6884,1936,3,0.0,126.78
27514,6892,731,1,0.0,540.41
27527,6895,1613,2,0.0,85.46
27938,6993,3221,8,0.0,448.9
28172,7048,2054,1,0.0,115.17
28244,7066,2665,3,0.0,155.92
28278,7074,1581,4,0.0,132.56
28510,7131,1184,3,101.14,224.75
28688,7174,27,8,0.0,103.66
28708,7178,3618,3,0.0,249.64
29194,7295,232,3,0.0,244.38
29197,7296,2469,2,0.0,356.17
29451,7350,1600,1,0.0,33.18
29540,7371,3488,2,0.0,488.77
29774,7429,3829,2,0.0,223.5
29877,7456,1781,2,0.0,116.79
30297,7560,3044,2,0.0,79.17
30536,7618,2485,2,57.4,143.5
31079,7756,1834,5,0.0,130.75
31608,7886,2448,2,52.89,132.23
31652,7900,4664,2,10.92,21.84
31770,7932,1022,7,0.0,222.32
31804,7940,2438,2,0.0,832.0
31991,7986,894,8,12.5,7.81
32151,8023,3802,6,2976.62,1240.26
32290,8051,4377,1,96.43,642.89
32337,8062,4761,1,557.94,1394.84
32532,8110,4841,6,28.65,31.83
32681,8144,3808,1,0.0,1262.99
33334,8303,1923,3,0.0,845.38
33346,8306,2388,1,56.26,225.04
33463,8336,2377,3,0.0,189.37
33654,8382,3993,1,0.0,1336.31
33771,8409,3177,1,0.0,929.69
33900,8440,2857,3,0.0,51.44
34035,8474,1114,1,0.0,225.87
34294,8535,4413,7,0.0,1324.37
34539,8594,1623,2,0.0,47.38
34591,8606,1389,1,8.58,85.82
34618,8613,2948,1,0.0,128.65
35010,8707,3667,2,23.15,115.74
35154,8743,4472,6,0.0,30.9
35961,8936,4026,2,0.0,1335.07
36452,9056,2832,1,255.05,1700.32
36626,9094,2856,5,0.0,121.63
37112,9215,2080,1,79.34,79.34
37273,9260,3348,2,0.0,58.34
37341,9276,2119,1,0.0,497.7
37767,9380,803,2,0.0,293.06
38334,9509,3684,3,0.0,92.97
38439,9534,3340,1,33.17,82.93
38551,9563,2045,2,25.87,64.68
38594,9572,1942,2,85.14,283.8
38718,9604,3060,3,0.0,194.8
38947,9658,4197,1,0.0,377.52
38969,9664,3891,1,0.0,142.4
39027,9679,4437,5,0.0,85.96
39060,9690,2027,3,0.0,1284.63
39123,9704,253,1,0.0,169.84
39440,9787,3921,1,37.43,93.58
39553,9806,583,4,0.0,32.11
39678,9837,4351,1,0.0,105.91
39774,9859,935,4,212.06,265.07
39848,9875,4398,2,0.0,894.41
39870,9881,3215,1,100.69,671.29
39909,9890,3314,1,78.52,314.07
40154,9947,547,2,0.0,66.65
40228,9961,2659,1,0.0,324.18
41339,10229,1708,2,0.0,57.71
41650,10306,4186,1,72.51,725.12
41791,10337,1805,1,27.91,279.07
42100,10418,2686,3,0.0,393.45
42163,10433,3488,5,0.0,488.77
42324,10471,3488,6,293.26,488.77
42559,10530,3877,7,0.0,196.05
43136,10667,2242,4,28.48,71.2
43416,10734,253,1,16.98,169.84
43600,10772,1395,3,0.0,252.91
43731,10808,4222,1,0.0,214.87
43747,10812,2023,3,0.0,950.05
44050,10888,64,6,171.42,190.47
44414,10972,1449,5,0.0,532.98
44620,11023,1507,5,0.0,62.5
44782,11065,3480,5,304.06,243.25
44853,11086,4252,3,172.96,576.52
